"Region","Year","AgeLow","AgeUp","Sex","Quantile","Deaths","Qx"
"Latin America and Caribbean",2004,10,14,"B","Point",21774,1.97241
"Latin America and Caribbean",2004,10,14,"B","Upper",23176,2.09954
"Latin America and Caribbean",2005,10,14,"B","Lower",20093,1.81491
"Latin America and Caribbean",2005,10,14,"B","Point",21290,1.92251
"Latin America and Caribbean",2005,10,14,"B","Upper",22518,2.03363
"Latin America and Caribbean",2006,10,14,"B","Lower",19777,1.78339
"Latin America and Caribbean",2006,10,14,"B","Point",20992,1.89212
"Latin America and Caribbean",2006,10,14,"B","Upper",22274,2.00753
"Latin America and Caribbean",2007,10,14,"B","Lower",19536,1.76272
"Latin America and Caribbean",2007,10,14,"B","Point",20791,1.87183
"Latin America and Caribbean",2007,10,14,"B","Upper",22083,1.98815
"Latin America and Caribbean",2008,10,14,"B","Lower",19282,1.73896
"Latin America and Caribbean",2008,10,14,"B","Point",20546,1.84958
"Latin America and Caribbean",2008,10,14,"B","Upper",21874,1.96931
"Latin America and Caribbean",2009,10,14,"B","Lower",18928,1.7088
"Latin America and Caribbean",2009,10,14,"B","Point",20243,1.8245
"Latin America and Caribbean",2009,10,14,"B","Upper",21634,1.94956
"Latin America and Caribbean",2010,10,14,"B","Lower",26359,2.37961
"Latin America and Caribbean",2010,10,14,"B","Point",37556,3.38885
"Latin America and Caribbean",2010,10,14,"B","Upper",50457,4.55003
"Latin America and Caribbean",2011,10,14,"B","Lower",18174,1.64759
"Latin America and Caribbean",2011,10,14,"B","Point",19499,1.76673
"Latin America and Caribbean",2011,10,14,"B","Upper",21041,1.90647
"Latin America and Caribbean",2012,10,14,"B","Lower",17737,1.61561
"Latin America and Caribbean",2012,10,14,"B","Point",19091,1.7374
"Latin America and Caribbean",2012,10,14,"B","Upper",20731,1.88624
"Latin America and Caribbean",2013,10,14,"B","Lower",17322,1.58525
"Latin America and Caribbean",2013,10,14,"B","Point",18697,1.70926
"Latin America and Caribbean",2013,10,14,"B","Upper",20419,1.86664
"Latin America and Caribbean",2014,10,14,"B","Lower",16953,1.56179
"Latin America and Caribbean",2014,10,14,"B","Point",18313,1.6829
"Latin America and Caribbean",2014,10,14,"B","Upper",20157,1.8521
"Latin America and Caribbean",2015,10,14,"B","Lower",16530,1.53454
"Latin America and Caribbean",2015,10,14,"B","Point",17945,1.65835
"Latin America and Caribbean",2015,10,14,"B","Upper",19928,1.84165
"Latin America and Caribbean",2016,10,14,"B","Lower",16149,1.50972
"Latin America and Caribbean",2016,10,14,"B","Point",17536,1.63404
"Latin America and Caribbean",2016,10,14,"B","Upper",19636,1.82949
"Latin America and Caribbean",2017,10,14,"B","Lower",15709,1.48403
"Latin America and Caribbean",2017,10,14,"B","Point",17121,1.60925
"Latin America and Caribbean",2017,10,14,"B","Upper",19302,1.81471
"Latin America and Caribbean",2018,10,14,"B","Lower",15248,1.44839
"Latin America and Caribbean",2018,10,14,"B","Point",16714,1.58417
"Latin America and Caribbean",2018,10,14,"B","Upper",19029,1.80367
"Latin America and Caribbean",2019,10,14,"B","Lower",14797,1.41904
"Latin America and Caribbean",2019,10,14,"B","Point",16313,1.55737
"Latin America and Caribbean",2019,10,14,"B","Upper",18804,1.79662
"Middle East and North Africa",2000,10,14,"B","Lower",17944,2.30496
"Middle East and North Africa",2000,10,14,"B","Point",20552,2.61059
"Middle East and North Africa",2000,10,14,"B","Upper",23374,2.97154
"Middle East and North Africa",2001,10,14,"B","Lower",17420,2.24131
"Middle East and North Africa",2001,10,14,"B","Point",19841,2.52215
"Middle East and North Africa",2001,10,14,"B","Upper",22628,2.87916
"Middle East and North Africa",2002,10,14,"B","Lower",16776,2.16596
"Middle East and North Africa",2002,10,14,"B","Point",19133,2.44504
"Middle East and North Africa",2002,10,14,"B","Upper",21902,2.80197
"Middle East and North Africa",2003,10,14,"B","Lower",20525,2.65018
"Middle East and North Africa",2003,10,14,"B","Point",25373,3.26608
"Middle East and North Africa",2003,10,14,"B","Upper",32244,4.14891
"Middle East and North Africa",2004,10,14,"B","Lower",16958,2.22408
"Middle East and North Africa",2004,10,14,"B","Point",21444,2.78405
"Middle East and North Africa",2004,10,14,"B","Upper",27854,3.61374
"Middle East and North Africa",2005,10,14,"B","Lower",16467,2.19034
"Middle East and North Africa",2005,10,14,"B","Point",21528,2.8166
"Middle East and North Africa",2005,10,14,"B","Upper",29383,3.84225
"Middle East and North Africa",2006,10,14,"B","Lower",16599,2.25021
"Middle East and North Africa",2006,10,14,"B","Point",23927,3.15896
"Middle East and North Africa",2006,10,14,"B","Upper",35885,4.73905
"Middle East and North Africa",2007,10,14,"B","Lower",15913,2.17058
"Middle East and North Africa",2007,10,14,"B","Point",22405,2.98628
"Middle East and North Africa",2007,10,14,"B","Upper",33530,4.46666
"Middle East and North Africa",2008,10,14,"B","Lower",14808,2.03107
"Middle East and North Africa",2008,10,14,"B","Point",18538,2.49042
"Middle East and North Africa",2008,10,14,"B","Upper",24755,3.3245
"Middle East and North Africa",2009,10,14,"B","Lower",14103,1.94992
"Middle East and North Africa",2009,10,14,"B","Point",17124,2.31442
"Middle East and North Africa",2009,10,14,"B","Upper",22077,2.98545
"Middle East and North Africa",2010,10,14,"B","Lower",13579,1.89313
"Middle East and North Africa",2010,10,14,"B","Point",16374,2.2207
"Middle East and North Africa",2010,10,14,"B","Upper",21175,2.88858
"Middle East and North Africa",2011,10,14,"B","Lower",14200,1.96939
"Middle East and North Africa",2011,10,14,"B","Point",17023,2.31876
"Middle East and North Africa",2011,10,14,"B","Upper",22466,3.0641
"Middle East and North Africa",2012,10,14,"B","Lower",19046,2.65617
"Middle East and North Africa",2012,10,14,"B","Point",22195,3.0285
"Middle East and North Africa",2012,10,14,"B","Upper",28301,3.88807
"Middle East and North Africa",2013,10,14,"B","Lower",20490,2.85541
"Middle East and North Africa",2013,10,14,"B","Point",24550,3.34564
"Middle East and North Africa",2013,10,14,"B","Upper",33060,4.53344
"Middle East and North Africa",2014,10,14,"B","Lower",21714,3.02048
"Middle East and North Africa",2014,10,14,"B","Point",27613,3.74632
"Middle East and North Africa",2014,10,14,"B","Upper",41396,5.66548
"Middle East and North Africa",2015,10,14,"B","Lower",19614,2.69377
"Middle East and North Africa",2015,10,14,"B","Point",25133,3.38118
"Middle East and North Africa",2015,10,14,"B","Upper",38881,5.28481
"Middle East and North Africa",2016,10,14,"B","Lower",18738,2.53279
"Middle East and North Africa",2016,10,14,"B","Point",24596,3.2658
"Middle East and North Africa",2016,10,14,"B","Upper",40148,5.3749
"Middle East and North Africa",2017,10,14,"B","Lower",17082,2.26701
"Middle East and North Africa",2017,10,14,"B","Point",22003,2.87127
"Middle East and North Africa",2017,10,14,"B","Upper",35003,4.57128
"Middle East and North Africa",2018,10,14,"B","Lower",15050,1.96328
"Middle East and North Africa",2018,10,14,"B","Point",19010,2.43006
"Middle East and North Africa",2018,10,14,"B","Upper",27677,3.56469
"Middle East and North Africa",2019,10,14,"B","Lower",14008,1.77983
"Middle East and North Africa",2019,10,14,"B","Point",17797,2.22044
"Middle East and North Africa",2019,10,14,"B","Upper",26736,3.34157
"North America",2000,10,14,"B","Lower",4356,0.95593
"North America",2000,10,14,"B","Point",4549,0.99845
"North America",2000,10,14,"B","Upper",4749,1.04189
"North America",2001,10,14,"B","Lower",4273,0.92427
"North America",2001,10,14,"B","Point",4463,0.96516
"North America",2001,10,14,"B","Upper",4662,1.00826
"North America",2002,10,14,"B","Lower",4208,0.89974
"North America",2002,10,14,"B","Point",4391,0.93873
"North America",2002,10,14,"B","Upper",4562,0.97523
"North America",2003,10,14,"B","Lower",4146,0.87868
"North America",2003,10,14,"B","Point",4320,0.91529
"North America",2003,10,14,"B","Upper",4501,0.95347
"North America",2004,10,14,"B","Lower",4061,0.85627
"North America",2004,10,14,"B","Point",4229,0.89154
"North America",2004,10,14,"B","Upper",4408,0.92914
"North America",2005,10,14,"B","Lower",3941,0.83178
"North America",2005,10,14,"B","Point",4103,0.86582
"North America",2005,10,14,"B","Upper",4281,0.90332
"North America",2006,10,14,"B","Lower",3781,0.80383
"North America",2006,10,14,"B","Point",3939,0.83735
"North America",2006,10,14,"B","Upper",4113,0.8742
"North America",2007,10,14,"B","Lower",3615,0.77569
"North America",2007,10,14,"B","Point",3758,0.80639
"North America",2007,10,14,"B","Upper",3914,0.83975
"North America",2008,10,14,"B","Lower",3439,0.74547
"North America",2008,10,14,"B","Point",3578,0.77538
"North America",2008,10,14,"B","Upper",3725,0.80713
"North America",2009,10,14,"B","Lower",3285,0.7173
"North America",2009,10,14,"B","Point",3424,0.7476
"North America",2009,10,14,"B","Upper",3556,0.77639
"North America",2010,10,14,"B","Lower",3155,0.69083
"North America",2010,10,14,"B","Point",3311,0.72494
"North America",2010,10,14,"B","Upper",3448,0.75489
"North America",2011,10,14,"B","Lower",3073,0.67523
"North America",2011,10,14,"B","Point",3230,0.70987
"North America",2011,10,14,"B","Upper",3368,0.7399
"North America",2012,10,14,"B","Lower",3047,0.67092
"North America",2012,10,14,"B","Point",3191,0.70266
"North America",2012,10,14,"B","Upper",3328,0.73265
"North America",2013,10,14,"B","Lower",3042,0.67103
"North America",2013,10,14,"B","Point",3186,0.70268
"North America",2013,10,14,"B","Upper",3324,0.73284
"North America",2014,10,14,"B","Lower",3069,0.67803
"North America",2014,10,14,"B","Point",3204,0.70784
"North America",2014,10,14,"B","Upper",3350,0.7399
"North America",2015,10,14,"B","Lower",3097,0.68501
"North America",2015,10,14,"B","Point",3238,0.71597
"North America",2015,10,14,"B","Upper",3380,0.74731
"North America",2016,10,14,"B","Lower",3142,0.69045
"North America",2016,10,14,"B","Point",3302,0.72551
"North America",2016,10,14,"B","Upper",3456,0.75933
"North America",2017,10,14,"B","Lower",3128,0.68283
"North America",2017,10,14,"B","Point",3367,0.73477
"North America",2017,10,14,"B","Upper",3607,0.78713
"North America",2018,10,14,"B","Lower",3040,0.65949
"North America",2018,10,14,"B","Point",3419,0.74176
"North America",2018,10,14,"B","Upper",3806,0.82548
"North America",2019,10,14,"B","Lower",2913,0.62999
"North America",2019,10,14,"B","Point",3440,0.74386
"North America",2019,10,14,"B","Upper",4034,0.87216
"South Asia",2000,10,14,"B","Lower",148309,4.69168
"South Asia",2000,10,14,"B","Point",168714,5.33531
"South Asia",2000,10,14,"B","Upper",191358,6.04934
"South Asia",2001,10,14,"B","Lower",144660,4.53172
"South Asia",2001,10,14,"B","Point",164602,5.15487
"South Asia",2001,10,14,"B","Upper",186590,5.84555
"South Asia",2002,10,14,"B","Lower",141760,4.40098
"South Asia",2002,10,14,"B","Point",161746,5.01993
"South Asia",2002,10,14,"B","Upper",183417,5.69054
"South Asia",2003,10,14,"B","Lower",137864,4.24461
"South Asia",2003,10,14,"B","Point",158129,4.86697
"South Asia",2003,10,14,"B","Upper",179198,5.51371
"South Asia",2004,10,14,"B","Lower",139858,4.27191
"South Asia",2004,10,14,"B","Point",159152,4.85982
"South Asia",2004,10,14,"B","Upper",179523,5.4801
"South Asia",2005,10,14,"B","Lower",135741,4.11476
"South Asia",2005,10,14,"B","Point",153735,4.65894
"South Asia",2005,10,14,"B","Upper",174034,5.27247
"South Asia",2006,10,14,"B","Lower",133998,4.03238
"South Asia",2006,10,14,"B","Point",151507,4.55802
"South Asia",2006,10,14,"B","Upper",171539,5.15916
"South Asia",2007,10,14,"B","Lower",131327,3.92188
"South Asia",2007,10,14,"B","Point",148695,4.43942
"South Asia",2007,10,14,"B","Upper",169764,5.0668
"South Asia",2008,10,14,"B","Lower",128476,3.80686
"South Asia",2008,10,14,"B","Point",146068,4.32701
"South Asia",2008,10,14,"B","Upper",167543,4.96158
"South Asia",2009,10,14,"B","Lower",124075,3.65891
"South Asia",2009,10,14,"B","Point",142055,4.17644
"South Asia",2009,10,14,"B","Upper",164628,4.83847
"South Asia",2010,10,14,"B","Lower",118043,3.44932
"South Asia",2010,10,14,"B","Point",136416,3.98332
"South Asia",2010,10,14,"B","Upper",158912,4.63867
"South Asia",2011,10,14,"B","Lower",111703,3.2449
"South Asia",2011,10,14,"B","Point",131326,3.81384
"South Asia",2011,10,14,"B","Upper",154638,4.48929
"South Asia",2012,10,14,"B","Lower",107280,3.10075
"South Asia",2012,10,14,"B","Point",126174,3.64584
"South Asia",2012,10,14,"B","Upper",149274,4.31187
"South Asia",2013,10,14,"B","Lower",102140,2.93918
"South Asia",2013,10,14,"B","Point",121098,3.48374
"South Asia",2013,10,14,"B","Upper",146618,4.21637
"South Asia",2014,10,14,"B","Lower",94763,2.71709
"South Asia",2014,10,14,"B","Point",116286,3.33312
"South Asia",2014,10,14,"B","Upper",144396,4.13724
"South Asia",2015,10,14,"B","Lower",88700,2.55579
"South Asia",2015,10,14,"B","Point",112683,3.22093
"South Asia",2015,10,14,"B","Upper",145401,4.15417
"South Asia",2016,10,14,"B","Lower",81213,2.34546
"South Asia",2016,10,14,"B","Point",108036,3.08072
"South Asia",2016,10,14,"B","Upper",144641,4.13525
"South Asia",2017,10,14,"B","Lower",75591,2.19857
"South Asia",2017,10,14,"B","Point",104963,2.98881
"South Asia",2017,10,14,"B","Upper",147103,4.20124
"South Asia",2018,10,14,"B","Lower",70572,2.06848
"South Asia",2018,10,14,"B","Point",102367,2.91318
"South Asia",2018,10,14,"B","Upper",149943,4.26607
"South Asia",2019,10,14,"B","Lower",66807,1.96087
"South Asia",2019,10,14,"B","Point",100002,2.84856
"South Asia",2019,10,14,"B","Upper",152283,4.35671
"West and central Africa",2000,10,14,"B","Lower",65725,8.35591
"West and central Africa",2000,10,14,"B","Point",83055,10.52445
"West and central Africa",2000,10,14,"B","Upper",101628,12.91844
"West and central Africa",2001,10,14,"B","Lower",66583,8.29775
"West and central Africa",2001,10,14,"B","Point",83892,10.39691
"West and central Africa",2001,10,14,"B","Upper",102400,12.71374
"West and central Africa",2002,10,14,"B","Lower",68140,8.28689
"West and central Africa",2002,10,14,"B","Point",85058,10.29642
"West and central Africa",2002,10,14,"B","Upper",103945,12.57887
"West and central Africa",2003,10,14,"B","Lower",69282,8.22325
"West and central Africa",2003,10,14,"B","Point",86378,10.19933
"West and central Africa",2003,10,14,"B","Upper",105264,12.4525
"West and central Africa",2004,10,14,"B","Lower",69763,8.0824
"West and central Africa",2004,10,14,"B","Point",87228,10.0372
"West and central Africa",2004,10,14,"B","Upper",106681,12.32855
"West and central Africa",2005,10,14,"B","Lower",70941,7.96032
"West and central Africa",2005,10,14,"B","Point",88558,9.92633
"West and central Africa",2005,10,14,"B","Upper",108454,12.17605
"West and central Africa",2006,10,14,"B","Lower",71777,7.85336
"West and central Africa",2006,10,14,"B","Point",89815,9.81378
"West and central Africa",2006,10,14,"B","Upper",109874,12.0461
"West and central Africa",2007,10,14,"B","Lower",72740,7.80166
"West and central Africa",2007,10,14,"B","Point",91273,9.70622
"West and central Africa",2007,10,14,"B","Upper",112316,11.9561
"West and central Africa",2008,10,14,"B","Lower",74239,7.68416
"West and central Africa",2008,10,14,"B","Point",92934,9.60379
"West and central Africa",2008,10,14,"B","Upper",115243,11.942
"West and central Africa",2009,10,14,"B","Lower",74798,7.52555
"West and central Africa",2009,10,14,"B","Point",94631,9.49629
"West and central Africa",2009,10,14,"B","Upper",118220,11.881
"West and central Africa",2010,10,14,"B","Lower",75348,7.39464
"West and central Africa",2010,10,14,"B","Point",96409,9.39163
"West and central Africa",2010,10,14,"B","Upper",121124,11.86892
"West and central Africa",2011,10,14,"B","Lower",75990,7.2296
"West and central Africa",2011,10,14,"B","Point",98232,9.29025
"West and central Africa",2011,10,14,"B","Upper",123950,11.81329
"West and central Africa",2012,10,14,"B","Lower",76795,7.10667
"West and central Africa",2012,10,14,"B","Point",100184,9.18843
"West and central Africa",2012,10,14,"B","Upper",127553,11.77821
"West and central Africa",2013,10,14,"B","Lower",77386,6.96038
"West and central Africa",2013,10,14,"B","Point",102098,9.07385
"West and central Africa",2013,10,14,"B","Upper",131874,11.81018
"West and central Africa",2014,10,14,"B","Lower",79014,6.85847
"West and central Africa",2014,10,14,"B","Point",104771,9.02137
"West and central Africa",2014,10,14,"B","Upper",137139,11.981
"West and central Africa",2015,10,14,"B","Lower",79413,6.65998
"West and central Africa",2015,10,14,"B","Point",105761,8.83038
"West and central Africa",2015,10,14,"B","Upper",139894,11.76229
"West and central Africa",2016,10,14,"B","Lower",79760,6.52933
"West and central Africa",2016,10,14,"B","Point",107340,8.6989
"West and central Africa",2016,10,14,"B","Upper",144013,11.76057
"West and central Africa",2017,10,14,"B","Lower",79981,6.36166
"West and central Africa",2017,10,14,"B","Point",108788,8.55701
"West and central Africa",2017,10,14,"B","Upper",148041,11.75716
"West and central Africa",2018,10,14,"B","Lower",79687,6.16385
"West and central Africa",2018,10,14,"B","Point",110142,8.40995
"West and central Africa",2018,10,14,"B","Upper",152185,11.85433
"West and central Africa",2019,10,14,"B","Lower",79714,6.00651
"West and central Africa",2019,10,14,"B","Point",111246,8.25101
"West and central Africa",2019,10,14,"B","Upper",156889,11.92204
"Western Europe",2000,10,14,"B","Lower",4426,0.78351
"Western Europe",2000,10,14,"B","Point",4498,0.79699
"Western Europe",2000,10,14,"B","Upper",4594,0.81294
"Western Europe",2001,10,14,"B","Lower",4240,0.75602
"Western Europe",2001,10,14,"B","Point",4312,0.76895
"Western Europe",2001,10,14,"B","Upper",4404,0.78511
"Western Europe",2002,10,14,"B","Lower",4058,0.72937
"Western Europe",2002,10,14,"B","Point",4123,0.74135
"Western Europe",2002,10,14,"B","Upper",4211,0.75685
"Western Europe",2003,10,14,"B","Lower",3873,0.70227
"Western Europe",2003,10,14,"B","Point",3938,0.71414
"Western Europe",2003,10,14,"B","Upper",4023,0.72933
"Western Europe",2004,10,14,"B","Lower",3688,0.6751
"Western Europe",2004,10,14,"B","Point",3757,0.68733
"Western Europe",2004,10,14,"B","Upper",3835,0.70183
"Western Europe",2005,10,14,"B","Lower",3506,0.64882
"Western Europe",2005,10,14,"B","Point",3572,0.66142
"Western Europe",2005,10,14,"B","Upper",3651,0.67541
"Western Europe",2006,10,14,"B","Lower",3336,0.6241
"Western Europe",2006,10,14,"B","Point",3402,0.63688
"Western Europe",2006,10,14,"B","Upper",3479,0.65067
"Western Europe",2007,10,14,"B","Lower",3177,0.60152
"Western Europe",2007,10,14,"B","Point",3236,0.61351
"Western Europe",2007,10,14,"B","Upper",3310,0.62656
"Western Europe",2008,10,14,"B","Lower",3025,0.57975
"Western Europe",2008,10,14,"B","Point",3090,0.59171
"Western Europe",2008,10,14,"B","Upper",3149,0.60336
"Western Europe",2009,10,14,"B","Lower",2886,0.5592
"Western Europe",2009,10,14,"B","Point",2943,0.57058
"Western Europe",2009,10,14,"B","Upper",3004,0.58189
"Western Europe",2010,10,14,"B","Lower",2756,0.53899
"Western Europe",2010,10,14,"B","Point",2818,0.55063
"Western Europe",2010,10,14,"B","Upper",2871,0.56134
"Western Europe",2011,10,14,"B","Lower",2639,0.51988
"Western Europe",2011,10,14,"B","Point",2696,0.53167
"Western Europe",2011,10,14,"B","Upper",2754,0.54236
"Western Europe",2012,10,14,"B","Lower",2535,0.50217
"Western Europe",2012,10,14,"B","Point",2592,0.51332
"Western Europe",2012,10,14,"B","Upper",2648,0.52431
"Western Europe",2013,10,14,"B","Lower",2441,0.48564
"Western Europe",2013,10,14,"B","Point",2497,0.49695
"Western Europe",2013,10,14,"B","Upper",2554,0.50769
"Western Europe",2014,10,14,"B","Lower",2361,0.47028
"Western Europe",2014,10,14,"B","Point",2424,0.48211
"Western Europe",2014,10,14,"B","Upper",2477,0.49322
"Western Europe",2015,10,14,"B","Lower",2304,0.45802
"Western Europe",2015,10,14,"B","Point",2362,0.46951
"Western Europe",2015,10,14,"B","Upper",2419,0.48056
"Western Europe",2016,10,14,"B","Lower",2266,0.44687
"Western Europe",2016,10,14,"B","Point",2331,0.4591
"Western Europe",2016,10,14,"B","Upper",2390,0.4712
"Western Europe",2017,10,14,"B","Lower",2241,0.43723
"Western Europe",2017,10,14,"B","Point",2316,0.45191
"Western Europe",2017,10,14,"B","Upper",2393,0.46667
"Western Europe",2018,10,14,"B","Lower",2200,0.42414
"Western Europe",2018,10,14,"B","Point",2292,0.44195
"Western Europe",2018,10,14,"B","Upper",2404,0.46326
"Western Europe",2019,10,14,"B","Lower",2157,0.4115
"Western Europe",2019,10,14,"B","Point",2275,0.43346
"Western Europe",2019,10,14,"B","Upper",2432,0.46377
"World",2000,15,19,"F","Lower",325772,5.88686
"World",2000,15,19,"F","Point",334080,6.03634
"World",2000,15,19,"F","Upper",346442,6.2592
"World",2001,15,19,"F","Lower",322316,5.70861
"World",2001,15,19,"F","Point",330134,5.8467
"World",2001,15,19,"F","Upper",342089,6.05774
"World",2002,15,19,"F","Lower",319752,5.53767
"World",2002,15,19,"F","Point",327296,5.66779
"World",2002,15,19,"F","Upper",339027,5.8705
"World",2003,15,19,"F","Lower",319479,5.41446
"World",2003,15,19,"F","Point",327063,5.54253
"World",2003,15,19,"F","Upper",338748,5.74008
"World",2004,15,19,"F","Lower",322369,5.37512
"World",2004,15,19,"F","Point",330163,5.50482
"World",2004,15,19,"F","Upper",342084,5.7029
"World",2005,15,19,"F","Lower",310118,5.12759
"World",2005,15,19,"F","Point",317633,5.25126
"World",2005,15,19,"F","Upper",328871,5.43681
"World",2006,15,19,"F","Lower",305430,5.04812
"World",2006,15,19,"F","Point",313013,5.17297
"World",2006,15,19,"F","Upper",324434,5.36137
"World",2007,15,19,"F","Lower",297923,4.96002
"World",2007,15,19,"F","Point",305648,5.08825
"World",2007,15,19,"F","Upper",317269,5.28125
"World",2008,15,19,"F","Lower",296092,4.98808
"World",2008,15,19,"F","Point",304348,5.12691
"World",2008,15,19,"F","Upper",316988,5.33914
"World",2009,15,19,"F","Lower",281896,4.8036
"World",2009,15,19,"F","Point",290372,4.94752
"World",2009,15,19,"F","Upper",303598,5.17244
"World",2010,15,19,"F","Lower",280031,4.8088
"World",2010,15,19,"F","Point",289469,4.97024
"World",2010,15,19,"F","Upper",303731,5.21471
"World",2011,15,19,"F","Lower",266677,4.60276
"World",2011,15,19,"F","Point",276107,4.76547
"World",2011,15,19,"F","Upper",290422,5.01155
"World",2012,15,19,"F","Lower",261011,4.51284
"World",2012,15,19,"F","Point",270959,4.68439
"World",2012,15,19,"F","Upper",285788,4.94016
"World",2013,15,19,"F","Lower",256023,4.4229
"World",2013,15,19,"F","Point",266571,4.60478
"World",2013,15,19,"F","Upper",282501,4.87919
"World",2014,15,19,"F","Lower",253014,4.36368
"World",2014,15,19,"F","Point",264113,4.55456
"World",2014,15,19,"F","Upper",280995,4.84509
"World",2015,15,19,"F","Lower",248191,4.27424
"World",2015,15,19,"F","Point",259561,4.46991
"World",2015,15,19,"F","Upper",277029,4.76969
"World",2016,15,19,"F","Lower",243879,4.19261
"World",2016,15,19,"F","Point",255574,4.39321
"World",2016,15,19,"F","Upper",274132,4.71147
"World",2017,15,19,"F","Lower",238527,4.09194
"World",2017,15,19,"F","Point",251485,4.3135
"World",2017,15,19,"F","Upper",271015,4.64798
"World",2018,15,19,"F","Lower",233137,3.98819
"World",2018,15,19,"F","Point",246985,4.2243
"World",2018,15,19,"F","Upper",267418,4.57327
"World",2019,15,19,"F","Lower",228580,3.89422
"World",2019,15,19,"F","Point",243225,4.14354
"World",2019,15,19,"F","Upper",265284,4.51812
"East Asia and Pacific",2000,15,19,"F","Lower",51299,3.03357
"East Asia and Pacific",2000,15,19,"F","Point",55884,3.30406
"East Asia and Pacific",2000,15,19,"F","Upper",61980,3.66403
"East Asia and Pacific",2001,15,19,"F","Lower",51176,2.93759
"East Asia and Pacific",2001,15,19,"F","Point",55479,3.18412
"East Asia and Pacific",2001,15,19,"F","Upper",61116,3.50711
"East Asia and Pacific",2002,15,19,"F","Lower",51334,2.83148
"East Asia and Pacific",2002,15,19,"F","Point",55457,3.05854
"East Asia and Pacific",2002,15,19,"F","Upper",60676,3.34587
"East Asia and Pacific",2003,15,19,"F","Lower",51444,2.72507
"East Asia and Pacific",2003,15,19,"F","Point",55328,2.9304
"East Asia and Pacific",2003,15,19,"F","Upper",60355,3.19629
"East Asia and Pacific",2004,15,19,"F","Lower",56137,2.8928
"East Asia and Pacific",2004,15,19,"F","Point",60629,3.12407
"East Asia and Pacific",2004,15,19,"F","Upper",66485,3.42512
"East Asia and Pacific",2005,15,19,"F","Lower",49099,2.51248
"East Asia and Pacific",2005,15,19,"F","Point",52553,2.68886
"East Asia and Pacific",2005,15,19,"F","Upper",56973,2.9148
"East Asia and Pacific",2006,15,19,"F","Lower",46566,2.41432
"East Asia and Pacific",2006,15,19,"F","Point",49772,2.5803
"East Asia and Pacific",2006,15,19,"F","Upper",53945,2.79635
"East Asia and Pacific",2007,15,19,"F","Lower",43238,2.32024
"East Asia and Pacific",2007,15,19,"F","Point",46409,2.49007
"East Asia and Pacific",2007,15,19,"F","Upper",50501,2.70941
"East Asia and Pacific",2008,15,19,"F","Lower",45882,2.58367
"East Asia and Pacific",2008,15,19,"F","Point",49561,2.79057
"East Asia and Pacific",2008,15,19,"F","Upper",54661,3.07724
"East Asia and Pacific",2009,15,19,"F","Lower",36705,2.17016
"East Asia and Pacific",2009,15,19,"F","Point",39878,2.3574
"East Asia and Pacific",2009,15,19,"F","Upper",44352,2.62161
"East Asia and Pacific",2010,15,19,"F","Lower",33919,2.0845
"East Asia and Pacific",2010,15,19,"F","Point",37331,2.29383
"East Asia and Pacific",2010,15,19,"F","Upper",42101,2.58664
"East Asia and Pacific",2011,15,19,"F","Lower",31942,2.02109
"East Asia and Pacific",2011,15,19,"F","Point",35352,2.23681
"East Asia and Pacific",2011,15,19,"F","Upper",40204,2.54316
"East Asia and Pacific",2012,15,19,"F","Lower",29878,1.92679
"East Asia and Pacific",2012,15,19,"F","Point",33560,2.16397
"East Asia and Pacific",2012,15,19,"F","Upper",38536,2.48434
"East Asia and Pacific",2013,15,19,"F","Lower",28388,1.85109
"East Asia and Pacific",2013,15,19,"F","Point",32141,2.09548
"East Asia and Pacific",2013,15,19,"F","Upper",37152,2.42181
"East Asia and Pacific",2014,15,19,"F","Lower",27047,1.77965
"East Asia and Pacific",2014,15,19,"F","Point",30931,2.03494
"East Asia and Pacific",2014,15,19,"F","Upper",36185,2.38014
"East Asia and Pacific",2015,15,19,"F","Lower",25822,1.7177
"East Asia and Pacific",2015,15,19,"F","Point",29814,1.98314
"East Asia and Pacific",2015,15,19,"F","Upper",35184,2.33963
"East Asia and Pacific",2016,15,19,"F","Lower",24729,1.66512
"East Asia and Pacific",2016,15,19,"F","Point",28776,1.93731
"East Asia and Pacific",2016,15,19,"F","Upper",34265,2.3064
"East Asia and Pacific",2017,15,19,"F","Lower",23556,1.60521
"East Asia and Pacific",2017,15,19,"F","Point",27768,1.89185
"East Asia and Pacific",2017,15,19,"F","Upper",33170,2.25952
"East Asia and Pacific",2018,15,19,"F","Lower",22436,1.54588
"East Asia and Pacific",2018,15,19,"F","Point",26840,1.84897
"East Asia and Pacific",2018,15,19,"F","Upper",32188,2.21695
"East Asia and Pacific",2019,15,19,"F","Lower",21442,1.49063
"East Asia and Pacific",2019,15,19,"F","Point",25911,1.80108
"East Asia and Pacific",2019,15,19,"F","Upper",31336,2.17764
"Eastern and Southern Africa",2000,15,19,"F","Lower",54437,13.91084
"Eastern and Southern Africa",2000,15,19,"F","Point",58292,14.88597
"Eastern and Southern Africa",2000,15,19,"F","Upper",63153,16.11979
"Eastern and Southern Africa",2001,15,19,"F","Lower",52857,13.1723
"Eastern and Southern Africa",2001,15,19,"F","Point",56387,14.04569
"Eastern and Southern Africa",2001,15,19,"F","Upper",61021,15.19127
"Eastern and Southern Africa",2002,15,19,"F","Lower",51530,12.52963
"Eastern and Southern Africa",2002,15,19,"F","Point",54894,13.34154
