"Region","Year","AgeLow","AgeUp","Sex","Quantile","Deaths","Qx"
"Eastern and Southern Africa",2002,15,19,"F","Upper",59405,14.43025
"Eastern and Southern Africa",2003,15,19,"F","Lower",51009,12.10611
"Eastern and Southern Africa",2003,15,19,"F","Point",54258,12.87182
"Eastern and Southern Africa",2003,15,19,"F","Upper",58797,13.94135
"Eastern and Southern Africa",2004,15,19,"F","Lower",50201,11.63569
"Eastern and Southern Africa",2004,15,19,"F","Point",53482,12.39099
"Eastern and Southern Africa",2004,15,19,"F","Upper",58047,13.44176
"Eastern and Southern Africa",2005,15,19,"F","Lower",48750,11.03945
"Eastern and Southern Africa",2005,15,19,"F","Point",52047,11.78118
"Eastern and Southern Africa",2005,15,19,"F","Upper",56579,12.80071
"Eastern and Southern Africa",2006,15,19,"F","Lower",47642,10.56756
"Eastern and Southern Africa",2006,15,19,"F","Point",51044,11.31736
"Eastern and Southern Africa",2006,15,19,"F","Upper",55595,12.32043
"Eastern and Southern Africa",2007,15,19,"F","Lower",46766,10.15845
"Eastern and Southern Africa",2007,15,19,"F","Point",50086,10.87512
"Eastern and Southern Africa",2007,15,19,"F","Upper",54634,11.85723
"Eastern and Southern Africa",2008,15,19,"F","Lower",45772,9.72822
"Eastern and Southern Africa",2008,15,19,"F","Point",49283,10.47105
"Eastern and Southern Africa",2008,15,19,"F","Upper",53966,11.45935
"Eastern and Southern Africa",2009,15,19,"F","Lower",45157,9.37393
"Eastern and Southern Africa",2009,15,19,"F","Point",48798,10.12583
"Eastern and Southern Africa",2009,15,19,"F","Upper",53630,11.12275
"Eastern and Southern Africa",2010,15,19,"F","Lower",44430,8.99535
"Eastern and Southern Africa",2010,15,19,"F","Point",48155,9.74552
"Eastern and Southern Africa",2010,15,19,"F","Upper",53430,10.80758
"Eastern and Southern Africa",2011,15,19,"F","Lower",43755,8.65229
"Eastern and Southern Africa",2011,15,19,"F","Point",47701,9.42921
"Eastern and Southern Africa",2011,15,19,"F","Upper",53161,10.5023
"Eastern and Southern Africa",2012,15,19,"F","Lower",43469,8.38094
"Eastern and Southern Africa",2012,15,19,"F","Point",47608,9.17585
"Eastern and Southern Africa",2012,15,19,"F","Upper",53466,10.2982
"Eastern and Southern Africa",2013,15,19,"F","Lower",43283,8.13061
"Eastern and Southern Africa",2013,15,19,"F","Point",47556,8.92952
"Eastern and Southern Africa",2013,15,19,"F","Upper",53772,10.09092
"Eastern and Southern Africa",2014,15,19,"F","Lower",42990,7.86645
"Eastern and Southern Africa",2014,15,19,"F","Point",47577,8.70104
"Eastern and Southern Africa",2014,15,19,"F","Upper",54020,9.87457
"Eastern and Southern Africa",2015,15,19,"F","Lower",42662,7.6066
"Eastern and Southern Africa",2015,15,19,"F","Point",47372,8.44217
"Eastern and Southern Africa",2015,15,19,"F","Upper",54060,9.6288
"Eastern and Southern Africa",2016,15,19,"F","Lower",42348,7.36679
"Eastern and Southern Africa",2016,15,19,"F","Point",47231,8.21344
"Eastern and Southern Africa",2016,15,19,"F","Upper",54139,9.40828
"Eastern and Southern Africa",2017,15,19,"F","Lower",42093,7.14565
"Eastern and Southern Africa",2017,15,19,"F","Point",47106,7.9927
"Eastern and Southern Africa",2017,15,19,"F","Upper",54341,9.21518
"Eastern and Southern Africa",2018,15,19,"F","Lower",41535,6.88075
"Eastern and Southern Africa",2018,15,19,"F","Point",46648,7.72474
"Eastern and Southern Africa",2018,15,19,"F","Upper",53940,8.92644
"Eastern and Southern Africa",2019,15,19,"F","Lower",41197,6.66043
"Eastern and Southern Africa",2019,15,19,"F","Point",46396,7.49778
"Eastern and Southern Africa",2019,15,19,"F","Upper",53836,8.69485
"Eastern Europe and central Asia",2000,15,19,"F","Lower",10570,3.08621
"Eastern Europe and central Asia",2000,15,19,"F","Point",11255,3.28608
"Eastern Europe and central Asia",2000,15,19,"F","Upper",11921,3.47985
"Eastern Europe and central Asia",2001,15,19,"F","Lower",10374,2.99823
"Eastern Europe and central Asia",2001,15,19,"F","Point",10952,3.16469
"Eastern Europe and central Asia",2001,15,19,"F","Upper",11509,3.32525
"Eastern Europe and central Asia",2002,15,19,"F","Lower",9969,2.8497
"Eastern Europe and central Asia",2002,15,19,"F","Point",10433,2.98232
"Eastern Europe and central Asia",2002,15,19,"F","Upper",10906,3.11702
"Eastern Europe and central Asia",2003,15,19,"F","Lower",9609,2.72522
"Eastern Europe and central Asia",2003,15,19,"F","Point",9973,2.82804
"Eastern Europe and central Asia",2003,15,19,"F","Upper",10344,2.93302
"Eastern Europe and central Asia",2004,15,19,"F","Lower",9370,2.65805
"Eastern Europe and central Asia",2004,15,19,"F","Point",9663,2.74047
"Eastern Europe and central Asia",2004,15,19,"F","Upper",9958,2.82415
"Eastern Europe and central Asia",2005,15,19,"F","Lower",9134,2.61953
"Eastern Europe and central Asia",2005,15,19,"F","Point",9361,2.6838
"Eastern Europe and central Asia",2005,15,19,"F","Upper",9589,2.74969
"Eastern Europe and central Asia",2006,15,19,"F","Lower",8777,2.5679
"Eastern Europe and central Asia",2006,15,19,"F","Point",8957,2.62066
"Eastern Europe and central Asia",2006,15,19,"F","Upper",9134,2.67198
"Eastern Europe and central Asia",2007,15,19,"F","Lower",8265,2.49308
"Eastern Europe and central Asia",2007,15,19,"F","Point",8411,2.53556
"Eastern Europe and central Asia",2007,15,19,"F","Upper",8545,2.57709
"Eastern Europe and central Asia",2008,15,19,"F","Lower",7671,2.40433
"Eastern Europe and central Asia",2008,15,19,"F","Point",7778,2.43834
"Eastern Europe and central Asia",2008,15,19,"F","Upper",7894,2.47397
"Eastern Europe and central Asia",2009,15,19,"F","Lower",7040,2.29713
"Eastern Europe and central Asia",2009,15,19,"F","Point",7122,2.32315
"Eastern Europe and central Asia",2009,15,19,"F","Upper",7206,2.35108
"Eastern Europe and central Asia",2010,15,19,"F","Lower",6514,2.20805
"Eastern Europe and central Asia",2010,15,19,"F","Point",6587,2.23208
"Eastern Europe and central Asia",2010,15,19,"F","Upper",6660,2.25692
"Eastern Europe and central Asia",2011,15,19,"F","Lower",6089,2.14857
"Eastern Europe and central Asia",2011,15,19,"F","Point",6150,2.17169
"Eastern Europe and central Asia",2011,15,19,"F","Upper",6220,2.19449
"Eastern Europe and central Asia",2012,15,19,"F","Lower",5754,2.10652
"Eastern Europe and central Asia",2012,15,19,"F","Point",5822,2.1296
"Eastern Europe and central Asia",2012,15,19,"F","Upper",5888,2.15525
"Eastern Europe and central Asia",2013,15,19,"F","Lower",5470,2.06784
"Eastern Europe and central Asia",2013,15,19,"F","Point",5534,2.09288
"Eastern Europe and central Asia",2013,15,19,"F","Upper",5608,2.11956
"Eastern Europe and central Asia",2014,15,19,"F","Lower",5279,2.05117
"Eastern Europe and central Asia",2014,15,19,"F","Point",5349,2.07817
"Eastern Europe and central Asia",2014,15,19,"F","Upper",5423,2.10675
"Eastern Europe and central Asia",2015,15,19,"F","Lower",4994,1.98322
"Eastern Europe and central Asia",2015,15,19,"F","Point",5061,2.0099
"Eastern Europe and central Asia",2015,15,19,"F","Upper",5144,2.04218
"Eastern Europe and central Asia",2016,15,19,"F","Lower",4854,1.95884
"Eastern Europe and central Asia",2016,15,19,"F","Point",4929,1.9875
"Eastern Europe and central Asia",2016,15,19,"F","Upper",5011,2.02197
"Eastern Europe and central Asia",2017,15,19,"F","Lower",4564,1.85922
"Eastern Europe and central Asia",2017,15,19,"F","Point",4645,1.89143
"Eastern Europe and central Asia",2017,15,19,"F","Upper",4730,1.9261
"Eastern Europe and central Asia",2018,15,19,"F","Lower",4397,1.79383
"Eastern Europe and central Asia",2018,15,19,"F","Point",4490,1.83213
"Eastern Europe and central Asia",2018,15,19,"F","Upper",4591,1.87282
"Eastern Europe and central Asia",2019,15,19,"F","Lower",4259,1.72835
"Eastern Europe and central Asia",2019,15,19,"F","Point",4374,1.77643
"Eastern Europe and central Asia",2019,15,19,"F","Upper",4506,1.8281
"Latin America and Caribbean",2000,15,19,"F","Lower",15277,2.95677
"Latin America and Caribbean",2000,15,19,"F","Point",15684,3.03476
"Latin America and Caribbean",2000,15,19,"F","Upper",16189,3.13269
"Latin America and Caribbean",2001,15,19,"F","Lower",15120,2.90601
"Latin America and Caribbean",2001,15,19,"F","Point",15521,2.98292
"Latin America and Caribbean",2001,15,19,"F","Upper",16036,3.0816
"Latin America and Caribbean",2002,15,19,"F","Lower",14910,2.85076
"Latin America and Caribbean",2002,15,19,"F","Point",15308,2.92652
"Latin America and Caribbean",2002,15,19,"F","Upper",15807,3.02181
"Latin America and Caribbean",2003,15,19,"F","Lower",14607,2.78297
"Latin America and Caribbean",2003,15,19,"F","Point",15017,2.86061
"Latin America and Caribbean",2003,15,19,"F","Upper",15526,2.95756
"Latin America and Caribbean",2004,15,19,"F","Lower",14465,2.74708
"Latin America and Caribbean",2004,15,19,"F","Point",14878,2.82534
"Latin America and Caribbean",2004,15,19,"F","Upper",15461,2.93575
"Latin America and Caribbean",2005,15,19,"F","Lower",14031,2.65605
"Latin America and Caribbean",2005,15,19,"F","Point",14429,2.73127
"Latin America and Caribbean",2005,15,19,"F","Upper",14965,2.83244
"Latin America and Caribbean",2006,15,19,"F","Lower",13916,2.6234
"Latin America and Caribbean",2006,15,19,"F","Point",14315,2.698
"Latin America and Caribbean",2006,15,19,"F","Upper",14868,2.80241
"Latin America and Caribbean",2007,15,19,"F","Lower",13951,2.61922
"Latin America and Caribbean",2007,15,19,"F","Point",14358,2.69474
"Latin America and Caribbean",2007,15,19,"F","Upper",14920,2.80074
"Latin America and Caribbean",2008,15,19,"F","Lower",14119,2.63864
"Latin America and Caribbean",2008,15,19,"F","Point",14532,2.71579
"Latin America and Caribbean",2008,15,19,"F","Upper",15090,2.81968
"Latin America and Caribbean",2009,15,19,"F","Lower",14309,2.66344
"Latin America and Caribbean",2009,15,19,"F","Point",14744,2.74341
"Latin America and Caribbean",2009,15,19,"F","Upper",15289,2.84531
"Latin America and Caribbean",2010,15,19,"F","Lower",19526,3.62062
"Latin America and Caribbean",2010,15,19,"F","Point",21926,4.0644
"Latin America and Caribbean",2010,15,19,"F","Upper",25552,4.73505
"Latin America and Caribbean",2011,15,19,"F","Lower",14425,2.66964
"Latin America and Caribbean",2011,15,19,"F","Point",14859,2.74903
"Latin America and Caribbean",2011,15,19,"F","Upper",15443,2.85752
"Latin America and Caribbean",2012,15,19,"F","Lower",14275,2.63914
"Latin America and Caribbean",2012,15,19,"F","Point",14718,2.72108
"Latin America and Caribbean",2012,15,19,"F","Upper",15333,2.83415
"Latin America and Caribbean",2013,15,19,"F","Lower",14055,2.59818
"Latin America and Caribbean",2013,15,19,"F","Point",14508,2.68218
"Latin America and Caribbean",2013,15,19,"F","Upper",15139,2.7981
"Latin America and Caribbean",2014,15,19,"F","Lower",13818,2.55762
"Latin America and Caribbean",2014,15,19,"F","Point",14290,2.6449
"Latin America and Caribbean",2014,15,19,"F","Upper",14913,2.7599
"Latin America and Caribbean",2015,15,19,"F","Lower",13649,2.532
"Latin America and Caribbean",2015,15,19,"F","Point",14121,2.61989
"Latin America and Caribbean",2015,15,19,"F","Upper",14762,2.73791
"Latin America and Caribbean",2016,15,19,"F","Lower",13496,2.51168
"Latin America and Caribbean",2016,15,19,"F","Point",13987,2.60289
"Latin America and Caribbean",2016,15,19,"F","Upper",14646,2.72509
"Latin America and Caribbean",2017,15,19,"F","Lower",13349,2.49457
"Latin America and Caribbean",2017,15,19,"F","Point",13853,2.58829
"Latin America and Caribbean",2017,15,19,"F","Upper",14570,2.72215
"Latin America and Caribbean",2018,15,19,"F","Lower",13125,2.46637
"Latin America and Caribbean",2018,15,19,"F","Point",13672,2.56853
"Latin America and Caribbean",2018,15,19,"F","Upper",14417,2.70865
"Latin America and Caribbean",2019,15,19,"F","Lower",12819,2.42514
"Latin America and Caribbean",2019,15,19,"F","Point",13427,2.53997
"Latin America and Caribbean",2019,15,19,"F","Upper",14196,2.68498
"Middle East and North Africa",2000,15,19,"F","Lower",11784,3.31759
"Middle East and North Africa",2000,15,19,"F","Point",12560,3.53531
"Middle East and North Africa",2000,15,19,"F","Upper",13582,3.82234
"Middle East and North Africa",2001,15,19,"F","Lower",11780,3.24316
"Middle East and North Africa",2001,15,19,"F","Point",12500,3.44122
"Middle East and North Africa",2001,15,19,"F","Upper",13432,3.69679
"Middle East and North Africa",2002,15,19,"F","Lower",11782,3.18334
"Middle East and North Africa",2002,15,19,"F","Point",12491,3.37347
"Middle East and North Africa",2002,15,19,"F","Upper",13322,3.59824
"Middle East and North Africa",2003,15,19,"F","Lower",14101,3.75454
"Middle East and North Africa",2003,15,19,"F","Point",15071,4.01192
"Middle East and North Africa",2003,15,19,"F","Upper",16242,4.32295
"Middle East and North Africa",2004,15,19,"F","Lower",12887,3.39919
"Middle East and North Africa",2004,15,19,"F","Point",13718,3.61787
"Middle East and North Africa",2004,15,19,"F","Upper",14776,3.89609
"Middle East and North Africa",2005,15,19,"F","Lower",12840,3.36866
"Middle East and North Africa",2005,15,19,"F","Point",13691,3.59128
"Middle East and North Africa",2005,15,19,"F","Upper",14783,3.87714
"Middle East and North Africa",2006,15,19,"F","Lower",13327,3.48972
"Middle East and North Africa",2006,15,19,"F","Point",14356,3.75865
"Middle East and North Africa",2006,15,19,"F","Upper",15726,4.11634
"Middle East and North Africa",2007,15,19,"F","Lower",12554,3.29523
"Middle East and North Africa",2007,15,19,"F","Point",13451,3.53095
"Middle East and North Africa",2007,15,19,"F","Upper",14685,3.85302
"Middle East and North Africa",2008,15,19,"F","Lower",11159,2.94704
"Middle East and North Africa",2008,15,19,"F","Point",11831,3.12414
"Middle East and North Africa",2008,15,19,"F","Upper",12721,3.35863
"Middle East and North Africa",2009,15,19,"F","Lower",10538,2.80583
"Middle East and North Africa",2009,15,19,"F","Point",11155,2.97002
"Middle East and North Africa",2009,15,19,"F","Upper",11954,3.18202
"Middle East and North Africa",2010,15,19,"F","Lower",10132,2.72277
"Middle East and North Africa",2010,15,19,"F","Point",10751,2.88852
"Middle East and North Africa",2010,15,19,"F","Upper",11544,3.10132
"Middle East and North Africa",2011,15,19,"F","Lower",10152,2.75665
"Middle East and North Africa",2011,15,19,"F","Point",10796,2.93019
"Middle East and North Africa",2011,15,19,"F","Upper",11624,3.15534
"Middle East and North Africa",2012,15,19,"F","Lower",10517,2.88916
"Middle East and North Africa",2012,15,19,"F","Point",11230,3.08338
"Middle East and North Africa",2012,15,19,"F","Upper",12106,3.32447
"Middle East and North Africa",2013,15,19,"F","Lower",10626,2.95417
"Middle East and North Africa",2013,15,19,"F","Point",11384,3.1638
"Middle East and North Africa",2013,15,19,"F","Upper",12369,3.43739
"Middle East and North Africa",2014,15,19,"F","Lower",11567,3.25034
"Middle East and North Africa",2014,15,19,"F","Point",12533,3.52171
"Middle East and North Africa",2014,15,19,"F","Upper",13826,3.88364
"Middle East and North Africa",2015,15,19,"F","Lower",11351,3.21875
"Middle East and North Africa",2015,15,19,"F","Point",12346,3.49949
"Middle East and North Africa",2015,15,19,"F","Upper",13644,3.86752
"Middle East and North Africa",2016,15,19,"F","Lower",11320,3.22552
"Middle East and North Africa",2016,15,19,"F","Point",12352,3.51956
"Middle East and North Africa",2016,15,19,"F","Upper",13724,3.90882
"Middle East and North Africa",2017,15,19,"F","Lower",10757,3.07088
"Middle East and North Africa",2017,15,19,"F","Point",11676,3.33194
"Middle East and North Africa",2017,15,19,"F","Upper",12882,3.67604
"Middle East and North Africa",2018,15,19,"F","Lower",10198,2.90702
"Middle East and North Africa",2018,15,19,"F","Point",11100,3.16188
"Middle East and North Africa",2018,15,19,"F","Upper",12243,3.48867
"Middle East and North Africa",2019,15,19,"F","Lower",10057,2.85041
"Middle East and North Africa",2019,15,19,"F","Point",10957,3.105
"Middle East and North Africa",2019,15,19,"F","Upper",12103,3.42921
"North America",2000,15,19,"F","Lower",4119,1.9186
"North America",2000,15,19,"F","Point",4192,1.95229
"North America",2000,15,19,"F","Upper",4260,1.98378
"North America",2001,15,19,"F","Lower",4162,1.90344
"North America",2001,15,19,"F","Point",4233,1.9358
"North America",2001,15,19,"F","Upper",4303,1.96782
"North America",2002,15,19,"F","Lower",4203,1.89306
"North America",2002,15,19,"F","Point",4273,1.92405
"North America",2002,15,19,"F","Upper",4344,1.95594
"North America",2003,15,19,"F","Lower",4236,1.88167
"North America",2003,15,19,"F","Point",4306,1.91245
"North America",2003,15,19,"F","Upper",4380,1.94553
"North America",2004,15,19,"F","Lower",4251,1.86528
"North America",2004,15,19,"F","Point",4323,1.89628
"North America",2004,15,19,"F","Upper",4403,1.93145
"North America",2005,15,19,"F","Lower",4234,1.83497
"North America",2005,15,19,"F","Point",4305,1.8652
"North America",2005,15,19,"F","Upper",4388,1.90104
"North America",2006,15,19,"F","Lower",4139,1.77855
"North America",2006,15,19,"F","Point",4210,1.80878
"North America",2006,15,19,"F","Upper",4290,1.84306
"North America",2007,15,19,"F","Lower",3983,1.69615
"North America",2007,15,19,"F","Point",4052,1.7256
"North America",2007,15,19,"F","Upper",4126,1.75658
"North America",2008,15,19,"F","Lower",3787,1.59948
"North America",2008,15,19,"F","Point",3858,1.62911
"North America",2008,15,19,"F","Upper",3922,1.65629
"North America",2009,15,19,"F","Lower",3580,1.50552
"North America",2009,15,19,"F","Point",3648,1.53367
"North America",2009,15,19,"F","Upper",3708,1.55887
"North America",2010,15,19,"F","Lower",3381,1.42122
"North America",2010,15,19,"F","Point",3449,1.44981
"North America",2010,15,19,"F","Upper",3511,1.47529
"North America",2011,15,19,"F","Lower",3235,1.35744
"North America",2011,15,19,"F","Point",3302,1.38519
"North America",2011,15,19,"F","Upper",3363,1.41051
"North America",2012,15,19,"F","Lower",3131,1.31919
"North America",2012,15,19,"F","Point",3194,1.34563
"North America",2012,15,19,"F","Upper",3255,1.37128
"North America",2013,15,19,"F","Lower",3072,1.30609
"North America",2013,15,19,"F","Point",3135,1.33257
"North America",2013,15,19,"F","Upper",3195,1.35785
"North America",2014,15,19,"F","Lower",3079,1.32312
"North America",2014,15,19,"F","Point",3139,1.34861
"North America",2014,15,19,"F","Upper",3202,1.37535
"North America",2015,15,19,"F","Lower",3135,1.36077
"North America",2015,15,19,"F","Point",3199,1.38807
"North America",2015,15,19,"F","Upper",3264,1.41654
"North America",2016,15,19,"F","Lower",3229,1.40654
"North America",2016,15,19,"F","Point",3309,1.44132
"North America",2016,15,19,"F","Upper",3391,1.47667
"North America",2017,15,19,"F","Lower",3320,1.45048
"North America",2017,15,19,"F","Point",3424,1.49603
"North America",2017,15,19,"F","Upper",3543,1.54757
"North America",2018,15,19,"F","Lower",3363,1.47264
"North America",2018,15,19,"F","Point",3517,1.53976
"North America",2018,15,19,"F","Upper",3689,1.61491
"North America",2019,15,19,"F","Lower",3308,1.45086
"North America",2019,15,19,"F","Point",3555,1.55943
"North America",2019,15,19,"F","Upper",3830,1.67951
"South Asia",2000,15,19,"F","Lower",120085,8.60448
"South Asia",2000,15,19,"F","Point",125599,8.99767
"South Asia",2000,15,19,"F","Upper",132499,9.48974
"South Asia",2001,15,19,"F","Lower",118582,8.35124
"South Asia",2001,15,19,"F","Point",124070,8.73603
"South Asia",2001,15,19,"F","Upper",130540,9.18946
"South Asia",2002,15,19,"F","Lower",117678,8.15798
"South Asia",2002,15,19,"F","Point",122979,8.52407
"South Asia",2002,15,19,"F","Upper",129205,8.95347
"South Asia",2003,15,19,"F","Lower",115774,7.91234
"South Asia",2003,15,19,"F","Point",121165,8.27957
"South Asia",2003,15,19,"F","Upper",127497,8.70999
"South Asia",2004,15,19,"F","Lower",116192,7.83948
"South Asia",2004,15,19,"F","Point",121447,8.19251
"South Asia",2004,15,19,"F","Upper",127791,8.61863
"South Asia",2005,15,19,"F","Lower",113291,7.55785
"South Asia",2005,15,19,"F","Point",118738,7.91953
"South Asia",2005,15,19,"F","Upper",124835,8.32476
"South Asia",2006,15,19,"F","Lower",112173,7.41868
"South Asia",2006,15,19,"F","Point",117252,7.7531
"South Asia",2006,15,19,"F","Upper",123333,8.15365
"South Asia",2007,15,19,"F","Lower",110361,7.24649
"South Asia",2007,15,19,"F","Point",115480,7.58118
"South Asia",2007,15,19,"F","Upper",122214,8.02165
"South Asia",2008,15,19,"F","Lower",108045,7.04936
"South Asia",2008,15,19,"F","Point",113499,7.40398
"South Asia",2008,15,19,"F","Upper",120834,7.88038
"South Asia",2009,15,19,"F","Lower",104305,6.76057
"South Asia",2009,15,19,"F","Point",110296,7.14748
"South Asia",2009,15,19,"F","Upper",117935,7.64062
"South Asia",2010,15,19,"F","Lower",99341,6.39212
"South Asia",2010,15,19,"F","Point",105707,6.80033
"South Asia",2010,15,19,"F","Upper",113569,7.30423
"South Asia",2011,15,19,"F","Lower",94856,6.05915
"South Asia",2011,15,19,"F","Point",101588,6.48767
"South Asia",2011,15,19,"F","Upper",109700,7.00393
"South Asia",2012,15,19,"F","Lower",90698,5.74675
"South Asia",2012,15,19,"F","Point",97563,6.1802
"South Asia",2012,15,19,"F","Upper",106251,6.72878
"South Asia",2013,15,19,"F","Lower",86776,5.45223
"South Asia",2013,15,19,"F","Point",93932,5.90047
"South Asia",2013,15,19,"F","Upper",102986,6.46733
"South Asia",2014,15,19,"F","Lower",83121,5.18189
"South Asia",2014,15,19,"F","Point",90621,5.64808
"South Asia",2014,15,19,"F","Upper",99820,6.21964
"South Asia",2015,15,19,"F","Lower",80085,4.9594
"South Asia",2015,15,19,"F","Point",87901,5.44214
"South Asia",2015,15,19,"F","Upper",97728,6.04862
"South Asia",2016,15,19,"F","Lower",76489,4.70938
"South Asia",2016,15,19,"F","Point",84719,5.21468
"South Asia",2016,15,19,"F","Upper",95071,5.85002
"South Asia",2017,15,19,"F","Lower",72826,4.46482
"South Asia",2017,15,19,"F","Point",82149,5.0349
"South Asia",2017,15,19,"F","Upper",93593,5.73429
"South Asia",2018,15,19,"F","Lower",69211,4.22895
"South Asia",2018,15,19,"F","Point",79481,4.85496
"South Asia",2018,15,19,"F","Upper",91471,5.58524
"South Asia",2019,15,19,"F","Lower",65628,3.9968
"South Asia",2019,15,19,"F","Point",77104,4.69388
"South Asia",2019,15,19,"F","Upper",89694,5.4584
"West and central Africa",2000,15,19,"F","Lower",42152,12.45018
"West and central Africa",2000,15,19,"F","Point",46673,13.77661
"West and central Africa",2000,15,19,"F","Upper",52433,15.46301
"West and central Africa",2001,15,19,"F","Lower",42756,12.33739
"West and central Africa",2001,15,19,"F","Point",47167,13.60052
"West and central Africa",2001,15,19,"F","Upper",52722,15.19088
"West and central Africa",2002,15,19,"F","Lower",43427,12.23454
"West and central Africa",2002,15,19,"F","Point",47778,13.45134
"West and central Africa",2002,15,19,"F","Upper",53192,14.96459
"West and central Africa",2003,15,19,"F","Lower",44059,12.11464
"West and central Africa",2003,15,19,"F","Point",48423,13.30558
"West and central Africa",2003,15,19,"F","Upper",53899,14.79978
"West and central Africa",2004,15,19,"F","Lower",44330,11.8928
"West and central Africa",2004,15,19,"F","Point",48665,13.04729
"West and central Africa",2004,15,19,"F","Upper",54035,14.47723
"West and central Africa",2005,15,19,"F","Lower",45137,11.80703
"West and central Africa",2005,15,19,"F","Point",49300,12.88815
"West and central Africa",2005,15,19,"F","Upper",54990,14.36553
"West and central Africa",2006,15,19,"F","Lower",45816,11.71855
"West and central Africa",2006,15,19,"F","Point",50018,12.78732
"West and central Africa",2006,15,19,"F","Upper",55839,14.2635
"West and central Africa",2007,15,19,"F","Lower",46084,11.50998
"West and central Africa",2007,15,19,"F","Point",50429,12.58878
"West and central Africa",2007,15,19,"F","Upper",56502,14.09324
"West and central Africa",2008,15,19,"F","Lower",46714,11.38303
"West and central Africa",2008,15,19,"F","Point",51148,12.45744
"West and central Africa",2008,15,19,"F","Upper",57487,13.98957
"West and central Africa",2009,15,19,"F","Lower",47326,11.23271
"West and central Africa",2009,15,19,"F","Point",52004,12.336
"West and central Africa",2009,15,19,"F","Upper",58610,13.892
"West and central Africa",2010,15,19,"F","Lower",48059,11.10209
"West and central Africa",2010,15,19,"F","Point",52975,12.22945
"West and central Africa",2010,15,19,"F","Upper",60245,13.89725
"West and central Africa",2011,15,19,"F","Lower",48613,10.94905
"West and central Africa",2011,15,19,"F","Point",53917,12.13689
"West and central Africa",2011,15,19,"F","Upper",61699,13.87575
"West and central Africa",2012,15,19,"F","Lower",49231,10.79731
"West and central Africa",2012,15,19,"F","Point",54957,12.04553
"West and central Africa",2012,15,19,"F","Upper",63269,13.85453
"West and central Africa",2013,15,19,"F","Lower",50129,10.68506
"West and central Africa",2013,15,19,"F","Point",56196,11.96951
"West and central Africa",2013,15,19,"F","Upper",65504,13.93928
"West and central Africa",2014,15,19,"F","Lower",50978,10.54946
"West and central Africa",2014,15,19,"F","Point",57592,11.91047
"West and central Africa",2014,15,19,"F","Upper",67757,13.99701
"West and central Africa",2015,15,19,"F","Lower",50643,10.16204
"West and central Africa",2015,15,19,"F","Point",57751,11.57845
"West and central Africa",2015,15,19,"F","Upper",68372,13.69504
"West and central Africa",2016,15,19,"F","Lower",51077,9.94864
"West and central Africa",2016,15,19,"F","Point",58322,11.35128
"West and central Africa",2016,15,19,"F","Upper",69624,13.53656
"West and central Africa",2017,15,19,"F","Lower",51189,9.66754
"West and central Africa",2017,15,19,"F","Point",58936,11.12272
"West and central Africa",2017,15,19,"F","Upper",71174,13.41645
"West and central Africa",2018,15,19,"F","Lower",50976,9.32745
"West and central Africa",2018,15,19,"F","Point",59316,10.84546
"West and central Africa",2018,15,19,"F","Upper",72286,13.20071
"West and central Africa",2019,15,19,"F","Lower",50787,9.00148
"West and central Africa",2019,15,19,"F","Point",59584,10.55219
"West and central Africa",2019,15,19,"F","Upper",72913,12.89748
"Western Europe",2000,15,19,"F","Lower",3914,1.36101
"Western Europe",2000,15,19,"F","Point",3941,1.37069
"Western Europe",2000,15,19,"F","Upper",3969,1.37996
"Western Europe",2001,15,19,"F","Lower",3799,1.32194
"Western Europe",2001,15,19,"F","Point",3825,1.33108
"Western Europe",2001,15,19,"F","Upper",3853,1.34036
"Western Europe",2002,15,19,"F","Lower",3656,1.27487
"Western Europe",2002,15,19,"F","Point",3683,1.28393
"Western Europe",2002,15,19,"F","Upper",3708,1.29277
"Western Europe",2003,15,19,"F","Lower",3497,1.22452
"Western Europe",2003,15,19,"F","Point",3522,1.23319
"Western Europe",2003,15,19,"F","Upper",3546,1.24145
"Western Europe",2004,15,19,"F","Lower",3334,1.1752
"Western Europe",2004,15,19,"F","Point",3358,1.18393
"Western Europe",2004,15,19,"F","Upper",3383,1.19205
"Western Europe",2005,15,19,"F","Lower",3184,1.13139
"Western Europe",2005,15,19,"F","Point",3209,1.13998
"Western Europe",2005,15,19,"F","Upper",3232,1.14785
"Western Europe",2006,15,19,"F","Lower",3065,1.09362
"Western Europe",2006,15,19,"F","Point",3089,1.10144
"Western Europe",2006,15,19,"F","Upper",3112,1.10976
"Western Europe",2007,15,19,"F","Lower",2952,1.05957
"Western Europe",2007,15,19,"F","Point",2972,1.06718
"Western Europe",2007,15,19,"F","Upper",2998,1.07565
"Western Europe",2008,15,19,"F","Lower",2836,1.02626
"Western Europe",2008,15,19,"F","Point",2858,1.0337
"Western Europe",2008,15,19,"F","Upper",2882,1.04227
"Western Europe",2009,15,19,"F","Lower",2707,0.99018
"Western Europe",2009,15,19,"F","Point",2727,0.99758
"Western Europe",2009,15,19,"F","Upper",2751,1.00569
"Western Europe",2010,15,19,"F","Lower",2567,0.95043
"Western Europe",2010,15,19,"F","Point",2588,0.95783
"Western Europe",2010,15,19,"F","Upper",2608,0.96544
"Western Europe",2011,15,19,"F","Lower",2425,0.90781
"Western Europe",2011,15,19,"F","Point",2442,0.91487
"Western Europe",2011,15,19,"F","Upper",2466,0.92256
"Western Europe",2012,15,19,"F","Lower",2288,0.86672
