"ISO3","Year","AgeLow","AgeUp","Sex","Variable","Quantile","Measles","HIV","LRI","TB","Diarrhoeal","Malaria","OtherCMPN","Congenital","Digestive","Neoplasms","OtherNCD","Drowning","RTI","OtherInj","NatDis","CollectVio"
"DZA",2015,5,9,"B","Fraction","Lower",0,0,0.01427,0.00565,0.01531,0,0.01577,0.07408,0.02075,0.16938,0.19666,0.07227,0.08245,0.09795,0,0.00069
"DZA",2015,5,9,"B","Fraction","Point",0.00741,0.00049,0.05886,0.07928,0.01861,0,0.06371,0.08127,0.02278,0.17703,0.2124,0.0821,0.08727,0.10521,0,0.00356
"DZA",2015,5,9,"B","Fraction","Upper",0.0559,0.00073,0.08296,0.13197,0.02251,0,0.13277,0.08845,0.0253,0.183,0.22763,0.09104,0.09274,0.11205,0,0.00702
"DZA",2015,5,9,"B","Rate","Lower",0,0,0.02687,0.01068,0.02883,0,0.02952,0.14037,0.03914,0.31903,0.37217,0.13738,0.15509,0.18516,0,0.0013
"DZA",2015,5,9,"B","Rate","Point",0.01388,0.00092,0.11029,0.14855,0.03487,0,0.11938,0.15228,0.04268,0.33171,0.39799,0.15384,0.16352,0.19714,0,0.00667
"DZA",2015,5,9,"B","Rate","Upper",0.1081,0.00137,0.15547,0.24533,0.04209,0,0.24875,0.1657,0.04724,0.34355,0.42649,0.17102,0.17352,0.21049,0,0.01305
"DZA",2016,5,9,"B","Deaths","Lower",0,0,27,7,22,0,26,111,30,252,295,105,118,142,0,1
"DZA",2016,5,9,"B","Deaths","Point",12,1,88,110,28,0,98,121,34,263,316,119,125,152,0,4
"DZA",2016,5,9,"B","Deaths","Upper",148,2,123,189,34,0,192,132,38,273,339,132,133,163,0,9
"DZA",2016,5,9,"B","Fraction","Lower",0,0,0.01757,0.00498,0.01534,0,0.01676,0.07477,0.02095,0.16952,0.19874,0.0713,0.0794,0.09598,0,0.00067
"DZA",2016,5,9,"B","Fraction","Point",0.00847,0.00051,0.06011,0.07456,0.01871,0,0.0669,0.08201,0.02299,0.17866,0.21492,0.0807,0.08494,0.10348,0,0.00304
"DZA",2016,5,9,"B","Fraction","Upper",0.09576,0.0009,0.08353,0.12882,0.02265,0,0.13039,0.08926,0.02555,0.18503,0.23054,0.08974,0.09054,0.11008,0,0.00617
"DZA",2016,5,9,"B","Rate","Lower",0,0,0.0339,0.00912,0.02805,0,0.03258,0.13752,0.03826,0.31285,0.36577,0.131,0.14646,0.17671,0,0.00123
"DZA",2016,5,9,"B","Rate","Point",0.01542,0.00093,0.10941,0.13572,0.03406,0,0.12177,0.14928,0.04185,0.3252,0.3912,0.14689,0.15461,0.18836,0,0.00553
"DZA",2016,5,9,"B","Rate","Upper",0.18267,0.00162,0.15173,0.23324,0.04124,0,0.23649,0.16244,0.04635,0.33716,0.41954,0.16321,0.16427,0.20151,0,0.01114
"DZA",2017,5,9,"B","Deaths","Lower",0,0,25,7,23,0,20,114,31,259,304,105,116,143,0,1
"DZA",2017,5,9,"B","Deaths","Point",16,1,90,111,28,0,99,124,35,270,326,119,124,153,0,5
"DZA",2017,5,9,"B","Deaths","Upper",104,2,125,201,35,0,195,135,39,281,350,133,133,164,0,10
"DZA",2017,5,9,"B","Fraction","Lower",0,0,0.01681,0.00478,0.01538,0,0.01357,0.07548,0.02101,0.17239,0.20136,0.06965,0.07752,0.09456,0,0.00066
"DZA",2017,5,9,"B","Fraction","Point",0.01055,0.00053,0.06021,0.07394,0.01875,0,0.06623,0.08263,0.02317,0.18006,0.21719,0.07912,0.08255,0.10171,0,0.00335
"DZA",2017,5,9,"B","Fraction","Upper",0.06692,0.0011,0.08318,0.13515,0.02268,0,0.12975,0.09042,0.0258,0.18722,0.23366,0.08839,0.08837,0.10879,0,0.00668
"DZA",2017,5,9,"B","Rate","Lower",0,0,0.03064,0.00846,0.02744,0,0.0244,0.13518,0.03757,0.30711,0.36026,0.12525,0.13854,0.16946,0,0.00118
"DZA",2017,5,9,"B","Rate","Point",0.01874,0.00094,0.10696,0.13134,0.03331,0,0.11765,0.14678,0.04116,0.31985,0.38581,0.14055,0.14664,0.18067,0,0.00595
"DZA",2017,5,9,"B","Rate","Upper",0.12245,0.00195,0.14711,0.23749,0.04034,0,0.23,0.15978,0.04566,0.33195,0.41417,0.15658,0.15647,0.19346,0,0.01185
"DZA",2018,5,9,"B","Deaths","Lower",0,0,22,7,23,0,21,117,32,265,311,105,115,142,0,0
"DZA",2018,5,9,"B","Deaths","Point",11,1,91,113,29,0,98,127,36,277,334,118,122,152,0,2
"DZA",2018,5,9,"B","Deaths","Upper",81,2,127,193,35,0,194,139,40,288,360,132,131,164,2,6
"DZA",2018,5,9,"B","Fraction","Lower",0,0,0.01495,0.00468,0.01552,0,0.01357,0.07664,0.02136,0.17552,0.20528,0.06901,0.07589,0.09393,0,0
"DZA",2018,5,9,"B","Fraction","Point",0.00728,0.00052,0.06043,0.07469,0.01888,0,0.06487,0.08393,0.02349,0.18295,0.22123,0.07827,0.08083,0.10078,0.00026,0.00158
"DZA",2018,5,9,"B","Fraction","Upper",0.05236,0.00119,0.0843,0.12542,0.02299,0,0.12815,0.09158,0.02607,0.18949,0.23745,0.08724,0.08614,0.10755,0.00134,0.00393
"DZA",2018,5,9,"B","Rate","Lower",0,0,0.02625,0.00832,0.02686,0,0.024,0.13367,0.03699,0.30334,0.35623,0.12035,0.13182,0.16286,0,0
"DZA",2018,5,9,"B","Rate","Point",0.01257,0.0009,0.10438,0.12901,0.03261,0,0.11205,0.14497,0.04057,0.31602,0.38214,0.1352,0.13962,0.17408,0.00045,0.00273
"DZA",2018,5,9,"B","Rate","Upper",0.09144,0.00206,0.14504,0.22009,0.0396,0,0.22119,0.15798,0.04503,0.32826,0.41077,0.15063,0.14897,0.18645,0.00229,0.00686
"DZA",2019,5,9,"B","Deaths","Lower",0,0,22,6,23,0,27,118,32,269,317,104,112,141,0,0
"DZA",2019,5,9,"B","Deaths","Point",9,1,95,101,29,0,106,129,36,281,341,117,120,151,0,1
"DZA",2019,5,9,"B","Deaths","Upper",80,2,129,186,35,0,192,141,40,293,368,131,128,163,0,3
"DZA",2019,5,9,"B","Fraction","Lower",0,0,0.01413,0.00407,0.01549,0,0.01823,0.07826,0.02165,0.17736,0.20854,0.0685,0.07418,0.09248,0,0
"DZA",2019,5,9,"B","Fraction","Point",0.00622,0.00051,0.06244,0.06631,0.01896,0,0.07011,0.08505,0.02375,0.1854,0.22478,0.07732,0.07893,0.09967,0,0.00054
"DZA",2019,5,9,"B","Fraction","Upper",0.05095,0.00126,0.08459,0.12354,0.02306,0,0.12702,0.0928,0.02637,0.19223,0.24129,0.08614,0.08423,0.10641,0,0.00199
"DZA",2019,5,9,"B","Rate","Lower",0,0,0.02473,0.0068,0.02622,0,0.03095,0.1316,0.03635,0.29859,0.35154,0.11557,0.12503,0.15658,0,0
"DZA",2019,5,9,"B","Rate","Point",0.01046,0.00086,0.105,0.11151,0.03188,0,0.1179,0.14302,0.03994,0.31177,0.37799,0.13002,0.13273,0.16761,0,0.00091
"DZA",2019,5,9,"B","Rate","Upper",0.08862,0.0021,0.14214,0.2058,0.03875,0,0.21183,0.15584,0.04426,0.32429,0.40715,0.14482,0.14167,0.17991,0,0.00333
"ECU",2000,5,9,"B","Deaths","Lower",0,0,46,3,18,2,85,35,24,57,102,16,60,117,0,0
"ECU",2000,5,9,"B","Deaths","Point",0,1,61,9,28,7,103,48,36,72,123,26,77,138,3,0
"ECU",2000,5,9,"B","Deaths","Upper",0,5,76,16,39,13,122,62,48,91,144,37,95,160,8,0
"ECU",2000,5,9,"B","Fraction","Lower",0,0,0.06383,0.0054,0.02479,0.00273,0.11693,0.04896,0.03411,0.07819,0.13978,0.02207,0.08367,0.16137,0,0
"ECU",2000,5,9,"B","Fraction","Point",0,0.00183,0.08379,0.01275,0.03823,0.00914,0.14035,0.06542,0.04903,0.09843,0.16801,0.03496,0.10519,0.18833,0.00455,0
"ECU",2000,5,9,"B","Fraction","Upper",0,0.00549,0.10388,0.02069,0.05235,0.0166,0.16527,0.08391,0.06443,0.1229,0.19474,0.04922,0.12871,0.21604,0.00981,0
"ECU",2000,5,9,"B","Rate","Lower",0,0,0.15893,0.01352,0.06089,0.00676,0.28754,0.12172,0.08452,0.19313,0.34826,0.05413,0.20623,0.39905,0,0
"ECU",2000,5,9,"B","Rate","Point",0,0.00454,0.20775,0.03161,0.09479,0.02266,0.34799,0.16221,0.12157,0.24405,0.41658,0.08668,0.26082,0.46696,0.01128,0
"ECU",2000,5,9,"B","Rate","Upper",0,0.01354,0.25694,0.05077,0.1286,0.0406,0.40927,0.20642,0.15899,0.30441,0.4838,0.12183,0.31808,0.53806,0.02369,0
"ECU",2001,5,9,"B","Deaths","Lower",0,0,51,4,20,3,64,30,13,64,126,19,72,87,0,0
"ECU",2001,5,9,"B","Deaths","Point",0,2,67,10,30,10,81,44,23,81,148,29,90,106,2,0
"ECU",2001,5,9,"B","Deaths","Upper",0,7,83,17,43,16,99,57,33,99,172,40,109,127,6,0
"ECU",2001,5,9,"B","Fraction","Lower",0,0,0.07162,0.00555,0.0277,0.00548,0.09004,0.04252,0.01953,0.09027,0.17688,0.02662,0.10098,0.12209,0,0
"ECU",2001,5,9,"B","Fraction","Point",0,0.00335,0.09223,0.01346,0.04196,0.01338,0.11222,0.06021,0.03191,0.11231,0.20469,0.03993,0.12401,0.14729,0.00305,0
"ECU",2001,5,9,"B","Fraction","Upper",0,0.00832,0.11295,0.02183,0.05839,0.02165,0.13556,0.07839,0.04545,0.13457,0.23653,0.05487,0.1493,0.17414,0.00714,0
"ECU",2001,5,9,"B","Rate","Lower",0,0,0.1741,0.01339,0.06699,0.01339,0.21761,0.10374,0.04687,0.21762,0.42523,0.06366,0.24435,0.29455,0,0
"ECU",2001,5,9,"B","Rate","Point",0,0.00811,0.22327,0.03258,0.10158,0.03239,0.27166,0.14576,0.07725,0.27188,0.49551,0.09666,0.3002,0.35656,0.00738,0
"ECU",2001,5,9,"B","Rate","Upper",0,0.0201,0.27462,0.0536,0.14074,0.05356,0.32831,0.18767,0.1105,0.32823,0.57589,0.13394,0.36172,0.42206,0.01676,0
"ECU",2002,5,9,"B","Deaths","Lower",0,0,55,0,11,0,55,24,17,57,132,23,56,122,0,0
"ECU",2002,5,9,"B","Deaths","Point",0,2,71,2,19,4,70,36,26,73,156,36,72,144,0,0
"ECU",2002,5,9,"B","Deaths","Upper",0,7,88,6,29,8,87,49,38,91,179,48,90,166,0,0
"ECU",2002,5,9,"B","Fraction","Lower",0,0,0.07838,0,0.01575,0,0.07725,0.03468,0.02384,0.08188,0.18952,0.03401,0.08,0.17349,0,0
"ECU",2002,5,9,"B","Fraction","Point",0,0.00345,0.09934,0.00336,0.02681,0.00508,0.09879,0.05045,0.03713,0.10274,0.21915,0.05003,0.10158,0.20211,0,0
"ECU",2002,5,9,"B","Fraction","Upper",0,0.00849,0.12155,0.00834,0.03898,0.01099,0.12115,0.06764,0.05197,0.12656,0.2479,0.06657,0.12531,0.23211,0,0
"ECU",2002,5,9,"B","Rate","Lower",0,0,0.18547,0,0.03645,0,0.18226,0.08279,0.05632,0.19209,0.44037,0.07951,0.18879,0.40733,0,0
"ECU",2002,5,9,"B","Rate","Point",0,0.00815,0.23481,0.00794,0.06337,0.01201,0.23351,0.11925,0.08776,0.24285,0.518,0.11826,0.2401,0.47773,0,0
"ECU",2002,5,9,"B","Rate","Upper",0,0.01989,0.28836,0.01988,0.09279,0.0265,0.2881,0.15913,0.12265,0.29836,0.58995,0.15894,0.29504,0.54991,0,0
"ECU",2003,5,9,"B","Deaths","Lower",0,0,53,1,15,2,59,37,11,65,116,32,47,98,0,0
"ECU",2003,5,9,"B","Deaths","Point",0,1,69,6,24,7,77,51,20,83,138,45,62,120,1,0
"ECU",2003,5,9,"B","Deaths","Upper",0,5,86,11,35,13,94,65,29,100,159,59,78,142,5,0
"ECU",2003,5,9,"B","Fraction","Lower",0,0,0.07626,0.0028,0.02213,0.00308,0.08499,0.05263,0.01622,0.09324,0.16713,0.04688,0.06832,0.14245,0,0
"ECU",2003,5,9,"B","Fraction","Point",0,0.00203,0.09732,0.00811,0.03446,0.01013,0.10945,0.07204,0.02839,0.11756,0.1956,0.06449,0.08836,0.17049,0.00157,0
"ECU",2003,5,9,"B","Fraction","Upper",0,0.00584,0.11978,0.01547,0.04877,0.01854,0.13135,0.0914,0.04142,0.14016,0.2238,0.08401,0.11065,0.19858,0.00563,0
"ECU",2003,5,9,"B","Rate","Lower",0,0,0.17683,0.00654,0.05238,0.0068,0.19654,0.12126,0.0363,0.21612,0.38013,0.10809,0.15722,0.3243,0,0
"ECU",2003,5,9,"B","Rate","Point",0,0.00469,0.22463,0.01872,0.07954,0.02338,0.25262,0.16628,0.06553,0.27134,0.45147,0.14885,0.20395,0.39351,0.00362,0
"ECU",2003,5,9,"B","Rate","Upper",0,0.01311,0.2786,0.03604,0.11145,0.04258,0.30474,0.20974,0.095,0.32757,0.52079,0.19327,0.25549,0.46198,0.01311,0
"ECU",2004,5,9,"B","Deaths","Lower",0,0,75,0,3,0,52,17,16,65,118,20,59,114,0,0
"ECU",2004,5,9,"B","Deaths","Point",0,0,94,4,9,1,67,27,25,82,138,32,77,136,2,0
"ECU",2004,5,9,"B","Deaths","Upper",0,0,112,9,16,5,84,38,35,100,160,44,94,158,6,0
"ECU",2004,5,9,"B","Fraction","Lower",0,0,0.11018,0,0.0056,0,0.07648,0.02503,0.02309,0.09533,0.17164,0.02977,0.08656,0.16651,0,0
"ECU",2004,5,9,"B","Fraction","Point",0,0,0.13584,0.00565,0.01338,0.00186,0.09694,0.03905,0.03577,0.11863,0.19857,0.0457,0.11008,0.19547,0.00306,0
"ECU",2004,5,9,"B","Fraction","Upper",0,0,0.16051,0.01173,0.02299,0.00575,0.11982,0.05386,0.04963,0.14345,0.22733,0.06223,0.13303,0.2237,0.00839,0
"ECU",2004,5,9,"B","Rate","Lower",0,0,0.24625,0,0.01296,0,0.16892,0.05537,0.05189,0.21389,0.38268,0.06512,0.19449,0.37284,0,0
"ECU",2004,5,9,"B","Rate","Point",0,0,0.3062,0.01274,0.03016,0.00419,0.21851,0.08802,0.08063,0.26741,0.4476,0.10301,0.24813,0.44061,0.0069,0
"ECU",2004,5,9,"B","Rate","Upper",0,0,0.36313,0.02595,0.05186,0.01297,0.26925,0.12289,0.11346,0.32113,0.51832,0.14259,0.30152,0.51179,0.01945,0
"ECU",2005,5,9,"B","Deaths","Lower",0,1,67,1,6,0,66,14,15,52,110,20,65,104,0,0
"ECU",2005,5,9,"B","Deaths","Point",0,6,86,6,12,1,86,24,25,69,132,30,83,124,1,0
"ECU",2005,5,9,"B","Deaths","Upper",0,13,104,12,20,5,105,35,36,85,154,42,101,147,4,0
"ECU",2005,5,9,"B","Fraction","Lower",0,0.00291,0.10167,0.00287,0.00896,0,0.09984,0.02158,0.02285,0.07779,0.16301,0.02898,0.09667,0.15431,0,0
"ECU",2005,5,9,"B","Fraction","Point",0,0.00926,0.12543,0.00912,0.01779,0.00188,0.12504,0.03511,0.03643,0.1002,0.19252,0.04353,0.12072,0.18144,0.00152,0
"ECU",2005,5,9,"B","Fraction","Upper",0,0.01724,0.15068,0.01615,0.0277,0.00586,0.15083,0.04964,0.05134,0.12233,0.22331,0.05916,0.14666,0.21076,0.00452,0
"ECU",2005,5,9,"B","Rate","Lower",0,0.00643,0.21869,0.00643,0.0193,0,0.21546,0.04822,0.05145,0.16734,0.3569,0.06435,0.21218,0.33754,0,0
"ECU",2005,5,9,"B","Rate","Point",0,0.02039,0.27622,0.02008,0.03918,0.00414,0.27536,0.07732,0.08023,0.22066,0.42396,0.09586,0.26585,0.39956,0.00335,0
"ECU",2005,5,9,"B","Rate","Upper",0,0.03861,0.33441,0.0354,0.06113,0.01287,0.33771,0.1094,0.11263,0.2703,0.49522,0.1319,0.32487,0.47279,0.00966,0
"ECU",2006,5,9,"B","Deaths","Lower",0,0,60,0,20,0,41,21,10,65,107,24,73,90,0,0
"ECU",2006,5,9,"B","Deaths","Point",0,2,76,4,32,0,56,32,18,83,129,36,91,111,2,0
"ECU",2006,5,9,"B","Deaths","Upper",0,6,94,9,43,0,72,44,28,102,152,48,110,133,6,0
"ECU",2006,5,9,"B","Fraction","Lower",0,0,0.08958,0.00141,0.03158,0,0.06223,0.03281,0.01553,0.09882,0.16225,0.03763,0.11009,0.13678,0,0
"ECU",2006,5,9,"B","Fraction","Point",0,0.00364,0.11237,0.00554,0.04714,0,0.08364,0.04824,0.02723,0.12337,0.19201,0.05303,0.1356,0.16512,0.00307,0
"ECU",2006,5,9,"B","Fraction","Upper",0,0.00876,0.13671,0.01248,0.06333,0,0.10466,0.06377,0.0406,0.14896,0.22029,0.07033,0.16047,0.19469,0.00769,0
"ECU",2006,5,9,"B","Rate","Lower",0,0,0.192,0.00319,0.06719,0,0.13124,0.07038,0.03225,0.21112,0.34541,0.07998,0.23363,0.28832,0,0
"ECU",2006,5,9,"B","Rate","Point",0,0.00783,0.24169,0.01192,0.10139,0,0.17989,0.10375,0.05857,0.26534,0.41298,0.11406,0.29165,0.35514,0.0066,0
"ECU",2006,5,9,"B","Rate","Upper",0,0.0192,0.29766,0.02562,0.13757,0,0.22733,0.14072,0.08641,0.32338,0.48347,0.15048,0.3519,0.42249,0.01601,0
"ECU",2007,5,9,"B","Deaths","Lower",0,0,43,0,15,0,53,16,12,67,100,24,67,99,0,0
"ECU",2007,5,9,"B","Deaths","Point",0,1,57,4,25,0,69,26,22,86,123,36,85,122,2,0
"ECU",2007,5,9,"B","Deaths","Upper",0,5,72,9,35,0,86,37,32,104,147,48,104,145,6,0
"ECU",2007,5,9,"B","Fraction","Lower",0,0,0.06595,0.00146,0.02424,0,0.0803,0.02528,0.01955,0.10423,0.15672,0.03852,0.10439,0.15578,0,0
"ECU",2007,5,9,"B","Fraction","Point",0,0.00191,0.08747,0.00586,0.03784,0,0.1045,0.03923,0.03322,0.13042,0.18696,0.05486,0.12902,0.18536,0.00335,0
"ECU",2007,5,9,"B","Fraction","Upper",0,0.00605,0.10878,0.01298,0.05197,0,0.12833,0.05573,0.04777,0.15583,0.21823,0.07277,0.15475,0.21461,0.00898,0
"ECU",2007,5,9,"B","Rate","Lower",0,0,0.14043,0.00319,0.05108,0,0.16933,0.05427,0.04149,0.21704,0.31983,0.0798,0.21408,0.31639,0,0
"ECU",2007,5,9,"B","Rate","Point",0,0.00401,0.1835,0.01229,0.07938,0,0.21923,0.0823,0.06969,0.27361,0.39223,0.11509,0.27067,0.38887,0.00703,0
"ECU",2007,5,9,"B","Rate","Upper",0,0.01278,0.22685,0.02557,0.11172,0,0.27452,0.11816,0.10191,0.33216,0.46656,0.15328,0.329,0.46021,0.01916,0
"ECU",2008,5,9,"B","Deaths","Lower",0,0,48,1,17,0,33,21,12,74,94,21,62,94,0,0
"ECU",2008,5,9,"B","Deaths","Point",0,4,64,6,27,0,46,32,21,93,115,32,81,117,1,0
"ECU",2008,5,9,"B","Deaths","Upper",0,8,80,12,37,0,61,46,30,113,137,44,101,139,4,0
"ECU",2008,5,9,"B","Fraction","Lower",0,0.00138,0.07879,0.00301,0.0274,0,0.05375,0.03411,0.0192,0.11921,0.151,0.03349,0.10029,0.15122,0,0
"ECU",2008,5,9,"B","Fraction","Point",0,0.00566,0.10054,0.00947,0.04196,0,0.07213,0.05062,0.03225,0.14592,0.18028,0.04992,0.12686,0.18273,0.00165,0
"ECU",2008,5,9,"B","Fraction","Upper",0,0.01203,0.12334,0.01806,0.05718,0,0.09185,0.0704,0.04643,0.17188,0.2087,0.06835,0.15359,0.21231,0.00511,0
"ECU",2008,5,9,"B","Rate","Lower",0,0.00319,0.15674,0.00639,0.05463,0,0.10564,0.07033,0.03841,0.23684,0.30375,0.06719,0.20146,0.30376,0,0
"ECU",2008,5,9,"B","Rate","Point",0,0.01156,0.20531,0.01934,0.08569,0,0.14729,0.10337,0.06586,0.29798,0.36814,0.10194,0.25906,0.37315,0.00337,0
"ECU",2008,5,9,"B","Rate","Upper",0,0.02558,0.2528,0.03522,0.11831,0,0.19198,0.14398,0.09594,0.35845,0.43529,0.14069,0.31993,0.44156,0.00961,0
"ECU",2009,5,9,"B","Deaths","Lower",0,0,53,0,9,0,21,14,11,62,115,21,73,84,0,0
"ECU",2009,5,9,"B","Deaths","Point",0,2,69,4,18,0,32,23,20,80,139,32,93,106,0,0
"ECU",2009,5,9,"B","Deaths","Upper",0,6,87,8,27,0,44,34,30,100,164,44,113,129,0,0
"ECU",2009,5,9,"B","Fraction","Lower",0,0,0.08819,0.00147,0.01593,0,0.03566,0.02314,0.01902,0.10411,0.19401,0.03492,0.12287,0.14307,0,0
"ECU",2009,5,9,"B","Fraction","Point",0,0.00365,0.11133,0.0057,0.02878,0,0.05246,0.0378,0.03237,0.12944,0.22446,0.05205,0.14972,0.17224,0,0
"ECU",2009,5,9,"B","Fraction","Upper",0,0.00919,0.13802,0.01223,0.04284,0,0.06942,0.05316,0.04719,0.15602,0.2557,0.06927,0.17816,0.20209,0,0
"ECU",2009,5,9,"B","Rate","Lower",0,0,0.17022,0.0032,0.02915,0,0.07058,0.04495,0.0385,0.20216,0.36928,0.0677,0.23447,0.27271,0,0
"ECU",2009,5,9,"B","Rate","Point",0,0.00724,0.22081,0.01131,0.05708,0,0.10405,0.07497,0.0642,0.25673,0.44518,0.10323,0.29695,0.34161,0,0
"ECU",2009,5,9,"B","Rate","Upper",0,0.01926,0.2793,0.02568,0.08667,0,0.14123,0.10601,0.09317,0.31797,0.5263,0.13813,0.36271,0.41386,0,0
"ECU",2010,5,9,"B","Deaths","Lower",0,0,48,0,4,0,38,23,6,69,73,25,85,64,0,0
"ECU",2010,5,9,"B","Deaths","Point",0,3,65,3,11,0,54,36,13,89,94,38,107,86,1,0
"ECU",2010,5,9,"B","Deaths","Upper",0,7,84,7,18,0,69,48,22,112,116,51,131,108,5,0
"ECU",2010,5,9,"B","Fraction","Lower",0,0,0.08555,0,0.00757,0,0.06713,0.04228,0.01084,0.1223,0.12963,0.04538,0.14865,0.11518,0,0
"ECU",2010,5,9,"B","Fraction","Point",0,0.00437,0.10934,0.00437,0.01763,0,0.08965,0.05963,0.02202,0.14897,0.157,0.06303,0.17843,0.14355,0.00201,0
"ECU",2010,5,9,"B","Fraction","Upper",0,0.0107,0.13529,0.01033,0.02807,0,0.11223,0.07994,0.03454,0.17688,0.18444,0.08348,0.20998,0.17339,0.00663,0
"ECU",2010,5,9,"B","Rate","Lower",0,0,0.15498,0,0.01609,0,0.12554,0.07728,0.02253,0.22268,0.23514,0.08374,0.27383,0.20658,0,0
"ECU",2010,5,9,"B","Rate","Point",0,0.0084,0.21018,0.0084,0.03389,0,0.17233,0.11462,0.04233,0.28636,0.3018,0.12116,0.34299,0.27594,0.00386,0
"ECU",2010,5,9,"B","Rate","Upper",0,0.01934,0.27053,0.01934,0.0548,0,0.22183,0.15458,0.06765,0.35776,0.37325,0.16106,0.42175,0.34764,0.01289,0
"ECU",2011,5,9,"B","Deaths","Lower",0,0,38,0,2,0,13,18,11,64,88,26,85,67,0,0
"ECU",2011,5,9,"B","Deaths","Point",0,4,53,0,7,0,22,29,20,86,115,39,112,89,0,0
"ECU",2011,5,9,"B","Deaths","Upper",0,8,70,0,13,0,33,42,30,109,144,53,140,113,0,0
"ECU",2011,5,9,"B","Fraction","Lower",0,0,0.06993,0,0.0043,0,0.02372,0.03241,0.02004,0.11982,0.16721,0.04755,0.16111,0.1252,0,0
"ECU",2011,5,9,"B","Fraction","Point",0,0.00642,0.09209,0,0.01284,0,0.03855,0.05046,0.03414,0.14958,0.19949,0.06743,0.19434,0.15466,0,0
"ECU",2011,5,9,"B","Fraction","Upper",0,0.01336,0.11654,0,0.02214,0,0.0548,0.06949,0.05062,0.17946,0.23133,0.08884,0.22611,0.184,0,0
"ECU",2011,5,9,"B","Rate","Lower",0,0,0.12296,0,0.00669,0,0.04196,0.05808,0.03549,0.20678,0.28443,0.08704,0.27452,0.21621,0,0
"ECU",2011,5,9,"B","Rate","Point",0,0.01196,0.17157,0,0.02392,0,0.07182,0.09401,0.06361,0.27869,0.37167,0.12563,0.36208,0.28815,0,0
"ECU",2011,5,9,"B","Rate","Upper",0,0.02261,0.22269,0,0.04191,0,0.10329,0.13547,0.09677,0.35161,0.46147,0.17095,0.45131,0.36133,0,0
"ECU",2012,5,9,"B","Deaths","Lower",0,0,33,0,3,0,31,19,4,67,79,20,71,59,0,0
"ECU",2012,5,9,"B","Deaths","Point",0,1,50,3,9,0,46,32,11,90,106,32,97,80,0,0
"ECU",2012,5,9,"B","Deaths","Upper",0,4,69,7,16,0,65,45,19,116,134,45,122,103,0,0
"ECU",2012,5,9,"B","Fraction","Lower",0,0,0.06538,0,0.00574,0,0.06229,0.03813,0.00956,0.13263,0.1569,0.03912,0.14131,0.11695,0,0
"ECU",2012,5,9,"B","Fraction","Point",0,0.00224,0.08989,0.0045,0.01572,0,0.08331,0.05709,0.02027,0.16182,0.19038,0.05712,0.17344,0.14421,0,0
"ECU",2012,5,9,"B","Fraction","Upper",0,0.00681,0.11463,0.01113,0.02675,0,0.10822,0.07726,0.03322,0.19376,0.22286,0.07537,0.20727,0.17234,0,0
"ECU",2012,5,9,"B","Rate","Lower",0,0,0.10976,0,0.00969,0,0.10016,0.06457,0.01614,0.21676,0.2582,0.06466,0.23247,0.19365,0,0
"ECU",2012,5,9,"B","Rate","Point",0,0.00403,0.16158,0.00809,0.02826,0,0.14975,0.10262,0.03644,0.29088,0.34222,0.10268,0.31177,0.25923,0,0
"ECU",2012,5,9,"B","Rate","Upper",0,0.01292,0.22281,0.01939,0.04849,0,0.20992,0.14535,0.06133,0.37166,0.43235,0.14525,0.39399,0.32964,0,0
"ECU",2013,5,9,"B","Deaths","Lower",0,0,32,0,0,0,17,12,11,65,88,21,41,69,0,0
"ECU",2013,5,9,"B","Deaths","Point",0,4,49,4,3,0,29,21,20,92,122,34,61,96,2,0
"ECU",2013,5,9,"B","Deaths","Upper",0,8,69,9,7,0,43,33,32,122,158,50,82,126,7,0
"ECU",2013,5,9,"B","Fraction","Lower",0,0,0.06786,0.00161,0,0,0.0356,0.02467,0.02245,0.14008,0.18994,0.04328,0.08628,0.14706,0,0
"ECU",2013,5,9,"B","Fraction","Point",0,0.00691,0.09127,0.00732,0.00467,0,0.05362,0.03993,0.03785,0.1717,0.22655,0.06355,0.11347,0.17862,0.00454,0
"ECU",2013,5,9,"B","Fraction","Upper",0,0.01447,0.11697,0.01559,0.01124,0,0.07322,0.05764,0.0553,0.2057,0.26199,0.08551,0.14054,0.21209,0.01124,0
"ECU",2013,5,9,"B","Rate","Lower",0,0,0.10648,0.00322,0,0,0.05813,0.03876,0.03554,0.21294,0.28736,0.06787,0.13247,0.22599,0,0
"ECU",2013,5,9,"B","Rate","Point",0,0.01201,0.15861,0.01272,0.00812,0,0.09318,0.06939,0.06578,0.29839,0.39371,0.11044,0.19719,0.31042,0.00789,0
"ECU",2013,5,9,"B","Rate","Upper",0,0.02584,0.22247,0.02586,0.01939,0,0.13567,0.10651,0.10011,0.39356,0.51007,0.15835,0.26443,0.40385,0.01939,0
"ECU",2014,5,9,"B","Deaths","Lower",0,0,24,0,0,0,23,23,4,57,83,14,63,40,0,0
"ECU",2014,5,9,"B","Deaths","Point",0,3,40,3,3,0,37,39,11,83,121,26,92,62,3,0
"ECU",2014,5,9,"B","Deaths","Upper",0,7,58,7,7,0,53,56,18,113,160,40,124,85,7,0
"ECU",2014,5,9,"B","Fraction","Lower",0,0,0.05504,0,0,0,0.04954,0.05345,0.00891,0.12981,0.19789,0.03137,0.14374,0.08942,0,0
