"ISO3","Year","AgeLow","AgeUp","Sex","Variable","Quantile","Measles","HIV","LRI","TB","Diarrhoeal","Malaria","OtherCMPN","Congenital","Digestive","Neoplasms","OtherNCD","Drowning","RTI","OtherInj","NatDis","CollectVio"
"AFG",2000,5,9,"B","Deaths","Lower",796,0,27,18,442,12,39,23,130,75,269,81,83,802,0,358
"AFG",2000,5,9,"B","Deaths","Point",1455,0,212,310,567,16,85,41,212,113,388,132,137,1049,0,398
"AFG",2000,5,9,"B","Deaths","Upper",2239,1,497,574,719,19,233,65,312,162,519,204,209,1353,0,436
"AFG",2000,5,9,"B","Fraction","Lower",0.16572,0,0.00538,0.0035,0.08933,0.00264,0.00757,0.00467,0.02547,0.01484,0.05425,0.01606,0.01671,0.16138,0,0.064
"AFG",2000,5,9,"B","Fraction","Point",0.28432,0.00003,0.04141,0.06066,0.11088,0.00303,0.01668,0.00799,0.04139,0.0221,0.07591,0.02583,0.02678,0.2051,0,0.07789
"AFG",2000,5,9,"B","Fraction","Upper",0.39169,0.00009,0.09696,0.11319,0.13293,0.00342,0.04993,0.01255,0.06004,0.03094,0.10069,0.03935,0.03981,0.25435,0,0.09466
"AFG",2000,5,9,"B","Rate","Lower",1.20694,0,0.04119,0.02809,0.67066,0.01956,0.06047,0.03552,0.19722,0.11449,0.4088,0.12314,0.12601,1.21623,0,0.54213
"AFG",2000,5,9,"B","Rate","Point",2.20225,0.00023,0.32075,0.46985,0.85884,0.02347,0.1292,0.06189,0.32059,0.17118,0.58798,0.20007,0.20743,1.58864,0,0.60331
"AFG",2000,5,9,"B","Rate","Upper",3.38795,0.00065,0.75204,0.86742,1.08804,0.02827,0.35248,0.09718,0.47186,0.24418,0.78517,0.30745,0.31529,2.04686,0,0.66015
"AFG",2001,5,9,"B","Deaths","Lower",1360,0,34,17,435,13,41,25,126,81,264,86,86,810,0,403
"AFG",2001,5,9,"B","Deaths","Point",2171,0,226,303,554,16,91,44,206,120,381,140,140,1052,0,441
"AFG",2001,5,9,"B","Deaths","Upper",3029,1,500,545,699,19,315,69,304,170,504,213,212,1344,2,480
"AFG",2001,5,9,"B","Fraction","Lower",0.25035,0,0.00591,0.00307,0.07622,0.00228,0.00657,0.00435,0.02168,0.01384,0.04671,0.01504,0.01513,0.13993,0,0.06294
"AFG",2001,5,9,"B","Fraction","Point",0.36899,0.00003,0.03836,0.05146,0.09419,0.00264,0.01545,0.00743,0.03504,0.02033,0.0648,0.02374,0.02379,0.17876,0.00007,0.07492
"AFG",2001,5,9,"B","Fraction","Upper",0.46518,0.0001,0.08341,0.09533,0.1116,0.00298,0.05885,0.01137,0.05009,0.02828,0.0843,0.03551,0.03582,0.21991,0.00035,0.09032
"AFG",2001,5,9,"B","Rate","Lower",1.9842,0,0.05035,0.02552,0.63489,0.01898,0.06034,0.03713,0.18412,0.11817,0.38602,0.12586,0.12566,1.18221,0,0.5874
"AFG",2001,5,9,"B","Rate","Point",3.16554,0.00026,0.32909,0.44147,0.80805,0.02265,0.13254,0.06374,0.30061,0.17441,0.55592,0.20366,0.20409,1.53357,0.0006,0.64273
"AFG",2001,5,9,"B","Rate","Upper",4.41565,0.00081,0.72814,0.79367,1.01779,0.02701,0.45893,0.0993,0.44179,0.24783,0.73369,0.30933,0.30883,1.95917,0.00292,0.69984
"AFG",2002,5,9,"B","Deaths","Lower",408,0,33,17,462,17,49,30,133,94,291,101,95,894,107,66
"AFG",2002,5,9,"B","Deaths","Point",914,0,260,315,580,20,105,51,216,137,412,162,154,1144,127,82
"AFG",2002,5,9,"B","Deaths","Upper",1493,1,548,596,722,25,223,80,316,192,542,245,232,1447,148,101
"AFG",2002,5,9,"B","Fraction","Lower",0.09074,0,0.00677,0.00378,0.10341,0.00397,0.01031,0.00649,0.02904,0.02015,0.06489,0.02215,0.02131,0.1984,0.02136,0.01358
"AFG",2002,5,9,"B","Fraction","Point",0.19526,0.00005,0.05564,0.06722,0.12389,0.00438,0.02246,0.01092,0.04614,0.02921,0.0881,0.03471,0.03281,0.24449,0.0271,0.01761
"AFG",2002,5,9,"B","Fraction","Upper",0.29189,0.00015,0.11131,0.13227,0.14602,0.00477,0.04969,0.01665,0.06606,0.04011,0.11388,0.05151,0.04912,0.29638,0.0341,0.02297
"AFG",2002,5,9,"B","Rate","Lower",0.56822,0,0.04623,0.02469,0.64357,0.0243,0.06835,0.04194,0.18534,0.13097,0.40649,0.14087,0.13306,1.24506,0.14896,0.09189
"AFG",2002,5,9,"B","Rate","Point",1.27241,0.00033,0.36258,0.43804,0.80733,0.02854,0.14636,0.07116,0.30067,0.19035,0.5741,0.22619,0.21381,1.59322,0.1766,0.11476
"AFG",2002,5,9,"B","Rate","Upper",2.07826,0.0009,0.76264,0.82904,1.00434,0.03352,0.31018,0.11004,0.43918,0.26724,0.75344,0.34071,0.32187,2.01318,0.20604,0.14063
"AFG",2003,5,9,"B","Deaths","Lower",0,0,39,21,476,12,52,35,135,106,318,119,104,962,4,60
"AFG",2003,5,9,"B","Deaths","Point",0,0,274,354,589,15,117,60,221,153,443,188,163,1219,9,76
"AFG",2003,5,9,"B","Deaths","Upper",58,1,573,638,722,17,191,91,321,210,573,278,244,1508,16,93
"AFG",2003,5,9,"B","Fraction","Lower",0,0,0.01057,0.00561,0.12949,0.00352,0.01335,0.00937,0.03645,0.02778,0.08591,0.03211,0.0279,0.26413,0.00099,0.01513
"AFG",2003,5,9,"B","Fraction","Point",0,0.00007,0.07062,0.09111,0.15178,0.00376,0.03018,0.01535,0.05687,0.03931,0.11415,0.04856,0.04213,0.3141,0.0024,0.01959
"AFG",2003,5,9,"B","Fraction","Upper",0.0146,0.00018,0.14619,0.15818,0.17624,0.00395,0.04702,0.02305,0.0799,0.05317,0.14865,0.07098,0.0623,0.37159,0.00427,0.02603
"AFG",2003,5,9,"B","Rate","Lower",0,0,0.05252,0.02902,0.63207,0.01668,0.0691,0.04732,0.17957,0.14087,0.42196,0.15809,0.13807,1.27559,0.00529,0.0795
"AFG",2003,5,9,"B","Rate","Point",0,0.00036,0.36303,0.46837,0.78025,0.01933,0.15515,0.07891,0.29235,0.20208,0.58681,0.24963,0.21658,1.61468,0.01234,0.10071
"AFG",2003,5,9,"B","Rate","Upper",0.07597,0.00089,0.75817,0.84414,0.95523,0.02234,0.25199,0.12027,0.4239,0.27805,0.75889,0.36762,0.32261,1.99725,0.0212,0.12323
"AFG",2004,5,9,"B","Deaths","Lower",0,0,48,20,477,5,59,41,136,116,338,136,108,1011,0,76
"AFG",2004,5,9,"B","Deaths","Point",0,1,313,341,588,6,134,68,222,165,471,214,169,1270,1,94
"AFG",2004,5,9,"B","Deaths","Upper",274,2,604,653,713,8,224,103,321,225,607,312,252,1560,4,114
"AFG",2004,5,9,"B","Fraction","Lower",0,0,0.01211,0.00497,0.12273,0.00143,0.01423,0.01039,0.03495,0.02914,0.08617,0.03392,0.02767,0.25889,0,0.01773
"AFG",2004,5,9,"B","Fraction","Point",0,0.00015,0.07716,0.08414,0.14478,0.00154,0.03295,0.01675,0.05475,0.04075,0.11606,0.05272,0.04166,0.31298,0.00032,0.02327
"AFG",2004,5,9,"B","Fraction","Upper",0.06433,0.00039,0.14635,0.1585,0.16741,0.00161,0.05156,0.02497,0.07672,0.05446,0.14961,0.07566,0.06133,0.36894,0.00089,0.03016
"AFG",2004,5,9,"B","Rate","Lower",0,0,0.06132,0.02534,0.60394,0.00681,0.07509,0.05203,0.1731,0.14774,0.42833,0.17287,0.1377,1.28062,0,0.09617
"AFG",2004,5,9,"B","Rate","Point",0,0.00077,0.39632,0.43217,0.74364,0.00791,0.16924,0.08603,0.28122,0.20931,0.59613,0.27079,0.21398,1.60758,0.00164,0.11952
"AFG",2004,5,9,"B","Rate","Upper",0.34583,0.00199,0.76372,0.82633,0.90201,0.00904,0.28233,0.13011,0.40625,0.28403,0.76746,0.39402,0.31777,1.97351,0.00497,0.14431
"AFG",2005,5,9,"B","Deaths","Lower",0,0,53,22,470,4,63,46,136,124,353,149,109,1015,28,158
"AFG",2005,5,9,"B","Deaths","Point",190,1,343,332,578,5,150,76,220,173,486,235,170,1281,41,183
"AFG",2005,5,9,"B","Deaths","Upper",990,2,621,690,699,6,445,113,319,232,628,339,250,1576,53,212
"AFG",2005,5,9,"B","Fraction","Lower",0,0,0.01207,0.00505,0.10528,0.00092,0.01324,0.01056,0.03118,0.02769,0.07982,0.03404,0.02482,0.23032,0.00615,0.0325
"AFG",2005,5,9,"B","Fraction","Point",0.04257,0.00016,0.07696,0.07428,0.12941,0.00106,0.03365,0.01692,0.04929,0.03885,0.10897,0.0526,0.03805,0.28705,0.00913,0.04107
"AFG",2005,5,9,"B","Fraction","Upper",0.19707,0.00042,0.13483,0.15037,0.14904,0.00111,0.09779,0.02473,0.06878,0.05122,0.14024,0.07583,0.05641,0.3392,0.01241,0.05075
"AFG",2005,5,9,"B","Rate","Lower",0,0,0.06578,0.02753,0.57419,0.00496,0.07689,0.05707,0.16688,0.15213,0.4318,0.18214,0.13386,1.23957,0.03537,0.19285
"AFG",2005,5,9,"B","Rate","Point",0.23182,0.00087,0.4191,0.4045,0.70472,0.00577,0.18325,0.09214,0.26842,0.21156,0.59341,0.28644,0.20721,1.56317,0.04972,0.22365
"AFG",2005,5,9,"B","Rate","Upper",1.20737,0.00225,0.75687,0.84107,0.85259,0.00663,0.54278,0.13702,0.38862,0.28285,0.76608,0.41265,0.30502,1.92221,0.06471,0.25863
"AFG",2006,5,9,"B","Deaths","Lower",181,0,64,20,463,3,65,51,133,126,352,156,108,988,18,431
"AFG",2006,5,9,"B","Deaths","Point",1138,1,374,311,568,4,170,81,217,177,486,246,167,1257,28,473
"AFG",2006,5,9,"B","Deaths","Upper",2107,2,645,684,689,5,675,119,315,238,632,353,250,1559,38,513
"AFG",2006,5,9,"B","Fraction","Lower",0.0351,0,0.01148,0.00334,0.08146,0.00063,0.01058,0.0088,0.02382,0.02234,0.06313,0.0278,0.019,0.17856,0.00307,0.06874
"AFG",2006,5,9,"B","Fraction","Point",0.19968,0.00014,0.06568,0.05458,0.09978,0.00073,0.02977,0.01419,0.03809,0.03099,0.08536,0.04315,0.02937,0.22067,0.00485,0.08296
"AFG",2006,5,9,"B","Fraction","Upper",0.32475,0.00034,0.1129,0.12247,0.11866,0.00082,0.12695,0.02103,0.05386,0.04102,0.11106,0.0631,0.04427,0.26945,0.00704,0.09815
"AFG",2006,5,9,"B","Rate","Lower",0.21319,0,0.07533,0.02348,0.54328,0.00417,0.0773,0.0599,0.15665,0.14859,0.41374,0.18296,0.1269,1.15924,0.0211,0.50657
"AFG",2006,5,9,"B","Rate","Point",1.33399,0.00094,0.43878,0.36463,0.66659,0.00488,0.19888,0.0948,0.25446,0.20703,0.57026,0.28827,0.19621,1.47421,0.0324,0.55422
"AFG",2006,5,9,"B","Rate","Upper",2.47004,0.00219,0.75609,0.80119,0.80739,0.00569,0.79023,0.13935,0.36854,0.27823,0.73982,0.41333,0.29198,1.82727,0.04458,0.60166
"AFG",2007,5,9,"B","Deaths","Lower",0,0,73,18,468,4,81,55,135,130,353,162,108,974,12,614
"AFG",2007,5,9,"B","Deaths","Point",253,1,412,300,578,5,196,87,220,181,492,257,167,1248,20,663
"AFG",2007,5,9,"B","Deaths","Upper",1040,3,675,731,709,6,586,129,319,246,645,371,251,1553,30,712
"AFG",2007,5,9,"B","Fraction","Lower",0,0,0.01437,0.00356,0.09478,0.00083,0.01523,0.01107,0.0274,0.02607,0.07234,0.03324,0.02176,0.20022,0.00233,0.11058
"AFG",2007,5,9,"B","Fraction","Point",0.04983,0.00018,0.08103,0.05901,0.11376,0.00094,0.03852,0.01709,0.04337,0.03569,0.09682,0.05055,0.03296,0.24575,0.00399,0.13051
"AFG",2007,5,9,"B","Fraction","Upper",0.18773,0.00039,0.12764,0.14388,0.12944,0.00098,0.11014,0.02429,0.05982,0.04579,0.12284,0.07241,0.04774,0.28977,0.00601,0.15177
"AFG",2007,5,9,"B","Rate","Lower",0,0,0.08359,0.02094,0.53257,0.00462,0.09215,0.06258,0.1539,0.14813,0.40158,0.18465,0.12342,1.1069,0.01362,0.69811
"AFG",2007,5,9,"B","Rate","Point",0.28739,0.00104,0.46733,0.34034,0.6561,0.00542,0.22216,0.09857,0.25013,0.20584,0.5584,0.29154,0.19009,1.41734,0.02301,0.75271
"AFG",2007,5,9,"B","Rate","Upper",1.181,0.00229,0.76592,0.82933,0.80388,0.00636,0.66501,0.14541,0.36145,0.27833,0.73106,0.42087,0.28439,1.76219,0.03294,0.808
"AFG",2008,5,9,"B","Deaths","Lower",0,0,72,19,507,3,94,62,146,141,372,176,114,1010,0,520
"AFG",2008,5,9,"B","Deaths","Point",330,2,453,342,625,4,245,97,237,194,518,277,176,1295,0,564
"AFG",2008,5,9,"B","Deaths","Upper",1318,4,734,794,765,5,723,143,340,263,677,403,269,1621,0,607
"AFG",2008,5,9,"B","Fraction","Lower",0,0.00004,0.01451,0.00362,0.09614,0.00068,0.01738,0.01182,0.02821,0.02665,0.07105,0.0336,0.02172,0.19655,0,0.08803
"AFG",2008,5,9,"B","Fraction","Point",0.06161,0.0003,0.08458,0.06378,0.1167,0.00078,0.04572,0.01808,0.04424,0.03628,0.09658,0.05166,0.03289,0.24163,0,0.10516
"AFG",2008,5,9,"B","Fraction","Upper",0.21293,0.00058,0.13379,0.14425,0.13295,0.00082,0.13064,0.02573,0.06174,0.04746,0.12349,0.07415,0.04806,0.28407,0,0.1237
"AFG",2008,5,9,"B","Rate","Lower",0,0.00027,0.07997,0.02123,0.56203,0.00393,0.1049,0.0694,0.1617,0.15612,0.41205,0.19572,0.12663,1.11748,0,0.57504
"AFG",2008,5,9,"B","Rate","Point",0.36515,0.00178,0.50128,0.37801,0.69165,0.00462,0.27097,0.10716,0.2622,0.21502,0.57241,0.30618,0.19493,1.43208,0,0.62326
"AFG",2008,5,9,"B","Rate","Upper",1.45682,0.00338,0.81071,0.8774,0.84515,0.00543,0.79896,0.1572,0.37542,0.29059,0.7487,0.44553,0.2967,1.79155,0,0.67106
"AFG",2009,5,9,"B","Deaths","Lower",0,0,67,26,514,2,100,66,147,142,369,177,112,980,3,562
"AFG",2009,5,9,"B","Deaths","Point",772,2,453,381,633,3,289,101,239,195,514,279,174,1263,8,607
"AFG",2009,5,9,"B","Deaths","Upper",1742,4,763,865,785,4,867,148,348,267,682,412,262,1596,15,654
"AFG",2009,5,9,"B","Fraction","Lower",0,0.00003,0.01158,0.00437,0.09031,0.00047,0.01587,0.01144,0.02586,0.02465,0.06472,0.03059,0.01958,0.17314,0.0005,0.08566
"AFG",2009,5,9,"B","Fraction","Point",0.13062,0.00028,0.07657,0.06449,0.10711,0.00054,0.04892,0.01704,0.04046,0.033,0.08687,0.04722,0.02935,0.21353,0.00136,0.10264
"AFG",2009,5,9,"B","Fraction","Upper",0.27079,0.00053,0.12438,0.14461,0.12444,0.00058,0.14798,0.0242,0.05651,0.04332,0.11237,0.06786,0.04282,0.25444,0.00247,0.12179
"AFG",2009,5,9,"B","Rate","Lower",0,0.00025,0.07258,0.02857,0.55576,0.00289,0.10862,0.07164,0.15959,0.154,0.39901,0.19145,0.12189,1.0593,0.00323,0.6068
"AFG",2009,5,9,"B","Rate","Point",0.83387,0.00179,0.48882,0.4117,0.68378,0.00345,0.3123,0.10878,0.25829,0.21067,0.55457,0.30145,0.18737,1.36316,0.00868,0.65525
"AFG",2009,5,9,"B","Rate","Upper",1.87941,0.00338,0.82292,0.9324,0.84659,0.00405,0.93508,0.1591,0.37511,0.28714,0.73538,0.44414,0.28262,1.72236,0.01512,0.70621
"AFG",2010,5,9,"B","Deaths","Lower",0,0,69,24,496,3,102,65,145,137,356,173,106,921,20,590
"AFG",2010,5,9,"B","Deaths","Point",551,2,447,373,617,4,321,101,232,190,494,272,165,1194,31,639
"AFG",2010,5,9,"B","Deaths","Upper",1461,4,750,831,769,5,861,148,340,260,662,402,252,1515,42,688
"AFG",2010,5,9,"B","Fraction","Lower",0,0.00003,0.01181,0.00438,0.09249,0.00061,0.0175,0.01189,0.02666,0.02522,0.06575,0.03161,0.01963,0.17329,0.00347,0.09535
"AFG",2010,5,9,"B","Fraction","Point",0.09787,0.00029,0.0794,0.06618,0.10951,0.00068,0.05697,0.01787,0.04127,0.03365,0.08773,0.04825,0.02933,0.21196,0.00558,0.11346
"AFG",2010,5,9,"B","Fraction","Upper",0.23344,0.00055,0.12877,0.15093,0.12675,0.00073,0.15178,0.02536,0.05832,0.04364,0.11254,0.06971,0.0433,0.25279,0.00772,0.13525
"AFG",2010,5,9,"B","Rate","Lower",0,0.00024,0.07316,0.0263,0.52319,0.00338,0.10748,0.06943,0.15282,0.1447,0.37553,0.18236,0.11226,0.97043,0.02114,0.62167
"AFG",2010,5,9,"B","Rate","Point",0.58069,0.00172,0.4711,0.39266,0.64975,0.00403,0.33802,0.10603,0.24487,0.19965,0.52053,0.28628,0.17402,1.25762,0.03311,0.67319
"AFG",2010,5,9,"B","Rate","Upper",1.53815,0.0033,0.78873,0.87462,0.80894,0.00485,0.9062,0.15553,0.35771,0.27297,0.69658,0.42321,0.26453,1.5943,0.04425,0.72466
"AFG",2011,5,9,"B","Deaths","Lower",244,0,54,23,465,3,86,63,138,128,332,162,99,840,1,632
"AFG",2011,5,9,"B","Deaths","Point",1114,2,407,391,583,5,300,97,220,179,468,257,154,1101,6,682
"AFG",2011,5,9,"B","Deaths","Upper",2277,5,712,782,738,6,949,143,322,246,633,381,235,1412,11,729
"AFG",2011,5,9,"B","Fraction","Lower",0.04649,0.00006,0.00933,0.004,0.08153,0.00066,0.01334,0.01097,0.02368,0.02237,0.0575,0.02778,0.01726,0.14653,0.0003,0.09474
"AFG",2011,5,9,"B","Fraction","Point",0.18683,0.00035,0.06825,0.06561,0.09775,0.00076,0.05032,0.01618,0.03687,0.02995,0.07853,0.04302,0.02577,0.18455,0.00099,0.11427
"AFG",2011,5,9,"B","Fraction","Upper",0.32933,0.00069,0.1152,0.13871,0.11496,0.00085,0.16253,0.02276,0.05188,0.03945,0.10136,0.06224,0.03838,0.22402,0.00194,0.13607
"AFG",2011,5,9,"B","Rate","Lower",0.25205,0.00036,0.0559,0.02453,0.48047,0.00385,0.08938,0.06517,0.14257,0.13241,0.34276,0.16783,0.10216,0.86704,0.00206,0.65188
"AFG",2011,5,9,"B","Rate","Point",1.1497,0.00215,0.41999,0.40375,0.60153,0.00468,0.30966,0.09957,0.22689,0.1843,0.48325,0.26473,0.15858,1.13567,0.00609,0.70319
"AFG",2011,5,9,"B","Rate","Upper",2.34846,0.00425,0.73332,0.80649,0.76026,0.00568,0.97787,0.14693,0.33144,0.2529,0.65229,0.39295,0.24193,1.45575,0.01135,0.75187
"AFG",2012,5,9,"B","Deaths","Lower",253,0,43,18,406,1,73,56,123,112,302,143,86,720,19,734
"AFG",2012,5,9,"B","Deaths","Point",1042,2,343,390,524,2,252,86,199,159,429,228,136,969,29,792
"AFG",2012,5,9,"B","Deaths","Upper",2177,4,642,822,672,3,819,128,294,222,584,340,206,1254,40,846
"AFG",2012,5,9,"B","Fraction","Lower",0.04769,0.00004,0.00768,0.00334,0.07663,0.00029,0.01225,0.01021,0.02281,0.02084,0.05701,0.02647,0.01591,0.13874,0.00324,0.118
"AFG",2012,5,9,"B","Fraction","Point",0.18662,0.00034,0.06152,0.06988,0.09384,0.00035,0.04519,0.01541,0.03557,0.02852,0.07678,0.04084,0.02439,0.17364,0.00523,0.14187
"AFG",2012,5,9,"B","Fraction","Upper",0.34218,0.0007,0.11104,0.14533,0.11026,0.00039,0.15037,0.0214,0.0505,0.03785,0.09974,0.0591,0.03573,0.2115,0.00763,0.17038
"AFG",2012,5,9,"B","Rate","Lower",0.25607,0.00022,0.04343,0.01875,0.40968,0.00156,0.07376,0.05678,0.12491,0.1134,0.3048,0.14434,0.08747,0.72675,0.01915,0.74038
"AFG",2012,5,9,"B","Rate","Point",1.05035,0.00191,0.34625,0.3933,0.52816,0.00197,0.25434,0.08673,0.2002,0.16052,0.43214,0.22986,0.13727,0.97729,0.02944,0.79848
"AFG",2012,5,9,"B","Rate","Upper",2.1945,0.00385,0.64672,0.82828,0.67644,0.00242,0.82525,0.12807,0.29581,0.22354,0.58844,0.34241,0.20744,1.26381,0.04035,0.85265
"AFG",2013,5,9,"B","Deaths","Lower",0,0,29,17,360,1,65,49,112,98,277,127,76,627,6,730
"AFG",2013,5,9,"B","Deaths","Point",24,2,285,388,474,2,202,76,181,142,403,204,122,859,12,787
"AFG",2013,5,9,"B","Deaths","Upper",585,4,581,711,623,3,589,113,271,200,549,305,184,1120,19,843
"AFG",2013,5,9,"B","Fraction","Lower",0,0.00005,0.00696,0.00427,0.09557,0.00038,0.0158,0.01231,0.02829,0.02548,0.07211,0.03159,0.01962,0.16738,0.00129,0.15282
"AFG",2013,5,9,"B","Fraction","Point",0.0058,0.00042,0.06857,0.0931,0.11381,0.00042,0.04862,0.01825,0.04356,0.03412,0.09669,0.04898,0.02937,0.2064,0.00291,0.18898
"AFG",2013,5,9,"B","Fraction","Upper",0.13464,0.00084,0.12455,0.16248,0.12723,0.00044,0.12778,0.02499,0.05908,0.04381,0.11963,0.06769,0.04164,0.23978,0.00485,0.2269
"AFG",2013,5,9,"B","Rate","Lower",0,0.00023,0.02861,0.0172,0.3556,0.00134,0.06502,0.04887,0.111,0.09716,0.27331,0.12532,0.07592,0.61878,0.00591,0.72022
"AFG",2013,5,9,"B","Rate","Point",0.02382,0.00172,0.28157,0.3823,0.46734,0.00172,0.19965,0.07494,0.17887,0.14011,0.39704,0.20113,0.1206,0.84755,0.01195,0.77601
"AFG",2013,5,9,"B","Rate","Upper",0.57639,0.00362,0.57239,0.70025,0.61391,0.00219,0.58073,0.11132,0.26655,0.19635,0.54112,0.29979,0.18131,1.10389,0.01875,0.83156
"AFG",2014,5,9,"B","Deaths","Lower",0,0,22,19,268,1,43,36,89,75,224,98,60,466,28,952
"AFG",2014,5,9,"B","Deaths","Point",111,1,198,351,375,2,129,59,146,112,340,163,98,671,40,1042
"AFG",2014,5,9,"B","Deaths","Upper",901,4,451,563,510,3,521,88,220,161,477,247,150,906,53,1119
"AFG",2014,5,9,"B","Fraction","Lower",0,0,0.00541,0.00487,0.07918,0.00046,0.01102,0.01037,0.02462,0.02142,0.06487,0.02793,0.01662,0.13945,0.00668,0.2187
"AFG",2014,5,9,"B","Fraction","Point",0.02891,0.00037,0.05163,0.09146,0.09777,0.00055,0.03361,0.01543,0.03797,0.02911,0.08849,0.04255,0.02545,0.17493,0.01034,0.27142
"AFG",2014,5,9,"B","Fraction","Upper",0.20111,0.00077,0.1046,0.14525,0.10989,0.00058,0.12215,0.02094,0.05095,0.03725,0.11062,0.05904,0.03595,0.20502,0.01495,0.32205
"AFG",2014,5,9,"B","Rate","Lower",0,0,0.02169,0.01843,0.25948,0.00148,0.04234,0.03577,0.08677,0.07291,0.21769,0.0957,0.05813,0.45123,0.02709,0.92189
"AFG",2014,5,9,"B","Rate","Point",0.1074,0.00137,0.1918,0.33976,0.3632,0.00204,0.12486,0.05732,0.14105,0.10814,0.32873,0.15807,0.09454,0.64984,0.03841,1.00828
"AFG",2014,5,9,"B","Rate","Upper",0.87122,0.00301,0.4363,0.5443,0.49248,0.00264,0.50369,0.08463,0.2121,0.1553,0.46132,0.23809,0.14423,0.87577,0.05129,1.08281
"AFG",2015,5,9,"B","Deaths","Lower",0,0,15,17,201,1,28,28,71,57,184,79,47,341,1,1078
"AFG",2015,5,9,"B","Deaths","Point",292,1,146,292,299,3,99,48,117,90,288,134,80,530,5,1206
"AFG",2015,5,9,"B","Deaths","Upper",1213,4,358,503,411,4,488,71,178,132,407,206,122,728,10,1313
"AFG",2015,5,9,"B","Fraction","Lower",0,0,0.00466,0.00444,0.06327,0.00054,0.00746,0.00874,0.02164,0.01766,0.05655,0.02441,0.01448,0.11072,0.0003,0.26856
"AFG",2015,5,9,"B","Fraction","Point",0.08048,0.00039,0.04012,0.08033,0.08231,0.00069,0.02728,0.0131,0.03235,0.02473,0.0793,0.03702,0.02191,0.14615,0.00149,0.33237
"AFG",2015,5,9,"B","Fraction","Upper",0.27117,0.00085,0.08909,0.13946,0.09709,0.00076,0.12361,0.01819,0.04437,0.03238,0.10088,0.0516,0.03121,0.17671,0.00303,0.40265
"AFG",2015,5,9,"B","Rate","Lower",0,0,0.01482,0.01651,0.19229,0.00163,0.02677,0.02724,0.06796,0.05524,0.17625,0.07565,0.04512,0.32591,0.00095,1.02957
"AFG",2015,5,9,"B","Rate","Point",0.27877,0.00135,0.13897,0.27826,0.28511,0.00239,0.0945,0.04538,0.11206,0.08566,0.27469,0.12823,0.07589,0.50625,0.00516,1.1513
"AFG",2015,5,9,"B","Rate","Upper",1.1571,0.00305,0.34094,0.4795,0.39212,0.00319,0.46558,0.06771,0.16965,0.12532,0.38757,0.1965,0.11566,0.6947,0.00956,1.25322
"AFG",2016,5,9,"B","Deaths","Lower",0,0,13,13,149,2,19,22,54,43,147,65,37,254,1,1097
"AFG",2016,5,9,"B","Deaths","Point",79,1,116,231,242,4,80,39,96,74,250,114,67,431,6,1275
"AFG",2016,5,9,"B","Deaths","Upper",864,3,293,404,339,6,348,60,147,110,361,178,103,604,11,1404
"AFG",2016,5,9,"B","Fraction","Lower",0,0,0.00439,0.00433,0.05961,0.00101,0.00625,0.00824,0.01992,0.01663,0.05649,0.02332,0.01391,0.10286,0.00042,0.33178
"AFG",2016,5,9,"B","Fraction","Point",0.0254,0.00038,0.03748,0.07447,0.07784,0.0013,0.02583,0.0126,0.03099,0.02393,0.08055,0.03678,0.0215,0.13858,0.00186,0.41051
"AFG",2016,5,9,"B","Fraction","Upper",0.23118,0.00087,0.08079,0.12087,0.08929,0.00143,0.09883,0.01687,0.04127,0.03073,0.10052,0.04954,0.02976,0.16471,0.00384,0.49093
"AFG",2016,5,9,"B","Rate","Lower",0,0,0.01256,0.01296,0.14051,0.00237,0.01787,0.0208,0.0516,0.04118,0.13896,0.06113,0.03487,0.23946,0.00094,1.03212
"AFG",2016,5,9,"B","Rate","Point",0.07421,0.00111,0.1095,0.21757,0.22742,0.0038,0.07546,0.03681,0.09054,0.06991,0.23533,0.10746,0.06281,0.40488,0.00543,1.19935
"AFG",2016,5,9,"B","Rate","Upper",0.81167,0.0027,0.27472,0.37924,0.31805,0.00522,0.3271,0.0555,0.13798,0.10304,0.33928,0.1666,0.09617,0.56776,0.01035,1.31963
"AFG",2017,5,9,"B","Deaths","Lower",0,0,12,14,143,2,18,22,53,42,147,65,36,244,12,830
"AFG",2017,5,9,"B","Deaths","Point",347,1,117,232,246,4,82,40,99,78,267,121,70,440,20,966
"AFG",2017,5,9,"B","Deaths","Upper",1393,4,288,401,344,6,413,62,148,115,385,185,108,614,29,1063
"AFG",2017,5,9,"B","Fraction","Lower",0,0,0.00476,0.00451,0.05477,0.00087,0.00546,0.0079,0.01994,0.01619,0.05681,0.02431,0.01414,0.09639,0.00364,0.23174
"AFG",2017,5,9,"B","Fraction","Point",0.11078,0.0004,0.03731,0.07418,0.07856,0.00122,0.02615,0.01293,0.03152,0.02484,0.08536,0.03857,0.02249,0.14052,0.00649,0.30867
"AFG",2017,5,9,"B","Fraction","Upper",0.34245,0.001,0.08333,0.1411,0.09433,0.00139,0.12487,0.0179,0.04307,0.03249,0.11093,0.05445,0.03203,0.17336,0.01107,0.39637
"AFG",2017,5,9,"B","Rate","Lower",0,0,0.01174,0.01368,0.13353,0.0021,0.01682,0.02051,0.04984,0.03999,0.13769,0.06139,0.03428,0.22786,0.01117,0.77331
