"Region","Year","AgeLow","AgeUp","Sex","Variable","Quantile","Measles","HIV","LRI","TB","Diarrhoeal","Malaria","OtherCMPN","Congenital","Digestive","Neoplasms","OtherNCD","Drowning","RTI","OtherInj","NatDis","CollectVio"
"World",2017,5,9,"B","Deaths","Lower",10131,9666,30133,17432,49731,46355,80172,16111,15367,26055,63918,31142,26239,43430,583,7922
"World",2017,5,9,"B","Deaths","Point",14791,11040,34586,24162,53850,51640,88202,17824,17187,28365,68715,34389,28545,47400,638,9935
"World",2017,5,9,"B","Deaths","Upper",22171,12297,41943,28506,58501,57610,99063,19788,19238,30833,73824,37893,30861,51375,702,11899
"World",2017,5,9,"B","Fraction","Lower",0.01903,0.01836,0.05727,0.03242,0.09611,0.08925,0.15483,0.03038,0.02913,0.04938,0.12109,0.05908,0.05002,0.08256,0.00108,0.01489
"World",2017,5,9,"B","Fraction","Point",0.02784,0.02078,0.0651,0.04548,0.10136,0.0972,0.16602,0.03355,0.03235,0.05339,0.12934,0.06473,0.05373,0.08922,0.0012,0.0187
"World",2017,5,9,"B","Fraction","Upper",0.04123,0.02277,0.07731,0.05331,0.10694,0.10516,0.18173,0.03689,0.03563,0.05738,0.13698,0.07076,0.05744,0.09583,0.00134,0.02241
"World",2017,5,9,"B","Rate","Lower",0.07745,0.07389,0.23038,0.13326,0.3802,0.35439,0.61294,0.12315,0.11747,0.19919,0.48867,0.23808,0.20059,0.33203,0.00446,0.06056
"World",2017,5,9,"B","Rate","Point",0.11307,0.0844,0.2644,0.18471,0.41167,0.39477,0.67428,0.13626,0.13139,0.21684,0.52531,0.2629,0.21822,0.36236,0.00487,0.07595
"World",2017,5,9,"B","Rate","Upper",0.16949,0.09399,0.32062,0.21791,0.44719,0.44037,0.75725,0.15124,0.14706,0.23568,0.56433,0.28968,0.23589,0.39271,0.00537,0.09096
"World",2018,5,9,"B","Deaths","Lower",13947,8441,29480,16468,48586,45108,79567,15976,14759,26051,62956,30324,25947,42409,674,5436
"World",2018,5,9,"B","Deaths","Point",20032,9562,34471,23166,52807,50376,88066,17711,16619,28438,67998,33742,28323,46480,730,6569
"World",2018,5,9,"B","Deaths","Upper",28926,10633,42002,27167,57488,56275,98829,19685,18655,30923,73279,37128,30636,50653,788,7653
"World",2018,5,9,"B","Fraction","Lower",0.02647,0.01604,0.05741,0.03089,0.09524,0.08773,0.15446,0.03055,0.02848,0.04991,0.12093,0.05848,0.05024,0.08178,0.00126,0.01037
"World",2018,5,9,"B","Fraction","Point",0.03815,0.01821,0.06565,0.04412,0.10057,0.09594,0.16772,0.03373,0.03165,0.05416,0.1295,0.06426,0.05394,0.08852,0.00139,0.01251
"World",2018,5,9,"B","Fraction","Upper",0.05474,0.01997,0.07805,0.05168,0.10629,0.10363,0.18323,0.03713,0.03489,0.0584,0.13737,0.07014,0.05774,0.09518,0.00152,0.0146
"World",2018,5,9,"B","Rate","Lower",0.10599,0.06415,0.22403,0.12514,0.36926,0.3428,0.60466,0.12141,0.11216,0.19798,0.47842,0.23046,0.19719,0.32228,0.00512,0.04131
"World",2018,5,9,"B","Rate","Point",0.15223,0.07266,0.26196,0.17605,0.4013,0.38282,0.66924,0.13459,0.12629,0.21611,0.51673,0.25641,0.21523,0.35321,0.00555,0.04992
"World",2018,5,9,"B","Rate","Upper",0.21982,0.0808,0.31913,0.20641,0.43685,0.42761,0.75097,0.14959,0.14176,0.23498,0.55675,0.28217,0.23279,0.38488,0.00599,0.05815
"World",2019,5,9,"B","Deaths","Lower",16589,7339,29448,15760,47206,44427,77417,15862,14255,25901,62492,29589,25521,41548,296,4012
"World",2019,5,9,"B","Deaths","Point",21764,8349,33851,22369,51630,49934,86965,17556,16124,28449,67718,33086,27989,45778,331,5082
"World",2019,5,9,"B","Deaths","Upper",31468,9270,41005,26180,56235,56095,96835,19462,18161,30925,73228,36514,30332,50039,371,6097
"World",2019,5,9,"B","Fraction","Lower",0.03245,0.01428,0.05785,0.03032,0.09469,0.08829,0.15369,0.03081,0.02799,0.05091,0.12237,0.05822,0.05038,0.0816,0.00056,0.00772
"World",2019,5,9,"B","Fraction","Point",0.0421,0.01615,0.06548,0.04327,0.09987,0.09659,0.16822,0.03396,0.03119,0.05503,0.13099,0.064,0.05414,0.08855,0.00064,0.00983
"World",2019,5,9,"B","Fraction","Upper",0.06028,0.01782,0.07827,0.05076,0.10532,0.10459,0.18226,0.03722,0.03423,0.05951,0.13912,0.06965,0.0579,0.0953,0.00073,0.01178
"World",2019,5,9,"B","Rate","Lower",0.12545,0.0555,0.22272,0.11918,0.35703,0.33599,0.58553,0.11997,0.10781,0.19591,0.47263,0.22378,0.19303,0.31422,0.00223,0.03034
"World",2019,5,9,"B","Rate","Point",0.1646,0.06314,0.25601,0.16917,0.39047,0.37764,0.6577,0.13278,0.12195,0.21515,0.51214,0.25022,0.21167,0.34621,0.0025,0.03843
"World",2019,5,9,"B","Rate","Upper",0.23797,0.0701,0.31009,0.19799,0.42523,0.42418,0.73225,0.14717,0.13733,0.23386,0.55368,0.27614,0.22935,0.37842,0.0028,0.04611
"East Asia and Pacific",2000,5,9,"B","Deaths","Lower",2755,318,4614,4291,6702,551,10128,4574,3497,8524,15656,17360,9862,13111,211,51
"East Asia and Pacific",2000,5,9,"B","Deaths","Point",5903,362,5298,6701,7611,636,12726,5046,4138,9314,17355,19206,10908,14495,241,67
"East Asia and Pacific",2000,5,9,"B","Deaths","Upper",10076,407,6670,8650,8584,721,15954,5606,4841,10246,19369,21487,12145,15966,273,83
"East Asia and Pacific",2000,5,9,"B","Fraction","Lower",0.02299,0.00261,0.03891,0.03588,0.05709,0.00468,0.0851,0.03928,0.02966,0.0729,0.13286,0.14875,0.08461,0.11298,0.00173,0.00042
"East Asia and Pacific",2000,5,9,"B","Fraction","Point",0.04919,0.00302,0.04415,0.05584,0.06342,0.0053,0.10604,0.04205,0.03448,0.07761,0.14461,0.16004,0.09089,0.12078,0.00201,0.00056
"East Asia and Pacific",2000,5,9,"B","Fraction","Upper",0.08136,0.0034,0.05481,0.07192,0.0697,0.00595,0.12978,0.04498,0.03962,0.08254,0.15777,0.17157,0.09759,0.12869,0.00232,0.00071
"East Asia and Pacific",2000,5,9,"B","Rate","Lower",0.08055,0.00932,0.13491,0.12547,0.19598,0.01611,0.29612,0.13374,0.10225,0.24922,0.45775,0.50756,0.28833,0.38333,0.00616,0.00149
"East Asia and Pacific",2000,5,9,"B","Rate","Point",0.17259,0.0106,0.15491,0.19592,0.22252,0.0186,0.37206,0.14754,0.12098,0.2723,0.50738,0.56152,0.3189,0.42377,0.00705,0.00196
"East Asia and Pacific",2000,5,9,"B","Rate","Upper",0.29453,0.01188,0.19495,0.25285,0.25094,0.02107,0.46636,0.16388,0.14152,0.29949,0.56617,0.62807,0.35502,0.46666,0.00796,0.00243
"East Asia and Pacific",2001,5,9,"B","Deaths","Lower",2686,475,4294,4135,6358,462,8971,4219,3312,7912,14538,15713,9034,12216,165,32
"East Asia and Pacific",2001,5,9,"B","Deaths","Point",6133,554,4836,6508,7193,548,11519,4638,3909,8620,16169,17214,9869,13434,194,45
"East Asia and Pacific",2001,5,9,"B","Deaths","Upper",10423,625,6237,8477,8124,630,14494,5106,4568,9421,18092,19035,10854,14704,224,59
"East Asia and Pacific",2001,5,9,"B","Fraction","Lower",0.02494,0.00421,0.03808,0.0373,0.05875,0.0043,0.08074,0.03877,0.03054,0.07227,0.13368,0.14374,0.08274,0.11251,0.00146,0.00027
"East Asia and Pacific",2001,5,9,"B","Fraction","Point",0.05506,0.00497,0.04342,0.05843,0.06458,0.00492,0.10342,0.04164,0.0351,0.07739,0.14517,0.15455,0.08861,0.12061,0.00174,0.0004
"East Asia and Pacific",2001,5,9,"B","Fraction","Upper",0.09049,0.00567,0.05497,0.07661,0.07105,0.00557,0.12819,0.04446,0.04035,0.08233,0.15848,0.16561,0.09461,0.12883,0.00202,0.00054
"East Asia and Pacific",2001,5,9,"B","Rate","Lower",0.08157,0.01443,0.1304,0.12556,0.19305,0.01405,0.27239,0.12812,0.10058,0.24026,0.44144,0.47716,0.27432,0.37099,0.005,0.00097
"East Asia and Pacific",2001,5,9,"B","Rate","Point",0.1862,0.01681,0.14684,0.1976,0.2184,0.01664,0.34975,0.14082,0.1187,0.26172,0.49094,0.52266,0.29966,0.40788,0.00588,0.00135
"East Asia and Pacific",2001,5,9,"B","Rate","Upper",0.31644,0.01897,0.18937,0.25739,0.24665,0.01911,0.44002,0.15501,0.13867,0.28603,0.54924,0.57785,0.32952,0.4464,0.00678,0.00177
"East Asia and Pacific",2002,5,9,"B","Deaths","Lower",1953,511,3874,4041,5903,443,8450,3988,3087,7473,13550,14419,8366,11525,149,52
"East Asia and Pacific",2002,5,9,"B","Deaths","Point",4514,607,4405,6257,6673,524,10652,4362,3650,8102,15041,15753,9089,12686,176,69
"East Asia and Pacific",2002,5,9,"B","Deaths","Upper",8203,690,5651,7942,7536,608,13435,4771,4283,8802,16833,17293,9896,13866,203,86
"East Asia and Pacific",2002,5,9,"B","Fraction","Lower",0.01954,0.00494,0.03805,0.03983,0.05962,0.00449,0.08284,0.03964,0.03077,0.0741,0.1347,0.1431,0.08291,0.11567,0.00144,0.0005
"East Asia and Pacific",2002,5,9,"B","Fraction","Point",0.04401,0.00592,0.04295,0.06101,0.06506,0.00511,0.10386,0.04253,0.03559,0.079,0.14665,0.1536,0.08862,0.12369,0.00172,0.00067
"East Asia and Pacific",2002,5,9,"B","Fraction","Upper",0.07747,0.00672,0.05418,0.07686,0.07063,0.00573,0.12745,0.04549,0.04079,0.08402,0.1593,0.16384,0.09431,0.13241,0.00201,0.00085
"East Asia and Pacific",2002,5,9,"B","Rate","Lower",0.06077,0.0159,0.12055,0.12578,0.18371,0.01378,0.26294,0.12411,0.09607,0.23256,0.42167,0.44869,0.26037,0.35866,0.00466,0.00164
"East Asia and Pacific",2002,5,9,"B","Rate","Point",0.14045,0.01889,0.13706,0.1947,0.20762,0.01631,0.33144,0.13572,0.11358,0.25211,0.468,0.49018,0.28281,0.39473,0.00549,0.00214
"East Asia and Pacific",2002,5,9,"B","Rate","Upper",0.25525,0.02147,0.17582,0.2471,0.23447,0.01892,0.41798,0.14846,0.13327,0.27384,0.52374,0.5381,0.3079,0.43144,0.00632,0.00268
"East Asia and Pacific",2003,5,9,"B","Deaths","Lower",1771,473,3645,4002,5425,443,7937,3820,2895,7163,12550,13516,7928,11083,109,54
"East Asia and Pacific",2003,5,9,"B","Deaths","Point",4293,572,4012,6110,6128,522,9916,4163,3412,7757,13972,14660,8552,12129,133,70
"East Asia and Pacific",2003,5,9,"B","Deaths","Upper",7595,664,5202,7884,6930,605,12553,4563,4015,8429,15663,15919,9246,13218,156,87
"East Asia and Pacific",2003,5,9,"B","Fraction","Lower",0.01842,0.00486,0.03751,0.04189,0.05814,0.00479,0.08344,0.04002,0.03055,0.07533,0.13357,0.14171,0.08301,0.11775,0.00113,0.00056
"East Asia and Pacific",2003,5,9,"B","Fraction","Point",0.04453,0.00593,0.04162,0.06338,0.06357,0.00541,0.10286,0.04318,0.03539,0.08047,0.14494,0.15208,0.08871,0.12582,0.00138,0.00073
"East Asia and Pacific",2003,5,9,"B","Fraction","Upper",0.07813,0.00695,0.05358,0.08006,0.06915,0.00609,0.12691,0.04615,0.04059,0.08541,0.15772,0.16234,0.09408,0.13393,0.00162,0.00092
"East Asia and Pacific",2003,5,9,"B","Rate","Lower",0.05566,0.01486,0.11452,0.12576,0.17048,0.01394,0.24943,0.12006,0.09099,0.22509,0.39435,0.42474,0.24913,0.34828,0.00342,0.00169
"East Asia and Pacific",2003,5,9,"B","Rate","Point",0.13488,0.01796,0.12607,0.19198,0.19255,0.01639,0.31156,0.13079,0.1072,0.24374,0.43902,0.46065,0.2687,0.38111,0.00418,0.00221
"East Asia and Pacific",2003,5,9,"B","Rate","Upper",0.23864,0.02086,0.16342,0.24772,0.21773,0.01901,0.3944,0.14335,0.12614,0.26481,0.49209,0.5001,0.2905,0.41531,0.00491,0.00274
"East Asia and Pacific",2004,5,9,"B","Deaths","Lower",1674,475,3457,3975,5104,425,7337,3660,2728,6959,11792,12951,7504,10595,15760,5
"East Asia and Pacific",2004,5,9,"B","Deaths","Point",5053,551,3800,5889,5744,499,9198,3983,3201,7502,13126,13973,8044,11585,18432,11
"East Asia and Pacific",2004,5,9,"B","Deaths","Upper",8868,622,4855,7365,6475,581,12029,4353,3782,8136,14709,15088,8634,12652,21413,18
"East Asia and Pacific",2004,5,9,"B","Fraction","Lower",0.01536,0.00429,0.0311,0.03597,0.04777,0.00392,0.06686,0.03336,0.02514,0.06345,0.11076,0.11681,0.06769,0.09793,0.14868,0.00004
"East Asia and Pacific",2004,5,9,"B","Fraction","Point",0.04569,0.00498,0.03436,0.05325,0.05194,0.00451,0.08317,0.03602,0.02895,0.06784,0.11869,0.12635,0.07274,0.10476,0.16667,0.0001
"East Asia and Pacific",2004,5,9,"B","Fraction","Upper",0.0774,0.0057,0.04354,0.06703,0.05665,0.00513,0.10633,0.03873,0.03306,0.07218,0.12763,0.13581,0.07778,0.1117,0.18454,0.00017
"East Asia and Pacific",2004,5,9,"B","Rate","Lower",0.05266,0.01495,0.10876,0.12505,0.16059,0.01339,0.23081,0.11517,0.08585,0.21892,0.371,0.40742,0.23607,0.33336,0.49582,0.00015
"East Asia and Pacific",2004,5,9,"B","Rate","Point",0.15893,0.01732,0.11952,0.18523,0.18068,0.01569,0.28931,0.1253,0.1007,0.23598,0.41287,0.43951,0.25303,0.36441,0.57977,0.00035
"East Asia and Pacific",2004,5,9,"B","Rate","Upper",0.27895,0.01954,0.15272,0.2317,0.20367,0.01826,0.37838,0.1369,0.11894,0.25591,0.46271,0.47457,0.27157,0.39793,0.67351,0.00057
"East Asia and Pacific",2005,5,9,"B","Deaths","Lower",2139,478,3217,3936,4694,441,6957,3432,2460,6634,11086,12361,7292,10159,182,35
"East Asia and Pacific",2005,5,9,"B","Deaths","Point",6227,551,3506,5806,5280,511,8338,3713,2900,7160,12349,13287,7750,11115,212,48
"East Asia and Pacific",2005,5,9,"B","Deaths","Upper",10375,623,4565,7385,5974,595,11402,4081,3433,7769,13863,14323,8316,12164,243,62
"East Asia and Pacific",2005,5,9,"B","Fraction","Lower",0.02416,0.0054,0.03629,0.04392,0.05435,0.00512,0.07749,0.03877,0.02827,0.07484,0.12855,0.13935,0.08155,0.11632,0.00202,0.00038
"East Asia and Pacific",2005,5,9,"B","Fraction","Point",0.07016,0.00621,0.0395,0.06542,0.05949,0.00576,0.09395,0.04184,0.03268,0.08067,0.13914,0.14971,0.08732,0.12523,0.00239,0.00054
"East Asia and Pacific",2005,5,9,"B","Fraction","Upper",0.11247,0.00692,0.05119,0.08277,0.06494,0.00647,0.12849,0.04483,0.03745,0.08566,0.15083,0.15941,0.09267,0.13353,0.00276,0.0007
"East Asia and Pacific",2005,5,9,"B","Rate","Lower",0.06762,0.01513,0.1017,0.12444,0.14841,0.01396,0.21995,0.10851,0.07779,0.20974,0.35053,0.39082,0.23057,0.3212,0.00575,0.0011
"East Asia and Pacific",2005,5,9,"B","Rate","Point",0.19685,0.01742,0.11083,0.18355,0.16691,0.01616,0.2636,0.11739,0.09169,0.22634,0.39039,0.42005,0.245,0.35137,0.00671,0.00152
"East Asia and Pacific",2005,5,9,"B","Rate","Upper",0.32798,0.01968,0.14432,0.23345,0.18885,0.01881,0.36044,0.12899,0.10851,0.24559,0.43822,0.45276,0.26287,0.38451,0.00768,0.00193
"East Asia and Pacific",2006,5,9,"B","Deaths","Lower",2513,469,2965,3773,4258,382,6372,3216,2230,6307,10517,11600,6947,9437,886,28
"East Asia and Pacific",2006,5,9,"B","Deaths","Point",7202,545,3218,5576,4808,437,7536,3502,2633,6811,11704,12412,7376,10352,944,41
"East Asia and Pacific",2006,5,9,"B","Deaths","Upper",11646,616,4174,6859,5467,502,10726,3857,3125,7398,13112,13386,7900,11371,1002,53
"East Asia and Pacific",2006,5,9,"B","Fraction","Lower",0.03081,0.00548,0.0348,0.04435,0.05153,0.00459,0.07438,0.03799,0.02661,0.07479,0.12737,0.13549,0.0808,0.11291,0.01004,0.00033
"East Asia and Pacific",2006,5,9,"B","Fraction","Point",0.08463,0.0064,0.03782,0.06553,0.0565,0.00513,0.08856,0.04115,0.03094,0.08004,0.13754,0.14586,0.08668,0.12165,0.01109,0.00048
"East Asia and Pacific",2006,5,9,"B","Fraction","Upper",0.1314,0.00715,0.04813,0.07893,0.06173,0.00577,0.12561,0.04451,0.03559,0.08519,0.14842,0.15559,0.09181,0.13005,0.01205,0.00063
"East Asia and Pacific",2006,5,9,"B","Rate","Lower",0.08022,0.01498,0.09467,0.12045,0.13593,0.0122,0.20344,0.10269,0.07122,0.20136,0.33579,0.37034,0.2218,0.3013,0.02828,0.00089
"East Asia and Pacific",2006,5,9,"B","Rate","Point",0.22991,0.01739,0.10274,0.17802,0.15349,0.01394,0.24059,0.11179,0.08405,0.21744,0.37365,0.39625,0.23548,0.33048,0.03013,0.0013
"East Asia and Pacific",2006,5,9,"B","Rate","Upper",0.3718,0.01964,0.13323,0.21896,0.17452,0.01602,0.34238,0.12312,0.09975,0.23616,0.41853,0.42727,0.25216,0.36297,0.03196,0.0017
"East Asia and Pacific",2007,5,9,"B","Deaths","Lower",910,484,2858,3634,3885,378,5951,3164,2066,6022,10188,10898,6671,8842,260,56
"East Asia and Pacific",2007,5,9,"B","Deaths","Point",3690,565,3072,5391,4392,436,7051,3448,2443,6538,11295,11702,7116,9727,296,73
"East Asia and Pacific",2007,5,9,"B","Deaths","Upper",6841,639,3970,6463,5011,511,9661,3810,2905,7131,12692,12671,7614,10711,333,92
"East Asia and Pacific",2007,5,9,"B","Fraction","Lower",0.01195,0.0063,0.03747,0.04753,0.0521,0.00501,0.07656,0.04146,0.02737,0.07931,0.13624,0.14099,0.0864,0.11752,0.00334,0.00072
"East Asia and Pacific",2007,5,9,"B","Fraction","Point",0.04778,0.00732,0.03978,0.0698,0.05686,0.00564,0.09129,0.04464,0.03163,0.08465,0.14624,0.15151,0.09213,0.12594,0.00383,0.00095
"East Asia and Pacific",2007,5,9,"B","Fraction","Upper",0.08704,0.00806,0.05016,0.08369,0.06189,0.00639,0.12251,0.04794,0.03633,0.09006,0.15718,0.1612,0.09755,0.13383,0.00435,0.0012
"East Asia and Pacific",2007,5,9,"B","Rate","Lower",0.02933,0.01562,0.09211,0.11713,0.12522,0.01218,0.19179,0.10198,0.06658,0.19409,0.32835,0.35124,0.21502,0.28495,0.0084,0.00183
"East Asia and Pacific",2007,5,9,"B","Rate","Point",0.11892,0.01822,0.09901,0.17373,0.14152,0.01404,0.22722,0.11111,0.07873,0.21069,0.36399,0.37711,0.22931,0.31346,0.00953,0.00236
"East Asia and Pacific",2007,5,9,"B","Rate","Upper",0.22045,0.02058,0.12792,0.20827,0.16148,0.01645,0.31131,0.12276,0.09361,0.22976,0.40897,0.40829,0.24533,0.34513,0.01073,0.00294
"East Asia and Pacific",2008,5,9,"B","Deaths","Lower",126,486,2435,3537,3549,422,4955,2837,1780,5187,9106,8353,5155,7446,23413,4
"East Asia and Pacific",2008,5,9,"B","Deaths","Point",1783,575,2619,5165,3992,493,6120,3106,2120,5673,10102,9048,5546,8261,26872,9
"East Asia and Pacific",2008,5,9,"B","Deaths","Upper",4676,647,3322,6148,4576,583,8395,3451,2549,6256,11361,9924,5962,9227,32183,16
"East Asia and Pacific",2008,5,9,"B","Fraction","Lower",0.00137,0.00538,0.02638,0.0393,0.04031,0.00483,0.05447,0.03129,0.01976,0.05687,0.10101,0.09092,0.05587,0.08292,0.27018,0.00004
"East Asia and Pacific",2008,5,9,"B","Fraction","Point",0.01949,0.00629,0.02863,0.05646,0.04364,0.00539,0.0669,0.03395,0.02317,0.06201,0.11042,0.0989,0.06062,0.0903,0.29373,0.0001
"East Asia and Pacific",2008,5,9,"B","Fraction","Upper",0.0507,0.00685,0.03593,0.06647,0.04736,0.00602,0.08962,0.03663,0.02674,0.06684,0.1204,0.1062,0.0646,0.09749,0.32181,0.00018
"East Asia and Pacific",2008,5,9,"B","Rate","Lower",0.00409,0.01583,0.07922,0.11504,0.11543,0.01375,0.16115,0.09228,0.05789,0.16871,0.29619,0.27168,0.16765,0.24218,0.76147,0.00013
"East Asia and Pacific",2008,5,9,"B","Rate","Point",0.05798,0.01871,0.08517,0.16797,0.12983,0.01604,0.19903,0.101,0.06893,0.18448,0.3285,0.29423,0.18034,0.26864,0.87385,0.0003
"East Asia and Pacific",2008,5,9,"B","Rate","Upper",0.15205,0.02103,0.10803,0.19991,0.14878,0.01894,0.27298,0.1122,0.08289,0.20343,0.36945,0.32269,0.19386,0.30003,1.04643,0.00053
"East Asia and Pacific",2009,5,9,"B","Deaths","Lower",321,507,2686,3364,3262,416,5090,3140,1729,5732,9202,9658,5916,7700,235,14
"East Asia and Pacific",2009,5,9,"B","Deaths","Point",3067,592,2857,4939,3680,481,6091,3426,2048,6259,10146,10443,6401,8523,266,24
"East Asia and Pacific",2009,5,9,"B","Deaths","Upper",6538,676,3534,5798,4228,569,8739,3781,2451,6870,11356,11408,6955,9522,298,34
"East Asia and Pacific",2009,5,9,"B","Fraction","Lower",0.0046,0.00721,0.0386,0.04913,0.04845,0.00615,0.07305,0.04581,0.02524,0.0848,0.13643,0.13972,0.08552,0.11488,0.00331,0.00021
"East Asia and Pacific",2009,5,9,"B","Fraction","Point",0.0443,0.00855,0.04126,0.07133,0.05315,0.00694,0.08797,0.04948,0.02957,0.09039,0.14653,0.15081,0.09244,0.12309,0.00384,0.00034
"East Asia and Pacific",2009,5,9,"B","Fraction","Upper",0.08994,0.00954,0.04997,0.08252,0.05837,0.00793,0.1247,0.05335,0.03412,0.09603,0.15741,0.16067,0.09802,0.13143,0.00441,0.0005
"East Asia and Pacific",2009,5,9,"B","Rate","Lower",0.01053,0.01666,0.08812,0.11037,0.10702,0.01364,0.16699,0.10301,0.05672,0.18807,0.30188,0.31681,0.19409,0.25263,0.00773,0.00049
"East Asia and Pacific",2009,5,9,"B","Rate","Point",0.10062,0.01942,0.09372,0.16202,0.12072,0.01576,0.19981,0.11239,0.06716,0.20531,0.33282,0.34255,0.20997,0.27958,0.00872,0.00077
"East Asia and Pacific",2009,5,9,"B","Rate","Upper",0.21445,0.02215,0.11591,0.19018,0.13866,0.01867,0.28662,0.12399,0.08039,0.22535,0.37249,0.37416,0.22813,0.3123,0.00977,0.00112
"East Asia and Pacific",2010,5,9,"B","Deaths","Lower",345,495,2449,3262,2965,522,4786,2916,1613,5717,8777,9071,5551,7211,193,13
"East Asia and Pacific",2010,5,9,"B","Deaths","Point",2767,589,2597,4680,3351,603,5820,3207,1915,6258,9695,9918,6044,8020,222,22
"East Asia and Pacific",2010,5,9,"B","Deaths","Upper",6218,674,3206,5404,3871,723,8180,3572,2304,6887,10820,10954,6609,9066,253,31
"East Asia and Pacific",2010,5,9,"B","Fraction","Lower",0.0055,0.00757,0.03701,0.04996,0.04654,0.00813,0.07163,0.04513,0.0251,0.08868,0.13816,0.13955,0.08458,0.11363,0.00289,0.00019
"East Asia and Pacific",2010,5,9,"B","Fraction","Point",0.04211,0.00896,0.03952,0.07123,0.051,0.00917,0.08857,0.04881,0.02915,0.09524,0.14755,0.15095,0.09199,0.12206,0.00338,0.00033
"East Asia and Pacific",2010,5,9,"B","Fraction","Upper",0.09308,0.00993,0.04811,0.08116,0.05627,0.0104,0.1227,0.0524,0.03376,0.10102,0.15766,0.1612,0.09783,0.13039,0.0039,0.00047
"East Asia and Pacific",2010,5,9,"B","Rate","Lower",0.01139,0.01634,0.08081,0.10761,0.09782,0.01724,0.15789,0.09619,0.05321,0.18859,0.28955,0.29923,0.18313,0.2379,0.00636,0.00042
"East Asia and Pacific",2010,5,9,"B","Rate","Point",0.09126,0.01942,0.08565,0.15437,0.11053,0.01987,0.19195,0.10578,0.06318,0.20641,0.31978,0.32715,0.19937,0.26454,0.00733,0.00072
"East Asia and Pacific",2010,5,9,"B","Rate","Upper",0.20509,0.02222,0.10573,0.17825,0.12765,0.02382,0.26982,0.1178,0.07597,0.22715,0.35688,0.3613,0.218,0.29902,0.00835,0.00103
"East Asia and Pacific",2011,5,9,"B","Deaths","Lower",442,484,2247,3125,2766,400,4127,2856,1554,5428,8482,8625,5184,6968,451,39
"East Asia and Pacific",2011,5,9,"B","Deaths","Point",3303,581,2378,4437,3136,459,5225,3127,1830,5973,9375,9508,5704,7779,489,53
"East Asia and Pacific",2011,5,9,"B","Deaths","Upper",7001,674,2953,5104,3630,543,7763,3512,2195,6633,10449,10685,6354,8813,534,69
"East Asia and Pacific",2011,5,9,"B","Fraction","Lower",0.0066,0.00759,0.03563,0.04905,0.04489,0.00645,0.06449,0.04561,0.02495,0.08802,0.13804,0.13773,0.08301,0.11418,0.00686,0.00061
