"Region","Year","AgeLow","AgeUp","Sex","Variable","Quantile","Maternal","HIV","TB","OtherCMPN","Cardiovascular","Digestive","Neoplasms","OtherNCD","InterpVio","SelfHarm","Drowning","RTI","OtherInj","NatDis","CollectVio"
"South Asia",2007,15,19,"F","Fraction","Point",0.05677,0.00184,0.138,0.04772,0.07294,0.08015,0.05924,0.18559,0.02418,0.16657,0.02297,0.03154,0.10691,0.00193,0.00367
"South Asia",2007,15,19,"F","Fraction","Upper",0.06507,0.00283,0.15445,0.06994,0.08155,0.09078,0.07007,0.20511,0.03219,0.17896,0.02737,0.0387,0.1225,0.0022,0.00406
"South Asia",2007,15,19,"F","Rate","Lower",0.37044,0.00725,0.85981,0.25261,0.4858,0.53047,0.37673,1.26277,0.13128,1.15673,0.14508,0.18965,0.70668,0.01274,0.02547
"South Asia",2007,15,19,"F","Rate","Point",0.43038,0.01395,1.0462,0.36177,0.55297,0.60763,0.44911,1.40699,0.18331,1.2628,0.17414,0.23911,0.8105,0.01463,0.02782
"South Asia",2007,15,19,"F","Rate","Upper",0.49861,0.0214,1.1756,0.53501,0.62555,0.70198,0.53886,1.57364,0.24397,1.38098,0.2089,0.29659,0.94035,0.01655,0.0306
"South Asia",2007,15,19,"M","Deaths","Lower",0,119,13376,3396,7448,6866,5248,12994,6961,7751,4482,13119,9518,362,848
"South Asia",2007,15,19,"M","Deaths","Point",0,216,15870,5134,8327,7580,5941,14279,7916,8829,5116,14184,10729,400,908
"South Asia",2007,15,19,"M","Deaths","Upper",0,345,17947,7546,9318,8433,6697,15614,9062,9949,5809,15379,12101,439,972
"South Asia",2007,15,19,"M","Fraction","Lower",0,0.00112,0.12738,0.03233,0.07073,0.0654,0.05038,0.12442,0.06646,0.07405,0.04275,0.12642,0.09175,0.00337,0.00787
"South Asia",2007,15,19,"M","Fraction","Point",0,0.00205,0.15053,0.0487,0.07898,0.0719,0.05635,0.13544,0.07508,0.08374,0.04853,0.13454,0.10177,0.00379,0.00861
"South Asia",2007,15,19,"M","Fraction","Upper",0,0.00325,0.1695,0.07079,0.08711,0.0785,0.06255,0.14567,0.08493,0.0934,0.05495,0.14247,0.11318,0.00422,0.00931
"South Asia",2007,15,19,"M","Rate","Lower",0,0.00718,0.80367,0.20411,0.4476,0.41265,0.31539,0.78083,0.41827,0.46572,0.26933,0.78841,0.57194,0.02174,0.05095
"South Asia",2007,15,19,"M","Rate","Point",0,0.01299,0.95358,0.30851,0.50033,0.45548,0.35697,0.85799,0.47562,0.53048,0.30743,0.85229,0.6447,0.02401,0.05454
"South Asia",2007,15,19,"M","Rate","Upper",0,0.02071,1.07837,0.45334,0.55975,0.50662,0.40232,0.93798,0.54442,0.59779,0.34896,0.92393,0.72701,0.02638,0.0584
"South Asia",2008,15,19,"F","Deaths","Lower",5574,120,12054,3634,7243,7696,5858,18849,2144,17607,2192,3234,10605,41,915
"South Asia",2008,15,19,"F","Deaths","Point",6450,222,14730,5119,8193,8820,6923,20984,2970,19210,2631,4025,12209,56,958
"South Asia",2008,15,19,"F","Deaths","Upper",7429,349,16705,7818,9281,10211,8227,23507,3921,20983,3178,4944,14191,70,1003
"South Asia",2008,15,19,"F","Fraction","Lower",0.04965,0.00106,0.10687,0.03241,0.06417,0.06879,0.05246,0.16813,0.01903,0.15794,0.01938,0.0288,0.09474,0.00035,0.00785
"South Asia",2008,15,19,"F","Fraction","Point",0.05683,0.00196,0.12978,0.0451,0.07219,0.07771,0.061,0.18488,0.02617,0.16925,0.02318,0.03546,0.10757,0.00049,0.00844
"South Asia",2008,15,19,"F","Fraction","Upper",0.0646,0.00306,0.14675,0.06801,0.08039,0.08774,0.07166,0.20305,0.03465,0.18161,0.02764,0.04292,0.12298,0.00062,0.00903
"South Asia",2008,15,19,"F","Rate","Lower",0.3636,0.00785,0.78646,0.23709,0.4725,0.50208,0.38221,1.2299,0.13988,1.14877,0.14301,0.21097,0.69193,0.00267,0.05969
"South Asia",2008,15,19,"F","Rate","Point",0.42077,0.01451,0.96089,0.33392,0.53449,0.57536,0.45164,1.36885,0.19376,1.25312,0.17162,0.26255,0.79645,0.00363,0.06249
"South Asia",2008,15,19,"F","Rate","Upper",0.4845,0.02272,1.08959,0.50989,0.60536,0.66597,0.53654,1.53323,0.25572,1.36878,0.20727,0.32255,0.92567,0.00457,0.0654
"South Asia",2008,15,19,"M","Deaths","Lower",0,135,12675,3494,7379,6779,5220,12858,7245,7670,4452,12997,9480,80,1772
"South Asia",2008,15,19,"M","Deaths","Point",0,243,15287,5442,8262,7509,5922,14164,8258,8781,5093,14111,10727,98,1841
"South Asia",2008,15,19,"M","Deaths","Upper",0,384,17441,8312,9303,8353,6746,15599,9460,9961,5846,15439,12187,118,1907
"South Asia",2008,15,19,"M","Fraction","Lower",0,0.00127,0.1198,0.03311,0.06981,0.06461,0.05017,0.12319,0.06933,0.07355,0.04246,0.12559,0.09142,0.00074,0.01621
"South Asia",2008,15,19,"M","Fraction","Point",0,0.0023,0.14457,0.05147,0.07814,0.07101,0.05601,0.13395,0.0781,0.08304,0.04817,0.13345,0.10145,0.00093,0.01741
"South Asia",2008,15,19,"M","Fraction","Upper",0,0.00359,0.16445,0.0765,0.08615,0.07749,0.06212,0.14424,0.08798,0.09242,0.05449,0.14121,0.11262,0.00113,0.01857
"South Asia",2008,15,19,"M","Rate","Lower",0,0.00808,0.75521,0.20823,0.43966,0.404,0.31104,0.76617,0.43175,0.45707,0.26533,0.77447,0.56499,0.00476,0.10559
"South Asia",2008,15,19,"M","Rate","Point",0,0.01449,0.91082,0.32427,0.4923,0.44738,0.35287,0.84391,0.49204,0.52317,0.30348,0.84076,0.63915,0.00586,0.10969
"South Asia",2008,15,19,"M","Rate","Upper",0,0.02284,1.03908,0.49513,0.55424,0.49761,0.40186,0.9293,0.56356,0.59347,0.34825,0.91973,0.72594,0.00698,0.11359
"South Asia",2009,15,19,"F","Deaths","Lower",5426,105,10921,3332,6927,7195,5875,18218,2286,17400,2149,3575,10369,45,1200
"South Asia",2009,15,19,"F","Deaths","Point",6234,201,13507,4618,7846,8281,6918,20308,3140,18976,2580,4431,11945,58,1253
"South Asia",2009,15,19,"F","Deaths","Upper",7153,314,14951,7394,8858,9573,8164,22790,4105,20737,3113,5400,13837,74,1309
"South Asia",2009,15,19,"F","Fraction","Lower",0.0497,0.00097,0.09775,0.03075,0.06348,0.06645,0.05415,0.16829,0.02077,0.16079,0.01957,0.03288,0.09559,0.0004,0.01051
"South Asia",2009,15,19,"F","Fraction","Point",0.05652,0.00182,0.12246,0.04187,0.07114,0.07508,0.06272,0.18412,0.02847,0.17205,0.02339,0.04017,0.1083,0.00053,0.01136
"South Asia",2009,15,19,"F","Fraction","Upper",0.0638,0.00285,0.13509,0.06525,0.07895,0.08406,0.07308,0.20135,0.03739,0.18415,0.02786,0.04832,0.12353,0.00068,0.01218
"South Asia",2009,15,19,"F","Rate","Lower",0.35172,0.00684,0.70775,0.21595,0.44895,0.46642,0.38075,1.18065,0.14818,1.12771,0.1393,0.23175,0.67209,0.00291,0.07781
"South Asia",2009,15,19,"F","Rate","Point",0.40398,0.01301,0.87528,0.29926,0.50847,0.53663,0.44829,1.31599,0.20349,1.22972,0.16718,0.28711,0.77407,0.00379,0.0812
"South Asia",2009,15,19,"F","Rate","Upper",0.46338,0.0203,0.96873,0.47905,0.5739,0.62024,0.529,1.47687,0.26605,1.34362,0.20172,0.34989,0.89659,0.0048,0.0848
"South Asia",2009,15,19,"M","Deaths","Lower",0,122,12194,3529,7203,6606,5119,12587,7422,7511,4366,12702,9335,86,2314
"South Asia",2009,15,19,"M","Deaths","Point",0,241,14628,5551,8109,7365,5839,13908,8485,8642,5017,13893,10601,106,2395
"South Asia",2009,15,19,"M","Deaths","Upper",0,404,16775,8532,9182,8240,6689,15353,9788,9814,5795,15304,12137,126,2477
"South Asia",2009,15,19,"M","Fraction","Lower",0,0.00115,0.11563,0.03463,0.06918,0.06398,0.04997,0.12228,0.072,0.07316,0.04222,0.12471,0.09109,0.0008,0.02114
"South Asia",2009,15,19,"M","Fraction","Point",0,0.0023,0.13961,0.05298,0.07739,0.07029,0.05573,0.13273,0.08098,0.08248,0.04788,0.13259,0.10117,0.00101,0.02286
"South Asia",2009,15,19,"M","Fraction","Upper",0,0.00384,0.16063,0.0786,0.08541,0.07678,0.06173,0.14305,0.09123,0.09171,0.05417,0.14026,0.11227,0.00122,0.02447
"South Asia",2009,15,19,"M","Rate","Lower",0,0.00723,0.72031,0.20855,0.42552,0.39033,0.30248,0.74368,0.43854,0.44381,0.25801,0.7505,0.55149,0.00508,0.13673
"South Asia",2009,15,19,"M","Rate","Point",0,0.01424,0.86417,0.32794,0.47904,0.43509,0.34496,0.82159,0.50126,0.51054,0.29637,0.82072,0.62623,0.00625,0.1415
"South Asia",2009,15,19,"M","Rate","Upper",0,0.02385,0.99091,0.50392,0.54235,0.4867,0.39515,0.9069,0.57816,0.57966,0.34225,0.90387,0.71693,0.00744,0.1463
"South Asia",2010,15,19,"F","Deaths","Lower",5172,79,9891,2993,6543,6690,5848,17548,2394,17044,2089,3902,10010,81,668
"South Asia",2010,15,19,"F","Deaths","Point",5925,173,12500,3965,7428,7717,6846,19596,3277,18603,2509,4781,11563,99,724
"South Asia",2010,15,19,"F","Deaths","Upper",6844,274,13733,6761,8462,8999,8100,22025,4281,20396,3013,5800,13367,119,777
"South Asia",2010,15,19,"F","Fraction","Lower",0.04945,0.00074,0.09194,0.02876,0.06299,0.06488,0.05619,0.16963,0.02258,0.16468,0.0198,0.03726,0.09651,0.00075,0.0062
"South Asia",2010,15,19,"F","Fraction","Point",0.05605,0.00164,0.11825,0.03751,0.07027,0.073,0.06476,0.18538,0.031,0.17599,0.02374,0.04523,0.10939,0.00094,0.00685
"South Asia",2010,15,19,"F","Fraction","Upper",0.06297,0.00261,0.12966,0.06245,0.07803,0.0819,0.07494,0.20209,0.04037,0.18821,0.02821,0.05413,0.1246,0.00114,0.0075
"South Asia",2010,15,19,"F","Rate","Lower",0.3328,0.00514,0.63651,0.19258,0.42106,0.43042,0.37633,1.12906,0.15406,1.09666,0.1344,0.25105,0.64408,0.00521,0.04297
"South Asia",2010,15,19,"F","Rate","Point",0.38116,0.01115,0.80414,0.25508,0.47786,0.49642,0.44039,1.26065,0.21081,1.19679,0.16144,0.30758,0.74389,0.00639,0.04658
"South Asia",2010,15,19,"F","Rate","Upper",0.44016,0.01763,0.88335,0.43483,0.54421,0.57878,0.52097,1.41676,0.27536,1.31196,0.19378,0.37307,0.85976,0.00766,0.04997
"South Asia",2010,15,19,"M","Deaths","Lower",0,108,11656,3670,7015,6437,5038,12272,7477,7357,4287,12364,9119,150,1524
"South Asia",2010,15,19,"M","Deaths","Point",0,233,14050,5536,7927,7195,5730,13606,8581,8472,4922,13616,10416,177,1610
"South Asia",2010,15,19,"M","Deaths","Upper",0,387,16001,8610,9016,8086,6591,15095,9898,9640,5685,15089,11975,203,1689
"South Asia",2010,15,19,"M","Fraction","Lower",0,0.00108,0.11199,0.03649,0.06933,0.06421,0.05041,0.12296,0.07503,0.07368,0.0425,0.1254,0.0919,0.00144,0.01445
"South Asia",2010,15,19,"M","Fraction","Point",0,0.00228,0.13765,0.05424,0.07766,0.07049,0.05614,0.1333,0.08407,0.083,0.04822,0.1334,0.10205,0.00173,0.01577
"South Asia",2010,15,19,"M","Fraction","Upper",0,0.00378,0.15627,0.07988,0.08588,0.07682,0.06209,0.1436,0.09463,0.09209,0.05458,0.14099,0.11336,0.00203,0.01694
"South Asia",2010,15,19,"M","Rate","Lower",0,0.00636,0.68255,0.21491,0.41079,0.37691,0.29503,0.71861,0.43787,0.43084,0.25102,0.72405,0.53396,0.00878,0.08922
"South Asia",2010,15,19,"M","Rate","Point",0,0.01363,0.82264,0.32416,0.46412,0.42127,0.33551,0.79664,0.50243,0.49603,0.28818,0.79724,0.60988,0.01034,0.09425
"South Asia",2010,15,19,"M","Rate","Upper",0,0.02264,0.93693,0.50403,0.52777,0.47326,0.38583,0.8836,0.57936,0.5642,0.33279,0.88324,0.70093,0.01189,0.09883
"South Asia",2011,15,19,"F","Deaths","Lower",4845,67,9001,2663,6161,6203,5792,17003,2483,16686,2020,4126,9606,30,531
"South Asia",2011,15,19,"F","Deaths","Point",5581,156,11569,3457,7016,7214,6752,19028,3376,18209,2438,5040,11132,43,578
"South Asia",2011,15,19,"F","Deaths","Upper",6489,250,12548,6353,8024,8486,8012,21450,4396,20086,2934,6090,12949,56,624
"South Asia",2011,15,19,"F","Fraction","Lower",0.04861,0.00066,0.088,0.02683,0.06214,0.06306,0.05793,0.17147,0.0241,0.16808,0.01993,0.04108,0.09651,0.00029,0.0051
"South Asia",2011,15,19,"F","Fraction","Point",0.05494,0.00154,0.11388,0.03403,0.06906,0.07101,0.06646,0.18731,0.03323,0.17924,0.024,0.04961,0.10958,0.00042,0.00569
"South Asia",2011,15,19,"F","Fraction","Upper",0.06182,0.00245,0.12336,0.06016,0.07682,0.08008,0.07698,0.2042,0.04305,0.19162,0.02849,0.05929,0.12483,0.00056,0.00629
"South Asia",2011,15,19,"F","Rate","Lower",0.30945,0.00432,0.57478,0.1701,0.39355,0.39625,0.36995,1.08605,0.15866,1.06584,0.12902,0.26356,0.61349,0.00191,0.03392
"South Asia",2011,15,19,"F","Rate","Point",0.35643,0.00999,0.73882,0.22078,0.44804,0.46069,0.43117,1.21521,0.21559,1.16285,0.1557,0.32185,0.71092,0.00272,0.03691
"South Asia",2011,15,19,"F","Rate","Upper",0.41433,0.01593,0.80137,0.40565,0.51238,0.54178,0.5115,1.36967,0.2807,1.28239,0.18731,0.3888,0.82687,0.00358,0.03985
"South Asia",2011,15,19,"M","Deaths","Lower",0,96,11028,3444,6843,6276,4959,12001,7541,7223,4212,12099,8970,59,1156
"South Asia",2011,15,19,"M","Deaths","Point",0,224,13532,5580,7764,7063,5653,13367,8625,8345,4844,13411,10299,76,1231
"South Asia",2011,15,19,"M","Deaths","Upper",0,387,15410,8908,8842,7947,6527,14872,9979,9503,5636,14902,11861,94,1307
"South Asia",2011,15,19,"M","Fraction","Lower",0,0.00098,0.10969,0.03623,0.06919,0.06436,0.05077,0.12341,0.07699,0.07409,0.04272,0.12596,0.09288,0.00058,0.01103
"South Asia",2011,15,19,"M","Fraction","Point",0,0.00224,0.1353,0.05579,0.07763,0.07062,0.05652,0.13365,0.08624,0.08344,0.04843,0.13409,0.10297,0.00076,0.01231
"South Asia",2011,15,19,"M","Fraction","Upper",0,0.00384,0.15623,0.08442,0.08594,0.07697,0.06249,0.14383,0.09708,0.09249,0.05485,0.14176,0.11436,0.00095,0.0135
"South Asia",2011,15,19,"M","Rate","Lower",0,0.00559,0.64025,0.20001,0.39729,0.36444,0.28798,0.69683,0.43786,0.41942,0.24457,0.70258,0.52085,0.00342,0.06709
"South Asia",2011,15,19,"M","Rate","Point",0,0.01301,0.78562,0.32395,0.45076,0.41006,0.32818,0.77604,0.50075,0.4845,0.28121,0.77859,0.5979,0.00441,0.07148
"South Asia",2011,15,19,"M","Rate","Upper",0,0.02242,0.89468,0.51709,0.51318,0.46122,0.37882,0.86321,0.57925,0.5515,0.32719,0.86493,0.6885,0.00546,0.07588
"South Asia",2012,15,19,"F","Deaths","Lower",4510,55,8142,2476,5737,5744,5627,16407,2514,16191,1946,4230,9121,34,688
"South Asia",2012,15,19,"F","Deaths","Point",5208,152,10524,3172,6588,6723,6619,18506,3423,17733,2357,5162,10609,47,741
"South Asia",2012,15,19,"F","Deaths","Upper",6093,267,11464,5864,7622,7957,7903,20919,4498,19662,2854,6247,12344,61,795
"South Asia",2012,15,19,"F","Fraction","Lower",0.04701,0.00056,0.08201,0.02544,0.06059,0.06093,0.05927,0.1734,0.02548,0.17061,0.02002,0.04389,0.09511,0.00034,0.00674
"South Asia",2012,15,19,"F","Fraction","Point",0.05338,0.00156,0.10787,0.03251,0.06753,0.06891,0.06784,0.18968,0.03508,0.18176,0.02416,0.05291,0.10874,0.00048,0.00759
"South Asia",2012,15,19,"F","Fraction","Upper",0.06013,0.00269,0.11686,0.05799,0.07525,0.07829,0.07847,0.20706,0.04552,0.19386,0.02877,0.06296,0.1247,0.00063,0.0084
"South Asia",2012,15,19,"F","Rate","Lower",0.28575,0.00354,0.51592,0.15687,0.36352,0.36389,0.3565,1.03948,0.15929,1.02593,0.12333,0.26803,0.57791,0.00215,0.04359
"South Asia",2012,15,19,"F","Rate","Point",0.3299,0.00964,0.66666,0.20092,0.41735,0.42588,0.41926,1.17226,0.2168,1.12331,0.14931,0.32699,0.67203,0.00297,0.04691
"South Asia",2012,15,19,"F","Rate","Upper",0.38591,0.01686,0.72616,0.37137,0.48265,0.50398,0.50056,1.325,0.28485,1.24524,0.18076,0.39562,0.78196,0.00381,0.05031
"South Asia",2012,15,19,"M","Deaths","Lower",0,86,10503,3509,6618,6093,4829,11662,7402,7043,4094,11791,8778,64,1416
"South Asia",2012,15,19,"M","Deaths","Point",0,229,12790,5658,7531,6890,5536,13050,8515,8167,4734,13115,10096,79,1514
"South Asia",2012,15,19,"M","Deaths","Upper",0,398,14689,8926,8612,7778,6421,14593,9896,9317,5514,14602,11670,97,1607
"South Asia",2012,15,19,"M","Fraction","Lower",0,0.00089,0.10441,0.03731,0.06846,0.06419,0.05083,0.12306,0.0777,0.07423,0.04264,0.12594,0.09323,0.00063,0.01381
"South Asia",2012,15,19,"M","Fraction","Point",0,0.00234,0.13064,0.05779,0.07692,0.07037,0.05654,0.13329,0.08697,0.08342,0.04835,0.13396,0.10312,0.00081,0.01546
"South Asia",2012,15,19,"M","Fraction","Upper",0,0.00401,0.15159,0.08643,0.0852,0.07663,0.06241,0.14344,0.09797,0.0923,0.0547,0.14158,0.1144,0.001,0.01696
"South Asia",2012,15,19,"M","Rate","Lower",0,0.00499,0.60439,0.20198,0.38096,0.35075,0.27795,0.67117,0.42602,0.4054,0.23559,0.67867,0.50523,0.00368,0.0815
"South Asia",2012,15,19,"M","Rate","Point",0,0.01318,0.73599,0.32557,0.43335,0.39645,0.31853,0.75092,0.48997,0.46997,0.27239,0.7547,0.58095,0.00456,0.0871
"South Asia",2012,15,19,"M","Rate","Upper",0,0.02289,0.84524,0.51351,0.49538,0.44744,0.3694,0.83955,0.56946,0.53596,0.31716,0.84006,0.67141,0.00559,0.09248
"South Asia",2013,15,19,"F","Deaths","Lower",4174,45,7107,2209,5338,5302,5503,16011,2513,15716,1882,4215,8591,171,737
"South Asia",2013,15,19,"F","Deaths","Point",4864,121,9563,3035,6208,6303,6491,18132,3430,17264,2280,5173,10077,196,797
"South Asia",2013,15,19,"F","Deaths","Upper",5742,210,10608,5787,7225,7483,7773,20647,4554,19260,2767,6241,11837,226,856
"South Asia",2013,15,19,"F","Fraction","Lower",0.04559,0.00048,0.07493,0.02422,0.05931,0.05875,0.06022,0.17634,0.02676,0.17269,0.02006,0.04553,0.09284,0.00175,0.00751
"South Asia",2013,15,19,"F","Fraction","Point",0.05178,0.00129,0.10181,0.03231,0.06609,0.0671,0.0691,0.19303,0.03652,0.18379,0.02427,0.05507,0.10728,0.00209,0.00849
"South Asia",2013,15,19,"F","Fraction","Upper",0.05872,0.00222,0.11138,0.06003,0.07382,0.07673,0.07992,0.21087,0.0481,0.19617,0.02904,0.06558,0.12373,0.00245,0.00943
"South Asia",2013,15,19,"F","Rate","Lower",0.26229,0.00287,0.44644,0.13881,0.3354,0.33311,0.34577,1.00597,0.15788,0.98729,0.11826,0.26482,0.53981,0.01074,0.04628
"South Asia",2013,15,19,"F","Rate","Point",0.30553,0.00761,0.60073,0.19064,0.38996,0.39592,0.40772,1.13897,0.21549,1.08445,0.1432,0.32494,0.633,0.01233,0.05009
"South Asia",2013,15,19,"F","Rate","Upper",0.36053,0.01317,0.66622,0.36343,0.45374,0.46996,0.48819,1.29658,0.28604,1.20951,0.17375,0.39196,0.74334,0.01414,0.05377
"South Asia",2013,15,19,"M","Deaths","Lower",0,80,9558,3649,6385,5954,4731,11392,7223,6925,3991,11519,8606,315,1492
"South Asia",2013,15,19,"M","Deaths","Point",0,195,11994,5854,7285,6733,5433,12764,8376,8009,4634,12850,9916,349,1613
"South Asia",2013,15,19,"M","Deaths","Upper",0,358,13921,9194,8347,7672,6330,14378,9770,9179,5423,14381,11516,387,1722
"South Asia",2013,15,19,"M","Fraction","Lower",0,0.00082,0.09875,0.03982,0.0676,0.06397,0.051,0.12279,0.07803,0.07435,0.04257,0.12588,0.09344,0.00314,0.01483
"South Asia",2013,15,19,"M","Fraction","Point",0,0.00203,0.12493,0.06098,0.07588,0.07013,0.05659,0.13295,0.08725,0.08342,0.04827,0.13385,0.10329,0.00364,0.0168
"South Asia",2013,15,19,"M","Fraction","Upper",0,0.00372,0.14607,0.09136,0.08396,0.07632,0.06242,0.14317,0.09801,0.0921,0.05447,0.1415,0.11434,0.00416,0.01847
"South Asia",2013,15,19,"M","Rate","Lower",0,0.00461,0.54507,0.20814,0.36419,0.33962,0.26983,0.64972,0.41205,0.39498,0.22762,0.65702,0.49077,0.01796,0.08509
"South Asia",2013,15,19,"M","Rate","Point",0,0.01111,0.68394,0.33384,0.41541,0.38393,0.30981,0.72785,0.47766,0.45669,0.26426,0.73278,0.56547,0.01993,0.09197
"South Asia",2013,15,19,"M","Rate","Upper",0,0.02041,0.79376,0.52415,0.47592,0.43737,0.36088,0.81963,0.55695,0.52335,0.30915,0.8199,0.65657,0.02202,0.09819
"South Asia",2014,15,19,"F","Deaths","Lower",3894,30,6260,2147,5013,4925,5372,15574,2492,15187,1808,4128,8061,55,1040
"South Asia",2014,15,19,"F","Deaths","Point",4557,90,8739,2913,5870,5910,6373,17832,3424,16803,2206,5126,9577,70,1132
"South Asia",2014,15,19,"F","Deaths","Upper",5400,166,9594,5670,6845,7102,7684,20392,4551,18848,2674,6188,11346,87,1222
"South Asia",2014,15,19,"F","Fraction","Lower",0.04401,0.00035,0.06832,0.02414,0.05795,0.05671,0.06106,0.17927,0.02762,0.17392,0.0201,0.0465,0.09045,0.0006,0.01106
"South Asia",2014,15,19,"F","Fraction","Point",0.05029,0.00099,0.09643,0.03214,0.06477,0.06522,0.07033,0.19678,0.03778,0.18542,0.02434,0.05656,0.10568,0.00077,0.01249
"South Asia",2014,15,19,"F","Fraction","Upper",0.05729,0.00179,0.10537,0.06056,0.07282,0.07504,0.08171,0.21471,0.0498,0.19833,0.02917,0.0673,0.12256,0.00097,0.01387
"South Asia",2014,15,19,"F","Rate","Lower",0.24278,0.00192,0.39021,0.1339,0.31252,0.30702,0.33488,0.97096,0.15537,0.94669,0.11274,0.25731,0.50246,0.00348,0.0648
"South Asia",2014,15,19,"F","Rate","Point",0.28404,0.00559,0.54464,0.18153,0.36583,0.36837,0.39723,1.11143,0.21338,1.04727,0.13747,0.31946,0.59689,0.00435,0.07054
"South Asia",2014,15,19,"F","Rate","Upper",0.33647,0.01032,0.59793,0.35335,0.42658,0.44252,0.47878,1.2707,0.28359,1.1744,0.16663,0.38564,0.70715,0.00543,0.07617
"South Asia",2014,15,19,"M","Deaths","Lower",0,52,8930,3728,6192,5822,4625,11150,7085,6826,3931,11236,8474,97,1919
"South Asia",2014,15,19,"M","Deaths","Point",0,149,11247,5901,7041,6615,5356,12550,8264,7892,4560,12653,9784,119,2120
"South Asia",2014,15,19,"M","Deaths","Upper",0,279,13079,9323,8093,7583,6246,14184,9645,9072,5376,14272,11417,141,2286
"South Asia",2014,15,19,"M","Fraction","Lower",0,0.00058,0.09317,0.0403,0.0666,0.06394,0.05119,0.12306,0.0785,0.07475,0.04264,0.12615,0.09393,0.00099,0.01971
"South Asia",2014,15,19,"M","Fraction","Point",0,0.00158,0.11933,0.06261,0.07471,0.07019,0.05683,0.13316,0.08768,0.08373,0.04838,0.13425,0.10381,0.00126,0.02249
"South Asia",2014,15,19,"M","Fraction","Upper",0,0.00286,0.14009,0.09331,0.08231,0.07635,0.0627,0.1433,0.09864,0.0924,0.05453,0.14196,0.11471,0.00153,0.02494
"South Asia",2014,15,19,"M","Rate","Lower",0,0.00299,0.50484,0.21079,0.35015,0.32925,0.26154,0.63051,0.40059,0.38594,0.22226,0.63527,0.47916,0.00548,0.10851
"South Asia",2014,15,19,"M","Rate","Point",0,0.00842,0.63583,0.33361,0.39808,0.374,0.30281,0.70952,0.46719,0.44614,0.25778,0.71533,0.55313,0.00671,0.11983
"South Asia",2014,15,19,"M","Rate","Upper",0,0.01576,0.73943,0.52682,0.4574,0.42859,0.35296,0.80176,0.54515,0.51274,0.30383,0.80657,0.64538,0.00798,0.12924
"South Asia",2015,15,19,"F","Deaths","Lower",3628,23,5522,2043,4750,4586,5251,15293,2477,14594,1741,4029,7576,222,1224
"South Asia",2015,15,19,"F","Deaths","Point",4293,68,7939,2914,5576,5564,6261,17571,3404,16332,2133,5033,9119,341,1352
"South Asia",2015,15,19,"F","Deaths","Upper",5091,125,9010,5711,6541,6746,7569,20253,4526,18513,2604,6137,10861,545,1465
"South Asia",2015,15,19,"F","Fraction","Lower",0.04254,0.00026,0.06294,0.02382,0.05644,0.0547,0.06153,0.18188,0.02821,0.17414,0.02008,0.04659,0.08813,0.00249,0.01344
"South Asia",2015,15,19,"F","Fraction","Point",0.04884,0.00077,0.09032,0.03315,0.06343,0.0633,0.07123,0.1999,0.03873,0.1858,0.02427,0.05726,0.10374,0.00388,0.01538
"South Asia",2015,15,19,"F","Fraction","Upper",0.05578,0.00139,0.1019,0.0619,0.07165,0.07313,0.08307,0.21799,0.05117,0.19893,0.02919,0.06814,0.12111,0.00619,0.01718
"South Asia",2015,15,19,"F","Rate","Lower",0.22467,0.00144,0.34198,0.12655,0.29415,0.28398,0.32516,0.947,0.15342,0.90383,0.10779,0.24952,0.46911,0.01379,0.07576
"South Asia",2015,15,19,"F","Rate","Point",0.26579,0.00419,0.49153,0.18041,0.34519,0.34449,0.38764,1.08788,0.21077,1.01115,0.13208,0.31162,0.56457,0.02112,0.0837
"South Asia",2015,15,19,"F","Rate","Upper",0.31514,0.00773,0.55772,0.35344,0.40483,0.4176,0.46855,1.25359,0.28013,1.14592,0.16119,0.37974,0.67233,0.03368,0.09068
"South Asia",2015,15,19,"M","Deaths","Lower",0,41,8127,3599,5991,5708,4535,10918,6947,6707,3864,10958,8320,319,2100
"South Asia",2015,15,19,"M","Deaths","Point",0,113,10464,6049,6808,6505,5288,12354,8156,7783,4492,12472,9663,480,2364
"South Asia",2015,15,19,"M","Deaths","Upper",0,225,12675,9428,7861,7507,6188,14039,9568,8956,5341,14097,11336,754,2595
"South Asia",2015,15,19,"M","Fraction","Lower",0,0.00044,0.08707,0.04021,0.06537,0.06373,0.05122,0.12286,0.07834,0.07486,0.04258,0.12608,0.09403,0.00339,0.02172
"South Asia",2015,15,19,"M","Fraction","Point",0,0.00121,0.11253,0.06505,0.07321,0.06995,0.05687,0.13285,0.08771,0.08369,0.04831,0.13412,0.10391,0.00516,0.02542
"South Asia",2015,15,19,"M","Fraction","Upper",0,0.0024,0.13577,0.09612,0.08054,0.076,0.06266,0.14273,0.09853,0.09226,0.05432,0.14177,0.11454,0.0081,0.02865
"South Asia",2015,15,19,"M","Rate","Lower",0,0.00231,0.45599,0.20196,0.33604,0.32027,0.25447,0.61261,0.3897,0.37625,0.21681,0.61479,0.46682,0.01791,0.11778
"South Asia",2015,15,19,"M","Rate","Point",0,0.00631,0.58697,0.33931,0.38187,0.36487,0.29664,0.69296,0.45751,0.43654,0.25199,0.69958,0.54201,0.02692,0.13259
"South Asia",2015,15,19,"M","Rate","Upper",0,0.01259,0.71101,0.52865,0.44087,0.42089,0.34694,0.78722,0.53656,0.50232,0.29956,0.79045,0.63562,0.04228,0.14559
