"Region","Year","AgeLow","AgeUp","Sex","Variable","Quantile","Maternal","HIV","TB","OtherCMPN","Cardiovascular","Digestive","Neoplasms","OtherNCD","InterpVio","SelfHarm","Drowning","RTI","OtherInj","NatDis","CollectVio"
"Eastern and Southern Africa",2015,15,19,"F","Rate","Upper",0.52814,0.8811,0.90691,1.90365,0.78133,0.6775,0.55763,1.64281,0.35761,1.04851,0.14077,0.47604,0.73399,0.0025,0.09789
"Eastern and Southern Africa",2015,15,19,"M","Deaths","Lower",0,3892,3251,9626,3640,3188,2952,6139,3065,4324,2406,6777,5071,8,906
"Eastern and Southern Africa",2015,15,19,"M","Deaths","Point",0,4702,6154,12019,4324,3669,3436,7048,3584,4951,2791,7698,5801,15,979
"Eastern and Southern Africa",2015,15,19,"M","Deaths","Upper",0,5652,8083,16694,5195,4330,4064,8278,4252,5797,3315,8977,6807,24,1069
"Eastern and Southern Africa",2015,15,19,"M","Fraction","Lower",0,0.05925,0.04682,0.14665,0.05598,0.04992,0.04658,0.0966,0.04732,0.06767,0.03744,0.1069,0.07908,0.00012,0.01252
"Eastern and Southern Africa",2015,15,19,"M","Fraction","Point",0,0.07,0.09162,0.17893,0.06438,0.05462,0.05115,0.10492,0.05335,0.0737,0.04155,0.11461,0.08636,0.00023,0.01457
"Eastern and Southern Africa",2015,15,19,"M","Fraction","Upper",0,0.08021,0.12019,0.23211,0.07349,0.05941,0.05558,0.11289,0.0598,0.07985,0.04593,0.12174,0.09381,0.00036,0.01653
"Eastern and Southern Africa",2015,15,19,"M","Rate","Lower",0,0.68955,0.57577,1.70503,0.64491,0.56499,0.52323,1.08751,0.54301,0.76638,0.42635,1.20117,0.8985,0.00141,0.16061
"Eastern and Southern Africa",2015,15,19,"M","Rate","Point",0,0.83272,1.08991,2.12855,0.76587,0.64976,0.60848,1.24813,0.63465,0.87674,0.49428,1.3634,1.02734,0.00274,0.17332
"Eastern and Southern Africa",2015,15,19,"M","Rate","Upper",0,0.99978,1.43133,2.95495,0.91961,0.76614,0.71932,1.46482,0.75255,1.02577,0.58677,1.58786,1.20474,0.00426,0.1893
"Eastern and Southern Africa",2016,15,19,"F","Deaths","Lower",1917,3292,1968,5794,2730,2372,1938,6273,1234,4374,508,1682,2639,11,527
"Eastern and Southern Africa",2016,15,19,"F","Deaths","Point",2328,4011,3875,7189,3431,2967,2500,7622,1596,5048,640,2115,3302,18,587
"Eastern and Southern Africa",2016,15,19,"F","Deaths","Upper",2918,4894,5038,10338,4343,3736,3200,9446,2092,6006,803,2731,4149,27,655
"Eastern and Southern Africa",2016,15,19,"F","Fraction","Lower",0.04203,0.07217,0.04094,0.12596,0.06018,0.05259,0.04233,0.13699,0.026,0.09737,0.01103,0.03557,0.05857,0.00022,0.01058
"Eastern and Southern Africa",2016,15,19,"F","Fraction","Point",0.0493,0.08493,0.08204,0.15221,0.07264,0.06281,0.05294,0.16138,0.0338,0.10687,0.01356,0.04477,0.06991,0.00039,0.01243
"Eastern and Southern Africa",2016,15,19,"F","Fraction","Upper",0.0583,0.09842,0.10528,0.20486,0.08807,0.07474,0.06525,0.18677,0.04292,0.11722,0.01626,0.05607,0.08439,0.00058,0.01446
"Eastern and Southern Africa",2016,15,19,"F","Rate","Lower",0.33354,0.57282,0.34226,1.00779,0.47493,0.41275,0.33706,1.09115,0.21451,0.761,0.08836,0.29257,0.45909,0.00191,0.09179
"Eastern and Southern Africa",2016,15,19,"F","Rate","Point",0.40492,0.69757,0.67383,1.25017,0.59662,0.51589,0.43482,1.32548,0.27761,0.87777,0.11137,0.36772,0.5742,0.0032,0.10209
"Eastern and Southern Africa",2016,15,19,"F","Rate","Upper",0.50703,0.85045,0.87567,1.79647,0.75484,0.64943,0.55632,1.64204,0.36357,1.04376,0.1396,0.47472,0.72094,0.0047,0.11378
"Eastern and Southern Africa",2016,15,19,"M","Deaths","Lower",0,3833,3274,9759,3643,3192,2961,6162,3062,4341,2418,6806,5099,22,1130
"Eastern and Southern Africa",2016,15,19,"M","Deaths","Point",0,4703,6080,12001,4357,3704,3469,7116,3612,5002,2815,7781,5861,33,1213
"Eastern and Southern Africa",2016,15,19,"M","Deaths","Upper",0,5674,8120,16829,5266,4384,4118,8411,4300,5876,3359,9093,6902,45,1314
"Eastern and Southern Africa",2016,15,19,"M","Fraction","Lower",0,0.05837,0.04734,0.14528,0.05584,0.04998,0.04659,0.0968,0.04729,0.06773,0.03739,0.10721,0.07912,0.00032,0.01551
"Eastern and Southern Africa",2016,15,19,"M","Fraction","Point",0,0.06942,0.08975,0.17715,0.06432,0.05467,0.05121,0.10504,0.05331,0.07383,0.04155,0.11485,0.08652,0.00048,0.01791
"Eastern and Southern Africa",2016,15,19,"M","Fraction","Upper",0,0.07862,0.11615,0.23168,0.07349,0.05952,0.05562,0.11302,0.05979,0.07997,0.04593,0.1221,0.09402,0.00068,0.02036
"Eastern and Southern Africa",2016,15,19,"M","Rate","Lower",0,0.66212,0.56532,1.68568,0.62923,0.55166,0.51159,1.06483,0.52902,0.75013,0.41783,1.17612,0.88113,0.00379,0.1953
"Eastern and Southern Africa",2016,15,19,"M","Rate","Point",0,0.81221,1.05007,2.07264,0.75254,0.63963,0.59915,1.22896,0.62372,0.86381,0.48613,1.34374,1.01228,0.00562,0.20955
"Eastern and Southern Africa",2016,15,19,"M","Rate","Upper",0,0.97913,1.40137,2.90387,0.90833,0.75648,0.71086,1.45139,0.74186,1.01372,0.57958,1.56877,1.19108,0.00761,0.22683
"Eastern and Southern Africa",2017,15,19,"F","Deaths","Lower",1899,3345,1869,5579,2708,2344,1983,6374,1267,4448,516,1700,2656,5,507
"Eastern and Southern Africa",2017,15,19,"F","Deaths","Point",2301,4019,3841,6818,3398,2930,2550,7774,1646,5132,649,2150,3312,11,574
"Eastern and Southern Africa",2017,15,19,"F","Deaths","Upper",2877,4926,4814,9947,4320,3696,3277,9660,2171,6130,821,2785,4167,19,666
"Eastern and Southern Africa",2017,15,19,"F","Fraction","Lower",0.04165,0.07306,0.03803,0.12074,0.05979,0.05227,0.04313,0.14015,0.02686,0.09941,0.01125,0.03633,0.05878,0.0001,0.01022
"Eastern and Southern Africa",2017,15,19,"F","Fraction","Point",0.04885,0.08531,0.08155,0.14473,0.07214,0.06221,0.05413,0.16504,0.03495,0.10894,0.01377,0.04564,0.07032,0.00024,0.01219
"Eastern and Southern Africa",2017,15,19,"F","Fraction","Upper",0.05775,0.09868,0.10178,0.19884,0.08736,0.074,0.06673,0.19099,0.04478,0.11931,0.01649,0.05702,0.08468,0.0004,0.01448
"Eastern and Southern Africa",2017,15,19,"F","Rate","Lower",0.32233,0.56779,0.31729,0.94651,0.45971,0.3979,0.33659,1.08205,0.21504,0.75497,0.08763,0.28878,0.45089,0.00084,0.08615
"Eastern and Southern Africa",2017,15,19,"F","Rate","Point",0.39044,0.68186,0.6518,1.15678,0.57659,0.49723,0.43264,1.31912,0.27934,0.87072,0.11006,0.36479,0.56205,0.00192,0.09743
"Eastern and Southern Africa",2017,15,19,"F","Rate","Upper",0.488,0.83524,0.81669,1.68712,0.73258,0.62681,0.55609,1.63805,0.36842,1.03953,0.13917,0.47233,0.70677,0.00321,0.11291
"Eastern and Southern Africa",2017,15,19,"M","Deaths","Lower",0,3909,3105,9591,3680,3235,3027,6254,3096,4411,2464,6898,5180,13,1118
"Eastern and Southern Africa",2017,15,19,"M","Deaths","Point",0,4736,6019,11887,4407,3773,3537,7251,3668,5099,2873,7926,5970,21,1217
"Eastern and Southern Africa",2017,15,19,"M","Deaths","Upper",0,5765,7881,16625,5364,4474,4213,8581,4388,6023,3445,9300,7059,31,1346
"Eastern and Southern Africa",2017,15,19,"M","Fraction","Lower",0,0.05824,0.04575,0.1427,0.05609,0.05036,0.04706,0.09791,0.04752,0.06837,0.03785,0.10817,0.07991,0.00018,0.0153
"Eastern and Southern Africa",2017,15,19,"M","Fraction","Point",0,0.06926,0.08802,0.17383,0.06445,0.05517,0.05172,0.10603,0.05364,0.07456,0.04202,0.1159,0.0873,0.00031,0.0178
"Eastern and Southern Africa",2017,15,19,"M","Fraction","Upper",0,0.07871,0.11389,0.22977,0.07346,0.06006,0.05622,0.11416,0.06025,0.08067,0.0465,0.12323,0.09476,0.00045,0.0205
"Eastern and Southern Africa",2017,15,19,"M","Rate","Lower",0,0.65829,0.52248,1.61497,0.6199,0.545,0.51003,1.05345,0.52162,0.74299,0.41503,1.1618,0.87284,0.00218,0.18824
"Eastern and Southern Africa",2017,15,19,"M","Rate","Point",0,0.79737,1.01335,2.00126,0.74199,0.63516,0.59544,1.22069,0.61754,0.85839,0.48376,1.33432,1.00506,0.00357,0.20493
"Eastern and Southern Africa",2017,15,19,"M","Rate","Upper",0,0.96988,1.3264,2.79624,0.90222,0.75253,0.70861,1.44331,0.73801,1.01292,0.57945,1.56475,1.18741,0.00506,0.22649
"Eastern and Southern Africa",2018,15,19,"F","Deaths","Lower",1868,3238,1813,5408,2670,2304,2005,6411,1298,4470,515,1716,2653,8,336
"Eastern and Southern Africa",2018,15,19,"F","Deaths","Point",2270,3967,3618,6718,3356,2895,2583,7858,1684,5173,653,2174,3312,16,371
"Eastern and Southern Africa",2018,15,19,"F","Deaths","Upper",2847,4884,4581,9670,4263,3659,3325,9764,2241,6182,827,2827,4170,25,412
"Eastern and Southern Africa",2018,15,19,"F","Fraction","Lower",0.04152,0.07236,0.03668,0.11931,0.05972,0.05214,0.04432,0.14342,0.02772,0.10116,0.01141,0.03709,0.05921,0.00016,0.00669
"Eastern and Southern Africa",2018,15,19,"F","Fraction","Point",0.04867,0.08504,0.07757,0.14402,0.07195,0.06206,0.05538,0.16845,0.03609,0.11089,0.01399,0.0466,0.071,0.00034,0.00796
"Eastern and Southern Africa",2018,15,19,"F","Fraction","Upper",0.05745,0.09843,0.09754,0.19449,0.08706,0.07369,0.06818,0.19458,0.04622,0.12154,0.01675,0.05832,0.08538,0.00052,0.00922
"Eastern and Southern Africa",2018,15,19,"F","Rate","Lower",0.30951,0.5364,0.3003,0.89577,0.44233,0.38159,0.33228,1.06169,0.21499,0.7405,0.08546,0.28426,0.43939,0.00132,0.05562
"Eastern and Southern Africa",2018,15,19,"F","Rate","Point",0.37596,0.65691,0.59921,1.11252,0.5558,0.4794,0.4278,1.30123,0.27879,0.8566,0.10807,0.35997,0.54846,0.00263,0.06149
"Eastern and Southern Africa",2018,15,19,"F","Rate","Upper",0.47119,0.80849,0.75814,1.60063,0.70559,0.60557,0.55029,1.61634,0.37096,1.02309,0.1367,0.46791,0.69018,0.00398,0.0682
"Eastern and Southern Africa",2018,15,19,"M","Deaths","Lower",0,3858,2955,10053,3719,3261,3065,6343,3125,4458,2499,6978,5244,17,797
"Eastern and Southern Africa",2018,15,19,"M","Deaths","Point",0,4690,5673,12128,4451,3833,3590,7370,3720,5177,2917,8053,6070,27,854
"Eastern and Southern Africa",2018,15,19,"M","Deaths","Upper",0,5605,7375,16899,5420,4576,4274,8747,4484,6128,3513,9513,7215,38,912
"Eastern and Southern Africa",2018,15,19,"M","Fraction","Lower",0,0.05795,0.04156,0.15009,0.05656,0.05098,0.04766,0.09928,0.04799,0.06931,0.03843,0.10964,0.08109,0.00024,0.01057
"Eastern and Southern Africa",2018,15,19,"M","Fraction","Point",0,0.06841,0.08275,0.17691,0.06493,0.05592,0.05237,0.10751,0.05427,0.07552,0.04255,0.11747,0.08855,0.0004,0.01246
"Eastern and Southern Africa",2018,15,19,"M","Fraction","Upper",0,0.07661,0.10636,0.23157,0.07384,0.0608,0.05698,0.11566,0.06092,0.08162,0.04704,0.12492,0.09607,0.00056,0.01412
"Eastern and Southern Africa",2018,15,19,"M","Rate","Lower",0,0.63356,0.48504,1.65094,0.61092,0.5357,0.50345,1.04181,0.51346,0.7322,0.41037,1.14624,0.86128,0.00295,0.13088
"Eastern and Southern Africa",2018,15,19,"M","Rate","Point",0,0.76983,0.93121,1.99081,0.73067,0.62928,0.58933,1.20984,0.61071,0.84985,0.47883,1.32192,0.99648,0.0045,0.14022
"Eastern and Southern Africa",2018,15,19,"M","Rate","Upper",0,0.91926,1.21024,2.77217,0.88939,0.75028,0.7009,1.43464,0.73567,1.005,0.5763,1.56051,1.183,0.00608,0.14968
"Eastern and Southern Africa",2019,15,19,"F","Deaths","Lower",1852,3214,1773,5419,2627,2296,2023,6467,1327,4491,519,1733,2648,27,200
"Eastern and Southern Africa",2019,15,19,"F","Deaths","Point",2250,3909,3435,6698,3321,2876,2609,7932,1714,5212,656,2199,3319,38,226
"Eastern and Southern Africa",2019,15,19,"F","Deaths","Upper",2825,4811,4419,9530,4229,3630,3361,9900,2279,6210,830,2876,4179,51,259
"Eastern and Southern Africa",2019,15,19,"F","Fraction","Lower",0.0414,0.07094,0.03733,0.12011,0.05938,0.05224,0.04494,0.146,0.02834,0.10248,0.01153,0.03776,0.05967,0.00056,0.00396
"Eastern and Southern Africa",2019,15,19,"F","Fraction","Point",0.04849,0.08425,0.07404,0.14437,0.07159,0.06199,0.05624,0.17097,0.03695,0.11234,0.01414,0.0474,0.07154,0.00081,0.00488
"Eastern and Southern Africa",2019,15,19,"F","Fraction","Upper",0.05718,0.09767,0.09453,0.19336,0.08648,0.07354,0.06926,0.19712,0.04726,0.12311,0.01694,0.05922,0.08587,0.0011,0.00581
"Eastern and Southern Africa",2019,15,19,"F","Rate","Lower",0.29938,0.51975,0.28659,0.87587,0.42467,0.37125,0.32704,1.04536,0.21452,0.72615,0.08394,0.28012,0.42801,0.00436,0.0323
"Eastern and Southern Africa",2019,15,19,"F","Rate","Point",0.36357,0.63169,0.55514,1.08245,0.53677,0.46479,0.42168,1.2819,0.27704,0.8423,0.10602,0.35539,0.53639,0.00607,0.03659
"Eastern and Southern Africa",2019,15,19,"F","Rate","Upper",0.45602,0.77709,0.71395,1.53903,0.68332,0.58637,0.54279,1.59914,0.36811,1.00311,0.134,0.46463,0.67505,0.00809,0.04186
"Eastern and Southern Africa",2019,15,19,"M","Deaths","Lower",0,3756,2796,10051,3751,3328,3124,6443,3172,4529,2542,7074,5323,54,456
"Eastern and Southern Africa",2019,15,19,"M","Deaths","Point",0,4590,5399,12383,4497,3903,3658,7504,3784,5277,2971,8202,6181,70,497
"Eastern and Southern Africa",2019,15,19,"M","Deaths","Upper",0,5571,7243,16926,5465,4662,4344,8926,4565,6279,3580,9688,7333,87,540
"Eastern and Southern Africa",2019,15,19,"M","Fraction","Lower",0,0.05647,0.03973,0.15087,0.057,0.05163,0.04829,0.10057,0.04852,0.07028,0.03896,0.11108,0.08206,0.00075,0.00606
"Eastern and Southern Africa",2019,15,19,"M","Fraction","Point",0,0.0666,0.07834,0.17969,0.06525,0.05663,0.05308,0.10889,0.05491,0.07657,0.04311,0.11902,0.0897,0.00101,0.00721
"Eastern and Southern Africa",2019,15,19,"M","Fraction","Upper",0,0.07487,0.10238,0.22945,0.074,0.06153,0.05767,0.11704,0.06147,0.08266,0.04762,0.12645,0.0972,0.00129,0.00841
"Eastern and Southern Africa",2019,15,19,"M","Rate","Lower",0,0.60149,0.44716,1.60927,0.60053,0.53288,0.5004,1.03167,0.50817,0.72522,0.40713,1.13295,0.8525,0.00863,0.0729
"Eastern and Southern Africa",2019,15,19,"M","Rate","Point",0,0.73444,0.8639,1.98155,0.71955,0.62449,0.58535,1.2008,0.60553,0.84438,0.4754,1.31251,0.98918,0.01114,0.07951
"Eastern and Southern Africa",2019,15,19,"M","Rate","Upper",0,0.89074,1.15845,2.70722,0.87385,0.7454,0.69442,1.42728,0.73012,1.00408,0.57251,1.54932,1.17288,0.01392,0.08641
"Eastern Europe and central Asia",2000,15,19,"F","Deaths","Lower",267,10,167,849,792,264,1296,1957,879,798,284,1791,793,1,117
"Eastern Europe and central Asia",2000,15,19,"F","Deaths","Point",328,24,201,958,860,296,1394,2125,1006,880,320,1865,853,5,140
"Eastern Europe and central Asia",2000,15,19,"F","Deaths","Upper",392,38,235,1079,931,333,1495,2295,1143,966,363,1936,911,11,162
"Eastern Europe and central Asia",2000,15,19,"F","Fraction","Lower",0.02464,0.00097,0.01466,0.07827,0.07218,0.02391,0.11713,0.18158,0.08201,0.07336,0.0255,0.1594,0.07124,0.00009,0.01038
"Eastern Europe and central Asia",2000,15,19,"F","Fraction","Point",0.02916,0.0021,0.01782,0.08515,0.07638,0.02632,0.12384,0.18883,0.08939,0.07823,0.02846,0.16568,0.07576,0.00047,0.0124
"Eastern Europe and central Asia",2000,15,19,"F","Fraction","Upper",0.0338,0.00333,0.02133,0.09314,0.08062,0.02899,0.13073,0.19679,0.09687,0.08297,0.032,0.1727,0.08047,0.0009,0.01465
"Eastern Europe and central Asia",2000,15,19,"F","Rate","Lower",0.0782,0.00313,0.04894,0.24816,0.23125,0.07716,0.37862,0.57157,0.25688,0.23321,0.08296,0.52294,0.23162,0.00029,0.03415
"Eastern Europe and central Asia",2000,15,19,"F","Rate","Point",0.09582,0.0069,0.05856,0.27981,0.25099,0.08649,0.40695,0.62051,0.29374,0.25707,0.09352,0.54444,0.24895,0.00154,0.04075
"Eastern Europe and central Asia",2000,15,19,"F","Rate","Upper",0.11422,0.01086,0.06856,0.31473,0.27151,0.09721,0.43617,0.66965,0.33351,0.28198,0.10587,0.56497,0.26581,0.00292,0.0473
"Eastern Europe and central Asia",2000,15,19,"M","Deaths","Lower",0,13,254,1380,1169,346,1764,2473,3610,2019,1866,6341,2940,11,299
"Eastern Europe and central Asia",2000,15,19,"M","Deaths","Point",0,29,296,1559,1267,386,1896,2663,4082,2173,2030,6593,3160,20,335
"Eastern Europe and central Asia",2000,15,19,"M","Deaths","Upper",0,54,337,1740,1368,428,2031,2865,4533,2329,2185,6847,3383,29,373
"Eastern Europe and central Asia",2000,15,19,"M","Fraction","Lower",0,0.00053,0.00942,0.05381,0.04515,0.01342,0.06804,0.09601,0.14273,0.07816,0.07299,0.2407,0.11337,0.00043,0.01118
"Eastern Europe and central Asia",2000,15,19,"M","Fraction","Point",0,0.00111,0.01116,0.05884,0.04785,0.01459,0.07158,0.10055,0.1541,0.08202,0.07662,0.24889,0.11931,0.00074,0.01264
"Eastern Europe and central Asia",2000,15,19,"M","Fraction","Upper",0,0.00202,0.0128,0.06399,0.05062,0.01591,0.07504,0.10499,0.16492,0.08589,0.08042,0.25796,0.12545,0.0011,0.01428
"Eastern Europe and central Asia",2000,15,19,"M","Rate","Lower",0,0.00393,0.07202,0.39031,0.33078,0.09792,0.49915,0.69973,1.02108,0.57111,0.52803,1.79365,0.83177,0.00339,0.08455
"Eastern Europe and central Asia",2000,15,19,"M","Rate","Point",0,0.00831,0.08359,0.4407,0.35839,0.10928,0.53612,0.7531,1.15418,0.61432,0.57387,1.86415,0.89361,0.00554,0.09467
"Eastern Europe and central Asia",2000,15,19,"M","Rate","Upper",0,0.01514,0.09524,0.49184,0.3866,0.12101,0.57427,0.81004,1.2816,0.65842,0.61762,1.93588,0.9564,0.0082,0.10548
"Eastern Europe and central Asia",2001,15,19,"F","Deaths","Lower",240,18,162,815,779,252,1316,1939,832,799,290,1824,785,2,25
"Eastern Europe and central Asia",2001,15,19,"F","Deaths","Point",293,32,192,913,842,280,1405,2086,935,875,327,1890,840,7,36
"Eastern Europe and central Asia",2001,15,19,"F","Deaths","Upper",347,47,227,1020,906,314,1504,2248,1045,955,366,1957,891,13,50
"Eastern Europe and central Asia",2001,15,19,"F","Fraction","Lower",0.02272,0.00168,0.01475,0.07657,0.07283,0.02335,0.1212,0.18313,0.07867,0.07502,0.02682,0.16653,0.07223,0.00019,0.00224
"Eastern Europe and central Asia",2001,15,19,"F","Fraction","Point",0.02671,0.00289,0.01756,0.08337,0.07688,0.02559,0.12826,0.19045,0.08537,0.07988,0.02982,0.1726,0.07668,0.00064,0.00331
"Eastern Europe and central Asia",2001,15,19,"F","Fraction","Upper",0.03096,0.00427,0.02065,0.09079,0.08119,0.02825,0.13525,0.19848,0.09211,0.08475,0.03332,0.17902,0.08106,0.00115,0.00451
"Eastern Europe and central Asia",2001,15,19,"F","Rate","Lower",0.06944,0.00534,0.04681,0.23577,0.22527,0.07288,0.38051,0.56061,0.24066,0.23113,0.08408,0.52739,0.22702,0.00057,0.00722
"Eastern Europe and central Asia",2001,15,19,"F","Rate","Point",0.08453,0.00915,0.05557,0.26384,0.2433,0.08098,0.4059,0.60272,0.27017,0.2528,0.09437,0.54623,0.24267,0.00203,0.01048
"Eastern Europe and central Asia",2001,15,19,"F","Rate","Upper",0.10007,0.01337,0.06539,0.29471,0.26164,0.09055,0.43453,0.6493,0.30191,0.27568,0.10561,0.56537,0.25736,0.00348,0.01416
"Eastern Europe and central Asia",2001,15,19,"M","Deaths","Lower",0,14,253,1313,1127,339,1779,2490,3454,2005,1806,6332,2808,9,68
"Eastern Europe and central Asia",2001,15,19,"M","Deaths","Point",0,29,297,1471,1212,375,1898,2658,3814,2145,1936,6560,3000,17,84
"Eastern Europe and central Asia",2001,15,19,"M","Deaths","Upper",0,53,347,1631,1299,411,2026,2836,4185,2286,2071,6793,3198,26,103
"Eastern Europe and central Asia",2001,15,19,"M","Fraction","Lower",0,0.00056,0.00986,0.05291,0.04485,0.01356,0.071,0.09963,0.13955,0.08031,0.07243,0.24966,0.11173,0.00039,0.00264
"Eastern Europe and central Asia",2001,15,19,"M","Fraction","Point",0,0.00115,0.01166,0.0577,0.04752,0.01469,0.07442,0.10425,0.14959,0.08414,0.07594,0.25727,0.11767,0.00068,0.00331
"Eastern Europe and central Asia",2001,15,19,"M","Fraction","Upper",0,0.00205,0.01371,0.06266,0.05019,0.01591,0.07792,0.10874,0.15919,0.08793,0.07944,0.26549,0.12382,0.00102,0.00403
"Eastern Europe and central Asia",2001,15,19,"M","Rate","Lower",0,0.00402,0.07075,0.36731,0.31522,0.09485,0.4976,0.69634,0.96595,0.56069,0.50522,1.77097,0.7852,0.00279,0.01901
"Eastern Europe and central Asia",2001,15,19,"M","Rate","Point",0,0.0082,0.08312,0.41133,0.33876,0.10472,0.53052,0.74317,1.06638,0.59981,0.54135,1.834,0.83884,0.00485,0.0236
"Eastern Europe and central Asia",2001,15,19,"M","Rate","Upper",0,0.0146,0.09696,0.45587,0.36293,0.11492,0.56639,0.79285,1.1698,0.63886,0.57884,1.89904,0.89397,0.00727,0.02853
"Eastern Europe and central Asia",2002,15,19,"F","Deaths","Lower",217,15,151,747,743,240,1278,1885,762,775,268,1768,763,5,36
"Eastern Europe and central Asia",2002,15,19,"F","Deaths","Point",260,29,180,827,798,267,1360,2018,849,843,298,1829,813,12,50
"Eastern Europe and central Asia",2002,15,19,"F","Deaths","Upper",305,43,213,921,855,298,1448,2159,937,912,335,1890,865,19,64
"Eastern Europe and central Asia",2002,15,19,"F","Fraction","Lower",0.02138,0.00152,0.01437,0.0734,0.07257,0.02326,0.12331,0.18597,0.07542,0.0763,0.02583,0.16964,0.07356,0.00048,0.00346
"Eastern Europe and central Asia",2002,15,19,"F","Fraction","Point",0.02495,0.0028,0.01728,0.07922,0.07649,0.02557,0.13038,0.19346,0.08134,0.0808,0.0286,0.17528,0.07796,0.00112,0.00476
"Eastern Europe and central Asia",2002,15,19,"F","Fraction","Upper",0.02871,0.00406,0.02054,0.08615,0.08054,0.02815,0.1374,0.20143,0.08728,0.08534,0.03181,0.18119,0.0824,0.00182,0.00618
"Eastern Europe and central Asia",2002,15,19,"F","Rate","Lower",0.0621,0.00455,0.04338,0.21364,0.21244,0.06885,0.36552,0.53888,0.218,0.22169,0.07665,0.50546,0.21826,0.00142,0.01028
"Eastern Europe and central Asia",2002,15,19,"F","Rate","Point",0.07441,0.00835,0.05153,0.23626,0.22812,0.07626,0.38883,0.57696,0.24258,0.24097,0.08529,0.52274,0.2325,0.00334,0.0142
"Eastern Europe and central Asia",2002,15,19,"F","Rate","Upper",0.08717,0.01216,0.06064,0.26311,0.24412,0.08517,0.41363,0.61699,0.26774,0.26065,0.09572,0.54006,0.2471,0.00544,0.0183
"Eastern Europe and central Asia",2002,15,19,"M","Deaths","Lower",0,15,255,1228,1076,330,1771,2352,3080,1969,1732,5907,2666,22,92
"Eastern Europe and central Asia",2002,15,19,"M","Deaths","Point",0,28,294,1358,1151,363,1878,2498,3359,2091,1844,6104,2831,34,114
"Eastern Europe and central Asia",2002,15,19,"M","Deaths","Upper",0,47,338,1498,1226,397,1993,2645,3659,2215,1957,6308,3000,45,136
"Eastern Europe and central Asia",2002,15,19,"M","Fraction","Lower",0,0.00066,0.01063,0.05197,0.04561,0.01395,0.07505,0.09995,0.1314,0.08347,0.07344,0.24813,0.11246,0.00093,0.00382
"Eastern Europe and central Asia",2002,15,19,"M","Fraction","Point",0,0.00118,0.01227,0.05671,0.04806,0.01516,0.07842,0.10433,0.14027,0.08733,0.07701,0.25488,0.11822,0.0014,0.00475
"Eastern Europe and central Asia",2002,15,19,"M","Fraction","Upper",0,0.00196,0.01411,0.06162,0.05065,0.01642,0.08214,0.10826,0.14876,0.091,0.08057,0.26223,0.12417,0.00188,0.00562
"Eastern Europe and central Asia",2002,15,19,"M","Rate","Lower",0,0.00438,0.07068,0.3397,0.29757,0.09128,0.48955,0.65017,0.85149,0.54448,0.47886,1.63282,0.737,0.00608,0.02542
"Eastern Europe and central Asia",2002,15,19,"M","Rate","Point",0,0.00781,0.08121,0.37533,0.31808,0.10033,0.51901,0.69049,0.92836,0.57798,0.50968,1.68689,0.78242,0.00927,0.03144
"Eastern Europe and central Asia",2002,15,19,"M","Rate","Upper",0,0.01292,0.09322,0.41386,0.3386,0.10959,0.55078,0.73095,1.01104,0.61203,0.54055,1.74293,0.82878,0.01244,0.03732
"Eastern Europe and central Asia",2003,15,19,"F","Deaths","Lower",199,25,150,686,718,224,1257,1836,691,770,252,1750,713,3,12
"Eastern Europe and central Asia",2003,15,19,"F","Deaths","Point",235,38,178,757,765,249,1333,1951,759,831,281,1806,761,8,21
"Eastern Europe and central Asia",2003,15,19,"F","Deaths","Upper",273,52,212,836,816,276,1417,2073,832,891,313,1863,808,14,31
"Eastern Europe and central Asia",2003,15,19,"F","Fraction","Lower",0.02029,0.00252,0.01497,0.07012,0.07269,0.02274,0.12681,0.18837,0.07074,0.07849,0.02554,0.17589,0.07208,0.0003,0.00127
"Eastern Europe and central Asia",2003,15,19,"F","Fraction","Point",0.02356,0.00379,0.01787,0.07586,0.07668,0.02499,0.13371,0.19563,0.07611,0.08328,0.02815,0.18113,0.07628,0.00081,0.00214
"Eastern Europe and central Asia",2003,15,19,"F","Fraction","Upper",0.02708,0.00526,0.02108,0.08302,0.08054,0.0274,0.14089,0.20356,0.08141,0.08801,0.03133,0.18657,0.0806,0.0014,0.00309
"Eastern Europe and central Asia",2003,15,19,"F","Rate","Lower",0.05643,0.00712,0.04254,0.19473,0.20369,0.06378,0.35656,0.52086,0.19596,0.21854,0.07172,0.49634,0.20222,0.00085,0.00368
"Eastern Europe and central Asia",2003,15,19,"F","Rate","Point",0.06663,0.01072,0.05054,0.21454,0.21685,0.07067,0.37814,0.55325,0.21524,0.23552,0.07961,0.51224,0.21572,0.00229,0.00605
"Eastern Europe and central Asia",2003,15,19,"F","Rate","Upper",0.07735,0.01472,0.05989,0.23685,0.23118,0.07814,0.40167,0.58778,0.23587,0.25262,0.08852,0.52814,0.22903,0.00397,0.0088
"Eastern Europe and central Asia",2003,15,19,"M","Deaths","Lower",0,34,246,1144,1025,305,1683,2318,2783,1897,1651,5657,2546,12,35
"Eastern Europe and central Asia",2003,15,19,"M","Deaths","Point",0,48,284,1262,1088,333,1776,2446,3007,2003,1745,5826,2693,21,48
"Eastern Europe and central Asia",2003,15,19,"M","Deaths","Upper",0,65,327,1379,1152,363,1885,2575,3247,2109,1847,5995,2850,31,62
