"ISO3","Year","AgeLow","AgeUp","Sex","Variable","Quantile","Total","Measles","Maternal","HIV","LRI","TB","Diarrhoeal","Malaria","OtherCMPN","Congenital","Cardiovascular","Digestive","Neoplasms","OtherNCD","InterpVio","SelfHarm","Drowning","RTI","OtherInj","NatDis","CollectVio"
"NZL",2003,5,19,"B","Deaths","Upper",309,0,3,0,4,0,0,0,12,11,12,4,41,68,14,59,14,100,56,0,0
"NZL",2003,5,19,"B","Fraction","Lower",1,0,0,0,0,0,0,0,0.00672,0.00671,0.0067,0,0.06695,0.14515,0.00998,0.11921,0.01021,0.23417,0.10878,0,0
"NZL",2003,5,19,"B","Fraction","Point",1,0,0.00276,0,0.00328,0,0,0,0.02137,0.02018,0.02128,0.00315,0.10133,0.18591,0.02489,0.15543,0.02688,0.28671,0.14683,0,0
"NZL",2003,5,19,"B","Fraction","Upper",1,0,0.01011,0,0.01038,0,0,0,0.03828,0.03661,0.03908,0.0102,0.13698,0.22645,0.0445,0.19658,0.04551,0.33687,0.1865,0,0
"NZL",2004,5,19,"B","Deaths","Lower",281,0,0,0,0,0,0,0,0,0,1,0,19,45,0,36,6,77,26,0,0
"NZL",2004,5,19,"B","Deaths","Point",294,0,1,0,0,0,0,0,1,1,5,1,29,59,4,49,12,94,37,1,0
"NZL",2004,5,19,"B","Deaths","Upper",306,0,4,0,0,0,0,0,4,4,10,4,39,73,9,62,19,111,49,4,0
"NZL",2004,5,19,"B","Fraction","Lower",1,0,0,0,0,0,0,0,0,0,0.00342,0,0.06679,0.15734,0.00335,0.12578,0.02032,0.26703,0.09279,0,0
"NZL",2004,5,19,"B","Fraction","Point",1,0,0.00321,0,0,0,0,0,0.00309,0.00423,0.01675,0.00334,0.09808,0.2019,0.01352,0.16603,0.04104,0.31883,0.12689,0.00309,0
"NZL",2004,5,19,"B","Fraction","Upper",1,0,0.01042,0,0,0,0,0,0.01038,0.0137,0.03159,0.01049,0.13145,0.24736,0.02778,0.20656,0.06364,0.37217,0.16586,0.0104,0
"NZL",2005,5,19,"B","Deaths","Lower",278,0,0,0,0,0,0,0,0,0,2,0,22,37,0,30,1,86,26,0,0
"NZL",2005,5,19,"B","Deaths","Point",291,0,0,0,2,0,0,0,4,4,7,0,33,50,4,42,7,103,36,0,0
"NZL",2005,5,19,"B","Deaths","Upper",304,0,0,0,6,0,0,0,8,9,13,0,45,62,8,54,13,119,49,0,0
"NZL",2005,5,19,"B","Fraction","Lower",1,0,0,0,0,0,0,0,0.00331,0.0034,0.00692,0,0.07853,0.13142,0.00329,0.10593,0.00685,0.2981,0.09037,0,0
"NZL",2005,5,19,"B","Fraction","Point",1,0,0,0,0.00788,0,0,0,0.01218,0.01457,0.02239,0,0.11445,0.1718,0.01271,0.14435,0.02242,0.35236,0.12488,0,0
"NZL",2005,5,19,"B","Fraction","Upper",1,0,0,0,0.01993,0,0,0,0.02493,0.03062,0.04167,0,0.15131,0.21209,0.02651,0.18616,0.04145,0.4067,0.16558,0,0
"NZL",2006,5,19,"B","Deaths","Lower",275,0,0,0,0,0,0,0,0,0,1,0,23,37,5,47,1,63,22,0,0
"NZL",2006,5,19,"B","Deaths","Point",288,0,0,0,1,0,0,0,3,3,5,0,34,49,11,61,5,80,32,3,0
"NZL",2006,5,19,"B","Deaths","Upper",301,0,0,0,4,0,0,0,7,8,11,0,45,63,18,74,10,95,43,8,0
"NZL",2006,5,19,"B","Fraction","Lower",1,0,0,0,0,0,0,0,0,0,0.00356,0,0.07997,0.12928,0.01742,0.16562,0.00356,0.22395,0.07841,0,0
"NZL",2006,5,19,"B","Fraction","Point",1,0,0,0,0.00386,0,0,0,0.01051,0.01101,0.01901,0,0.11752,0.1718,0.03788,0.2102,0.01745,0.27719,0.11197,0.01161,0
"NZL",2006,5,19,"B","Fraction","Upper",1,0,0,0,0.01081,0,0,0,0.02383,0.02451,0.03559,0,0.15406,0.21772,0.06142,0.25661,0.03381,0.32957,0.14643,0.02453,0
"NZL",2007,5,19,"B","Deaths","Lower",269,0,0,0,0,0,0,0,0,0,1,0,25,42,0,32,0,73,27,0,0
"NZL",2007,5,19,"B","Deaths","Point",282,0,0,1,1,0,1,0,1,3,6,1,36,56,3,43,3,89,38,0,0
"NZL",2007,5,19,"B","Deaths","Upper",294,0,0,4,4,0,4,0,4,7,11,4,49,71,7,56,7,104,49,0,0
"NZL",2007,5,19,"B","Fraction","Lower",1,0,0,0,0,0,0,0,0,0,0.00678,0,0.09117,0.15278,0,0.11545,0,0.26363,0.09843,0,0
"NZL",2007,5,19,"B","Fraction","Point",1,0,0,0.00311,0.00322,0,0.00322,0,0.00336,0.00994,0.01969,0.00311,0.12912,0.19979,0.01065,0.15343,0.01168,0.31506,0.13464,0,0
"NZL",2007,5,19,"B","Fraction","Upper",1,0,0,0.01093,0.01076,0,0.01081,0,0.01091,0.02159,0.03676,0.01084,0.16922,0.24712,0.02483,0.19483,0.02483,0.36742,0.17584,0,0
"NZL",2008,5,19,"B","Deaths","Lower",262,0,0,0,0,0,0,0,0,0,4,0,24,36,1,41,2,49,29,1,0
"NZL",2008,5,19,"B","Deaths","Point",275,0,0,0,1,0,0,0,2,3,11,1,34,48,6,54,7,63,41,6,0
"NZL",2008,5,19,"B","Deaths","Upper",287,0,0,0,4,0,0,0,6,7,18,4,44,61,11,66,13,78,53,11,0
"NZL",2008,5,19,"B","Fraction","Lower",1,0,0,0,0,0,0,0,0,0,0.01807,0,0.08813,0.13259,0.00706,0.15249,0.00734,0.17902,0.10823,0.00714,0
"NZL",2008,5,19,"B","Fraction","Point",1,0,0,0,0.00343,0,0,0,0.00707,0.00998,0.03827,0.00335,0.12183,0.17348,0.02115,0.1954,0.02481,0.23003,0.15036,0.02083,0
"NZL",2008,5,19,"B","Fraction","Upper",1,0,0,0,0.01106,0,0,0,0.01849,0.02179,0.06256,0.01108,0.1581,0.22123,0.03867,0.23821,0.0457,0.28082,0.19204,0.04012,0
"NZL",2009,5,19,"B","Deaths","Lower",255,0,0,0,0,0,0,0,2,0,0,0,15,45,2,41,0,53,25,0,0
"NZL",2009,5,19,"B","Deaths","Point",267,0,0,0,1,0,0,0,7,1,4,2,24,58,7,54,5,67,36,2,0
"NZL",2009,5,19,"B","Deaths","Upper",279,0,0,0,4,0,0,0,13,4,8,6,34,72,13,67,10,81,48,6,0
"NZL",2009,5,19,"B","Fraction","Lower",1,0,0,0,0,0,0,0,0.0076,0,0,0,0.05819,0.16977,0.00757,0.15766,0.00376,0.20068,0.09757,0,0
"NZL",2009,5,19,"B","Fraction","Point",1,0,0,0,0.00345,0,0,0,0.02567,0.00345,0.01355,0.00717,0.08912,0.21683,0.02557,0.20361,0.01749,0.2509,0.13592,0.00727,0
"NZL",2009,5,19,"B","Fraction","Upper",1,0,0,0,0.01119,0,0,0,0.04588,0.01142,0.02961,0.01889,0.1263,0.2657,0.04808,0.25051,0.03391,0.30425,0.17757,0.01894,0
"NZL",2010,5,19,"B","Deaths","Lower",245,0,0,0,0,0,0,0,0,2,0,0,22,34,0,42,7,48,21,0,0
"NZL",2010,5,19,"B","Deaths","Point",258,0,0,0,1,0,0,0,2,6,4,0,32,47,3,55,15,61,31,0,0
"NZL",2010,5,19,"B","Deaths","Upper",269,0,0,0,4,0,0,0,6,11,9,0,42,60,8,69,23,75,42,0,0
"NZL",2010,5,19,"B","Fraction","Lower",1,0,0,0,0,0,0,0,0,0.00779,0.00383,0,0.08713,0.1358,0,0.16816,0.03139,0.18743,0.08392,0,0
"NZL",2010,5,19,"B","Fraction","Point",1,0,0,0,0.0036,0,0,0,0.00825,0.02384,0.01671,0,0.12511,0.18091,0.01261,0.21331,0.05735,0.23752,0.12079,0,0
"NZL",2010,5,19,"B","Fraction","Upper",1,0,0,0,0.01178,0,0,0,0.01987,0.04272,0.03436,0,0.16182,0.2277,0.02752,0.26504,0.08777,0.28908,0.16206,0,0
"NZL",2011,5,19,"B","Deaths","Lower",236,0,0,0,0,0,0,0,4,0,3,0,16,40,0,44,0,34,12,7,0
"NZL",2011,5,19,"B","Deaths","Point",247,0,0,0,2,0,1,0,10,3,8,1,26,53,3,57,3,47,20,14,0
"NZL",2011,5,19,"B","Deaths","Upper",260,0,0,0,5,0,4,0,17,8,15,4,36,66,7,69,7,59,30,22,0
"NZL",2011,5,19,"B","Fraction","Lower",1,0,0,0,0,0,0,0,0.01631,0.00383,0.01241,0,0.06606,0.16585,0,0.18239,0,0.14255,0.05269,0.03202,0
"NZL",2011,5,19,"B","Fraction","Point",1,0,0,0,0.00686,0,0.00368,0,0.03877,0.01392,0.03427,0.00401,0.10343,0.21263,0.01146,0.22891,0.01164,0.18951,0.08281,0.05808,0
"NZL",2011,5,19,"B","Fraction","Upper",1,0,0,0,0.01692,0,0.0122,0,0.06566,0.02871,0.05887,0.01271,0.14057,0.26379,0.0251,0.27615,0.02456,0.23583,0.11763,0.08667,0
"NZL",2012,5,19,"B","Deaths","Lower",225,0,0,0,0,0,0,0,1,0,0,0,12,35,0,57,2,28,22,0,0
"NZL",2012,5,19,"B","Deaths","Point",237,0,0,0,2,0,0,0,6,1,5,2,21,46,3,71,7,40,33,0,0
"NZL",2012,5,19,"B","Deaths","Upper",250,0,0,0,5,0,0,0,12,4,10,5,31,58,7,85,14,52,44,0,0
"NZL",2012,5,19,"B","Fraction","Lower",1,0,0,0,0,0,0,0,0.00836,0,0.0042,0,0.05462,0.14863,0,0.24404,0.00874,0.1225,0.09526,0,0
"NZL",2012,5,19,"B","Fraction","Point",1,0,0,0,0.00703,0,0,0,0.02673,0.00375,0.01977,0.00703,0.0887,0.19568,0.01193,0.29912,0.0312,0.17064,0.13841,0,0
"NZL",2012,5,19,"B","Fraction","Upper",1,0,0,0,0.01728,0,0,0,0.0476,0.0126,0.03818,0.02032,0.12892,0.24289,0.02786,0.3529,0.05473,0.21991,0.18328,0,0
"NZL",2013,5,19,"B","Deaths","Lower",214,0,0,0,0,0,0,0,0,0,1,0,17,32,0,43,4,27,22,0,0
"NZL",2013,5,19,"B","Deaths","Point",227,0,0,0,4,0,1,0,3,1,5,3,27,44,3,55,9,38,33,0,0
"NZL",2013,5,19,"B","Deaths","Upper",240,0,0,0,9,0,5,0,8,4,10,8,37,57,7,68,16,49,44,0,0
"NZL",2013,5,19,"B","Fraction","Lower",1,0,0,0,0.00433,0,0,0,0,0,0.00455,0,0.07634,0.14411,0,0.1927,0.01764,0.1201,0.10108,0,0
"NZL",2013,5,19,"B","Fraction","Point",1,0,0,0,0.01841,0,0.00614,0,0.01402,0.00488,0.02298,0.01507,0.11793,0.19418,0.01409,0.24284,0.03964,0.16629,0.14354,0,0
"NZL",2013,5,19,"B","Fraction","Upper",1,0,0,0,0.03844,0,0.01788,0,0.03106,0.01381,0.04361,0.03217,0.15948,0.24901,0.03068,0.29565,0.06543,0.21331,0.18817,0,0
"NZL",2014,5,19,"B","Deaths","Lower",203,0,0,0,0,0,0,0,2,0,0,0,22,25,0,36,2,32,20,0,0
"NZL",2014,5,19,"B","Deaths","Point",216,0,0,0,0,0,0,0,7,3,5,0,32,36,4,48,8,44,31,0,0
"NZL",2014,5,19,"B","Deaths","Upper",230,0,0,0,0,0,0,0,13,7,10,0,44,47,9,60,14,56,42,0,0
"NZL",2014,5,19,"B","Fraction","Lower",1,0,0,0,0,0,0,0,0.00978,0,0.00461,0,0.1074,0.11708,0.00441,0.16899,0.01375,0.15165,0.09726,0,0
"NZL",2014,5,19,"B","Fraction","Point",1,0,0,0,0,0,0,0,0.03284,0.01358,0.02085,0,0.14904,0.16486,0.01698,0.22005,0.03637,0.20317,0.14227,0,0
"NZL",2014,5,19,"B","Fraction","Upper",1,0,0,0,0,0,0,0,0.05827,0.02883,0.04217,0,0.19812,0.21562,0.03652,0.26968,0.06167,0.2554,0.18817,0,0
"NZL",2015,5,19,"B","Deaths","Lower",190,0,0,0,0,0,0,0,0,0,0,0,17,25,0,39,2,28,23,0,0
"NZL",2015,5,19,"B","Deaths","Point",205,0,0,0,3,0,0,0,2,3,4,1,26,36,1,51,7,39,33,0,0
"NZL",2015,5,19,"B","Deaths","Upper",220,0,0,0,7,0,0,0,6,7,8,4,36,47,4,64,13,51,43,0,0
"NZL",2015,5,19,"B","Fraction","Lower",1,0,0,0,0,0,0,0,0,0,0,0,0.0839,0.122,0,0.1982,0.00986,0.1399,0.1142,0,0
"NZL",2015,5,19,"B","Fraction","Point",1,0,0,0,0.01445,0,0,0,0.00887,0.01415,0.01773,0.00471,0.12798,0.17366,0.00478,0.25096,0.03283,0.18827,0.16161,0,0
"NZL",2015,5,19,"B","Fraction","Upper",1,0,0,0,0.03266,0,0,0,0.02436,0.03385,0.03673,0.01502,0.17249,0.22452,0.01534,0.30574,0.05882,0.24266,0.20746,0,0
"NZL",2016,5,19,"B","Deaths","Lower",177,0,0,0,0,0,0,0,0,0,0,0,17,24,0,34,2,24,19,0,0
"NZL",2016,5,19,"B","Deaths","Point",194,0,0,0,2,0,0,0,4,2,4,1,26,35,2,45,7,36,30,0,0
"NZL",2016,5,19,"B","Deaths","Upper",211,0,0,0,6,0,3,0,8,6,9,5,36,46,6,57,14,48,40,0,0
"NZL",2016,5,19,"B","Fraction","Lower",1,0,0,0,0,0,0,0,0,0,0.00495,0,0.08998,0.12937,0,0.18123,0.01408,0.13227,0.10138,0,0
"NZL",2016,5,19,"B","Fraction","Point",1,0,0,0,0.01155,0,0.00221,0,0.01862,0.01145,0.02002,0.00669,0.13355,0.17989,0.01158,0.23221,0.03626,0.18338,0.1526,0,0
"NZL",2016,5,19,"B","Fraction","Upper",1,0,0,0,0.02801,0,0.01057,0,0.03947,0.0268,0.04135,0.01998,0.1808,0.2324,0.02869,0.28846,0.06669,0.23837,0.20131,0,0
"NZL",2017,5,19,"B","Deaths","Lower",165,0,0,0,0,0,0,0,0,0,0,0,15,22,0,31,2,23,18,0,0
"NZL",2017,5,19,"B","Deaths","Point",185,0,0,0,2,0,0,0,3,2,4,1,25,33,2,42,7,34,29,0,0
"NZL",2017,5,19,"B","Deaths","Upper",204,0,0,0,6,0,3,0,8,6,9,4,35,45,6,55,13,46,39,0,0
"NZL",2017,5,19,"B","Fraction","Lower",1,0,0,0,0,0,0,0,0,0,0.00489,0,0.08517,0.12658,0,0.17309,0.01101,0.13081,0.10273,0,0
"NZL",2017,5,19,"B","Fraction","Point",1,0,0,0,0.01199,0,0.00232,0,0.01863,0.01158,0.01974,0.00678,0.13453,0.1806,0.01137,0.22882,0.03612,0.18205,0.15547,0,0
"NZL",2017,5,19,"B","Fraction","Upper",1,0,0,0,0.03242,0,0.01104,0,0.0391,0.03048,0.04355,0.02127,0.18465,0.23741,0.02855,0.29088,0.06665,0.23886,0.20438,0,0
"NZL",2018,5,19,"B","Deaths","Lower",154,0,0,0,0,0,0,0,0,0,0,0,14,21,0,28,1,22,17,0,0
"NZL",2018,5,19,"B","Deaths","Point",177,0,0,0,2,0,0,0,3,2,3,1,24,32,2,40,6,32,28,0,0
"NZL",2018,5,19,"B","Deaths","Upper",199,0,0,0,6,0,3,0,8,6,8,4,34,43,6,52,12,43,38,0,0
"NZL",2018,5,19,"B","Fraction","Lower",1,0,0,0,0,0,0,0,0,0,0,0,0.08809,0.12781,0,0.16556,0.01144,0.12847,0.10525,0,0
"NZL",2018,5,19,"B","Fraction","Point",1,0,0,0,0.01241,0,0.00242,0,0.0186,0.01166,0.01946,0.00685,0.13546,0.18123,0.01119,0.22553,0.03605,0.18089,0.15825,0,0
"NZL",2018,5,19,"B","Fraction","Upper",1,0,0,0,0.03072,0,0.01167,0,0.04097,0.02894,0.04312,0.02224,0.18865,0.23718,0.02885,0.28625,0.06685,0.23942,0.21258,0,0
"NZL",2019,5,19,"B","Deaths","Lower",146,0,0,0,0,0,0,0,0,0,0,0,14,21,0,27,1,20,17,0,0
"NZL",2019,5,19,"B","Deaths","Point",170,0,0,0,2,0,0,0,3,2,3,1,23,31,2,38,6,31,27,0,0
"NZL",2019,5,19,"B","Deaths","Upper",195,0,0,0,6,0,3,0,8,6,8,4,33,42,6,51,12,42,37,0,0
"NZL",2019,5,19,"B","Fraction","Lower",1,0,0,0,0,0,0,0,0,0,0,0,0.08911,0.12551,0,0.16407,0.01134,0.12725,0.10785,0,0
"NZL",2019,5,19,"B","Fraction","Point",1,0,0,0,0.01253,0,0.00245,0,0.0187,0.01167,0.01943,0.00688,0.1356,0.18134,0.01112,0.22502,0.03594,0.18049,0.15884,0,0
"NZL",2019,5,19,"B","Fraction","Upper",1,0,0,0,0.03111,0,0.01235,0,0.04343,0.03018,0.04179,0.0224,0.19107,0.24094,0.02919,0.28577,0.06793,0.2372,0.21397,0,0
"OMN",2000,5,19,"B","Deaths","Lower",282,0,0,0,8,0,2,0,31,4,6,5,37,62,33,3,19,33,15,0,0
"OMN",2000,5,19,"B","Deaths","Point",340,0,1,1,11,1,3,0,40,7,9,7,46,76,46,6,25,41,20,0,0
"OMN",2000,5,19,"B","Deaths","Upper",407,0,3,1,15,2,5,0,49,10,13,9,56,93,63,10,33,50,26,0,0
"OMN",2000,5,19,"B","Fraction","Lower",1,0,0.00224,0.00142,0.02458,0.00039,0.00628,0,0.10249,0.01499,0.02019,0.01873,0.12352,0.20293,0.1067,0.01259,0.06235,0.11295,0.04931,0,0
"OMN",2000,5,19,"B","Fraction","Point",1,0,0.0037,0.00202,0.03272,0.00162,0.00834,0,0.11652,0.02042,0.02642,0.02109,0.13436,0.22352,0.13579,0.01868,0.07498,0.12115,0.05866,0,0
"OMN",2000,5,19,"B","Fraction","Upper",1,0,0.00619,0.00276,0.04187,0.00476,0.01159,0,0.12918,0.02676,0.03259,0.02359,0.14632,0.24692,0.16499,0.02614,0.08843,0.1303,0.06998,0,0
"OMN",2001,5,19,"B","Deaths","Lower",275,0,0,0,7,0,1,0,30,4,6,5,36,61,34,3,18,32,14,0,0
"OMN",2001,5,19,"B","Deaths","Point",333,0,1,1,11,1,3,0,38,7,9,7,45,75,48,6,24,40,19,0,0
"OMN",2001,5,19,"B","Deaths","Upper",398,0,2,2,15,2,4,0,47,10,12,9,55,92,64,10,31,49,25,0,0
"OMN",2001,5,19,"B","Fraction","Lower",1,0,0.00204,0.00174,0.02404,0.00037,0.00599,0,0.09973,0.01477,0.02016,0.01868,0.12393,0.20515,0.11225,0.01288,0.06067,0.11137,0.04816,0,0
"OMN",2001,5,19,"B","Fraction","Point",1,0,0.00336,0.00232,0.03196,0.00157,0.00797,0,0.11307,0.01995,0.02639,0.02105,0.13483,0.22583,0.143,0.01914,0.07305,0.1193,0.05722,0,0
"OMN",2001,5,19,"B","Fraction","Upper",1,0,0.00564,0.00304,0.0412,0.00456,0.01113,0,0.12539,0.02653,0.03235,0.02351,0.14686,0.24917,0.17203,0.02667,0.08633,0.12828,0.06859,0,0
"OMN",2002,5,19,"B","Deaths","Lower",269,0,0,0,7,0,1,0,28,4,6,5,35,60,34,3,17,31,14,0,0
"OMN",2002,5,19,"B","Deaths","Point",327,0,1,1,10,1,2,0,36,6,9,7,44,74,49,6,23,38,18,1,0
"OMN",2002,5,19,"B","Deaths","Upper",391,0,2,2,14,2,4,0,44,9,12,9,54,91,66,10,30,47,23,4,0
"OMN",2002,5,19,"B","Fraction","Lower",1,0,0.00187,0.0021,0.02331,0.00038,0.00572,0,0.09615,0.0143,0.02005,0.01852,0.12386,0.20578,0.11712,0.01313,0.05888,0.10933,0.04648,0,0
"OMN",2002,5,19,"B","Fraction","Point",1,0,0.00308,0.00273,0.03114,0.00153,0.0076,0,0.10935,0.01965,0.02626,0.02089,0.13449,0.22639,0.14939,0.01943,0.071,0.11691,0.05568,0.00446,0
"OMN",2002,5,19,"B","Fraction","Upper",1,0,0.00517,0.0035,0.0403,0.00428,0.01065,0,0.12144,0.02612,0.03226,0.02337,0.14676,0.25005,0.1795,0.02721,0.08402,0.12554,0.06688,0.01287,0
"OMN",2003,5,19,"B","Deaths","Lower",267,0,0,0,6,0,1,0,27,4,5,5,34,59,36,3,16,29,13,2,0
"OMN",2003,5,19,"B","Deaths","Point",323,0,1,1,10,0,2,0,34,6,8,7,43,72,51,6,22,36,17,6,0
"OMN",2003,5,19,"B","Deaths","Upper",389,0,2,2,13,2,4,0,43,9,12,9,53,89,69,10,28,45,22,11,0
"OMN",2003,5,19,"B","Fraction","Lower",1,0,0.00172,0.0025,0.02175,0.00035,0.00529,0,0.092,0.01341,0.01984,0.01805,0.12073,0.2032,0.12474,0.01308,0.05595,0.10542,0.04424,0.00629,0
"OMN",2003,5,19,"B","Fraction","Point",1,0,0.00284,0.00315,0.02968,0.0015,0.0071,0,0.10422,0.01868,0.02594,0.02051,0.13184,0.22364,0.15843,0.01941,0.06796,0.1129,0.05305,0.01917,0
"OMN",2003,5,19,"B","Fraction","Upper",1,0,0.00473,0.00395,0.03871,0.00436,0.00993,0,0.11599,0.0251,0.03188,0.02295,0.14418,0.24751,0.18998,0.02674,0.08101,0.121,0.06427,0.03449,0
"OMN",2004,5,19,"B","Deaths","Lower",266,0,0,0,6,0,1,0,26,4,5,5,35,60,41,3,16,29,13,0,0
"OMN",2004,5,19,"B","Deaths","Point",322,0,1,1,10,0,2,0,33,6,8,7,43,73,57,6,22,36,17,0,0
"OMN",2004,5,19,"B","Deaths","Upper",389,0,2,2,13,2,4,0,41,9,12,9,53,89,76,10,28,44,22,0,0
"OMN",2004,5,19,"B","Fraction","Lower",1,0,0.00165,0.00265,0.02177,0.00034,0.00516,0,0.08946,0.01348,0.02008,0.01836,0.12181,0.20651,0.14021,0.01338,0.05566,0.10461,0.04369,0,0
"OMN",2004,5,19,"B","Fraction","Point",1,0,0.00269,0.00375,0.02951,0.00147,0.00694,0,0.10258,0.01865,0.02586,0.02074,0.13295,0.22698,0.1764,0.01965,0.06746,0.11189,0.0525,0,0
"OMN",2004,5,19,"B","Fraction","Upper",1,0,0.00451,0.00507,0.03844,0.00437,0.00966,0,0.11402,0.02484,0.03154,0.02325,0.14509,0.25097,0.21031,0.02727,0.08024,0.12009,0.06358,0,0
"OMN",2005,5,19,"B","Deaths","Lower",265,0,0,0,6,0,1,0,25,4,5,5,34,59,46,3,16,28,12,0,0
"OMN",2005,5,19,"B","Deaths","Point",320,0,1,1,9,0,2,0,31,6,8,7,42,72,63,6,21,34,16,0,0
"OMN",2005,5,19,"B","Deaths","Upper",388,0,2,2,13,2,3,0,39,8,11,9,52,88,85,10,27,43,21,0,0
"OMN",2005,5,19,"B","Fraction","Lower",1,0,0.00157,0.00308,0.02095,0.00036,0.00491,0,0.08561,0.01301,0.01941,0.01801,0.11914,0.20329,0.15833,0.01315,0.05375,0.10012,0.04165,0,0
"OMN",2005,5,19,"B","Fraction","Point",1,0,0.00256,0.00433,0.02864,0.00143,0.00663,0,0.09831,0.0181,0.02486,0.02044,0.13046,0.22434,0.1975,0.01929,0.06528,0.10733,0.05048,0,0
"OMN",2005,5,19,"B","Fraction","Upper",1,0,0.00432,0.00569,0.03745,0.00458,0.00927,0,0.10999,0.02419,0.03042,0.02294,0.14273,0.24824,0.23404,0.02688,0.07786,0.11528,0.06136,0,0
"OMN",2006,5,19,"B","Deaths","Lower",263,0,0,1,6,0,1,0,23,3,5,4,32,56,54,3,15,26,11,0,0
"OMN",2006,5,19,"B","Deaths","Point",320,0,1,2,9,0,2,0,30,5,8,6,40,69,75,6,20,32,15,0,0
"OMN",2006,5,19,"B","Deaths","Upper",386,0,2,3,12,2,3,0,37,8,11,8,49,85,100,9,26,40,20,0,0
"OMN",2006,5,19,"B","Fraction","Lower",1,0,0.00149,0.0036,0.01961,0.00035,0.00454,0,0.08098,0.01239,0.01853,0.01735,0.1135,0.1949,0.19022,0.01273,0.05083,0.0938,0.03859,0,0
"OMN",2006,5,19,"B","Fraction","Point",1,0,0.00244,0.00481,0.02687,0.00142,0.00617,0,0.09283,0.01717,0.02375,0.01986,0.1251,0.21626,0.23471,0.01872,0.06194,0.10088,0.04709,0,0
"OMN",2006,5,19,"B","Fraction","Upper",1,0,0.00413,0.00603,0.03562,0.00385,0.00872,0,0.10407,0.02327,0.02896,0.02244,0.13786,0.23987,0.27394,0.02603,0.07488,0.10874,0.05782,0,0
"OMN",2007,5,19,"B","Deaths","Lower",257,0,0,1,5,0,1,0,20,3,4,4,28,50,58,3,13,22,10,8,0
"OMN",2007,5,19,"B","Deaths","Point",312,0,1,2,8,0,2,0,26,5,7,6,36,62,81,6,17,28,13,14,0
"OMN",2007,5,19,"B","Deaths","Upper",378,0,2,2,11,2,3,0,33,7,10,8,44,77,109,9,23,35,17,22,0
"OMN",2007,5,19,"B","Fraction","Lower",1,0,0.00138,0.00411,0.01758,0.00036,0.00398,0,0.07193,0.01108,0.01646,0.01585,0.10229,0.17686,0.21129,0.01179,0.04492,0.08254,0.03421,0.02382,0
"OMN",2007,5,19,"B","Fraction","Point",1,0,0.00231,0.00501,0.02419,0.00143,0.00552,0,0.08308,0.01566,0.02132,0.01824,0.11442,0.19891,0.25913,0.01769,0.05574,0.08956,0.04203,0.04577,0
"OMN",2007,5,19,"B","Fraction","Upper",1,0,0.00385,0.00604,0.03247,0.00397,0.00782,0,0.09389,0.02193,0.02624,0.02082,0.12704,0.22117,0.30434,0.02464,0.06819,0.09709,0.05241,0.07396,0
"OMN",2008,5,19,"B","Deaths","Lower",248,0,0,1,5,0,1,0,19,3,4,4,29,50,64,3,12,21,10,0,0
"OMN",2008,5,19,"B","Deaths","Point",300,0,1,2,8,0,2,0,25,5,6,6,35,62,88,5,17,26,13,0,0
"OMN",2008,5,19,"B","Deaths","Upper",365,0,2,3,11,2,3,0,31,8,9,7,44,76,117,9,22,33,17,0,0
"OMN",2008,5,19,"B","Fraction","Lower",1,0,0.00145,0.00441,0.01865,0.00036,0.00425,0,0.07085,0.01235,0.01551,0.01587,0.10591,0.18357,0.24069,0.01178,0.04565,0.08068,0.03481,0,0
"OMN",2008,5,19,"B","Fraction","Point",1,0,0.00235,0.00569,0.02575,0.00154,0.00588,0,0.08308,0.01727,0.01981,0.01842,0.11781,0.20533,0.29197,0.01751,0.05636,0.08796,0.04326,0,0
"OMN",2008,5,19,"B","Fraction","Upper",1,0,0.00406,0.00707,0.03419,0.00386,0.00834,0,0.09412,0.02336,0.02439,0.02105,0.13129,0.22957,0.33697,0.02505,0.06873,0.09569,0.05361,0,0
"OMN",2009,5,19,"B","Deaths","Lower",236,0,0,1,5,0,1,0,18,3,3,4,27,48,64,2,11,19,9,0,0
"OMN",2009,5,19,"B","Deaths","Point",286,0,1,2,7,0,2,0,23,5,5,5,34,59,87,5,16,24,12,0,0
"OMN",2009,5,19,"B","Deaths","Upper",348,0,2,3,11,2,3,0,29,8,8,7,41,72,116,8,21,30,16,0,0
"OMN",2009,5,19,"B","Fraction","Lower",1,0,0.00147,0.00392,0.019,0.00038,0.0043,0,0.06841,0.01285,0.01398,0.0154,0.10491,0.18258,0.25072,0.01129,0.04417,0.07595,0.0343,0,0
"OMN",2009,5,19,"B","Fraction","Point",1,0,0.00242,0.00535,0.02615,0.00164,0.00594,0,0.08028,0.01808,0.01805,0.01787,0.11723,0.20491,0.30418,0.01722,0.05464,0.08329,0.04275,0,0
"OMN",2009,5,19,"B","Fraction","Upper",1,0,0.00415,0.00696,0.03475,0.00432,0.00844,0,0.09166,0.02425,0.02233,0.02057,0.13126,0.23012,0.35046,0.02461,0.06686,0.09124,0.05319,0,0
"OMN",2010,5,19,"B","Deaths","Lower",227,0,0,0,5,0,1,0,16,3,3,3,26,46,62,2,11,17,8,0,0
"OMN",2010,5,19,"B","Deaths","Point",276,0,1,1,7,0,2,0,22,5,5,5,32,56,85,5,15,22,12,3,0
"OMN",2010,5,19,"B","Deaths","Upper",334,0,2,2,10,2,3,0,27,8,7,6,40,70,113,8,19,27,15,7,0
