"Region","Year","AgeLow","AgeUp","Sex","Variable","Quantile","HIV","LRI","TB","Diarrhoeal","Malaria","OtherCMPN","Digestive","Neoplasms","OtherNCD","Drowning","RTI","OtherInj","NatDis","CollectVio"
"Latin America and Caribbean",2012,10,14,"B","Rate","Lower",0.01205,0.06936,0.00473,0.01405,0.00041,0.11823,0.03897,0.23437,0.45678,0.09021,0.19161,0.36145,0.00436,0
"Latin America and Caribbean",2012,10,14,"B","Rate","Point",0.0176,0.07976,0.00759,0.01916,0.00087,0.13588,0.04533,0.2501,0.48983,0.09834,0.20394,0.38325,0.00575,0.00002
"Latin America and Caribbean",2012,10,14,"B","Rate","Upper",0.02465,0.09346,0.01262,0.0257,0.00141,0.15741,0.05275,0.27102,0.53292,0.10875,0.21914,0.4126,0.00728,0.0001
"Latin America and Caribbean",2013,10,14,"B","Deaths","Lower",124,761,53,133,3,1237,457,2581,4975,1008,1950,3771,38,0
"Latin America and Caribbean",2013,10,14,"B","Deaths","Point",180,886,86,193,8,1425,530,2763,5357,1099,2083,4033,52,1
"Latin America and Caribbean",2013,10,14,"B","Deaths","Upper",251,1053,146,265,14,1673,616,3021,5837,1222,2249,4398,68,3
"Latin America and Caribbean",2013,10,14,"B","Fraction","Lower",0.00686,0.04299,0.00288,0.00755,0.00018,0.06956,0.02567,0.13958,0.2785,0.0553,0.10627,0.20622,0.00207,0
"Latin America and Caribbean",2013,10,14,"B","Fraction","Point",0.00964,0.04739,0.0046,0.01034,0.00041,0.07622,0.02834,0.1478,0.28653,0.0588,0.1114,0.2157,0.0028,0.00003
"Latin America and Caribbean",2013,10,14,"B","Fraction","Upper",0.01276,0.05225,0.00756,0.01338,0.00069,0.08332,0.03108,0.15644,0.29469,0.06232,0.11683,0.22556,0.00355,0.00012
"Latin America and Caribbean",2013,10,14,"B","Rate","Lower",0.01135,0.06979,0.00496,0.01218,0.0003,0.11358,0.04189,0.23654,0.45606,0.0924,0.17848,0.34561,0.00356,0
"Latin America and Caribbean",2013,10,14,"B","Rate","Point",0.01648,0.081,0.00786,0.01767,0.0007,0.13028,0.04844,0.25263,0.48975,0.1005,0.19041,0.36869,0.00479,0.00005
"Latin America and Caribbean",2013,10,14,"B","Rate","Upper",0.02293,0.09618,0.01327,0.02423,0.0012,0.15294,0.05632,0.27617,0.53501,0.11171,0.20553,0.40204,0.00613,0.00019
"Latin America and Caribbean",2014,10,14,"B","Deaths","Lower",96,714,45,119,1,1191,446,2612,4915,908,1890,3710,39,0
"Latin America and Caribbean",2014,10,14,"B","Deaths","Point",151,840,76,177,5,1376,522,2817,5315,990,2026,3963,55,0
"Latin America and Caribbean",2014,10,14,"B","Deaths","Upper",219,1002,136,249,10,1635,614,3105,5850,1103,2229,4338,71,0
"Latin America and Caribbean",2014,10,14,"B","Fraction","Lower",0.0056,0.04117,0.00247,0.00686,0.00009,0.06824,0.02566,0.14566,0.28152,0.05083,0.10575,0.20705,0.00219,0
"Latin America and Caribbean",2014,10,14,"B","Fraction","Point",0.00827,0.04587,0.00417,0.00964,0.00027,0.07514,0.02849,0.15382,0.29022,0.05408,0.11063,0.21642,0.00298,0
"Latin America and Caribbean",2014,10,14,"B","Fraction","Upper",0.01128,0.05087,0.0073,0.01278,0.00049,0.08222,0.03128,0.16219,0.29897,0.05736,0.11535,0.22562,0.00381,0
"Latin America and Caribbean",2014,10,14,"B","Rate","Lower",0.00889,0.06589,0.00417,0.01099,0.00015,0.1095,0.041,0.24071,0.45427,0.08356,0.17432,0.34143,0.00367,0
"Latin America and Caribbean",2014,10,14,"B","Rate","Point",0.01392,0.07719,0.00702,0.01622,0.00045,0.12645,0.04795,0.25886,0.48841,0.09101,0.18618,0.36421,0.00502,0
"Latin America and Caribbean",2014,10,14,"B","Rate","Upper",0.02012,0.09207,0.01249,0.02283,0.00084,0.15022,0.05641,0.28558,0.53777,0.10148,0.20476,0.39887,0.00646,0
"Latin America and Caribbean",2015,10,14,"B","Deaths","Lower",108,641,62,136,4,1171,452,2607,4776,965,1782,3588,36,0
"Latin America and Caribbean",2015,10,14,"B","Deaths","Point",165,759,94,189,10,1352,520,2807,5173,1054,1917,3853,52,0
"Latin America and Caribbean",2015,10,14,"B","Deaths","Upper",236,926,153,263,18,1605,616,3114,5756,1184,2114,4260,72,0
"Latin America and Caribbean",2015,10,14,"B","Fraction","Lower",0.00646,0.03782,0.00345,0.00789,0.00026,0.06869,0.02627,0.1482,0.2797,0.05536,0.10174,0.20527,0.002,0
"Latin America and Caribbean",2015,10,14,"B","Fraction","Point",0.00919,0.04229,0.00523,0.01054,0.00057,0.07532,0.02897,0.1564,0.28826,0.05876,0.10685,0.21473,0.00289,0
"Latin America and Caribbean",2015,10,14,"B","Fraction","Upper",0.01219,0.04749,0.00842,0.01355,0.00094,0.08233,0.03205,0.16551,0.29699,0.06208,0.11163,0.22381,0.00391,0
"Latin America and Caribbean",2015,10,14,"B","Rate","Lower",0.01011,0.05937,0.00575,0.01265,0.00042,0.10923,0.04194,0.24187,0.44311,0.08943,0.16472,0.33235,0.00341,0
"Latin America and Caribbean",2015,10,14,"B","Rate","Point",0.01524,0.07013,0.00867,0.01748,0.00095,0.12491,0.04804,0.25937,0.47804,0.09744,0.17719,0.3561,0.00479,0
"Latin America and Caribbean",2015,10,14,"B","Rate","Upper",0.0218,0.08557,0.01411,0.02431,0.00159,0.14829,0.05689,0.28779,0.53203,0.10962,0.19533,0.39375,0.00657,0
"Latin America and Caribbean",2016,10,14,"B","Deaths","Lower",73,684,35,125,2,1076,436,2510,4996,757,1706,3437,83,0
"Latin America and Caribbean",2016,10,14,"B","Deaths","Point",127,796,62,176,7,1247,507,2714,5406,840,1838,3698,117,1
"Latin America and Caribbean",2016,10,14,"B","Deaths","Upper",194,965,123,248,13,1490,609,3053,6028,962,2041,4095,167,2
"Latin America and Caribbean",2016,10,14,"B","Fraction","Lower",0.00453,0.04128,0.00196,0.00752,0.00015,0.06494,0.026,0.14653,0.30037,0.04464,0.09949,0.20306,0.00475,0
"Latin America and Caribbean",2016,10,14,"B","Fraction","Point",0.00722,0.04539,0.00355,0.01006,0.00039,0.07109,0.02889,0.15478,0.3083,0.04788,0.10482,0.2109,0.00668,0.00003
"Latin America and Caribbean",2016,10,14,"B","Fraction","Upper",0.0102,0.05014,0.0066,0.01303,0.00069,0.07759,0.03194,0.16326,0.31604,0.05114,0.10991,0.21974,0.00919,0.00012
"Latin America and Caribbean",2016,10,14,"B","Rate","Lower",0.00695,0.06406,0.00327,0.01177,0.00025,0.10066,0.0407,0.23484,0.46779,0.07066,0.15992,0.32146,0.00782,0
"Latin America and Caribbean",2016,10,14,"B","Rate","Point",0.0118,0.07417,0.0058,0.01644,0.00064,0.11616,0.04721,0.25292,0.50377,0.07824,0.17128,0.34462,0.01092,0.00005
"Latin America and Caribbean",2016,10,14,"B","Rate","Upper",0.01808,0.08983,0.01139,0.02302,0.00117,0.13879,0.05679,0.28448,0.56265,0.08975,0.19042,0.38197,0.01547,0.00019
"Latin America and Caribbean",2017,10,14,"B","Deaths","Lower",75,645,51,123,3,989,436,2441,4740,760,1618,3556,65,0
"Latin America and Caribbean",2017,10,14,"B","Deaths","Point",125,749,81,172,9,1148,502,2643,5192,840,1751,3824,85,0
"Latin America and Caribbean",2017,10,14,"B","Deaths","Upper",194,918,128,241,15,1411,608,2987,5861,965,1958,4279,105,2
"Latin America and Caribbean",2017,10,14,"B","Fraction","Lower",0.00461,0.03965,0.00302,0.00748,0.00022,0.06088,0.02654,0.14606,0.29533,0.04591,0.09652,0.21463,0.00372,0
"Latin America and Caribbean",2017,10,14,"B","Fraction","Point",0.00728,0.04373,0.00474,0.01007,0.00051,0.06704,0.02934,0.15436,0.30323,0.04908,0.10229,0.22336,0.00494,0.00001
"Latin America and Caribbean",2017,10,14,"B","Fraction","Upper",0.01035,0.04893,0.00743,0.01283,0.00084,0.07413,0.03241,0.16322,0.31139,0.05249,0.10769,0.23243,0.00604,0.00011
"Latin America and Caribbean",2017,10,14,"B","Rate","Lower",0.00714,0.0608,0.00488,0.01168,0.00034,0.09336,0.04099,0.22986,0.44661,0.07178,0.15262,0.33492,0.0062,0
"Latin America and Caribbean",2017,10,14,"B","Rate","Point",0.01172,0.07037,0.00763,0.01621,0.00082,0.10788,0.04722,0.2484,0.48797,0.07898,0.16461,0.35944,0.00795,0.00002
"Latin America and Caribbean",2017,10,14,"B","Rate","Upper",0.01816,0.08621,0.01202,0.0226,0.0014,0.13259,0.05706,0.28108,0.5518,0.0909,0.18425,0.40219,0.00986,0.00019
"Latin America and Caribbean",2018,10,14,"B","Deaths","Lower",78,610,47,120,3,1019,415,2395,4591,771,1599,3337,83,0
"Latin America and Caribbean",2018,10,14,"B","Deaths","Point",122,715,77,165,9,1179,485,2609,5020,857,1742,3630,105,0
"Latin America and Caribbean",2018,10,14,"B","Deaths","Upper",187,888,135,233,16,1436,585,2960,5732,987,1962,4103,136,0
"Latin America and Caribbean",2018,10,14,"B","Fraction","Lower",0.00497,0.03871,0.00283,0.00747,0.0002,0.06428,0.02621,0.14741,0.29236,0.04771,0.09815,0.20786,0.00491,0
"Latin America and Caribbean",2018,10,14,"B","Fraction","Point",0.0073,0.0428,0.00462,0.00987,0.00051,0.07051,0.029,0.1561,0.30035,0.05128,0.10421,0.21716,0.00627,0
"Latin America and Caribbean",2018,10,14,"B","Fraction","Upper",0.01016,0.04768,0.00769,0.01283,0.00091,0.07747,0.03194,0.16465,0.30799,0.05474,0.10981,0.22606,0.00784,0
"Latin America and Caribbean",2018,10,14,"B","Rate","Lower",0.00755,0.05799,0.00456,0.01138,0.00032,0.09733,0.03964,0.22783,0.43737,0.07338,0.15186,0.31717,0.00795,0
"Latin America and Caribbean",2018,10,14,"B","Rate","Point",0.01156,0.0678,0.00732,0.01564,0.00081,0.1117,0.04594,0.24729,0.47581,0.08124,0.16509,0.34402,0.00993,0
"Latin America and Caribbean",2018,10,14,"B","Rate","Upper",0.01768,0.08436,0.01275,0.02201,0.00147,0.13603,0.05538,0.28054,0.5436,0.09348,0.18607,0.38874,0.01289,0
"Latin America and Caribbean",2019,10,14,"B","Deaths","Lower",69,600,46,115,2,994,405,2334,4460,743,1560,3266,52,0
"Latin America and Caribbean",2019,10,14,"B","Deaths","Point",109,706,75,161,7,1159,474,2559,4896,837,1706,3555,70,0
"Latin America and Caribbean",2019,10,14,"B","Deaths","Upper",166,887,122,229,13,1425,583,2944,5649,974,1949,4061,98,0
"Latin America and Caribbean",2019,10,14,"B","Fraction","Lower",0.00437,0.03913,0.00275,0.00743,0.00016,0.06481,0.02615,0.14804,0.2914,0.04798,0.09824,0.20899,0.00309,0
"Latin America and Caribbean",2019,10,14,"B","Fraction","Point",0.00666,0.04327,0.00459,0.00989,0.00044,0.07103,0.02904,0.15684,0.30011,0.05132,0.1046,0.2179,0.00432,0
"Latin America and Caribbean",2019,10,14,"B","Fraction","Upper",0.00939,0.04831,0.00738,0.01277,0.00077,0.07814,0.03212,0.16603,0.30787,0.05472,0.10982,0.22661,0.00578,0
"Latin America and Caribbean",2019,10,14,"B","Rate","Lower",0.00667,0.05777,0.0044,0.01104,0.00025,0.09612,0.03888,0.22344,0.42592,0.07129,0.14915,0.31237,0.00496,0
"Latin America and Caribbean",2019,10,14,"B","Rate","Point",0.01037,0.06739,0.00715,0.0154,0.00069,0.11062,0.04523,0.24426,0.46738,0.07992,0.1629,0.33935,0.00673,0
"Latin America and Caribbean",2019,10,14,"B","Rate","Upper",0.01579,0.08477,0.01158,0.02184,0.00123,0.13604,0.05565,0.28098,0.5394,0.09304,0.18605,0.38797,0.00938,0
"Middle East and North Africa",2000,10,14,"B","Deaths","Lower",2,1181,31,440,10,3010,344,2444,3467,1296,1636,2952,1,152
"Middle East and North Africa",2000,10,14,"B","Deaths","Point",7,1462,88,612,24,3809,421,2880,4004,1577,1902,3579,5,182
"Middle East and North Africa",2000,10,14,"B","Deaths","Upper",22,1767,234,817,39,4726,524,3404,4664,1919,2231,4346,10,206
"Middle East and North Africa",2000,10,14,"B","Fraction","Lower",0.00014,0.0615,0.00156,0.02325,0.00056,0.16046,0.01743,0.12639,0.17467,0.06448,0.08223,0.15336,0.00004,0.00716
"Middle East and North Africa",2000,10,14,"B","Fraction","Point",0.00036,0.07114,0.00427,0.0298,0.00118,0.18535,0.02049,0.14012,0.19481,0.07673,0.09255,0.17412,0.00023,0.00886
"Middle East and North Africa",2000,10,14,"B","Fraction","Upper",0.001,0.08022,0.01112,0.03744,0.00182,0.2109,0.02429,0.15623,0.21898,0.08994,0.10347,0.19977,0.00047,0.01059
"Middle East and North Africa",2000,10,14,"B","Rate","Lower",0.00037,0.15034,0.004,0.05593,0.00139,0.38322,0.04377,0.31107,0.44469,0.16478,0.20983,0.37715,0.00012,0.01943
"Middle East and North Africa",2000,10,14,"B","Rate","Point",0.00094,0.18572,0.01115,0.0778,0.00308,0.48387,0.05349,0.3658,0.50857,0.20031,0.24161,0.45456,0.0006,0.02313
"Middle East and North Africa",2000,10,14,"B","Rate","Upper",0.00268,0.22439,0.02964,0.1037,0.00492,0.60045,0.06663,0.43249,0.59239,0.24369,0.28322,0.5525,0.00116,0.02629
"Middle East and North Africa",2001,10,14,"B","Deaths","Lower",2,1126,30,422,12,2875,331,2412,3381,1204,1557,2879,72,88
"Middle East and North Africa",2001,10,14,"B","Deaths","Point",7,1393,85,592,29,3623,409,2821,3917,1480,1817,3441,90,137
"Middle East and North Africa",2001,10,14,"B","Deaths","Upper",23,1679,224,796,48,4481,514,3296,4613,1826,2133,4114,108,208
"Middle East and North Africa",2001,10,14,"B","Fraction","Lower",0.00014,0.06015,0.00151,0.02294,0.00068,0.15646,0.01744,0.12828,0.17702,0.06257,0.08134,0.15193,0.00352,0.00449
"Middle East and North Africa",2001,10,14,"B","Fraction","Point",0.00034,0.07022,0.00428,0.02985,0.00148,0.18262,0.0206,0.14218,0.19741,0.0746,0.09156,0.17343,0.00453,0.0069
"Middle East and North Africa",2001,10,14,"B","Fraction","Upper",0.00114,0.07932,0.01147,0.03762,0.0023,0.20724,0.02447,0.15853,0.22083,0.08771,0.10245,0.19876,0.00577,0.01037
"Middle East and North Africa",2001,10,14,"B","Rate","Lower",0.00036,0.14322,0.00388,0.05434,0.00165,0.3663,0.0422,0.30714,0.43391,0.1535,0.19891,0.36649,0.00928,0.01132
"Middle East and North Africa",2001,10,14,"B","Rate","Point",0.00086,0.17711,0.01079,0.07529,0.00373,0.4606,0.05196,0.3586,0.4979,0.18815,0.23093,0.43742,0.01143,0.0174
"Middle East and North Africa",2001,10,14,"B","Rate","Upper",0.00286,0.21547,0.02872,0.1012,0.00604,0.57086,0.06534,0.4209,0.58628,0.23229,0.27117,0.52497,0.01374,0.02638
"Middle East and North Africa",2002,10,14,"B","Deaths","Lower",3,1068,28,401,14,2737,318,2365,3278,1117,1474,2783,33,97
"Middle East and North Africa",2002,10,14,"B","Deaths","Point",8,1324,87,573,35,3447,394,2764,3826,1390,1728,3311,46,200
"Middle East and North Africa",2002,10,14,"B","Deaths","Upper",22,1616,219,772,58,4264,501,3251,4568,1763,2056,3909,60,371
"Middle East and North Africa",2002,10,14,"B","Fraction","Lower",0.0002,0.05875,0.00152,0.02253,0.00083,0.15408,0.01741,0.12984,0.17958,0.06054,0.07999,0.15126,0.00169,0.00528
"Middle East and North Africa",2002,10,14,"B","Fraction","Point",0.00042,0.06922,0.00453,0.02993,0.00185,0.18017,0.02061,0.14446,0.19995,0.07264,0.09033,0.17304,0.0024,0.01047
"Middle East and North Africa",2002,10,14,"B","Fraction","Upper",0.00113,0.07858,0.01107,0.03805,0.00289,0.20511,0.02454,0.16076,0.2237,0.08567,0.10141,0.19751,0.00322,0.01839
"Middle East and North Africa",2002,10,14,"B","Rate","Lower",0.0005,0.13666,0.0038,0.05197,0.00192,0.35095,0.04076,0.30411,0.42415,0.14349,0.18955,0.35844,0.00421,0.01265
"Middle East and North Africa",2002,10,14,"B","Rate","Point",0.00103,0.16925,0.01108,0.07318,0.00452,0.44052,0.05039,0.35321,0.48889,0.17761,0.22086,0.42309,0.00587,0.0256
"Middle East and North Africa",2002,10,14,"B","Rate","Upper",0.0028,0.20796,0.02793,0.09857,0.00741,0.54686,0.06401,0.41663,0.58362,0.22521,0.26292,0.50511,0.00767,0.04739
"Middle East and North Africa",2003,10,14,"B","Deaths","Lower",3,1016,34,387,12,2667,309,2318,3241,1049,1408,2715,2275,73
"Middle East and North Africa",2003,10,14,"B","Deaths","Point",9,1263,96,551,32,3307,384,2698,3768,1314,1654,3195,2826,4275
"Middle East and North Africa",2003,10,14,"B","Deaths","Upper",22,1553,231,752,54,4109,494,3191,4586,1707,1991,3778,3390,8394
"Middle East and North Africa",2003,10,14,"B","Fraction","Lower",0.00015,0.04084,0.00138,0.01575,0.00054,0.10509,0.01252,0.09133,0.13051,0.042,0.05686,0.10333,0.08409,0.00349
"Middle East and North Africa",2003,10,14,"B","Fraction","Point",0.00034,0.04976,0.0038,0.02173,0.00128,0.13035,0.01514,0.10635,0.14851,0.05178,0.06518,0.12594,0.11136,0.16849
"Middle East and North Africa",2003,10,14,"B","Fraction","Upper",0.00089,0.06155,0.00883,0.02908,0.00214,0.1638,0.0184,0.12659,0.17082,0.06209,0.07604,0.15501,0.14631,0.26686
"Middle East and North Africa",2003,10,14,"B","Rate","Lower",0.00051,0.13149,0.0044,0.04986,0.00164,0.34397,0.03986,0.29868,0.41767,0.13542,0.18184,0.35138,0.29364,0.00946
"Middle East and North Africa",2003,10,14,"B","Rate","Point",0.00111,0.16252,0.01241,0.07097,0.00418,0.42573,0.04945,0.34735,0.48505,0.16912,0.21288,0.41133,0.36371,0.5503
"Middle East and North Africa",2003,10,14,"B","Rate","Upper",0.00281,0.20095,0.02971,0.09677,0.00695,0.52964,0.06361,0.41184,0.59118,0.21963,0.25672,0.48809,0.43843,1.08949
"Middle East and North Africa",2004,10,14,"B","Deaths","Lower",4,959,29,359,9,2504,296,2255,3147,984,1340,2625,46,123
"Middle East and North Africa",2004,10,14,"B","Deaths","Point",10,1206,92,516,26,3144,371,2629,3671,1239,1577,3077,63,3824
"Middle East and North Africa",2004,10,14,"B","Deaths","Upper",23,1508,218,707,44,3937,484,3126,4522,1630,1924,3640,78,7699
"Middle East and North Africa",2004,10,14,"B","Fraction","Lower",0.00021,0.04501,0.00142,0.01717,0.00047,0.11548,0.01426,0.10389,0.15049,0.04646,0.0636,0.11552,0.00195,0.00721
"Middle East and North Africa",2004,10,14,"B","Fraction","Point",0.00046,0.05626,0.00427,0.02405,0.00119,0.14663,0.0173,0.12262,0.17118,0.05777,0.07353,0.14348,0.00295,0.17833
"Middle East and North Africa",2004,10,14,"B","Fraction","Upper",0.00117,0.07061,0.01039,0.03257,0.00199,0.18751,0.02119,0.14802,0.1997,0.06956,0.0871,0.18134,0.00414,0.28207
"Middle East and North Africa",2004,10,14,"B","Rate","Lower",0.00062,0.12462,0.00383,0.04677,0.00122,0.32773,0.03861,0.29328,0.40964,0.1283,0.17452,0.34193,0.00597,0.01606
"Middle East and North Africa",2004,10,14,"B","Rate","Point",0.00128,0.15663,0.01189,0.06696,0.00331,0.40823,0.04816,0.34138,0.47657,0.16083,0.20471,0.39946,0.00821,0.49648
"Middle East and North Africa",2004,10,14,"B","Rate","Upper",0.003,0.19628,0.02826,0.09191,0.00562,0.51391,0.06287,0.408,0.58721,0.21148,0.25033,0.47528,0.01026,1.00521
"Middle East and North Africa",2005,10,14,"B","Deaths","Lower",4,924,30,336,10,2391,288,2224,3100,933,1283,2527,59,60
"Middle East and North Africa",2005,10,14,"B","Deaths","Point",10,1158,93,481,28,2997,362,2587,3631,1183,1514,2971,75,4438
"Middle East and North Africa",2005,10,14,"B","Deaths","Upper",22,1464,211,657,48,3786,474,3104,4529,1581,1864,3540,94,9398
"Middle East and North Africa",2005,10,14,"B","Fraction","Lower",0.00021,0.04196,0.00154,0.01574,0.00049,0.1059,0.01363,0.09918,0.14578,0.0433,0.0591,0.10763,0.00235,0.00364
"Middle East and North Africa",2005,10,14,"B","Fraction","Point",0.00045,0.05378,0.00431,0.02234,0.00128,0.13922,0.01683,0.12019,0.16865,0.05493,0.07034,0.13802,0.0035,0.20615
"Middle East and North Africa",2005,10,14,"B","Fraction","Upper",0.00106,0.06968,0.01014,0.03103,0.00223,0.18509,0.02116,0.15105,0.20231,0.06835,0.08548,0.18206,0.00506,0.32644
"Middle East and North Africa",2005,10,14,"B","Rate","Lower",0.00065,0.12136,0.00401,0.04414,0.00133,0.31668,0.03791,0.29167,0.40725,0.12247,0.16887,0.3339,0.00784,0.00802
"Middle East and North Africa",2005,10,14,"B","Rate","Point",0.00127,0.15148,0.01214,0.06292,0.00361,0.39213,0.0474,0.33853,0.47502,0.15472,0.19812,0.38875,0.00986,0.58064
"Middle East and North Africa",2005,10,14,"B","Rate","Upper",0.00281,0.19169,0.02761,0.08597,0.00625,0.49639,0.0622,0.40853,0.59365,0.20665,0.24416,0.46444,0.01236,1.2286
"Middle East and North Africa",2006,10,14,"B","Deaths","Lower",5,898,30,321,11,2317,281,2196,3084,902,1247,2478,4,194
"Middle East and North Africa",2006,10,14,"B","Deaths","Point",11,1124,92,457,36,2905,354,2565,3629,1138,1470,2911,10,7226
"Middle East and North Africa",2006,10,14,"B","Deaths","Upper",24,1439,211,623,64,3676,472,3125,4539,1528,1825,3471,17,15778
"Middle East and North Africa",2006,10,14,"B","Fraction","Lower",0.00021,0.03401,0.00126,0.01273,0.00051,0.08623,0.01135,0.08254,0.12239,0.03542,0.0477,0.08734,0.00017,0.01201
"Middle East and North Africa",2006,10,14,"B","Fraction","Point",0.00048,0.04696,0.00383,0.01909,0.00151,0.12141,0.01478,0.10721,0.15165,0.04756,0.06144,0.12167,0.00042,0.30201
"Middle East and North Africa",2006,10,14,"B","Fraction","Upper",0.00114,0.06845,0.00922,0.02861,0.00284,0.1797,0.02029,0.15118,0.2046,0.06519,0.08406,0.17759,0.00081,0.45461
"Middle East and North Africa",2006,10,14,"B","Rate","Lower",0.00071,0.11942,0.00406,0.04243,0.00156,0.30998,0.03717,0.29072,0.40872,0.11919,0.16574,0.3304,0.00054,0.02676
"Middle East and North Africa",2006,10,14,"B","Rate","Point",0.00152,0.14834,0.0121,0.0603,0.00477,0.38353,0.04669,0.33867,0.47906,0.15024,0.19409,0.38435,0.00133,0.95404
"Middle East and North Africa",2006,10,14,"B","Rate","Upper",0.00313,0.19006,0.02789,0.08233,0.00841,0.48597,0.06249,0.41385,0.60351,0.20165,0.24109,0.46039,0.00225,2.08916
"Middle East and North Africa",2007,10,14,"B","Deaths","Lower",6,867,27,307,16,2221,272,2188,3061,860,1212,2405,11,131
"Middle East and North Africa",2007,10,14,"B","Deaths","Point",13,1087,86,437,55,2788,346,2552,3612,1091,1430,2828,19,6061
"Middle East and North Africa",2007,10,14,"B","Deaths","Upper",25,1415,198,602,99,3544,464,3128,4563,1483,1783,3386,29,13608
"Middle East and North Africa",2007,10,14,"B","Fraction","Lower",0.00025,0.03575,0.00122,0.01301,0.00076,0.0894,0.01196,0.08908,0.13184,0.03649,0.05043,0.09097,0.00043,0.00851
"Middle East and North Africa",2007,10,14,"B","Fraction","Point",0.00058,0.04853,0.00386,0.0195,0.00244,0.12443,0.01544,0.1139,0.1612,0.0487,0.06383,0.12622,0.00085,0.27053
"Middle East and North Africa",2007,10,14,"B","Fraction","Upper",0.00123,0.06763,0.0091,0.02843,0.00461,0.17742,0.02061,0.15443,0.2095,0.06483,0.08424,0.17996,0.00146,0.42342
"Middle East and North Africa",2007,10,14,"B","Rate","Lower",0.00087,0.11639,0.00375,0.04106,0.00215,0.29922,0.03671,0.29296,0.40966,0.1147,0.16182,0.32245,0.00146,0.018
"Middle East and North Africa",2007,10,14,"B","Rate","Point",0.00173,0.14492,0.01153,0.05823,0.00729,0.37158,0.04611,0.34014,0.48139,0.14543,0.19061,0.37693,0.00254,0.80788
"Middle East and North Africa",2007,10,14,"B","Rate","Upper",0.00323,0.1886,0.02658,0.08019,0.0131,0.47454,0.06179,0.41725,0.60983,0.19769,0.23901,0.4542,0.00374,1.81247
"Middle East and North Africa",2008,10,14,"B","Deaths","Lower",6,838,25,297,8,2128,268,2159,3064,817,1176,2331,17,143
"Middle East and North Africa",2008,10,14,"B","Deaths","Point",15,1057,82,425,31,2688,342,2545,3624,1049,1394,2756,26,2504
"Middle East and North Africa",2008,10,14,"B","Deaths","Upper",27,1377,182,589,58,3441,464,3137,4676,1449,1750,3321,36,5728
"Middle East and North Africa",2008,10,14,"B","Fraction","Lower",0.00034,0.04548,0.00139,0.01612,0.00049,0.11285,0.0152,0.11767,0.17401,0.04516,0.06524,0.11765,0.00081,0.00955
"Middle East and North Africa",2008,10,14,"B","Fraction","Point",0.00081,0.05703,0.00441,0.02294,0.00167,0.14499,0.01846,0.1373,0.19547,0.05659,0.07518,0.14866,0.00141,0.13509
"Middle East and North Africa",2008,10,14,"B","Fraction","Upper",0.00149,0.06944,0.00991,0.031,0.00295,0.18134,0.02212,0.1599,0.22387,0.06785,0.08678,0.18254,0.0021,0.23671
"Middle East and North Africa",2008,10,14,"B","Rate","Lower",0.00092,0.113,0.00355,0.04004,0.00115,0.28833,0.03616,0.29219,0.41259,0.11,0.15816,0.31449,0.00228,0.01986
"Middle East and North Africa",2008,10,14,"B","Rate","Point",0.00202,0.14203,0.01098,0.05713,0.00416,0.36109,0.04597,0.34193,0.4868,0.14093,0.18723,0.37023,0.00351,0.33643
"Middle East and North Africa",2008,10,14,"B","Rate","Upper",0.00359,0.18536,0.02474,0.07943,0.00775,0.46575,0.06234,0.42394,0.63027,0.19472,0.23519,0.44805,0.00484,0.77108
"Middle East and North Africa",2009,10,14,"B","Deaths","Lower",8,803,23,287,10,2015,264,2153,3047,781,1135,2270,9,151
"Middle East and North Africa",2009,10,14,"B","Deaths","Point",17,1021,79,413,44,2552,340,2539,3638,1009,1354,2696,16,1405
"Middle East and North Africa",2009,10,14,"B","Deaths","Upper",31,1348,159,580,84,3296,466,3147,4696,1410,1714,3259,25,3243
"Middle East and North Africa",2009,10,14,"B","Fraction","Lower",0.00046,0.04898,0.00142,0.01733,0.00065,0.1196,0.01659,0.13041,0.19197,0.04736,0.06978,0.12912,0.0005,0.01018
"Middle East and North Africa",2009,10,14,"B","Fraction","Point",0.00102,0.05963,0.00462,0.02409,0.00256,0.14904,0.01985,0.14829,0.21246,0.05893,0.07909,0.15744,0.00095,0.08203
"Middle East and North Africa",2009,10,14,"B","Fraction","Upper",0.00184,0.06992,0.00903,0.03209,0.0045,0.17929,0.02343,0.16649,0.23812,0.07013,0.08893,0.18576,0.00148,0.15048
"Middle East and North Africa",2009,10,14,"B","Rate","Lower",0.00111,0.10965,0.00327,0.03897,0.00144,0.27572,0.0361,0.29466,0.41816,0.106,0.15484,0.30921,0.00121,0.02199
"Middle East and North Africa",2009,10,14,"B","Rate","Point",0.00236,0.13801,0.01069,0.05575,0.00592,0.34494,0.04594,0.34321,0.49172,0.13639,0.18305,0.36438,0.0022,0.18985
"Middle East and North Africa",2009,10,14,"B","Rate","Upper",0.00417,0.18319,0.02139,0.07869,0.01126,0.4521,0.06287,0.42898,0.63684,0.19056,0.23336,0.44348,0.00329,0.43907
"Middle East and North Africa",2010,10,14,"B","Deaths","Lower",9,758,23,272,15,1877,255,2137,3021,746,1099,2202,5,63
"Middle East and North Africa",2010,10,14,"B","Deaths","Point",22,974,77,396,80,2380,332,2528,3620,968,1320,2631,11,1035
"Middle East and North Africa",2010,10,14,"B","Deaths","Upper",38,1304,156,565,158,3134,461,3156,4727,1366,1685,3201,18,2456
