"Region","Year","AgeLow","AgeUp","Sex","Variable","Quantile","HIV","LRI","TB","Diarrhoeal","Malaria","OtherCMPN","Digestive","Neoplasms","OtherNCD","Drowning","RTI","OtherInj","NatDis","CollectVio"
"World",2000,10,14,"B","Deaths","Lower",5637,26560,7206,32487,28378,69730,19438,26662,84162,41623,30618,50972,649,4436
"World",2000,10,14,"B","Deaths","Point",7092,30507,11575,38815,34455,77870,22184,29796,92261,48477,34548,57247,746,4890
"World",2000,10,14,"B","Deaths","Upper",8618,36943,15214,46474,41164,92122,27815,33202,108025,55624,39376,64685,833,5048
"World",2000,10,14,"B","Fraction","Lower",0.01173,0.0554,0.0145,0.06807,0.05872,0.14586,0.04068,0.05435,0.17877,0.08687,0.06332,0.10442,0.0013,0.00863
"World",2000,10,14,"B","Fraction","Point",0.01446,0.0622,0.0236,0.07914,0.07025,0.15877,0.04523,0.06075,0.18811,0.09884,0.07044,0.11672,0.00152,0.00997
"World",2000,10,14,"B","Fraction","Upper",0.01721,0.07222,0.03038,0.09065,0.08181,0.17574,0.05305,0.06617,0.20428,0.10946,0.07762,0.12804,0.0017,0.01069
"World",2000,10,14,"B","Rate","Lower",0.0453,0.21306,0.05764,0.26015,0.22768,0.56009,0.15568,0.21352,0.67518,0.33317,0.24492,0.40844,0.00519,0.03559
"World",2000,10,14,"B","Rate","Point",0.0567,0.24391,0.09254,0.31033,0.27547,0.62259,0.17736,0.23822,0.73764,0.38759,0.27622,0.4577,0.00596,0.0391
"World",2000,10,14,"B","Rate","Upper",0.06926,0.29547,0.12215,0.37252,0.33121,0.73655,0.22242,0.26553,0.86377,0.44508,0.3156,0.51776,0.00668,0.0404
"World",2001,10,14,"B","Deaths","Lower",7099,26302,7105,32134,29398,67550,18533,26747,80564,40001,29894,51431,2451,2002
"World",2001,10,14,"B","Deaths","Point",8798,30128,11485,38296,35364,75477,21182,29576,88006,46205,33648,57781,2562,2231
"World",2001,10,14,"B","Deaths","Upper",10916,36310,15118,45530,41929,88499,26433,32671,101898,52673,38217,65139,2682,2346
"World",2001,10,14,"B","Fraction","Lower",0.01491,0.05534,0.01469,0.06865,0.06234,0.14448,0.03963,0.05542,0.17375,0.08484,0.06318,0.10797,0.00479,0.00403
"World",2001,10,14,"B","Fraction","Point",0.0183,0.06267,0.02389,0.07966,0.07356,0.157,0.04406,0.06152,0.18306,0.09611,0.06999,0.12019,0.00533,0.00464
"World",2001,10,14,"B","Fraction","Upper",0.02205,0.07206,0.03133,0.09121,0.08518,0.17259,0.05145,0.06676,0.19783,0.10559,0.07698,0.13174,0.00581,0.00507
"World",2001,10,14,"B","Rate","Lower",0.05686,0.21033,0.05677,0.2571,0.23582,0.53999,0.14857,0.214,0.64431,0.31978,0.23959,0.41136,0.01961,0.01605
"World",2001,10,14,"B","Rate","Point",0.07029,0.24072,0.09176,0.30598,0.28255,0.60305,0.16924,0.23631,0.70315,0.36917,0.26884,0.46166,0.02047,0.01782
"World",2001,10,14,"B","Rate","Upper",0.0875,0.29026,0.12082,0.364,0.33615,0.70716,0.21133,0.26152,0.81418,0.42082,0.30549,0.52114,0.02148,0.0188
"World",2002,10,14,"B","Deaths","Lower",8291,26041,7114,31250,29361,64806,17754,26752,77480,38844,29277,52343,636,2549
"World",2002,10,14,"B","Deaths","Point",10260,29875,11471,37115,35074,73409,20294,29470,84659,44467,32812,58752,712,2927
"World",2002,10,14,"B","Deaths","Upper",12575,35932,14349,43969,41623,85233,24866,32423,97136,50066,36960,66269,776,3217
"World",2002,10,14,"B","Fraction","Lower",0.01771,0.05685,0.01505,0.06832,0.06315,0.14358,0.03873,0.05681,0.17047,0.08377,0.06322,0.11212,0.00131,0.00529
"World",2002,10,14,"B","Fraction","Point",0.02177,0.06339,0.02434,0.07875,0.07442,0.15576,0.04306,0.06253,0.17963,0.09435,0.06962,0.12466,0.00151,0.00621
"World",2002,10,14,"B","Fraction","Upper",0.02619,0.07338,0.03069,0.09003,0.08571,0.17094,0.04992,0.06769,0.1933,0.1032,0.07638,0.13693,0.00167,0.007
"World",2002,10,14,"B","Rate","Lower",0.06674,0.20934,0.05742,0.25137,0.23687,0.52205,0.14312,0.21511,0.62308,0.31253,0.23628,0.42125,0.00511,0.02048
"World",2002,10,14,"B","Rate","Point",0.08244,0.24005,0.09217,0.29821,0.28182,0.58984,0.16306,0.23679,0.68023,0.35729,0.26364,0.47207,0.00572,0.02352
"World",2002,10,14,"B","Rate","Upper",0.10107,0.28897,0.11535,0.35492,0.33461,0.68732,0.20028,0.26065,0.78061,0.40331,0.29731,0.53299,0.00625,0.02589
"World",2003,10,14,"B","Deaths","Lower",9373,25792,7260,29907,29831,63312,16896,26329,75012,37232,28598,52299,2798,2126
"World",2003,10,14,"B","Deaths","Point",11732,29647,11357,35312,35508,70881,19333,28927,81990,42440,31930,59055,3359,6301
"World",2003,10,14,"B","Deaths","Upper",14364,35452,14522,41919,41973,81636,23252,31812,92631,47511,35906,66607,3915,10408
"World",2003,10,14,"B","Fraction","Lower",0.02029,0.05654,0.01544,0.0658,0.06477,0.14066,0.03707,0.05631,0.16609,0.08129,0.0621,0.11363,0.00594,0.00449
"World",2003,10,14,"B","Fraction","Point",0.02508,0.06338,0.02428,0.07549,0.07591,0.15153,0.04133,0.06184,0.17528,0.09073,0.06826,0.12625,0.00718,0.01347
"World",2003,10,14,"B","Fraction","Upper",0.0297,0.07286,0.03107,0.08589,0.08685,0.16623,0.04762,0.06695,0.18706,0.09925,0.07478,0.13888,0.00856,0.02183
"World",2003,10,14,"B","Rate","Lower",0.07613,0.2094,0.05894,0.24334,0.24219,0.5152,0.13765,0.21403,0.60998,0.30252,0.23211,0.42649,0.02275,0.01735
"World",2003,10,14,"B","Rate","Point",0.09521,0.2406,0.09217,0.28658,0.28817,0.57524,0.1569,0.23476,0.6654,0.34443,0.25913,0.47927,0.02726,0.05113
"World",2003,10,14,"B","Rate","Upper",0.11667,0.28789,0.11785,0.34036,0.34075,0.66342,0.18868,0.25841,0.75183,0.38729,0.29139,0.54105,0.03189,0.08469
"World",2004,10,14,"B","Deaths","Lower",10726,25901,7044,28269,30214,60888,15945,25876,72352,35784,27816,52440,16454,1825
"World",2004,10,14,"B","Deaths","Point",13283,29370,11007,33391,35986,68207,18311,28363,79052,40615,30905,59064,22165,5513
"World",2004,10,14,"B","Deaths","Upper",15798,34911,13977,39471,42578,78169,21752,31131,88364,45327,34599,66454,27622,9252
"World",2004,10,14,"B","Fraction","Lower",0.02272,0.05541,0.01465,0.06139,0.06477,0.13197,0.03464,0.05479,0.15796,0.07742,0.05926,0.11202,0.03532,0.00386
"World",2004,10,14,"B","Fraction","Point",0.02795,0.0618,0.02316,0.07026,0.07572,0.14352,0.03853,0.05968,0.16634,0.08546,0.06503,0.12428,0.04664,0.0116
"World",2004,10,14,"B","Fraction","Upper",0.03272,0.07088,0.02992,0.07984,0.08659,0.15767,0.04388,0.06443,0.17708,0.09343,0.07103,0.13648,0.05764,0.0194
"World",2004,10,14,"B","Rate","Lower",0.08799,0.21279,0.05777,0.23192,0.24821,0.49989,0.13093,0.21254,0.59479,0.29413,0.22822,0.43128,0.13512,0.01503
"World",2004,10,14,"B","Rate","Point",0.10894,0.24087,0.09027,0.27385,0.29513,0.55939,0.15018,0.23261,0.64834,0.33309,0.25346,0.4844,0.18179,0.04521
"World",2004,10,14,"B","Rate","Upper",0.12967,0.28686,0.11472,0.32368,0.3498,0.64162,0.17851,0.25554,0.7252,0.37242,0.2838,0.54533,0.22688,0.07594
"World",2005,10,14,"B","Deaths","Lower",11739,25603,6760,26634,29381,59012,15215,25195,70700,34786,26906,51932,5089,960
"World",2005,10,14,"B","Deaths","Point",14567,29124,10665,31604,35286,66245,17522,27608,77259,39094,29815,58558,5794,5346
"World",2005,10,14,"B","Deaths","Upper",17462,34392,13371,37331,41767,75536,20547,30259,85989,43586,33244,65745,6183,10236
"World",2005,10,14,"B","Fraction","Lower",0.02656,0.05794,0.01496,0.06186,0.06738,0.13588,0.03514,0.05641,0.16325,0.07868,0.06063,0.11753,0.01124,0.00213
"World",2005,10,14,"B","Fraction","Point",0.03248,0.06494,0.02378,0.07047,0.07868,0.14771,0.03907,0.06156,0.17227,0.08717,0.06648,0.13057,0.01292,0.01192
"World",2005,10,14,"B","Fraction","Upper",0.03838,0.07438,0.02993,0.07976,0.09014,0.16212,0.04409,0.06659,0.18284,0.09492,0.0728,0.14403,0.01411,0.02266
"World",2005,10,14,"B","Rate","Lower",0.09728,0.21188,0.05587,0.22046,0.24337,0.48872,0.12613,0.20918,0.58453,0.28769,0.22268,0.4299,0.04206,0.00794
"World",2005,10,14,"B","Rate","Point",0.12038,0.24069,0.08814,0.26119,0.29162,0.54748,0.14481,0.22817,0.6385,0.32309,0.2464,0.48395,0.04789,0.04418
"World",2005,10,14,"B","Rate","Upper",0.14476,0.28512,0.11051,0.3092,0.34524,0.62648,0.17023,0.25003,0.71221,0.36064,0.27534,0.54487,0.05117,0.08461
"World",2006,10,14,"B","Deaths","Lower",12711,25706,6875,25735,29002,58143,15233,25136,70828,33730,26611,52293,1320,1444
"World",2006,10,14,"B","Deaths","Point",15591,29050,10493,30373,34987,65227,17398,27385,77394,37869,29489,58903,1403,8495
"World",2006,10,14,"B","Deaths","Upper",18994,34245,13189,35627,41674,74123,20230,30075,85502,42308,32754,65841,1473,17045
"World",2006,10,14,"B","Fraction","Lower",0.02912,0.0595,0.01535,0.05984,0.06695,0.13511,0.03524,0.05669,0.16492,0.07733,0.06068,0.11984,0.00286,0.00326
"World",2006,10,14,"B","Fraction","Point",0.03511,0.06542,0.02363,0.0684,0.07879,0.14689,0.03918,0.06167,0.17429,0.08528,0.06641,0.13265,0.00316,0.01913
"World",2006,10,14,"B","Fraction","Upper",0.04172,0.07423,0.03017,0.07712,0.09071,0.16119,0.04382,0.0667,0.18468,0.09265,0.07278,0.14646,0.00345,0.03754
"World",2006,10,14,"B","Rate","Lower",0.10571,0.21437,0.05718,0.21383,0.24185,0.48343,0.12667,0.20911,0.58898,0.28084,0.22174,0.43524,0.01099,0.01203
"World",2006,10,14,"B","Rate","Point",0.12953,0.24135,0.08718,0.25234,0.29067,0.54191,0.14454,0.22751,0.64299,0.31461,0.245,0.48937,0.01166,0.07057
"World",2006,10,14,"B","Rate","Upper",0.15786,0.28458,0.10964,0.29728,0.34687,0.61759,0.16805,0.24984,0.71094,0.35179,0.27217,0.5471,0.01227,0.14165
"World",2007,10,14,"B","Deaths","Lower",13281,24869,6866,24261,28815,56608,15067,24867,70554,32411,26267,51986,1060,1501
"World",2007,10,14,"B","Deaths","Point",16377,28487,10387,28688,34913,63897,17153,27104,76937,36339,29054,58335,1143,7434
"World",2007,10,14,"B","Deaths","Upper",19642,33932,13065,33642,41721,72837,19831,29751,84732,40420,32276,65334,1221,14993
"World",2007,10,14,"B","Fraction","Lower",0.03111,0.05877,0.01541,0.05745,0.06769,0.13419,0.03553,0.0573,0.16721,0.07598,0.06105,0.12053,0.00235,0.00344
"World",2007,10,14,"B","Fraction","Point",0.03754,0.0653,0.02381,0.06576,0.08003,0.14647,0.03932,0.06213,0.17636,0.0833,0.0666,0.13372,0.00262,0.01704
"World",2007,10,14,"B","Fraction","Upper",0.04394,0.07421,0.02952,0.07427,0.09225,0.16069,0.04373,0.06717,0.18664,0.0904,0.07295,0.14749,0.00288,0.03403
"World",2007,10,14,"B","Rate","Lower",0.11069,0.20706,0.05716,0.20207,0.24011,0.47224,0.12583,0.20714,0.58759,0.27051,0.21948,0.43407,0.00884,0.01257
"World",2007,10,14,"B","Rate","Point",0.13634,0.23716,0.08647,0.23883,0.29066,0.53196,0.14281,0.22565,0.64052,0.30253,0.24188,0.48565,0.00952,0.06189
"World",2007,10,14,"B","Rate","Upper",0.16361,0.28298,0.10893,0.28073,0.34782,0.60752,0.16534,0.24798,0.70558,0.33674,0.26882,0.54403,0.01018,0.12481
"World",2008,10,14,"B","Deaths","Lower",13825,24608,6576,22912,28634,54722,14703,23563,69059,30099,25198,50682,14974,2517
"World",2008,10,14,"B","Deaths","Point",16910,28050,10029,27077,34965,62296,16728,25638,75581,33642,27823,56894,23648,4899
"World",2008,10,14,"B","Deaths","Upper",20394,33233,12158,31807,41815,71370,19369,28170,83187,37409,31044,63565,36390,8088
"World",2008,10,14,"B","Fraction","Lower",0.03167,0.05687,0.01462,0.05331,0.06633,0.1284,0.03408,0.05299,0.16145,0.06906,0.05735,0.11489,0.0345,0.00566
"World",2008,10,14,"B","Fraction","Point",0.03807,0.06315,0.02258,0.06096,0.07872,0.14025,0.03766,0.05772,0.17016,0.07574,0.06264,0.12809,0.05324,0.01103
"World",2008,10,14,"B","Fraction","Upper",0.04435,0.07188,0.02778,0.06936,0.09067,0.15431,0.04164,0.06268,0.17934,0.08256,0.06861,0.14177,0.07904,0.01818
"World",2008,10,14,"B","Rate","Lower",0.11542,0.20498,0.05471,0.19076,0.23845,0.45566,0.12246,0.1962,0.57762,0.25083,0.20996,0.42302,0.12499,0.02104
"World",2008,10,14,"B","Rate","Point",0.14066,0.23333,0.08343,0.22524,0.29086,0.51821,0.13915,0.21327,0.62872,0.27985,0.23145,0.47328,0.19672,0.04075
"World",2008,10,14,"B","Rate","Upper",0.16981,0.27706,0.10119,0.26547,0.34786,0.59644,0.16156,0.23474,0.69208,0.31155,0.25832,0.52918,0.30295,0.06728
"World",2009,10,14,"B","Deaths","Lower",13922,24516,6579,21616,29112,53715,14317,24211,68746,30394,25467,51000,533,3249
"World",2009,10,14,"B","Deaths","Point",17151,27962,9914,25483,35996,60804,16295,26280,75307,33983,28113,57145,583,4523
"World",2009,10,14,"B","Deaths","Upper",20740,33342,12222,30106,42704,70494,18927,29019,82735,37902,31365,64051,634,6305
"World",2009,10,14,"B","Fraction","Lower",0.03418,0.06068,0.01542,0.0534,0.0719,0.13292,0.03503,0.05779,0.17039,0.07398,0.06144,0.12355,0.00123,0.00779
"World",2009,10,14,"B","Fraction","Point",0.04088,0.06665,0.02363,0.06074,0.0858,0.14493,0.03884,0.06264,0.1795,0.081,0.06701,0.13621,0.00139,0.01078
"World",2009,10,14,"B","Fraction","Upper",0.048,0.07553,0.02906,0.06897,0.09767,0.15992,0.04322,0.06792,0.18966,0.08803,0.073,0.1503,0.00156,0.0152
"World",2009,10,14,"B","Rate","Lower",0.11566,0.20429,0.05493,0.17997,0.24214,0.44629,0.1189,0.20138,0.57191,0.25263,0.21172,0.4239,0.00443,0.02719
"World",2009,10,14,"B","Rate","Point",0.14241,0.23218,0.08232,0.21159,0.29889,0.50487,0.1353,0.21821,0.6253,0.28217,0.23343,0.4745,0.00484,0.03755
"World",2009,10,14,"B","Rate","Upper",0.17276,0.27733,0.1015,0.2513,0.35513,0.58639,0.15753,0.24125,0.6877,0.31508,0.26123,0.53278,0.00527,0.05258
"World",2010,10,14,"B","Deaths","Lower",13901,23702,6429,20691,28905,52004,13725,23619,67479,29205,25082,51003,8009,1874
"World",2010,10,14,"B","Deaths","Point",17230,27067,9722,24549,35946,59728,15709,25821,73699,32691,27676,57201,18369,2865
"World",2010,10,14,"B","Deaths","Upper",20683,32553,12058,29242,42689,70133,18319,28536,81007,36710,31023,64382,30003,4271
"World",2010,10,14,"B","Fraction","Lower",0.03332,0.05731,0.0148,0.04972,0.07054,0.12737,0.03285,0.05518,0.16218,0.06925,0.05944,0.12107,0.01875,0.00438
"World",2010,10,14,"B","Fraction","Point",0.04023,0.0632,0.0227,0.05732,0.08393,0.13946,0.03668,0.06029,0.17208,0.07633,0.06462,0.13356,0.04289,0.00669
"World",2010,10,14,"B","Fraction","Upper",0.04704,0.07241,0.02815,0.0652,0.09576,0.15537,0.04116,0.06558,0.18289,0.08346,0.07096,0.14708,0.06841,0.00993
"World",2010,10,14,"B","Rate","Lower",0.11569,0.19692,0.05338,0.17239,0.2399,0.43304,0.1138,0.19655,0.56003,0.24271,0.20798,0.42396,0.06656,0.01558
"World",2010,10,14,"B","Rate","Point",0.14274,0.22424,0.08054,0.20338,0.29779,0.49481,0.13014,0.21391,0.61055,0.27082,0.22928,0.47388,0.15218,0.02374
"World",2010,10,14,"B","Rate","Upper",0.17207,0.27,0.10004,0.2424,0.35455,0.58125,0.15201,0.23729,0.6718,0.30527,0.25795,0.53464,0.24886,0.03541
"World",2011,10,14,"B","Deaths","Lower",13763,23491,6283,20286,27419,51217,13084,23289,65286,27925,24403,51518,734,3011
"World",2011,10,14,"B","Deaths","Point",17130,26735,9541,24193,34336,59281,15092,25474,71425,31356,27067,57813,792,4051
"World",2011,10,14,"B","Deaths","Upper",20498,32738,11629,29101,41111,70184,17776,28525,78953,35608,30553,65356,855,5759
"World",2011,10,14,"B","Fraction","Lower",0.03498,0.0602,0.01529,0.05221,0.07042,0.13396,0.03344,0.05779,0.16687,0.07047,0.0616,0.12934,0.00172,0.00746
"World",2011,10,14,"B","Fraction","Point",0.04237,0.06613,0.0236,0.05984,0.08493,0.14663,0.03733,0.06301,0.17667,0.07756,0.06695,0.143,0.00196,0.01002
"World",2011,10,14,"B","Fraction","Upper",0.04889,0.07587,0.029,0.06815,0.09684,0.16342,0.04185,0.06869,0.18733,0.08522,0.07315,0.15763,0.00218,0.01421
"World",2011,10,14,"B","Rate","Lower",0.11433,0.19445,0.05205,0.16794,0.22736,0.42552,0.10854,0.19361,0.54152,0.23124,0.20251,0.42741,0.00608,0.02506
"World",2011,10,14,"B","Rate","Point",0.14164,0.22107,0.0789,0.20005,0.28392,0.49019,0.1248,0.21064,0.59061,0.25929,0.22382,0.47805,0.00655,0.0335
"World",2011,10,14,"B","Rate","Upper",0.17035,0.27099,0.09615,0.24138,0.34061,0.58046,0.14713,0.23678,0.65388,0.2949,0.25352,0.54124,0.00709,0.04775
"World",2012,10,14,"B","Deaths","Lower",13768,22931,6272,19861,26102,51111,12395,23201,63082,26656,23730,51533,353,8427
"World",2012,10,14,"B","Deaths","Point",16935,26263,9321,24062,32654,59223,14319,25454,69148,30083,26525,58318,394,9743
"World",2012,10,14,"B","Deaths","Upper",20554,32247,11819,29132,39567,70583,16912,28776,76868,34538,30245,66081,438,11619
"World",2012,10,14,"B","Fraction","Lower",0.03468,0.05903,0.01522,0.05151,0.06767,0.13308,0.03171,0.05808,0.16201,0.0678,0.06047,0.1309,0.00083,0.02024
"World",2012,10,14,"B","Fraction","Point",0.04208,0.06526,0.02316,0.05979,0.08114,0.14716,0.03558,0.06325,0.17182,0.07475,0.06591,0.14491,0.00098,0.02421
"World",2012,10,14,"B","Fraction","Upper",0.04873,0.07458,0.02892,0.06824,0.09341,0.16443,0.04007,0.06915,0.18238,0.08264,0.07189,0.15934,0.00111,0.02897
"World",2012,10,14,"B","Rate","Lower",0.11436,0.18943,0.05199,0.16451,0.21563,0.42327,0.10245,0.19192,0.52142,0.22033,0.19603,0.42701,0.00291,0.06992
"World",2012,10,14,"B","Rate","Point",0.13963,0.21655,0.07685,0.1984,0.26925,0.48832,0.11807,0.20988,0.57015,0.24804,0.21871,0.48086,0.00325,0.08034
"World",2012,10,14,"B","Rate","Upper",0.1697,0.26735,0.09775,0.24066,0.32643,0.58328,0.13994,0.23801,0.63637,0.28571,0.25023,0.54571,0.00361,0.09621
"World",2013,10,14,"B","Deaths","Lower",13416,22880,5913,19354,24842,51015,11732,23130,60908,25434,22769,51621,667,10369
"World",2013,10,14,"B","Deaths","Point",16446,25927,9198,23697,31546,59489,13624,25421,67143,28805,25684,58439,726,12926
"World",2013,10,14,"B","Deaths","Upper",20297,32208,11332,29070,38594,72151,16229,29101,75815,33617,29585,66860,779,17008
"World",2013,10,14,"B","Fraction","Lower",0.03413,0.05938,0.01435,0.05076,0.06504,0.13499,0.03046,0.05825,0.15814,0.06509,0.05898,0.13136,0.00158,0.02517
"World",2013,10,14,"B","Fraction","Point",0.04121,0.06497,0.02305,0.05938,0.07905,0.14907,0.03414,0.0637,0.16825,0.07218,0.06436,0.14644,0.00182,0.03239
"World",2013,10,14,"B","Fraction","Upper",0.04875,0.07457,0.02803,0.06814,0.09141,0.16738,0.03853,0.06959,0.17905,0.08029,0.07021,0.16173,0.00204,0.04216
"World",2013,10,14,"B","Rate","Lower",0.11124,0.18832,0.04864,0.16046,0.20561,0.42108,0.09686,0.19131,0.50254,0.2102,0.18818,0.42614,0.0055,0.08535
"World",2013,10,14,"B","Rate","Point",0.13512,0.21302,0.07557,0.19469,0.25918,0.48876,0.11193,0.20885,0.55164,0.23666,0.21102,0.48013,0.00597,0.1062
"World",2013,10,14,"B","Rate","Upper",0.16731,0.26534,0.09333,0.23983,0.31814,0.59352,0.13367,0.23975,0.62331,0.27659,0.24403,0.55068,0.00643,0.13984
"World",2014,10,14,"B","Deaths","Lower",12665,21876,5792,18658,23881,52186,11056,23189,58574,24061,22098,51486,469,12259
"World",2014,10,14,"B","Deaths","Point",15766,25278,9115,23100,30723,60914,12913,25616,64767,27572,24977,58581,516,17008
"World",2014,10,14,"B","Deaths","Upper",19830,32218,11259,28790,38207,74918,15682,29709,74017,32582,29158,68184,565,26173
"World",2014,10,14,"B","Fraction","Lower",0.03227,0.05748,0.01429,0.04913,0.0622,0.1375,0.02878,0.0587,0.15267,0.0623,0.05724,0.13163,0.0011,0.0302
"World",2014,10,14,"B","Fraction","Point",0.03973,0.0637,0.02297,0.05821,0.07742,0.1535,0.03254,0.06455,0.16321,0.06948,0.06294,0.14762,0.0013,0.04286
"World",2014,10,14,"B","Fraction","Upper",0.04763,0.07388,0.02806,0.0675,0.0897,0.17338,0.0369,0.07064,0.17414,0.07766,0.06874,0.163,0.00146,0.0631
"World",2014,10,14,"B","Rate","Lower",0.10394,0.18015,0.04764,0.15405,0.19638,0.42937,0.09085,0.19065,0.48106,0.19763,0.18177,0.42416,0.00385,0.10097
"World",2014,10,14,"B","Rate","Point",0.12895,0.20674,0.07455,0.18893,0.25127,0.4982,0.10561,0.2095,0.52971,0.2255,0.20428,0.47912,0.00422,0.13911
"World",2014,10,14,"B","Rate","Upper",0.16334,0.26491,0.09266,0.23698,0.3144,0.61423,0.12867,0.24354,0.60689,0.26785,0.23926,0.55913,0.00463,0.21506
"World",2015,10,14,"B","Deaths","Lower",12368,21400,5396,18243,24543,51988,10289,23025,55937,23148,21485,50818,290,10555
"World",2015,10,14,"B","Deaths","Point",15321,24862,8914,22542,31479,60880,12223,25629,62269,26606,24286,58626,965,14659
"World",2015,10,14,"B","Deaths","Upper",19656,32312,11147,28494,39771,76374,15141,30183,72430,32127,28773,69668,2407,22585
"World",2015,10,14,"B","Fraction","Lower",0.03133,0.0576,0.01353,0.04855,0.06482,0.13942,0.02761,0.05922,0.14883,0.06099,0.05659,0.13308,0.00071,0.02616
"World",2015,10,14,"B","Fraction","Point",0.03936,0.06387,0.0229,0.05791,0.08087,0.1564,0.0314,0.06584,0.15997,0.06835,0.06239,0.15061,0.00248,0.03766
"World",2015,10,14,"B","Fraction","Upper",0.04795,0.07503,0.02819,0.06754,0.09412,0.17751,0.03589,0.07263,0.17126,0.0765,0.06808,0.16745,0.00612,0.05598
"World",2015,10,14,"B","Rate","Lower",0.10097,0.17496,0.04422,0.1497,0.20091,0.42368,0.08459,0.18841,0.46099,0.18919,0.17511,0.41647,0.00237,0.0862
"World",2015,10,14,"B","Rate","Point",0.1246,0.20219,0.07249,0.18332,0.256,0.4951,0.0994,0.20843,0.50641,0.21637,0.1975,0.47678,0.00785,0.11922
"World",2015,10,14,"B","Rate","Upper",0.16001,0.26543,0.09095,0.23308,0.32495,0.62353,0.12392,0.24596,0.5917,0.26145,0.23493,0.57016,0.01963,0.18539
"World",2016,10,14,"B","Deaths","Lower",11822,21215,5193,17533,25157,51509,9692,22995,54423,21927,20742,50279,384,9363
"World",2016,10,14,"B","Deaths","Point",14648,24608,8579,21792,32589,61003,11606,25855,60596,25510,23645,58735,445,14054
"World",2016,10,14,"B","Deaths","Upper",19419,32644,10931,27956,41862,77700,14852,31032,71605,31227,28543,71549,513,23725
"World",2016,10,14,"B","Fraction","Lower",0.03049,0.05769,0.01265,0.04735,0.06751,0.14048,0.02632,0.06031,0.14637,0.05905,0.05559,0.13373,0.00092,0.02363
"World",2016,10,14,"B","Fraction","Point",0.03818,0.06414,0.02236,0.0568,0.08494,0.159,0.03025,0.06739,0.15794,0.06649,0.06163,0.15309,0.00116,0.03663
"World",2016,10,14,"B","Fraction","Upper",0.04664,0.07512,0.02765,0.06684,0.10018,0.1807,0.03479,0.07508,0.1693,0.07486,0.06746,0.17075,0.00137,0.05884
"World",2016,10,14,"B","Rate","Lower",0.09616,0.1723,0.0423,0.1438,0.20518,0.41885,0.07885,0.18703,0.44591,0.17865,0.16823,0.40815,0.00313,0.07611
"World",2016,10,14,"B","Rate","Point",0.1183,0.19874,0.06928,0.17599,0.26318,0.49266,0.09373,0.20881,0.48937,0.20602,0.19096,0.47434,0.00359,0.1135
"World",2016,10,14,"B","Rate","Upper",0.1573,0.26516,0.08866,0.22707,0.34029,0.63118,0.12115,0.25201,0.58171,0.25246,0.23204,0.57998,0.00418,0.19353
"World",2017,10,14,"B","Deaths","Lower",11345,21169,5111,17070,25301,51083,9184,22908,53132,20982,19982,49941,494,7844
"World",2017,10,14,"B","Deaths","Point",14045,24403,8364,21340,32975,60967,11110,26047,59154,24622,23017,59562,548,11616
"World",2017,10,14,"B","Deaths","Upper",18827,32651,10754,28017,43151,80034,14658,32123,71041,30800,28352,74035,593,18534
"World",2017,10,14,"B","Fraction","Lower",0.02966,0.05865,0.01275,0.04683,0.06904,0.14214,0.02537,0.06127,0.14464,0.05749,0.05495,0.1364,0.00116,0.01995
"World",2017,10,14,"B","Fraction","Point",0.03718,0.0646,0.02214,0.05649,0.08729,0.16139,0.02941,0.06895,0.15659,0.06518,0.06093,0.15767,0.00145,0.03075
"World",2017,10,14,"B","Fraction","Upper",0.04675,0.07599,0.02728,0.06669,0.10412,0.18503,0.03431,0.07784,0.16878,0.0735,0.06686,0.17729,0.00166,0.04774
"World",2017,10,14,"B","Rate","Lower",0.09175,0.17145,0.04125,0.13871,0.20433,0.41266,0.07383,0.18633,0.43066,0.16961,0.16184,0.40344,0.00399,0.06384
"World",2017,10,14,"B","Rate","Point",0.11252,0.1955,0.067,0.17096,0.26416,0.48841,0.089,0.20866,0.47389,0.19725,0.18439,0.47716,0.00439,0.09306
"World",2017,10,14,"B","Rate","Upper",0.15231,0.26442,0.08682,0.22737,0.34869,0.64502,0.11845,0.25843,0.57315,0.24937,0.2285,0.59884,0.0048,0.15055
"World",2018,10,14,"B","Deaths","Lower",10654,21434,4786,17033,23872,51256,8862,22981,52203,20604,19784,49688,669,5126
"World",2018,10,14,"B","Deaths","Point",13191,24846,8053,21318,31596,61920,10821,26405,58534,24083,22796,59966,763,7826
"World",2018,10,14,"B","Deaths","Upper",18207,34159,10442,28581,42497,82327,14576,33319,71841,30864,28568,76496,822,11308
"World",2018,10,14,"B","Fraction","Lower",0.02832,0.06097,0.01241,0.04765,0.066,0.14564,0.02498,0.06245,0.14405,0.05683,0.05514,0.13894,0.0016,0.01312
"World",2018,10,14,"B","Fraction","Point",0.03545,0.06677,0.02164,0.05729,0.08491,0.1664,0.02908,0.07096,0.1573,0.06472,0.06126,0.16115,0.00205,0.02103
"World",2018,10,14,"B","Fraction","Upper",0.04488,0.07833,0.02716,0.06796,0.10218,0.19142,0.03435,0.08091,0.17047,0.07306,0.06756,0.18204,0.00232,0.03017
"World",2018,10,14,"B","Rate","Lower",0.08564,0.17259,0.03845,0.13673,0.19215,0.41319,0.07164,0.18567,0.4206,0.16493,0.15848,0.39824,0.0054,0.04116
"World",2018,10,14,"B","Rate","Point",0.10476,0.19731,0.06395,0.1693,0.25092,0.49174,0.08594,0.2097,0.46484,0.19126,0.18103,0.47622,0.00606,0.06215
