"ISO3","Year","AgeLow","AgeUp","Sex","Quantile","Deaths","Qx"
"BWA",2014,10,14,"B","Point",114,2.57467
"BWA",2014,10,14,"B","Upper",290,6.52951
"BWA",2015,10,14,"B","Lower",0,0
"BWA",2015,10,14,"B","Point",112,2.48824
"BWA",2015,10,14,"B","Upper",293,6.47953
"BWA",2016,10,14,"B","Lower",0,0
"BWA",2016,10,14,"B","Point",112,2.42295
"BWA",2016,10,14,"B","Upper",301,6.54718
"BWA",2017,10,14,"B","Lower",0,0
"BWA",2017,10,14,"B","Point",110,2.36181
"BWA",2017,10,14,"B","Upper",306,6.5253
"BWA",2018,10,14,"B","Lower",0,0
"BWA",2018,10,14,"B","Point",109,2.30369
"BWA",2018,10,14,"B","Upper",321,6.71878
"BWA",2019,10,14,"B","Lower",0,0
"BWA",2019,10,14,"B","Point",109,2.23988
"BWA",2019,10,14,"B","Upper",320,6.57228
"CAF",2000,10,14,"B","Lower",0,0
"CAF",2000,10,14,"B","Point",736,8.09445
"CAF",2000,10,14,"B","Upper",1514,16.58774
"CAF",2001,10,14,"B","Lower",0,0
"CAF",2001,10,14,"B","Point",733,7.90368
"CAF",2001,10,14,"B","Upper",1565,16.8106
"CAF",2002,10,14,"B","Lower",0,0
"CAF",2002,10,14,"B","Point",729,7.72185
"CAF",2002,10,14,"B","Upper",1616,17.04311
"CAF",2003,10,14,"B","Lower",0,0
"CAF",2003,10,14,"B","Point",725,7.54797
"CAF",2003,10,14,"B","Upper",1681,17.40747
"CAF",2004,10,14,"B","Lower",0,0
"CAF",2004,10,14,"B","Point",721,7.36218
"CAF",2004,10,14,"B","Upper",1741,17.69973
"CAF",2005,10,14,"B","Lower",0,0
"CAF",2005,10,14,"B","Point",718,7.19465
"CAF",2005,10,14,"B","Upper",1879,18.71851
"CAF",2006,10,14,"B","Lower",0,0
"CAF",2006,10,14,"B","Point",714,6.9989
"CAF",2006,10,14,"B","Upper",1983,19.31854
"CAF",2007,10,14,"B","Lower",0,0
"CAF",2007,10,14,"B","Point",715,6.8342
"CAF",2007,10,14,"B","Upper",2090,19.84026
"CAF",2008,10,14,"B","Lower",0,0
"CAF",2008,10,14,"B","Point",715,6.65775
"CAF",2008,10,14,"B","Upper",2196,20.29884
"CAF",2009,10,14,"B","Lower",0,0
"CAF",2009,10,14,"B","Point",715,6.50107
"CAF",2009,10,14,"B","Upper",2276,20.53227
"CAF",2010,10,14,"B","Lower",0,0
"CAF",2010,10,14,"B","Point",713,6.34802
"CAF",2010,10,14,"B","Upper",2372,20.95913
"CAF",2011,10,14,"B","Lower",0,0
"CAF",2011,10,14,"B","Point",708,6.18945
"CAF",2011,10,14,"B","Upper",2465,21.3807
"CAF",2012,10,14,"B","Lower",0,0
"CAF",2012,10,14,"B","Point",703,6.03399
"CAF",2012,10,14,"B","Upper",2509,21.35469
"CAF",2013,10,14,"B","Lower",0,0
"CAF",2013,10,14,"B","Point",700,5.89021
"CAF",2013,10,14,"B","Upper",2645,22.07506
"CAF",2014,10,14,"B","Lower",0,0
"CAF",2014,10,14,"B","Point",696,5.74006
"CAF",2014,10,14,"B","Upper",2688,21.96547
"CAF",2015,10,14,"B","Lower",0,0
"CAF",2015,10,14,"B","Point",694,5.59513
"CAF",2015,10,14,"B","Upper",2699,21.56998
"CAF",2016,10,14,"B","Lower",0,0
"CAF",2016,10,14,"B","Point",686,5.46109
"CAF",2016,10,14,"B","Upper",2891,22.803
"CAF",2017,10,14,"B","Lower",0,0
"CAF",2017,10,14,"B","Point",685,5.37059
"CAF",2017,10,14,"B","Upper",2881,22.38904
"CAF",2018,10,14,"B","Lower",0,0
"CAF",2018,10,14,"B","Point",682,5.25277
"CAF",2018,10,14,"B","Upper",2937,22.44536
"CAF",2019,10,14,"B","Lower",0,0
"CAF",2019,10,14,"B","Point",679,5.15352
"CAF",2019,10,14,"B","Upper",3025,22.73469
"CAN",2000,10,14,"B","Lower",297,0.72526
"CAN",2000,10,14,"B","Point",321,0.78443
"CAN",2000,10,14,"B","Upper",346,0.84431
"CAN",2001,10,14,"B","Lower",283,0.68576
"CAN",2001,10,14,"B","Point",312,0.75235
"CAN",2001,10,14,"B","Upper",335,0.80886
"CAN",2002,10,14,"B","Lower",274,0.65688
"CAN",2002,10,14,"B","Point",303,0.72488
"CAN",2002,10,14,"B","Upper",328,0.78274
"CAN",2003,10,14,"B","Lower",267,0.63398
"CAN",2003,10,14,"B","Point",297,0.70332
"CAN",2003,10,14,"B","Upper",322,0.76076
"CAN",2004,10,14,"B","Lower",261,0.61683
"CAN",2004,10,14,"B","Point",292,0.68893
"CAN",2004,10,14,"B","Upper",317,0.74589
"CAN",2005,10,14,"B","Lower",263,0.62196
"CAN",2005,10,14,"B","Point",288,0.6808
"CAN",2005,10,14,"B","Upper",313,0.73911
"CAN",2006,10,14,"B","Lower",258,0.61712
"CAN",2006,10,14,"B","Point",283,0.67387
"CAN",2006,10,14,"B","Upper",314,0.74814
"CAN",2007,10,14,"B","Lower",249,0.60552
"CAN",2007,10,14,"B","Point",273,0.66219
"CAN",2007,10,14,"B","Upper",310,0.75083
"CAN",2008,10,14,"B","Lower",238,0.59078
"CAN",2008,10,14,"B","Point",260,0.64383
"CAN",2008,10,14,"B","Upper",286,0.70753
"CAN",2009,10,14,"B","Lower",221,0.55973
"CAN",2009,10,14,"B","Point",247,0.62451
"CAN",2009,10,14,"B","Upper",269,0.67859
"CAN",2010,10,14,"B","Lower",205,0.5302
"CAN",2010,10,14,"B","Point",236,0.61007
"CAN",2010,10,14,"B","Upper",261,0.67083
"CAN",2011,10,14,"B","Lower",200,0.51982
"CAN",2011,10,14,"B","Point",233,0.60604
"CAN",2011,10,14,"B","Upper",257,0.66509
"CAN",2012,10,14,"B","Lower",207,0.54155
"CAN",2012,10,14,"B","Point",234,0.61126
"CAN",2012,10,14,"B","Upper",254,0.66176
"CAN",2013,10,14,"B","Lower",216,0.57253
"CAN",2013,10,14,"B","Point",236,0.62454
"CAN",2013,10,14,"B","Upper",259,0.68473
"CAN",2014,10,14,"B","Lower",210,0.56187
"CAN",2014,10,14,"B","Point",237,0.63504
"CAN",2014,10,14,"B","Upper",275,0.73412
"CAN",2015,10,14,"B","Lower",206,0.55641
"CAN",2015,10,14,"B","Point",233,0.62797
"CAN",2015,10,14,"B","Upper",267,0.71752
"CAN",2016,10,14,"B","Lower",206,0.55069
"CAN",2016,10,14,"B","Point",227,0.60552
"CAN",2016,10,14,"B","Upper",251,0.66629
"CAN",2017,10,14,"B","Lower",194,0.51077
"CAN",2017,10,14,"B","Point",221,0.57961
"CAN",2017,10,14,"B","Upper",245,0.64145
"CAN",2018,10,14,"B","Lower",179,0.46175
"CAN",2018,10,14,"B","Point",215,0.55514
"CAN",2018,10,14,"B","Upper",251,0.64455
"CAN",2019,10,14,"B","Lower",157,0.40119
"CAN",2019,10,14,"B","Point",211,0.53587
"CAN",2019,10,14,"B","Upper",261,0.66167
"CHE",2000,10,14,"B","Lower",52,0.61995
"CHE",2000,10,14,"B","Point",58,0.69734
"CHE",2000,10,14,"B","Upper",67,0.79319
"CHE",2001,10,14,"B","Lower",50,0.59404
"CHE",2001,10,14,"B","Point",57,0.67099
"CHE",2001,10,14,"B","Upper",65,0.76362
"CHE",2002,10,14,"B","Lower",48,0.56838
"CHE",2002,10,14,"B","Point",55,0.64565
"CHE",2002,10,14,"B","Upper",63,0.7316
"CHE",2003,10,14,"B","Lower",46,0.54435
"CHE",2003,10,14,"B","Point",54,0.62139
"CHE",2003,10,14,"B","Upper",61,0.70282
"CHE",2004,10,14,"B","Lower",45,0.51969
"CHE",2004,10,14,"B","Point",52,0.59861
"CHE",2004,10,14,"B","Upper",60,0.67971
"CHE",2005,10,14,"B","Lower",43,0.49706
"CHE",2005,10,14,"B","Point",51,0.57658
"CHE",2005,10,14,"B","Upper",58,0.6559
"CHE",2006,10,14,"B","Lower",41,0.47515
"CHE",2006,10,14,"B","Point",49,0.5555
"CHE",2006,10,14,"B","Upper",55,0.62851
"CHE",2007,10,14,"B","Lower",39,0.45896
"CHE",2007,10,14,"B","Point",46,0.53511
"CHE",2007,10,14,"B","Upper",53,0.60431
"CHE",2008,10,14,"B","Lower",37,0.43951
"CHE",2008,10,14,"B","Point",44,0.51597
"CHE",2008,10,14,"B","Upper",50,0.58535
"CHE",2009,10,14,"B","Lower",35,0.42112
"CHE",2009,10,14,"B","Point",42,0.49778
"CHE",2009,10,14,"B","Upper",48,0.56929
"CHE",2010,10,14,"B","Lower",33,0.40672
"CHE",2010,10,14,"B","Point",40,0.48074
"CHE",2010,10,14,"B","Upper",46,0.54913
"CHE",2011,10,14,"B","Lower",32,0.39721
"CHE",2011,10,14,"B","Point",38,0.46491
"CHE",2011,10,14,"B","Upper",44,0.53505
"CHE",2012,10,14,"B","Lower",31,0.38472
"CHE",2012,10,14,"B","Point",37,0.4501
"CHE",2012,10,14,"B","Upper",43,0.52158
"CHE",2013,10,14,"B","Lower",29,0.3723
"CHE",2013,10,14,"B","Point",34,0.43609
"CHE",2013,10,14,"B","Upper",41,0.5109
"CHE",2014,10,14,"B","Lower",28,0.35658
"CHE",2014,10,14,"B","Point",34,0.42291
"CHE",2014,10,14,"B","Upper",40,0.498
"CHE",2015,10,14,"B","Lower",27,0.34022
"CHE",2015,10,14,"B","Point",32,0.41054
"CHE",2015,10,14,"B","Upper",39,0.4892
"CHE",2016,10,14,"B","Lower",26,0.3258
"CHE",2016,10,14,"B","Point",32,0.39893
"CHE",2016,10,14,"B","Upper",40,0.48741
"CHE",2017,10,14,"B","Lower",24,0.30814
"CHE",2017,10,14,"B","Point",31,0.3877
"CHE",2017,10,14,"B","Upper",40,0.49012
"CHE",2018,10,14,"B","Lower",23,0.28828
"CHE",2018,10,14,"B","Point",31,0.37651
"CHE",2018,10,14,"B","Upper",41,0.50131
"CHE",2019,10,14,"B","Lower",22,0.27199
"CHE",2019,10,14,"B","Point",30,0.36536
"CHE",2019,10,14,"B","Upper",42,0.51395
"CHL",2000,10,14,"B","Lower",303,1.07452
"CHL",2000,10,14,"B","Point",324,1.14524
"CHL",2000,10,14,"B","Upper",343,1.21302
"CHL",2001,10,14,"B","Lower",297,1.03799
"CHL",2001,10,14,"B","Point",319,1.11139
"CHL",2001,10,14,"B","Upper",338,1.17729
"CHL",2002,10,14,"B","Lower",292,1.01131
"CHL",2002,10,14,"B","Point",312,1.07989
"CHL",2002,10,14,"B","Upper",332,1.14626
"CHL",2003,10,14,"B","Lower",286,0.98261
"CHL",2003,10,14,"B","Point",307,1.05011
"CHL",2003,10,14,"B","Upper",328,1.12091
"CHL",2004,10,14,"B","Lower",279,0.95368
"CHL",2004,10,14,"B","Point",299,1.02227
"CHL",2004,10,14,"B","Upper",320,1.09268
"CHL",2005,10,14,"B","Lower",271,0.92963
"CHL",2005,10,14,"B","Point",291,0.99648
"CHL",2005,10,14,"B","Upper",311,1.06315
"CHL",2006,10,14,"B","Lower",261,0.90391
"CHL",2006,10,14,"B","Point",281,0.97249
"CHL",2006,10,14,"B","Upper",300,1.03687
"CHL",2007,10,14,"B","Lower",250,0.88062
"CHL",2007,10,14,"B","Point",270,0.95044
"CHL",2007,10,14,"B","Upper",290,1.01805
"CHL",2008,10,14,"B","Lower",239,0.86062
"CHL",2008,10,14,"B","Point",259,0.93058
"CHL",2008,10,14,"B","Upper",278,0.99658
"CHL",2009,10,14,"B","Lower",228,0.84101
"CHL",2009,10,14,"B","Point",248,0.91257
"CHL",2009,10,14,"B","Upper",267,0.98242
"CHL",2010,10,14,"B","Lower",265,0.99815
"CHL",2010,10,14,"B","Point",290,1.09127
"CHL",2010,10,14,"B","Upper",315,1.18267
"CHL",2011,10,14,"B","Lower",211,0.81344
"CHL",2011,10,14,"B","Point",230,0.8826
"CHL",2011,10,14,"B","Upper",249,0.95475
"CHL",2012,10,14,"B","Lower",202,0.79713
"CHL",2012,10,14,"B","Point",221,0.87056
"CHL",2012,10,14,"B","Upper",241,0.94413
"CHL",2013,10,14,"B","Lower",195,0.78294
"CHL",2013,10,14,"B","Point",215,0.85984
"CHL",2013,10,14,"B","Upper",235,0.93948
"CHL",2014,10,14,"B","Lower",187,0.76027
"CHL",2014,10,14,"B","Point",210,0.85028
"CHL",2014,10,14,"B","Upper",233,0.94332
"CHL",2015,10,14,"B","Lower",179,0.73355
"CHL",2015,10,14,"B","Point",206,0.84049
"CHL",2015,10,14,"B","Upper",234,0.95565
"CHL",2016,10,14,"B","Lower",172,0.70581
"CHL",2016,10,14,"B","Point",203,0.82966
"CHL",2016,10,14,"B","Upper",240,0.98041
"CHL",2017,10,14,"B","Lower",166,0.67966
"CHL",2017,10,14,"B","Point",200,0.817
"CHL",2017,10,14,"B","Upper",246,1.0027
"CHL",2018,10,14,"B","Lower",158,0.64332
"CHL",2018,10,14,"B","Point",199,0.80363
"CHL",2018,10,14,"B","Upper",256,1.03661
"CHL",2019,10,14,"B","Lower",150,0.60305
"CHL",2019,10,14,"B","Point",197,0.78848
"CHL",2019,10,14,"B","Upper",264,1.05892
"CHN",2000,10,14,"B","Lower",30041,1.14235
"CHN",2000,10,14,"B","Point",47366,1.80055
"CHN",2000,10,14,"B","Upper",64988,2.46954
"CHN",2001,10,14,"B","Lower",29841,1.15615
"CHN",2001,10,14,"B","Point",44662,1.72981
"CHN",2001,10,14,"B","Upper",59657,2.30994
"CHN",2002,10,14,"B","Lower",29075,1.18057
"CHN",2002,10,14,"B","Point",40927,1.66141
"CHN",2002,10,14,"B","Upper",52282,2.12182
"CHN",2003,10,14,"B","Lower",26978,1.17552
"CHN",2003,10,14,"B","Point",36634,1.59592
"CHN",2003,10,14,"B","Upper",45720,1.99131
"CHN",2004,10,14,"B","Lower",24920,1.17332
"CHN",2004,10,14,"B","Point",32576,1.53346
"CHN",2004,10,14,"B","Upper",39870,1.87651
"CHN",2005,10,14,"B","Lower",22976,1.15351
"CHN",2005,10,14,"B","Point",29392,1.4754
"CHN",2005,10,14,"B","Upper",35149,1.76407
"CHN",2006,10,14,"B","Lower",21384,1.12584
"CHN",2006,10,14,"B","Point",26977,1.42006
"CHN",2006,10,14,"B","Upper",32283,1.69913
"CHN",2007,10,14,"B","Lower",20176,1.09553
"CHN",2007,10,14,"B","Point",25234,1.36998
"CHN",2007,10,14,"B","Upper",30046,1.631
"CHN",2008,10,14,"B","Lower",24861,1.3729
"CHN",2008,10,14,"B","Point",31905,1.76157
"CHN",2008,10,14,"B","Upper",38604,2.131
"CHN",2009,10,14,"B","Lower",17361,0.97108
"CHN",2009,10,14,"B","Point",22865,1.27872
"CHN",2009,10,14,"B","Upper",28645,1.60168
"CHN",2010,10,14,"B","Lower",15738,0.89407
"CHN",2010,10,14,"B","Point",21720,1.2336
"CHN",2010,10,14,"B","Upper",29036,1.64882
"CHN",2011,10,14,"B","Lower",14203,0.82012
"CHN",2011,10,14,"B","Point",20655,1.19239
"CHN",2011,10,14,"B","Upper",29928,1.72725
"CHN",2012,10,14,"B","Lower",13035,0.76447
"CHN",2012,10,14,"B","Point",19707,1.15547
"CHN",2012,10,14,"B","Upper",30547,1.79045
"CHN",2013,10,14,"B","Lower",11810,0.70251
"CHN",2013,10,14,"B","Point",18860,1.1216
"CHN",2013,10,14,"B","Upper",31096,1.84852
"CHN",2014,10,14,"B","Lower",10903,0.65559
"CHN",2014,10,14,"B","Point",18170,1.09233
"CHN",2014,10,14,"B","Upper",31678,1.90359
"CHN",2015,10,14,"B","Lower",10117,0.61194
"CHN",2015,10,14,"B","Point",17586,1.06348
"CHN",2015,10,14,"B","Upper",31698,1.91601
"CHN",2016,10,14,"B","Lower",9268,0.56143
"CHN",2016,10,14,"B","Point",17095,1.0353
"CHN",2016,10,14,"B","Upper",31967,1.93506
"CHN",2017,10,14,"B","Lower",8625,0.52129
"CHN",2017,10,14,"B","Point",16701,1.00904
"CHN",2017,10,14,"B","Upper",32396,1.95636
"CHN",2018,10,14,"B","Lower",8189,0.49238
"CHN",2018,10,14,"B","Point",16402,0.98591
"CHN",2018,10,14,"B","Upper",33346,2.00325
"CHN",2019,10,14,"B","Lower",7708,0.46039
"CHN",2019,10,14,"B","Point",16111,0.96207
"CHN",2019,10,14,"B","Upper",34256,2.04443
"CIV",2000,10,14,"B","Lower",1937,4.79194
"CIV",2000,10,14,"B","Point",4158,10.25781
"CIV",2000,10,14,"B","Upper",6512,16.01571
"CIV",2001,10,14,"B","Lower",1965,4.74288
"CIV",2001,10,14,"B","Point",4242,10.2079
"CIV",2001,10,14,"B","Upper",6704,16.08516
"CIV",2002,10,14,"B","Lower",2018,4.74794
"CIV",2002,10,14,"B","Point",4347,10.19864
"CIV",2002,10,14,"B","Upper",7011,16.39744
"CIV",2003,10,14,"B","Lower",2073,4.75073
"CIV",2003,10,14,"B","Point",4461,10.19402
"CIV",2003,10,14,"B","Upper",7116,16.21215
"CIV",2004,10,14,"B","Lower",2125,4.73888
"CIV",2004,10,14,"B","Point",4587,10.19908
"CIV",2004,10,14,"B","Upper",7335,16.259
"CIV",2005,10,14,"B","Lower",2147,4.65611
"CIV",2005,10,14,"B","Point",4726,10.21508
"CIV",2005,10,14,"B","Upper",7559,16.28916
"CIV",2006,10,14,"B","Lower",2250,4.75592
"CIV",2006,10,14,"B","Point",4868,10.25757
"CIV",2006,10,14,"B","Upper",7769,16.3209
"CIV",2007,10,14,"B","Lower",2273,4.67662
"CIV",2007,10,14,"B","Point",5027,10.3098
"CIV",2007,10,14,"B","Upper",8233,16.82923
"CIV",2008,10,14,"B","Lower",2192,4.38499
"CIV",2008,10,14,"B","Point",5209,10.38722
"CIV",2008,10,14,"B","Upper",8612,17.11361
"CIV",2009,10,14,"B","Lower",1975,3.84311
"CIV",2009,10,14,"B","Point",5404,10.47835
"CIV",2009,10,14,"B","Upper",9097,17.57487
"CIV",2010,10,14,"B","Lower",1707,3.23657
"CIV",2010,10,14,"B","Point",5602,10.57615
"CIV",2010,10,14,"B","Upper",9633,18.11776
"CIV",2011,10,14,"B","Lower",1526,2.82479
"CIV",2011,10,14,"B","Point",5781,10.65571
"CIV",2011,10,14,"B","Upper",10262,18.8371
"CIV",2012,10,14,"B","Lower",1274,2.30518
"CIV",2012,10,14,"B","Point",5959,10.73283
"CIV",2012,10,14,"B","Upper",11156,19.99695
"CIV",2013,10,14,"B","Lower",1059,1.87464
"CIV",2013,10,14,"B","Point",6137,10.8063
"CIV",2013,10,14,"B","Upper",12060,21.12518
"CIV",2014,10,14,"B","Lower",892,1.54473
"CIV",2014,10,14,"B","Point",6310,10.87414
"CIV",2014,10,14,"B","Upper",13182,22.58144
"CIV",2015,10,14,"B","Lower",702,1.19192
"CIV",2015,10,14,"B","Point",6452,10.90082
"CIV",2015,10,14,"B","Upper",14384,24.14089
"CIV",2016,10,14,"B","Lower",531,0.88696
"CIV",2016,10,14,"B","Point",6547,10.87989
"CIV",2016,10,14,"B","Upper",15414,25.42924
"CIV",2017,10,14,"B","Lower",238,0.39148
"CIV",2017,10,14,"B","Point",6626,10.83835
"CIV",2017,10,14,"B","Upper",16361,26.54846
"CIV",2018,10,14,"B","Lower",0,0
"CIV",2018,10,14,"B","Point",6643,10.69697
"CIV",2018,10,14,"B","Upper",17161,27.40138
"CIV",2019,10,14,"B","Lower",0,0
"CIV",2019,10,14,"B","Point",6655,10.53977
"CIV",2019,10,14,"B","Upper",17650,27.71223
"CMR",2000,10,14,"B","Lower",2085,5.08134
"CMR",2000,10,14,"B","Point",4114,9.99855
"CMR",2000,10,14,"B","Upper",6322,15.32131
"CMR",2001,10,14,"B","Lower",2115,5.04251
"CMR",2001,10,14,"B","Point",4185,9.95078
"CMR",2001,10,14,"B","Upper",6482,15.37183
"CMR",2002,10,14,"B","Lower",2080,4.86023
"CMR",2002,10,14,"B","Point",4248,9.89839
"CMR",2002,10,14,"B","Upper",6567,15.25827
"CMR",2003,10,14,"B","Lower",2135,4.89238
"CMR",2003,10,14,"B","Point",4308,9.84307
"CMR",2003,10,14,"B","Upper",6664,15.1838
"CMR",2004,10,14,"B","Lower",2139,4.80625
"CMR",2004,10,14,"B","Point",4370,9.79529
"CMR",2004,10,14,"B","Upper",6700,14.97526
"CMR",2005,10,14,"B","Lower",2135,4.71017
"CMR",2005,10,14,"B","Point",4427,9.73783
"CMR",2005,10,14,"B","Upper",6725,14.75472
"CMR",2006,10,14,"B","Lower",2112,4.5812
"CMR",2006,10,14,"B","Point",4470,9.6683
"CMR",2006,10,14,"B","Upper",6734,14.53007
"CMR",2007,10,14,"B","Lower",2074,4.41949
"CMR",2007,10,14,"B","Point",4520,9.60254
"CMR",2007,10,14,"B","Upper",6819,14.45187
"CMR",2008,10,14,"B","Lower",2000,4.1821
"CMR",2008,10,14,"B","Point",4575,9.53628
"CMR",2008,10,14,"B","Upper",6955,14.46002
"CMR",2009,10,14,"B","Lower",1991,4.07629
"CMR",2009,10,14,"B","Point",4638,9.46457
"CMR",2009,10,14,"B","Upper",7060,14.37232
"CMR",2010,10,14,"B","Lower",1911,3.82172
"CMR",2010,10,14,"B","Point",4710,9.3883
"CMR",2010,10,14,"B","Upper",7279,14.4711
"CMR",2011,10,14,"B","Lower",1801,3.5098
"CMR",2011,10,14,"B","Point",4784,9.29521
"CMR",2011,10,14,"B","Upper",7555,14.63952
"CMR",2012,10,14,"B","Lower",1701,3.22186
"CMR",2012,10,14,"B","Point",4866,9.18904
"CMR",2012,10,14,"B","Upper",7878,14.83366
"CMR",2013,10,14,"B","Lower",1512,2.77955
"CMR",2013,10,14,"B","Point",4965,9.09384
"CMR",2013,10,14,"B","Upper",8245,15.05486
"CMR",2014,10,14,"B","Lower",1381,2.4614
"CMR",2014,10,14,"B","Point",5057,8.97993
"CMR",2014,10,14,"B","Upper",8631,15.27765
"CMR",2015,10,14,"B","Lower",1184,2.04827
"CMR",2015,10,14,"B","Point",5152,8.8776
"CMR",2015,10,14,"B","Upper",9064,15.5643
"CMR",2016,10,14,"B","Lower",862,1.4486
"CMR",2016,10,14,"B","Point",5246,8.78055
"CMR",2016,10,14,"B","Upper",9462,15.78171
"CMR",2017,10,14,"B","Lower",405,0.66278
"CMR",2017,10,14,"B","Point",5340,8.68546
"CMR",2017,10,14,"B","Upper",9820,15.91167
"CMR",2018,10,14,"B","Lower",1,0.00271
"CMR",2018,10,14,"B","Point",5421,8.57019
"CMR",2018,10,14,"B","Upper",10206,16.07194
"CMR",2019,10,14,"B","Lower",0,0
"CMR",2019,10,14,"B","Point",5473,8.41923
"CMR",2019,10,14,"B","Upper",10616,16.26687
"COD",2000,10,14,"B","Lower",4601,3.94687
"COD",2000,10,14,"B","Point",12920,11.04353
"COD",2000,10,14,"B","Upper",22289,18.97439
"COD",2001,10,14,"B","Lower",5004,4.17639
"COD",2001,10,14,"B","Point",13224,10.99769
"COD",2001,10,14,"B","Upper",22467,18.61277
"COD",2002,10,14,"B","Lower",5537,4.48347
"COD",2002,10,14,"B","Point",13580,10.96092
"COD",2002,10,14,"B","Upper",22502,18.09598
"COD",2003,10,14,"B","Lower",6020,4.72129
"COD",2003,10,14,"B","Point",13963,10.91531
"COD",2003,10,14,"B","Upper",22965,17.88923
"COD",2004,10,14,"B","Lower",6523,4.95085
"COD",2004,10,14,"B","Point",14368,10.87231
"COD",2004,10,14,"B","Upper",23417,17.65866
"COD",2005,10,14,"B","Lower",6607,4.85999
"COD",2005,10,14,"B","Point",14788,10.84405
"COD",2005,10,14,"B","Upper",23943,17.49855
"COD",2006,10,14,"B","Lower",6873,4.90885
"COD",2006,10,14,"B","Point",15194,10.81968
"COD",2006,10,14,"B","Upper",24505,17.39206
"COD",2007,10,14,"B","Lower",7228,5.00756
"COD",2007,10,14,"B","Point",15634,10.79959
"COD",2007,10,14,"B","Upper",25080,17.268
"COD",2008,10,14,"B","Lower",7458,5.00643
"COD",2008,10,14,"B","Point",16091,10.76982
"COD",2008,10,14,"B","Upper",25776,17.19563
"COD",2009,10,14,"B","Lower",7591,4.93068
"COD",2009,10,14,"B","Point",16558,10.72311
"COD",2009,10,14,"B","Upper",26549,17.13812
"COD",2010,10,14,"B","Lower",7804,4.89919
"COD",2010,10,14,"B","Point",17058,10.67729
"COD",2010,10,14,"B","Upper",27776,17.32711
"COD",2011,10,14,"B","Lower",7996,4.84945
"COD",2011,10,14,"B","Point",17560,10.61901
"COD",2011,10,14,"B","Upper",28858,17.39123
"COD",2012,10,14,"B","Lower",7988,4.67154
"COD",2012,10,14,"B","Point",18155,10.58532
"COD",2012,10,14,"B","Upper",30275,17.58899
"COD",2013,10,14,"B","Lower",7894,4.44457
"COD",2013,10,14,"B","Point",18771,10.53622
"COD",2013,10,14,"B","Upper",32228,18.02158
"COD",2014,10,14,"B","Lower",7975,4.32071
"COD",2014,10,14,"B","Point",19407,10.48128
"COD",2014,10,14,"B","Upper",33688,18.12413
"COD",2015,10,14,"B","Lower",7794,4.06484
"COD",2015,10,14,"B","Point",20022,10.40808
"COD",2015,10,14,"B","Upper",35363,18.30961
"COD",2016,10,14,"B","Lower",7381,3.7089
"COD",2016,10,14,"B","Point",20614,10.32292
"COD",2016,10,14,"B","Upper",37389,18.6449
"COD",2017,10,14,"B","Lower",7065,3.41797
"COD",2017,10,14,"B","Point",21143,10.19391
"COD",2017,10,14,"B","Upper",39163,18.80053
"COD",2018,10,14,"B","Lower",6604,3.07645
"COD",2018,10,14,"B","Point",21620,10.03612
"COD",2018,10,14,"B","Upper",40809,18.85942
"COD",2019,10,14,"B","Lower",6646,2.98297
"COD",2019,10,14,"B","Point",22061,9.86711
"COD",2019,10,14,"B","Upper",42466,18.90742
"COG",2000,10,14,"B","Lower",60,0.80264
"COG",2000,10,14,"B","Point",498,6.54979
"COG",2000,10,14,"B","Upper",991,13.00186
"COG",2001,10,14,"B","Lower",93,1.20477
"COG",2001,10,14,"B","Point",494,6.37605
"COG",2001,10,14,"B","Upper",933,11.99765
"COG",2002,10,14,"B","Lower",115,1.46075
"COG",2002,10,14,"B","Point",490,6.19118
"COG",2002,10,14,"B","Upper",897,11.30239
"COG",2003,10,14,"B","Lower",155,1.92472
"COG",2003,10,14,"B","Point",486,6.0076
"COG",2003,10,14,"B","Upper",859,10.58275
"COG",2004,10,14,"B","Lower",171,2.07027
"COG",2004,10,14,"B","Point",482,5.82209
"COG",2004,10,14,"B","Upper",850,10.22146
"COG",2005,10,14,"B","Lower",174,2.05785
"COG",2005,10,14,"B","Point",481,5.64938
"COG",2005,10,14,"B","Upper",839,9.82594
"COG",2006,10,14,"B","Lower",178,2.04325
"COG",2006,10,14,"B","Point",482,5.49749
"COG",2006,10,14,"B","Upper",840,9.56943
"COG",2007,10,14,"B","Lower",170,1.90023
"COG",2007,10,14,"B","Point",482,5.35204
"COG",2007,10,14,"B","Upper",859,9.5015
"COG",2008,10,14,"B","Lower",167,1.80994
"COG",2008,10,14,"B","Point",485,5.21635
"COG",2008,10,14,"B","Upper",865,9.28042
"COG",2009,10,14,"B","Lower",151,1.58223
"COG",2009,10,14,"B","Point",487,5.08205
"COG",2009,10,14,"B","Upper",886,9.21649
"COG",2010,10,14,"B","Lower",140,1.42461
"COG",2010,10,14,"B","Point",487,4.93132
"COG",2010,10,14,"B","Upper",916,9.25588
"COG",2011,10,14,"B","Lower",115,1.14044
"COG",2011,10,14,"B","Point",488,4.79125
"COG",2011,10,14,"B","Upper",963,9.42285
"COG",2012,10,14,"B","Lower",86,0.82052
"COG",2012,10,14,"B","Point",489,4.65042
"COG",2012,10,14,"B","Upper",1020,9.67543
"COG",2013,10,14,"B","Lower",53,0.49027
"COG",2013,10,14,"B","Point",489,4.51643
"COG",2013,10,14,"B","Upper",1066,9.79558
"COG",2014,10,14,"B","Lower",34,0.31097
"COG",2014,10,14,"B","Point",492,4.38962
