"ISO3","Year","AgeLow","AgeUp","Sex","Quantile","Deaths","Qx"
"AFG",2000,5,9,"B","Lower",4211,6.37591
"AFG",2000,5,9,"B","Point",5116,7.74569
"AFG",2000,5,9,"B","Upper",6176,9.34554
"AFG",2001,5,9,"B","Lower",5017,7.31928
"AFG",2001,5,9,"B","Point",5883,8.57894
"AFG",2001,5,9,"B","Upper",6913,10.07057
"AFG",2002,5,9,"B","Lower",3930,5.47537
"AFG",2002,5,9,"B","Point",4680,6.51651
"AFG",2002,5,9,"B","Upper",5590,7.77921
"AFG",2003,5,9,"B","Lower",3288,4.35906
"AFG",2003,5,9,"B","Point",3880,5.14067
"AFG",2003,5,9,"B","Upper",4574,6.0566
"AFG",2004,5,9,"B","Lower",3435,4.35033
"AFG",2004,5,9,"B","Point",4058,5.13637
"AFG",2004,5,9,"B","Upper",4791,6.06089
"AFG",2005,5,9,"B","Lower",3823,4.66796
"AFG",2005,5,9,"B","Point",4463,5.44565
"AFG",2005,5,9,"B","Upper",5383,6.56609
"AFG",2006,5,9,"B","Lower",4806,5.6381
"AFG",2006,5,9,"B","Point",5697,6.68062
"AFG",2006,5,9,"B","Upper",6850,8.03105
"AFG",2007,5,9,"B","Lower",4355,4.94703
"AFG",2007,5,9,"B","Point",5080,5.76742
"AFG",2007,5,9,"B","Upper",6048,6.86284
"AFG",2008,5,9,"B","Lower",4576,5.06277
"AFG",2008,5,9,"B","Point",5359,5.92675
"AFG",2008,5,9,"B","Upper",6461,7.14042
"AFG",2009,5,9,"B","Lower",5024,5.42649
"AFG",2009,5,9,"B","Point",5913,6.38395
"AFG",2009,5,9,"B","Upper",7051,7.60814
"AFG",2010,5,9,"B","Lower",4751,5.00673
"AFG",2010,5,9,"B","Point",5633,5.93327
"AFG",2010,5,9,"B","Upper",6810,7.17405
"AFG",2011,5,9,"B","Lower",4965,5.12338
"AFG",2011,5,9,"B","Point",5965,6.15372
"AFG",2011,5,9,"B","Upper",7214,7.43594
"AFG",2012,5,9,"B","Lower",4515,4.55602
"AFG",2012,5,9,"B","Point",5581,5.62828
"AFG",2012,5,9,"B","Upper",6846,6.90082
"AFG",2013,5,9,"B","Lower",3354,3.30957
"AFG",2013,5,9,"B","Point",4163,4.10633
"AFG",2013,5,9,"B","Upper",5309,5.23286
"AFG",2014,5,9,"B","Lower",3044,2.94733
"AFG",2014,5,9,"B","Point",3838,3.71484
"AFG",2014,5,9,"B","Upper",4972,4.81029
"AFG",2015,5,9,"B","Lower",2772,2.64806
"AFG",2015,5,9,"B","Point",3629,3.4639
"AFG",2015,5,9,"B","Upper",4857,4.63439
"AFG",2016,5,9,"B","Lower",2229,2.09746
"AFG",2016,5,9,"B","Point",3107,2.9216
"AFG",2016,5,9,"B","Upper",4102,3.85484
"AFG",2017,5,9,"B","Lower",2071,1.9297
"AFG",2017,5,9,"B","Point",3128,2.91307
"AFG",2017,5,9,"B","Upper",4310,4.01208
"AFG",2018,5,9,"B","Lower",2012,1.86559
"AFG",2018,5,9,"B","Point",3227,2.99158
"AFG",2018,5,9,"B","Upper",4334,4.01649
"AFG",2019,5,9,"B","Lower",1302,1.20446
"AFG",2019,5,9,"B","Point",2458,2.27241
"AFG",2019,5,9,"B","Upper",3269,3.02086
"AGO",2000,5,9,"B","Lower",11629,22.85577
"AGO",2000,5,9,"B","Point",15758,30.84644
"AGO",2000,5,9,"B","Upper",21536,41.935
"AGO",2001,5,9,"B","Lower",11739,22.36033
"AGO",2001,5,9,"B","Point",15976,30.31066
"AGO",2001,5,9,"B","Upper",21854,41.22215
"AGO",2002,5,9,"B","Lower",11949,22.0511
"AGO",2002,5,9,"B","Point",16119,29.63628
"AGO",2002,5,9,"B","Upper",21707,39.71155
"AGO",2003,5,9,"B","Lower",11475,20.52949
"AGO",2003,5,9,"B","Point",15595,27.80271
"AGO",2003,5,9,"B","Upper",21217,37.63328
"AGO",2004,5,9,"B","Lower",10856,18.84302
"AGO",2004,5,9,"B","Point",14886,25.74834
"AGO",2004,5,9,"B","Upper",20290,34.93027
"AGO",2005,5,9,"B","Lower",10608,17.87283
"AGO",2005,5,9,"B","Point",14532,24.40224
"AGO",2005,5,9,"B","Upper",19936,33.32422
"AGO",2006,5,9,"B","Lower",10458,16.98401
"AGO",2006,5,9,"B","Point",14226,23.03142
"AGO",2006,5,9,"B","Upper",19526,31.47728
"AGO",2007,5,9,"B","Lower",10038,15.68024
"AGO",2007,5,9,"B","Point",13730,21.385
"AGO",2007,5,9,"B","Upper",18686,28.99102
"AGO",2008,5,9,"B","Lower",9795,14.70175
"AGO",2008,5,9,"B","Point",13347,19.97543
"AGO",2008,5,9,"B","Upper",18259,27.22607
"AGO",2009,5,9,"B","Lower",9623,13.87603
"AGO",2009,5,9,"B","Point",13031,18.74498
"AGO",2009,5,9,"B","Upper",17600,25.23315
"AGO",2010,5,9,"B","Lower",9155,12.70692
"AGO",2010,5,9,"B","Point",12458,17.25143
"AGO",2010,5,9,"B","Upper",16936,23.37903
"AGO",2011,5,9,"B","Lower",8953,11.92708
"AGO",2011,5,9,"B","Point",12109,16.09771
"AGO",2011,5,9,"B","Upper",16485,21.85403
"AGO",2012,5,9,"B","Lower",8557,10.93401
"AGO",2012,5,9,"B","Point",11696,14.91376
"AGO",2012,5,9,"B","Upper",16006,20.35287
"AGO",2013,5,9,"B","Lower",8501,10.42028
"AGO",2013,5,9,"B","Point",11567,14.15064
"AGO",2013,5,9,"B","Upper",15804,19.28238
"AGO",2014,5,9,"B","Lower",8582,10.10929
"AGO",2014,5,9,"B","Point",11675,13.72851
"AGO",2014,5,9,"B","Upper",15735,18.46199
"AGO",2015,5,9,"B","Lower",7968,9.05261
"AGO",2015,5,9,"B","Point",10881,12.3401
"AGO",2015,5,9,"B","Upper",14767,16.70972
"AGO",2016,5,9,"B","Lower",7904,8.66486
"AGO",2016,5,9,"B","Point",10767,11.782
"AGO",2016,5,9,"B","Upper",14654,16.0017
"AGO",2017,5,9,"B","Lower",7819,8.29125
"AGO",2017,5,9,"B","Point",10656,11.2827
"AGO",2017,5,9,"B","Upper",14635,15.46233
"AGO",2018,5,9,"B","Lower",7851,8.07868
"AGO",2018,5,9,"B","Point",10570,10.86035
"AGO",2018,5,9,"B","Upper",14458,14.82414
"AGO",2019,5,9,"B","Lower",7548,7.55743
"AGO",2019,5,9,"B","Point",10308,10.30503
"AGO",2019,5,9,"B","Upper",13988,13.95855
"ALB",2000,5,9,"B","Lower",136,2.06967
"ALB",2000,5,9,"B","Point",142,2.16011
"ALB",2000,5,9,"B","Upper",149,2.24989
"ALB",2001,5,9,"B","Lower",127,1.99054
"ALB",2001,5,9,"B","Point",134,2.08389
"ALB",2001,5,9,"B","Upper",140,2.17381
"ALB",2002,5,9,"B","Lower",119,1.91369
"ALB",2002,5,9,"B","Point",125,2.00921
"ALB",2002,5,9,"B","Upper",131,2.10068
"ALB",2003,5,9,"B","Lower",110,1.83784
"ALB",2003,5,9,"B","Point",117,1.93729
"ALB",2003,5,9,"B","Upper",123,2.03167
"ALB",2004,5,9,"B","Lower",102,1.76348
"ALB",2004,5,9,"B","Point",108,1.86451
"ALB",2004,5,9,"B","Upper",114,1.96201
"ALB",2005,5,9,"B","Lower",94,1.6903
"ALB",2005,5,9,"B","Point",100,1.79192
"ALB",2005,5,9,"B","Upper",106,1.89206
"ALB",2006,5,9,"B","Lower",86,1.6153
"ALB",2006,5,9,"B","Point",92,1.71914
"ALB",2006,5,9,"B","Upper",98,1.82059
"ALB",2007,5,9,"B","Lower",78,1.54224
"ALB",2007,5,9,"B","Point",84,1.64879
"ALB",2007,5,9,"B","Upper",90,1.75148
"ALB",2008,5,9,"B","Lower",71,1.47275
"ALB",2008,5,9,"B","Point",76,1.5796
"ALB",2008,5,9,"B","Upper",82,1.68383
"ALB",2009,5,9,"B","Lower",63,1.40415
"ALB",2009,5,9,"B","Point",69,1.51125
"ALB",2009,5,9,"B","Upper",74,1.61643
"ALB",2010,5,9,"B","Lower",57,1.33784
"ALB",2010,5,9,"B","Point",62,1.44612
"ALB",2010,5,9,"B","Upper",67,1.55466
"ALB",2011,5,9,"B","Lower",51,1.2734
"ALB",2011,5,9,"B","Point",55,1.38159
"ALB",2011,5,9,"B","Upper",60,1.48905
"ALB",2012,5,9,"B","Lower",45,1.20974
"ALB",2012,5,9,"B","Point",50,1.32052
"ALB",2012,5,9,"B","Upper",55,1.42896
"ALB",2013,5,9,"B","Lower",41,1.15008
"ALB",2013,5,9,"B","Point",45,1.26083
"ALB",2013,5,9,"B","Upper",50,1.37184
"ALB",2014,5,9,"B","Lower",37,1.09214
"ALB",2014,5,9,"B","Point",41,1.20318
"ALB",2014,5,9,"B","Upper",46,1.31556
"ALB",2015,5,9,"B","Lower",34,1.03591
"ALB",2015,5,9,"B","Point",38,1.14793
"ALB",2015,5,9,"B","Upper",42,1.26452
"ALB",2016,5,9,"B","Lower",31,0.98218
"ALB",2016,5,9,"B","Point",35,1.09523
"ALB",2016,5,9,"B","Upper",39,1.21461
"ALB",2017,5,9,"B","Lower",29,0.93169
"ALB",2017,5,9,"B","Point",33,1.04463
"ALB",2017,5,9,"B","Upper",38,1.16464
"ALB",2018,5,9,"B","Lower",28,0.88239
"ALB",2018,5,9,"B","Point",32,0.99552
"ALB",2018,5,9,"B","Upper",36,1.11635
"ALB",2019,5,9,"B","Lower",27,0.83581
"ALB",2019,5,9,"B","Point",31,0.94923
"ALB",2019,5,9,"B","Upper",36,1.06996
"AND",2000,5,9,"B","Lower",0,0.66388
"AND",2000,5,9,"B","Point",1,0.87905
"AND",2000,5,9,"B","Upper",1,1.16626
"AND",2001,5,9,"B","Lower",0,0.63355
"AND",2001,5,9,"B","Point",1,0.8389
"AND",2001,5,9,"B","Upper",1,1.11298
"AND",2002,5,9,"B","Lower",0,0.6071
"AND",2002,5,9,"B","Point",1,0.80387
"AND",2002,5,9,"B","Upper",1,1.0665
"AND",2003,5,9,"B","Lower",0,0.57843
"AND",2003,5,9,"B","Point",1,0.7659
"AND",2003,5,9,"B","Upper",1,1.01614
"AND",2004,5,9,"B","Lower",0,0.55436
"AND",2004,5,9,"B","Point",1,0.73404
"AND",2004,5,9,"B","Upper",1,0.97386
"AND",2005,5,9,"B","Lower",0,0.53004
"AND",2005,5,9,"B","Point",1,0.70183
"AND",2005,5,9,"B","Upper",1,0.93114
"AND",2006,5,9,"B","Lower",0,0.50581
"AND",2006,5,9,"B","Point",1,0.66976
"AND",2006,5,9,"B","Upper",1,0.88858
"AND",2007,5,9,"B","Lower",0,0.48391
"AND",2007,5,9,"B","Point",1,0.64076
"AND",2007,5,9,"B","Upper",1,0.85011
"AND",2008,5,9,"B","Lower",0,0.46003
"AND",2008,5,9,"B","Point",1,0.60914
"AND",2008,5,9,"B","Upper",1,0.80815
"AND",2009,5,9,"B","Lower",0,0.43789
"AND",2009,5,9,"B","Point",0,0.57982
"AND",2009,5,9,"B","Upper",1,0.76925
"AND",2010,5,9,"B","Lower",0,0.41729
"AND",2010,5,9,"B","Point",0,0.55254
"AND",2010,5,9,"B","Upper",1,0.73307
"AND",2011,5,9,"B","Lower",0,0.39605
"AND",2011,5,9,"B","Point",0,0.52441
"AND",2011,5,9,"B","Upper",1,0.69575
"AND",2012,5,9,"B","Lower",0,0.37693
"AND",2012,5,9,"B","Point",0,0.4991
"AND",2012,5,9,"B","Upper",1,0.66217
"AND",2013,5,9,"B","Lower",0,0.35883
"AND",2013,5,9,"B","Point",0,0.47514
"AND",2013,5,9,"B","Upper",1,0.63038
"AND",2014,5,9,"B","Lower",0,0.34197
"AND",2014,5,9,"B","Point",0,0.45282
"AND",2014,5,9,"B","Upper",1,0.60076
"AND",2015,5,9,"B","Lower",0,0.32688
"AND",2015,5,9,"B","Point",0,0.43283
"AND",2015,5,9,"B","Upper",1,0.57424
"AND",2016,5,9,"B","Lower",0,0.3134
"AND",2016,5,9,"B","Point",0,0.41498
"AND",2016,5,9,"B","Upper",1,0.55056
"AND",2017,5,9,"B","Lower",0,0.30059
"AND",2017,5,9,"B","Point",0,0.39802
"AND",2017,5,9,"B","Upper",1,0.52806
"AND",2018,5,9,"B","Lower",0,0.2892
"AND",2018,5,9,"B","Point",0,0.38293
"AND",2018,5,9,"B","Upper",1,0.50805
"AND",2019,5,9,"B","Lower",0,0.27898
"AND",2019,5,9,"B","Point",0,0.3694
"AND",2019,5,9,"B","Upper",1,0.4901
"ARE",2000,5,9,"B","Lower",53,0.93235
"ARE",2000,5,9,"B","Point",72,1.25856
"ARE",2000,5,9,"B","Upper",97,1.69036
"ARE",2001,5,9,"B","Lower",50,0.91249
"ARE",2001,5,9,"B","Point",68,1.23176
"ARE",2001,5,9,"B","Upper",91,1.65437
"ARE",2002,5,9,"B","Lower",47,0.89325
"ARE",2002,5,9,"B","Point",64,1.20578
"ARE",2002,5,9,"B","Upper",86,1.61947
"ARE",2003,5,9,"B","Lower",45,0.8742
"ARE",2003,5,9,"B","Point",61,1.18006
"ARE",2003,5,9,"B","Upper",82,1.58493
"ARE",2004,5,9,"B","Lower",44,0.85436
"ARE",2004,5,9,"B","Point",60,1.1533
"ARE",2004,5,9,"B","Upper",81,1.54898
"ARE",2005,5,9,"B","Lower",45,0.8344
"ARE",2005,5,9,"B","Point",61,1.12634
"ARE",2005,5,9,"B","Upper",83,1.51278
"ARE",2006,5,9,"B","Lower",46,0.81537
"ARE",2006,5,9,"B","Point",62,1.10065
"ARE",2006,5,9,"B","Upper",84,1.47827
"ARE",2007,5,9,"B","Lower",48,0.79765
"ARE",2007,5,9,"B","Point",65,1.07673
"ARE",2007,5,9,"B","Upper",88,1.44615
"ARE",2008,5,9,"B","Lower",50,0.78087
"ARE",2008,5,9,"B","Point",68,1.05409
"ARE",2008,5,9,"B","Upper",92,1.41573
"ARE",2009,5,9,"B","Lower",51,0.76473
"ARE",2009,5,9,"B","Point",70,1.0323
"ARE",2009,5,9,"B","Upper",95,1.38647
"ARE",2010,5,9,"B","Lower",52,0.74975
"ARE",2010,5,9,"B","Point",71,1.01208
"ARE",2010,5,9,"B","Upper",97,1.35931
"ARE",2011,5,9,"B","Lower",55,0.73661
"ARE",2011,5,9,"B","Point",75,0.99434
"ARE",2011,5,9,"B","Upper",101,1.33549
"ARE",2012,5,9,"B","Lower",57,0.72577
"ARE",2012,5,9,"B","Point",78,0.97971
"ARE",2012,5,9,"B","Upper",105,1.31584
"ARE",2013,5,9,"B","Lower",59,0.71718
"ARE",2013,5,9,"B","Point",80,0.96812
"ARE",2013,5,9,"B","Upper",108,1.30027
"ARE",2014,5,9,"B","Lower",61,0.7104
"ARE",2014,5,9,"B","Point",83,0.95896
"ARE",2014,5,9,"B","Upper",112,1.28796
"ARE",2015,5,9,"B","Lower",63,0.70522
"ARE",2015,5,9,"B","Point",85,0.95197
"ARE",2015,5,9,"B","Upper",115,1.27858
"ARE",2016,5,9,"B","Lower",65,0.70048
"ARE",2016,5,9,"B","Point",88,0.94557
"ARE",2016,5,9,"B","Upper",119,1.26998
"ARE",2017,5,9,"B","Lower",67,0.69542
"ARE",2017,5,9,"B","Point",91,0.93874
"ARE",2017,5,9,"B","Upper",122,1.26081
"ARE",2018,5,9,"B","Lower",68,0.68914
"ARE",2018,5,9,"B","Point",92,0.93027
"ARE",2018,5,9,"B","Upper",125,1.24943
"ARE",2019,5,9,"B","Lower",68,0.68081
"ARE",2019,5,9,"B","Point",93,0.91902
"ARE",2019,5,9,"B","Upper",125,1.23433
"ARG",2000,5,9,"B","Lower",913,1.2824
"ARG",2000,5,9,"B","Point",927,1.30193
"ARG",2000,5,9,"B","Upper",941,1.32043
"ARG",2001,5,9,"B","Lower",894,1.25263
"ARG",2001,5,9,"B","Point",908,1.27172
"ARG",2001,5,9,"B","Upper",922,1.29017
"ARG",2002,5,9,"B","Lower",876,1.22978
"ARG",2002,5,9,"B","Point",890,1.24824
"ARG",2002,5,9,"B","Upper",903,1.26664
"ARG",2003,5,9,"B","Lower",863,1.21795
"ARG",2003,5,9,"B","Point",877,1.23664
"ARG",2003,5,9,"B","Upper",891,1.25618
"ARG",2004,5,9,"B","Lower",857,1.21844
"ARG",2004,5,9,"B","Point",871,1.23687
"ARG",2004,5,9,"B","Upper",885,1.25676
"ARG",2005,5,9,"B","Lower",859,1.22698
"ARG",2005,5,9,"B","Point",872,1.24574
"ARG",2005,5,9,"B","Upper",887,1.26641
"ARG",2006,5,9,"B","Lower",863,1.23705
"ARG",2006,5,9,"B","Point",877,1.25576
"ARG",2006,5,9,"B","Upper",891,1.27559
"ARG",2007,5,9,"B","Lower",863,1.23549
"ARG",2007,5,9,"B","Point",877,1.25408
"ARG",2007,5,9,"B","Upper",891,1.27349
"ARG",2008,5,9,"B","Lower",852,1.21378
"ARG",2008,5,9,"B","Point",867,1.23413
"ARG",2008,5,9,"B","Upper",881,1.25363
"ARG",2009,5,9,"B","Lower",830,1.17601
"ARG",2009,5,9,"B","Point",846,1.19698
"ARG",2009,5,9,"B","Upper",861,1.21741
"ARG",2010,5,9,"B","Lower",800,1.12676
"ARG",2010,5,9,"B","Point",816,1.14861
"ARG",2010,5,9,"B","Upper",831,1.16922
"ARG",2011,5,9,"B","Lower",766,1.07553
"ARG",2011,5,9,"B","Point",782,1.09665
"ARG",2011,5,9,"B","Upper",797,1.1172
"ARG",2012,5,9,"B","Lower",735,1.02801
"ARG",2012,5,9,"B","Point",750,1.04937
"ARG",2012,5,9,"B","Upper",766,1.07073
"ARG",2013,5,9,"B","Lower",709,0.98942
"ARG",2013,5,9,"B","Point",724,1.01025
"ARG",2013,5,9,"B","Upper",740,1.03248
"ARG",2014,5,9,"B","Lower",688,0.95841
"ARG",2014,5,9,"B","Point",704,0.97958
"ARG",2014,5,9,"B","Upper",721,1.00273
"ARG",2015,5,9,"B","Lower",671,0.93221
"ARG",2015,5,9,"B","Point",688,0.95471
"ARG",2015,5,9,"B","Upper",706,0.97875
"ARG",2016,5,9,"B","Lower",655,0.90611
"ARG",2016,5,9,"B","Point",673,0.92926
"ARG",2016,5,9,"B","Upper",691,0.95426
"ARG",2017,5,9,"B","Lower",633,0.87016
"ARG",2017,5,9,"B","Point",652,0.89506
"ARG",2017,5,9,"B","Upper",671,0.92147
"ARG",2018,5,9,"B","Lower",603,0.82368
"ARG",2018,5,9,"B","Point",623,0.84939
"ARG",2018,5,9,"B","Upper",644,0.878
"ARG",2019,5,9,"B","Lower",572,0.77515
"ARG",2019,5,9,"B","Point",593,0.80336
"ARG",2019,5,9,"B","Upper",616,0.83418
"ARM",2000,5,9,"B","Lower",51,0.94346
"ARM",2000,5,9,"B","Point",54,0.98898
"ARM",2000,5,9,"B","Upper",57,1.04222
"ARM",2001,5,9,"B","Lower",47,0.92518
"ARM",2001,5,9,"B","Point",50,0.97096
"ARM",2001,5,9,"B","Upper",53,1.02256
"ARM",2002,5,9,"B","Lower",43,0.91506
"ARM",2002,5,9,"B","Point",46,0.96099
"ARM",2002,5,9,"B","Upper",49,1.0114
"ARM",2003,5,9,"B","Lower",40,0.91344
"ARM",2003,5,9,"B","Point",42,0.95769
"ARM",2003,5,9,"B","Upper",45,1.00821
"ARM",2004,5,9,"B","Lower",37,0.91343
"ARM",2004,5,9,"B","Point",39,0.95994
"ARM",2004,5,9,"B","Upper",42,1.01167
"ARM",2005,5,9,"B","Lower",35,0.91803
"ARM",2005,5,9,"B","Point",37,0.96703
"ARM",2005,5,9,"B","Upper",40,1.02062
"ARM",2006,5,9,"B","Lower",33,0.92504
"ARM",2006,5,9,"B","Point",35,0.97695
"ARM",2006,5,9,"B","Upper",38,1.03388
"ARM",2007,5,9,"B","Lower",32,0.93484
"ARM",2007,5,9,"B","Point",35,0.99011
"ARM",2007,5,9,"B","Upper",37,1.04959
"ARM",2008,5,9,"B","Lower",32,0.9463
"ARM",2008,5,9,"B","Point",35,1.00441
"ARM",2008,5,9,"B","Upper",37,1.06804
"ARM",2009,5,9,"B","Lower",33,0.9568
"ARM",2009,5,9,"B","Point",35,1.01852
"ARM",2009,5,9,"B","Upper",38,1.08742
"ARM",2010,5,9,"B","Lower",33,0.96592
"ARM",2010,5,9,"B","Point",36,1.03131
"ARM",2010,5,9,"B","Upper",39,1.10526
"ARM",2011,5,9,"B","Lower",34,0.97063
"ARM",2011,5,9,"B","Point",37,1.0412
"ARM",2011,5,9,"B","Upper",40,1.11976
"ARM",2012,5,9,"B","Lower",35,0.97096
"ARM",2012,5,9,"B","Point",38,1.04806
"ARM",2012,5,9,"B","Upper",42,1.13225
"ARM",2013,5,9,"B","Lower",36,0.97147
"ARM",2013,5,9,"B","Point",39,1.05143
"ARM",2013,5,9,"B","Upper",43,1.1397
"ARM",2014,5,9,"B","Lower",37,0.96671
"ARM",2014,5,9,"B","Point",41,1.05063
"ARM",2014,5,9,"B","Upper",45,1.14457
"ARM",2015,5,9,"B","Lower",38,0.95546
"ARM",2015,5,9,"B","Point",42,1.04634
"ARM",2015,5,9,"B","Upper",46,1.14551
"ARM",2016,5,9,"B","Lower",38,0.94121
"ARM",2016,5,9,"B","Point",42,1.03902
"ARM",2016,5,9,"B","Upper",47,1.14336
"ARM",2017,5,9,"B","Lower",38,0.92584
"ARM",2017,5,9,"B","Point",43,1.02907
"ARM",2017,5,9,"B","Upper",48,1.13927
"ARM",2018,5,9,"B","Lower",38,0.909
"ARM",2018,5,9,"B","Point",43,1.01694
"ARM",2018,5,9,"B","Upper",48,1.13126
"ARM",2019,5,9,"B","Lower",37,0.88794
"ARM",2019,5,9,"B","Point",43,1.00213
"ARM",2019,5,9,"B","Upper",48,1.11916
"ATG",2000,5,9,"B","Lower",1,1.00441
"ATG",2000,5,9,"B","Point",2,1.34377
"ATG",2000,5,9,"B","Upper",3,1.81519
"ATG",2001,5,9,"B","Lower",1,0.98409
"ATG",2001,5,9,"B","Point",2,1.31658
"ATG",2001,5,9,"B","Upper",3,1.77846
"ATG",2002,5,9,"B","Lower",1,0.95986
"ATG",2002,5,9,"B","Point",2,1.28416
"ATG",2002,5,9,"B","Upper",3,1.73467
"ATG",2003,5,9,"B","Lower",1,0.93302
"ATG",2003,5,9,"B","Point",2,1.24825
"ATG",2003,5,9,"B","Upper",3,1.68617
"ATG",2004,5,9,"B","Lower",1,0.90371
"ATG",2004,5,9,"B","Point",2,1.20904
"ATG",2004,5,9,"B","Upper",3,1.6332
"ATG",2005,5,9,"B","Lower",1,0.87312
"ATG",2005,5,9,"B","Point",2,1.16812
"ATG",2005,5,9,"B","Upper",3,1.57792
"ATG",2006,5,9,"B","Lower",1,0.84193
"ATG",2006,5,9,"B","Point",2,1.12639
"ATG",2006,5,9,"B","Upper",3,1.52156
"ATG",2007,5,9,"B","Lower",1,0.81027
"ATG",2007,5,9,"B","Point",2,1.08404
"ATG",2007,5,9,"B","Upper",3,1.46434
"ATG",2008,5,9,"B","Lower",1,0.77883
"ATG",2008,5,9,"B","Point",1,1.04197
"ATG",2008,5,9,"B","Upper",3,1.40752
"ATG",2009,5,9,"B","Lower",1,0.74793
"ATG",2009,5,9,"B","Point",1,1.00063
"ATG",2009,5,9,"B","Upper",2,1.35167
"ATG",2010,5,9,"B","Lower",0,0.71758
"ATG",2010,5,9,"B","Point",1,0.96003
"ATG",2010,5,9,"B","Upper",2,1.29682
"ATG",2011,5,9,"B","Lower",0,0.68778
"ATG",2011,5,9,"B","Point",1,0.92016
"ATG",2011,5,9,"B","Upper",2,1.24297
"ATG",2012,5,9,"B","Lower",0,0.65963
"ATG",2012,5,9,"B","Point",1,0.8825
"ATG",2012,5,9,"B","Upper",2,1.1921
"ATG",2013,5,9,"B","Lower",0,0.63258
"ATG",2013,5,9,"B","Point",1,0.84631
"ATG",2013,5,9,"B","Upper",2,1.14322
"ATG",2014,5,9,"B","Lower",0,0.6085
"ATG",2014,5,9,"B","Point",1,0.81409
"ATG",2014,5,9,"B","Upper",2,1.09969
"ATG",2015,5,9,"B","Lower",0,0.58717
"ATG",2015,5,9,"B","Point",1,0.78556
"ATG",2015,5,9,"B","Upper",2,1.06115
"ATG",2016,5,9,"B","Lower",0,0.56757
"ATG",2016,5,9,"B","Point",1,0.75933
"ATG",2016,5,9,"B","Upper",2,1.02572
"ATG",2017,5,9,"B","Lower",0,0.54945
"ATG",2017,5,9,"B","Point",1,0.7351
"ATG",2017,5,9,"B","Upper",2,0.99299
"ATG",2018,5,9,"B","Lower",0,0.53332
"ATG",2018,5,9,"B","Point",1,0.71351
"ATG",2018,5,9,"B","Upper",2,0.96383
"ATG",2019,5,9,"B","Lower",0,0.51845
"ATG",2019,5,9,"B","Point",1,0.69363
"ATG",2019,5,9,"B","Upper",2,0.93697
"AUS",2000,5,9,"B","Lower",163,0.60141
"AUS",2000,5,9,"B","Point",171,0.63014
"AUS",2000,5,9,"B","Upper",178,0.65285
"AUS",2001,5,9,"B","Lower",157,0.58124
"AUS",2001,5,9,"B","Point",165,0.606
"AUS",2001,5,9,"B","Upper",171,0.62826
"AUS",2002,5,9,"B","Lower",151,0.5601
"AUS",2002,5,9,"B","Point",158,0.58288
"AUS",2002,5,9,"B","Upper",165,0.60581
"AUS",2003,5,9,"B","Lower",145,0.54013
"AUS",2003,5,9,"B","Point",151,0.56168
"AUS",2003,5,9,"B","Upper",158,0.58468
"AUS",2004,5,9,"B","Lower",139,0.52276
"AUS",2004,5,9,"B","Point",145,0.54265
"AUS",2004,5,9,"B","Upper",152,0.56685
"AUS",2005,5,9,"B","Lower",134,0.50693
"AUS",2005,5,9,"B","Point",140,0.52612
"AUS",2005,5,9,"B","Upper",147,0.5523
"AUS",2006,5,9,"B","Lower",130,0.49331
"AUS",2006,5,9,"B","Point",136,0.51186
"AUS",2006,5,9,"B","Upper",144,0.5405
"AUS",2007,5,9,"B","Lower",127,0.48182
"AUS",2007,5,9,"B","Point",132,0.4998
"AUS",2007,5,9,"B","Upper",141,0.52928
"AUS",2008,5,9,"B","Lower",125,0.4717
"AUS",2008,5,9,"B","Point",130,0.48973
"AUS",2008,5,9,"B","Upper",139,0.51995
"AUS",2009,5,9,"B","Lower",123,0.46189
"AUS",2009,5,9,"B","Point",129,0.48087
"AUS",2009,5,9,"B","Upper",138,0.51172
"AUS",2010,5,9,"B","Lower",122,0.45268
"AUS",2010,5,9,"B","Point",128,0.47208
"AUS",2010,5,9,"B","Upper",137,0.50283
"AUS",2011,5,9,"B","Lower",122,0.44328
"AUS",2011,5,9,"B","Point",128,0.46318
"AUS",2011,5,9,"B","Upper",137,0.49312
"AUS",2012,5,9,"B","Lower",122,0.43355
"AUS",2012,5,9,"B","Point",128,0.4535
"AUS",2012,5,9,"B","Upper",136,0.48026
"AUS",2013,5,9,"B","Lower",122,0.42201
"AUS",2013,5,9,"B","Point",129,0.4431
"AUS",2013,5,9,"B","Upper",136,0.46745
"AUS",2014,5,9,"B","Lower",122,0.40922
"AUS",2014,5,9,"B","Point",129,0.4314
"AUS",2014,5,9,"B","Upper",136,0.45471
"AUS",2015,5,9,"B","Lower",120,0.39466
"AUS",2015,5,9,"B","Point",128,0.41894
"AUS",2015,5,9,"B","Upper",136,0.44201
"AUS",2016,5,9,"B","Lower",117,0.37603
"AUS",2016,5,9,"B","Point",127,0.40578
"AUS",2016,5,9,"B","Upper",136,0.43083
"AUS",2017,5,9,"B","Lower",113,0.35415
"AUS",2017,5,9,"B","Point",125,0.39265
"AUS",2017,5,9,"B","Upper",135,0.41999
"AUS",2018,5,9,"B","Lower",106,0.32989
"AUS",2018,5,9,"B","Point",123,0.38031
"AUS",2018,5,9,"B","Upper",133,0.4096
"AUS",2019,5,9,"B","Lower",100,0.3091
"AUS",2019,5,9,"B","Point",120,0.36825
"AUS",2019,5,9,"B","Upper",130,0.39846
"AUT",2000,5,9,"B","Lower",54,0.56895
