"Region","Year","AgeLow","AgeUp","Sex","Variable","Quantile","Total","Measles","Maternal","HIV","LRI","TB","Diarrhoeal","Malaria","OtherCMPN","Congenital","Cardiovascular","Digestive","Neoplasms","OtherNCD","InterpVio","SelfHarm","Drowning","RTI","OtherInj","NatDis","CollectVio"
"World",2000,5,19,"B","Deaths","Lower",2080030,47964,16187,31018,77353,104041,136371,108080,305712,17390,47872,96832,103578,295723,53408,65555,123226,156666,193615,2149,17308
"World",2000,5,19,"B","Deaths","Point",2121733,57732,18056,34351,82132,124546,144702,116250,317199,19117,51261,101716,107826,305954,55568,68702,131420,162355,202328,2270,18226
"World",2000,5,19,"B","Deaths","Upper",2194627,68795,20367,38400,93930,128195,154976,125305,349677,21270,55491,109140,112917,324203,58265,72518,140348,169358,212492,2398,18964
"World",2000,5,19,"B","Fraction","Lower",1,0.02255,0.00758,0.01451,0.03639,0.04888,0.0643,0.05101,0.14455,0.00811,0.02243,0.04578,0.04878,0.13998,0.0249,0.03073,0.05818,0.074,0.0911,0.001,0.00809
"World",2000,5,19,"B","Fraction","Point",1,0.02721,0.00851,0.01619,0.03871,0.0587,0.0682,0.05479,0.1495,0.00901,0.02416,0.04794,0.05082,0.1442,0.02619,0.03238,0.06194,0.07652,0.09536,0.00107,0.00859
"World",2000,5,19,"B","Fraction","Upper",1,0.03236,0.00957,0.01782,0.04362,0.06047,0.07211,0.05856,0.16244,0.01,0.02596,0.05052,0.05272,0.14953,0.02748,0.03397,0.06546,0.07892,0.09932,0.00113,0.00891
"World",2001,5,19,"B","Deaths","Lower",2040092,49153,15926,34838,75004,103023,134161,109354,293553,16973,47430,94235,103127,284745,53923,65889,118641,154430,189326,7185,9103
"World",2001,5,19,"B","Deaths","Point",2078253,59293,17727,38656,79930,123760,142256,117442,302968,18704,50772,98966,107155,294551,56009,69102,126067,159922,198099,7378,9498
"World",2001,5,19,"B","Deaths","Upper",2144946,69118,19923,42720,91435,128397,152142,126376,336327,20829,54859,105827,111952,310946,58732,72788,134387,166370,208190,7550,9913
"World",2001,5,19,"B","Fraction","Lower",1,0.02353,0.00761,0.01665,0.03616,0.04918,0.06463,0.05279,0.14184,0.00809,0.02268,0.0455,0.04957,0.1376,0.02569,0.03154,0.05713,0.07442,0.09109,0.0034,0.00433
"World",2001,5,19,"B","Fraction","Point",1,0.02853,0.00853,0.0186,0.03846,0.05955,0.06845,0.05651,0.14578,0.009,0.02443,0.04762,0.05156,0.14173,0.02695,0.03325,0.06066,0.07695,0.09532,0.00355,0.00457
"World",2001,5,19,"B","Fraction","Upper",1,0.03329,0.00955,0.02043,0.04324,0.06156,0.07234,0.06037,0.15938,0.00998,0.0262,0.05023,0.0534,0.14692,0.02823,0.03488,0.06404,0.07931,0.09923,0.00365,0.00478
"World",2002,5,19,"B","Deaths","Lower",1991396,39755,15704,37907,73974,102721,130713,107510,281141,16853,46982,91847,102914,276556,53883,66041,115777,153158,187783,2090,10650
"World",2002,5,19,"B","Deaths","Point",2030301,49864,17481,42291,78024,123239,138649,115585,290983,18638,50209,96521,106794,286110,55955,69274,122752,158282,196290,2213,11167
"World",2002,5,19,"B","Deaths","Upper",2091498,63884,19624,46336,88621,126474,148322,124025,321457,20762,54039,102869,111327,301259,58675,72989,130279,164184,206559,2306,11697
"World",2002,5,19,"B","Fraction","Lower",1,0.01959,0.00768,0.01864,0.0364,0.05032,0.06464,0.05315,0.13919,0.00824,0.023,0.04543,0.05063,0.13682,0.02633,0.03239,0.05708,0.07545,0.09243,0.00102,0.00519
"World",2002,5,19,"B","Fraction","Point",1,0.02456,0.00861,0.02083,0.03843,0.0607,0.06829,0.05693,0.14332,0.00918,0.02473,0.04754,0.0526,0.14092,0.02756,0.03412,0.06046,0.07796,0.09668,0.00109,0.0055
"World",2002,5,19,"B","Fraction","Upper",1,0.03128,0.00963,0.02262,0.04339,0.06235,0.07219,0.06063,0.15589,0.01023,0.0265,0.05013,0.05445,0.14576,0.02884,0.03589,0.06361,0.08033,0.1006,0.00114,0.00576
"World",2003,5,19,"B","Deaths","Lower",1979755,42916,15534,41258,72291,101773,125520,108000,271538,16955,46680,88947,102430,270418,53084,66459,112828,151158,186050,9793,16528
"World",2003,5,19,"B","Deaths","Point",2018095,53883,17255,45811,76405,121550,133093,115839,280313,18768,49867,93619,106293,279668,55195,69725,119290,155979,194363,10373,20786
"World",2003,5,19,"B","Deaths","Upper",2074738,66629,19322,50145,86947,123786,142200,124339,309330,20887,53586,99497,110645,293436,57923,73281,126599,161801,204372,11046,25818
"World",2003,5,19,"B","Fraction","Lower",1,0.02115,0.00762,0.02041,0.03596,0.05021,0.06243,0.05364,0.13517,0.00838,0.02299,0.04429,0.05075,0.13458,0.02614,0.03283,0.05595,0.07481,0.09221,0.00481,0.00822
"World",2003,5,19,"B","Fraction","Point",1,0.0267,0.00855,0.0227,0.03786,0.06023,0.06595,0.0574,0.1389,0.0093,0.02471,0.04639,0.05267,0.13858,0.02735,0.03455,0.05911,0.07729,0.09631,0.00514,0.0103
"World",2003,5,19,"B","Fraction","Upper",1,0.0329,0.00957,0.02464,0.04273,0.06115,0.06953,0.06102,0.15132,0.01033,0.02642,0.04876,0.05451,0.14334,0.02859,0.03625,0.06202,0.07957,0.10022,0.00546,0.01273
"World",2004,5,19,"B","Deaths","Lower",1989453,41232,15195,44320,71134,98406,119641,108048,261674,16993,45891,85788,101798,263555,51991,66649,110614,148885,183712,60647,14694
"World",2004,5,19,"B","Deaths","Point",2031796,51953,16925,48987,75014,117864,126642,115812,270452,18774,49068,90171,105471,272444,54046,69792,116483,153523,192147,67618,18672
"World",2004,5,19,"B","Deaths","Upper",2087305,63673,18953,53343,85372,120489,135116,124514,298330,20852,52693,95456,109816,284364,56734,73264,123133,159130,201962,74996,23192
"World",2004,5,19,"B","Fraction","Lower",1,0.02017,0.00744,0.02183,0.03504,0.04815,0.05928,0.05321,0.12954,0.00832,0.02245,0.04229,0.0501,0.13017,0.02542,0.03263,0.05428,0.07325,0.09045,0.02997,0.00723
"World",2004,5,19,"B","Fraction","Point",1,0.02557,0.00833,0.02411,0.03692,0.05801,0.06233,0.057,0.13311,0.00924,0.02415,0.04438,0.05191,0.13409,0.0266,0.03435,0.05733,0.07556,0.09457,0.03328,0.00919
"World",2004,5,19,"B","Fraction","Upper",1,0.03115,0.00931,0.02606,0.04159,0.05913,0.06562,0.06072,0.1452,0.01026,0.02584,0.04659,0.05366,0.13826,0.02786,0.03604,0.06009,0.07774,0.09848,0.03664,0.01144
"World",2005,5,19,"B","Deaths","Lower",1894596,37784,14924,46386,69431,95078,113627,103806,254005,16853,45327,82831,99872,258480,51954,65667,108041,145977,180868,16190,12222
"World",2005,5,19,"B","Deaths","Point",1931385,46604,16610,51143,73702,113778,120306,111557,262726,18619,48497,86990,103445,267323,54021,68854,113546,150532,189121,16938,17073
"World",2005,5,19,"B","Deaths","Upper",1984712,56579,18613,55615,84390,116358,128361,120239,288779,20783,51987,91952,107668,278775,56745,72243,119868,155882,198762,17410,22792
"World",2005,5,19,"B","Fraction","Lower",1,0.01959,0.00768,0.0241,0.03598,0.04888,0.05926,0.05403,0.13232,0.00868,0.02337,0.04299,0.05167,0.13429,0.02671,0.03382,0.05589,0.07557,0.0936,0.00832,0.00633
"World",2005,5,19,"B","Fraction","Point",1,0.02413,0.0086,0.02648,0.03816,0.05891,0.06229,0.05776,0.13603,0.00964,0.02511,0.04504,0.05356,0.13841,0.02797,0.03565,0.05879,0.07794,0.09792,0.00877,0.00884
"World",2005,5,19,"B","Fraction","Upper",1,0.02922,0.00962,0.02864,0.04328,0.06003,0.06553,0.06159,0.14792,0.01071,0.02686,0.04727,0.05534,0.14255,0.02926,0.03734,0.06158,0.08027,0.10196,0.00903,0.01182
"World",2006,5,19,"B","Deaths","Lower",1861147,33958,14741,47490,68895,92027,109534,101340,249582,16940,45352,81184,98805,256905,51995,65146,105509,144987,179638,4147,19354
"World",2006,5,19,"B","Deaths","Point",1899912,42881,16377,52381,73185,110024,115781,109093,257970,18676,48467,85211,102386,265304,54128,68302,111012,149561,187825,4275,27055
"World",2006,5,19,"B","Deaths","Upper",1954432,54785,18326,57560,82908,112478,123256,118057,285242,20850,52007,90006,106606,276455,56852,71611,117315,154892,197369,4405,36895
"World",2006,5,19,"B","Fraction","Lower",1,0.01779,0.00769,0.025,0.03643,0.04805,0.05805,0.0536,0.13165,0.00884,0.02373,0.04276,0.05198,0.13547,0.02722,0.03413,0.0556,0.07623,0.09457,0.00215,0.01016
"World",2006,5,19,"B","Fraction","Point",1,0.02257,0.00862,0.02757,0.03852,0.05791,0.06094,0.05742,0.13578,0.00983,0.02551,0.04485,0.05389,0.13964,0.02849,0.03595,0.05843,0.07872,0.09886,0.00225,0.01424
"World",2006,5,19,"B","Fraction","Upper",1,0.02863,0.00962,0.02996,0.04329,0.05914,0.06395,0.06142,0.14786,0.01092,0.02726,0.04695,0.05569,0.14363,0.0298,0.03763,0.06122,0.08099,0.10286,0.00233,0.01937
"World",2007,5,19,"B","Deaths","Lower",1800726,19285,14538,48135,67503,89276,104212,99396,243620,17055,44435,78936,97540,252617,51730,64297,102284,142793,176821,3554,17215
"World",2007,5,19,"B","Deaths","Point",1840410,24956,16122,52783,71390,107517,110075,107333,251161,18791,47483,82892,100983,260860,53850,67414,107370,147178,184961,3681,23557
"World",2007,5,19,"B","Deaths","Upper",1895460,32803,18007,57584,81715,109750,117236,116582,277063,20957,50941,87741,105176,271578,56694,70700,113416,152452,194191,3807,32482
"World",2007,5,19,"B","Fraction","Lower",1,0.01041,0.00785,0.02619,0.03673,0.04829,0.05703,0.05433,0.1327,0.00919,0.02406,0.04294,0.05299,0.13766,0.02793,0.03484,0.05567,0.07746,0.09605,0.00191,0.0093
"World",2007,5,19,"B","Fraction","Point",1,0.01356,0.00876,0.02868,0.03879,0.05842,0.05981,0.05832,0.13647,0.01021,0.0258,0.04504,0.05487,0.14174,0.02926,0.03663,0.05834,0.07997,0.1005,0.002,0.0128
"World",2007,5,19,"B","Fraction","Upper",1,0.01771,0.00975,0.03088,0.04376,0.05977,0.06274,0.06235,0.14845,0.01137,0.02758,0.04709,0.05665,0.14565,0.03063,0.03834,0.06103,0.0823,0.10453,0.00208,0.01757
"World",2008,5,19,"B","Deaths","Lower",1809951,18735,14364,47797,66750,85770,98959,96720,237111,16915,43240,76114,93635,245501,52312,63385,95870,135273,169712,66123,13739
"World",2008,5,19,"B","Deaths","Point",1849359,26372,15849,52540,70128,102676,104711,104785,245484,18734,46215,79948,96962,253714,54501,66466,100587,139497,177871,75990,16330
"World",2008,5,19,"B","Deaths","Upper",1908876,39020,17719,57365,80474,104182,111689,114393,270149,20997,49704,84924,100996,264523,57358,69943,106325,144796,186824,90342,20094
"World",2008,5,19,"B","Fraction","Lower",1,0.01005,0.0077,0.02599,0.03607,0.04597,0.05383,0.05252,0.12857,0.00908,0.02327,0.04121,0.05051,0.13293,0.02802,0.03414,0.05185,0.07292,0.09177,0.03597,0.00738
"World",2008,5,19,"B","Fraction","Point",1,0.01426,0.00857,0.02841,0.03792,0.05552,0.05662,0.05666,0.13274,0.01013,0.02499,0.04323,0.05243,0.13719,0.02947,0.03594,0.05439,0.07543,0.09618,0.04109,0.00883
"World",2008,5,19,"B","Fraction","Upper",1,0.0208,0.00952,0.03068,0.04282,0.05611,0.05943,0.0607,0.14419,0.01131,0.02677,0.04523,0.05426,0.14098,0.03093,0.03768,0.05689,0.07766,0.10004,0.04798,0.01081
"World",2009,5,19,"B","Deaths","Lower",1720647,24514,14183,47435,65772,83136,93635,96578,232316,17532,42882,73343,95057,241175,53575,63048,96930,134959,167251,1787,14323
"World",2009,5,19,"B","Deaths","Point",1759367,32742,15606,51778,69812,99176,99176,104823,240259,19318,45761,77043,98454,249549,55772,66152,101762,139201,175409,1865,15711
"World",2009,5,19,"B","Deaths","Upper",1816604,45468,17437,56356,79216,100982,106030,114075,265414,21589,49309,81973,102796,260842,58767,69866,107627,144692,184628,1958,17771
"World",2009,5,19,"B","Fraction","Lower",1,0.01385,0.00798,0.02706,0.03754,0.04694,0.05355,0.05504,0.13264,0.00987,0.02423,0.04174,0.05398,0.13747,0.03022,0.03582,0.05517,0.07661,0.09533,0.00099,0.00811
"World",2009,5,19,"B","Fraction","Point",1,0.01861,0.00887,0.02943,0.03968,0.05637,0.05637,0.05958,0.13656,0.01098,0.02601,0.04379,0.05596,0.14184,0.0317,0.0376,0.05784,0.07912,0.0997,0.00106,0.00893
"World",2009,5,19,"B","Fraction","Upper",1,0.02567,0.00987,0.03167,0.04432,0.0572,0.05933,0.06379,0.14847,0.01225,0.02788,0.04586,0.05797,0.14588,0.03323,0.03943,0.06049,0.08154,0.10377,0.00112,0.01012
"World",2010,5,19,"B","Deaths","Lower",1715583,17086,13797,46573,63579,79641,89445,94625,225914,17290,41779,70580,94019,235012,54204,61966,94306,131519,164044,43158,9318
"World",2010,5,19,"B","Deaths","Point",1758590,23688,15212,50929,67143,96089,94858,102825,234191,19081,44651,74142,97426,243283,56486,65103,98973,135851,172008,56257,10393
"World",2010,5,19,"B","Deaths","Upper",1820530,32535,17030,55544,77051,97823,101772,112222,260287,21316,48324,78946,102056,254723,59605,68924,104785,141604,181152,71447,12060
"World",2010,5,19,"B","Fraction","Lower",1,0.00966,0.00778,0.02666,0.03619,0.04504,0.05112,0.05404,0.12917,0.00972,0.02358,0.04005,0.05334,0.13408,0.03055,0.03515,0.05355,0.07463,0.09339,0.02464,0.00525
"World",2010,5,19,"B","Fraction","Point",1,0.01347,0.00865,0.02896,0.03818,0.05464,0.05394,0.05847,0.13317,0.01085,0.02539,0.04216,0.0554,0.13834,0.03212,0.03702,0.05628,0.07725,0.09781,0.03199,0.00591
"World",2010,5,19,"B","Fraction","Upper",1,0.01839,0.00963,0.03126,0.04329,0.05514,0.05684,0.06263,0.14528,0.01205,0.0273,0.0443,0.05758,0.14238,0.03377,0.03895,0.05891,0.07965,0.10193,0.0401,0.00682
"World",2011,5,19,"B","Deaths","Lower",1631466,20252,13405,46103,61801,77095,86399,89067,220563,17090,40656,68112,92685,229266,54255,61562,91436,128703,161760,2475,13030
"World",2011,5,19,"B","Deaths","Point",1674025,27153,14798,50137,65756,93093,91904,97646,229107,18850,43608,71648,96156,237494,56582,64852,96039,133118,169311,2578,14179
"World",2011,5,19,"B","Deaths","Upper",1737337,35740,16640,54503,75529,95138,99209,106350,254196,21032,47402,76406,100874,249066,59875,68676,101917,139054,179018,2674,16129
"World",2011,5,19,"B","Fraction","Lower",1,0.012,0.00794,0.02752,0.03711,0.04566,0.05197,0.05363,0.13268,0.0101,0.02415,0.04072,0.05532,0.1375,0.03206,0.03678,0.05458,0.07683,0.09655,0.00145,0.00772
"World",2011,5,19,"B","Fraction","Point",1,0.01622,0.00884,0.02995,0.03928,0.05561,0.0549,0.05833,0.13686,0.01126,0.02605,0.0428,0.05744,0.14187,0.0338,0.03874,0.05737,0.07952,0.10114,0.00154,0.00847
"World",2011,5,19,"B","Fraction","Upper",1,0.02108,0.00984,0.03201,0.04449,0.05656,0.05792,0.0623,0.14918,0.01251,0.02808,0.04499,0.0596,0.14603,0.03554,0.04078,0.06023,0.08211,0.10556,0.00161,0.0096
"World",2012,5,19,"B","Deaths","Lower",1604319,12787,12928,45255,60482,73573,83609,84702,217933,16825,39948,65590,92096,224127,53723,60897,88396,125957,160028,1134,30048
"World",2012,5,19,"B","Deaths","Point",1646055,17975,14304,49398,64278,90105,89282,92772,225049,18568,42863,69036,95603,232620,56163,64246,92936,130417,167585,1202,31621
"World",2012,5,19,"B","Deaths","Upper",1715261,24496,16127,53651,74092,92103,96812,101562,251684,20724,46783,73769,100806,244425,59432,68300,99092,136567,178024,1273,33819
"World",2012,5,19,"B","Fraction","Lower",1,0.00776,0.0078,0.02761,0.03688,0.04431,0.05111,0.05201,0.13242,0.01017,0.02402,0.03986,0.05593,0.13706,0.03231,0.03698,0.05368,0.07647,0.0973,0.00067,0.01803
"World",2012,5,19,"B","Fraction","Point",1,0.01092,0.00869,0.03001,0.03905,0.05474,0.05424,0.05636,0.13672,0.01128,0.02604,0.04194,0.05808,0.14132,0.03412,0.03903,0.05646,0.07923,0.10181,0.00073,0.01921
"World",2012,5,19,"B","Fraction","Upper",1,0.01461,0.00971,0.03215,0.04434,0.05557,0.05739,0.06039,0.14952,0.01245,0.02814,0.0441,0.06042,0.14564,0.03595,0.04108,0.05931,0.08186,0.10643,0.00078,0.02048
"World",2013,5,19,"B","Deaths","Lower",1581969,11419,12525,43899,58969,70764,80709,80385,215324,16578,39002,63139,91700,220248,53078,60079,85485,122631,158170,2259,39048
"World",2013,5,19,"B","Deaths","Point",1624363,16975,13905,47805,63318,87326,86319,88365,222846,18242,42055,66631,95269,228824,55569,63513,89925,127074,165685,2355,42347
"World",2013,5,19,"B","Deaths","Upper",1698513,24151,15805,52134,73538,88702,94132,97356,249825,20292,46095,71298,100647,241503,59003,67700,96224,133512,176332,2454,46983
"World",2013,5,19,"B","Fraction","Lower",1,0.00703,0.00768,0.02703,0.03669,0.04319,0.04994,0.04995,0.13319,0.01013,0.02384,0.03893,0.05648,0.13645,0.0323,0.0369,0.05259,0.07549,0.09734,0.00137,0.02385
"World",2013,5,19,"B","Fraction","Point",1,0.01045,0.00856,0.02943,0.03898,0.05376,0.05314,0.0544,0.13719,0.01123,0.02589,0.04102,0.05865,0.14087,0.03421,0.0391,0.05536,0.07823,0.102,0.00145,0.02607
"World",2013,5,19,"B","Fraction","Upper",1,0.01475,0.00959,0.0316,0.04434,0.05458,0.0564,0.05843,0.15056,0.01236,0.0281,0.04313,0.06108,0.14524,0.03611,0.0413,0.05822,0.08089,0.10664,0.00152,0.02871
"World",2014,5,19,"B","Deaths","Lower",1569789,14373,12162,41826,57300,67621,77534,76652,212916,16379,38392,60613,91557,217004,52708,59500,82461,120367,154966,1322,50786
"World",2014,5,19,"B","Deaths","Point",1612034,19522,13557,45733,61547,85325,83149,84422,222912,18039,41429,64159,95271,225459,55212,63063,86985,125142,163057,1402,56647
"World",2014,5,19,"B","Deaths","Upper",1693457,27381,15430,50342,72199,87210,91149,93588,250462,20048,45519,68832,101147,238656,58783,67435,93570,131942,174569,1471,66709
"World",2014,5,19,"B","Fraction","Lower",1,0.00883,0.00752,0.02598,0.03555,0.04156,0.04839,0.04776,0.1335,0.01006,0.02357,0.03776,0.05689,0.13535,0.03222,0.03673,0.05111,0.07483,0.09627,0.0008,0.0313
"World",2014,5,19,"B","Fraction","Point",1,0.01211,0.00841,0.02837,0.03818,0.05293,0.05158,0.05237,0.13828,0.01119,0.0257,0.0398,0.0591,0.13986,0.03425,0.03912,0.05396,0.07763,0.10115,0.00087,0.03514
"World",2014,5,19,"B","Fraction","Upper",1,0.01677,0.00943,0.03063,0.04387,0.05367,0.05487,0.0563,0.152,0.01231,0.02787,0.04185,0.06157,0.14435,0.03625,0.04139,0.0568,0.08029,0.10601,0.00092,0.04082
"World",2015,5,19,"B","Deaths","Lower",1532431,14640,11789,39899,56448,65533,74380,76172,211806,16129,37522,58609,91300,213136,52236,59200,79947,117749,151987,2224,44561
"World",2015,5,19,"B","Deaths","Point",1578611,19054,13197,43649,60413,81883,80083,84298,220137,17838,40744,62055,95096,221732,54841,62908,84740,122437,160687,3015,49805
"World",2015,5,19,"B","Deaths","Upper",1664068,24595,15056,48487,72039,84485,88148,93863,249489,19786,44700,66846,101140,235660,58465,67477,91463,129587,173367,4505,58328
"World",2015,5,19,"B","Fraction","Lower",1,0.00923,0.00744,0.02526,0.03568,0.04076,0.0474,0.04851,0.13469,0.01012,0.02348,0.03723,0.05777,0.13575,0.03253,0.03732,0.05082,0.07464,0.09673,0.00139,0.02792
"World",2015,5,19,"B","Fraction","Point",1,0.01207,0.00836,0.02765,0.03827,0.05187,0.05073,0.0534,0.13945,0.0113,0.02581,0.03931,0.06024,0.14046,0.03474,0.03985,0.05368,0.07756,0.10179,0.00191,0.03155
"World",2015,5,19,"B","Fraction","Upper",1,0.01545,0.00937,0.03022,0.04427,0.05304,0.0542,0.05774,0.15366,0.01242,0.02805,0.04141,0.06281,0.14511,0.03677,0.04222,0.05652,0.08029,0.10706,0.00281,0.03664
"World",2016,5,19,"B","Deaths","Lower",1502760,11785,11422,37878,55275,62662,71409,76291,209275,16070,36962,56460,90762,211449,52288,58857,77602,115343,148796,1406,41796
"World",2016,5,19,"B","Deaths","Point",1552694,17996,12825,41379,59825,78768,77200,85041,219085,17794,40106,59934,94885,220141,54996,62636,82479,120334,158049,1506,47699
"World",2016,5,19,"B","Deaths","Upper",1643227,26684,14700,46688,71877,81214,85363,95486,249717,19745,44261,64937,101708,234821,58817,67405,89509,127962,172278,1617,58465
"World",2016,5,19,"B","Fraction","Lower",1,0.00744,0.00731,0.02433,0.03593,0.03979,0.04638,0.04927,0.13582,0.01023,0.02347,0.03651,0.05845,0.13695,0.033,0.03759,0.05012,0.07447,0.0964,0.00088,0.02662
"World",2016,5,19,"B","Fraction","Point",1,0.01159,0.00826,0.02665,0.03853,0.05073,0.04972,0.05477,0.1411,0.01146,0.02583,0.0386,0.06111,0.14178,0.03542,0.04034,0.05312,0.0775,0.10179,0.00097,0.03072
"World",2016,5,19,"B","Fraction","Upper",1,0.01687,0.00928,0.02933,0.04474,0.05178,0.05321,0.05982,0.15567,0.01258,0.02816,0.04072,0.06382,0.14653,0.0375,0.04294,0.05601,0.0802,0.1077,0.00104,0.03704
"World",2017,5,19,"B","Deaths","Lower",1471418,10131,11169,35732,54540,59785,69418,75557,207227,16111,36157,54835,90399,209119,52455,58873,75457,112950,146929,1751,35583
"World",2017,5,19,"B","Deaths","Point",1523207,14790,12566,39101,58994,76465,75185,84614,217423,17822,39482,58324,94759,218138,55338,62924,80227,117881,157210,1843,40106
"World",2017,5,19,"B","Deaths","Upper",1619772,22171,14468,44348,70890,78614,83612,96109,249579,19788,43642,63598,102377,233710,59280,68023,87481,126120,173245,1944,47785
"World",2017,5,19,"B","Fraction","Lower",1,0.00661,0.00728,0.02346,0.03599,0.03857,0.04567,0.04972,0.13787,0.01041,0.02342,0.03612,0.05931,0.13803,0.0336,0.03823,0.04963,0.07432,0.0973,0.00111,0.02289
"World",2017,5,19,"B","Fraction","Point",1,0.00971,0.00825,0.02567,0.03873,0.0502,0.04936,0.05555,0.14274,0.0117,0.02592,0.03829,0.06221,0.14321,0.03633,0.04131,0.05267,0.07739,0.10321,0.00121,0.02633
"World",2017,5,19,"B","Fraction","Upper",1,0.01435,0.00927,0.02856,0.0451,0.05093,0.05304,0.06124,0.1575,0.01288,0.02835,0.04045,0.06517,0.14822,0.03854,0.044,0.05558,0.08019,0.10987,0.00128,0.03087
"World",2018,5,19,"B","Deaths","Lower",1446163,13947,10932,33396,54930,57141,68012,72716,208090,15976,35815,53821,90681,207897,51196,57885,74043,112159,145130,2269,23688
"World",2018,5,19,"B","Deaths","Point",1500612,20033,12365,36315,59319,73365,74130,81978,219269,17707,39106,57278,95169,216748,54202,62245,78872,117123,156184,2386,26846
"World",2018,5,19,"B","Deaths","Upper",1606735,28926,14257,41811,71969,76135,83068,94119,253258,19685,43309,62816,103733,233372,58334,67785,86652,125896,174259,2486,30739
"World",2018,5,19,"B","Fraction","Lower",1,0.00907,0.00727,0.02209,0.03697,0.03765,0.04572,0.04878,0.13997,0.01046,0.0234,0.03594,0.06042,0.13907,0.03331,0.0382,0.04951,0.07482,0.09762,0.00146,0.01543
"World",2018,5,19,"B","Fraction","Point",1,0.01335,0.00824,0.0242,0.03953,0.04889,0.0494,0.05463,0.14612,0.0118,0.02606,0.03817,0.06342,0.14444,0.03612,0.04148,0.05256,0.07805,0.10408,0.00159,0.01789
"World",2018,5,19,"B","Fraction","Upper",1,0.01919,0.00927,0.02698,0.04578,0.04997,0.05313,0.06059,0.16087,0.01297,0.0285,0.04035,0.06678,0.14978,0.0384,0.04433,0.05557,0.08095,0.11158,0.00167,0.02029
"World",2019,5,19,"B","Deaths","Lower",1426105,16589,10744,30744,53980,55460,66599,72150,206447,15862,35273,52820,90744,206872,50355,57290,72474,110672,143573,926,18058
"World",2019,5,19,"B","Deaths","Point",1480227,21759,12167,33527,58883,70829,72679,81516,218570,17555,38634,56323,95401,215965,53540,61903,77460,115843,155631,992,21034
"World",2019,5,19,"B","Deaths","Upper",1598461,31468,14082,38872,71901,74740,82002,94477,253063,19462,43091,62076,104812,234160,57928,67651,85952,125054,176297,1063,24940
"World",2019,5,19,"B","Fraction","Lower",1,0.01101,0.00721,0.02063,0.03642,0.03681,0.04519,0.04885,0.14058,0.01047,0.02333,0.03574,0.06131,0.1406,0.03315,0.03827,0.0492,0.07501,0.09829,0.0006,0.01193
"World",2019,5,19,"B","Fraction","Point",1,0.0147,0.00822,0.02265,0.03978,0.04785,0.0491,0.05507,0.14766,0.01186,0.0261,0.03805,0.06445,0.1459,0.03617,0.04182,0.05233,0.07826,0.10514,0.00067,0.01421
"World",2019,5,19,"B","Fraction","Upper",1,0.02101,0.00926,0.02543,0.04651,0.0496,0.05302,0.0617,0.1623,0.01306,0.02867,0.04029,0.06808,0.15135,0.03847,0.04482,0.05546,0.08115,0.1133,0.00073,0.01671
"East Asia and Pacific",2000,5,19,"B","Deaths","Lower",328726,2755,1628,668,7610,13936,8637,808,28945,4574,8361,10689,31613,52327,7973,12566,40190,40303,37450,952,340
"East Asia and Pacific",2000,5,19,"B","Deaths","Point",351813,5903,2062,781,8257,19065,9742,953,31941,5049,9305,12366,34706,57652,8911,13728,45669,43456,40821,1055,394
"East Asia and Pacific",2000,5,19,"B","Deaths","Upper",395114,10076,2691,1012,11340,20938,11858,1458,41952,5606,10524,17655,38209,71477,10118,15287,51813,47599,44817,1157,434
"East Asia and Pacific",2000,5,19,"B","Fraction","Lower",1,0.0074,0.00457,0.00184,0.02204,0.03919,0.02492,0.00231,0.08296,0.01249,0.02301,0.03116,0.09002,0.15556,0.0218,0.03458,0.11689,0.11501,0.10631,0.00265,0.00093
"East Asia and Pacific",2000,5,19,"B","Fraction","Point",1,0.01678,0.00586,0.00222,0.02347,0.05419,0.02769,0.00271,0.09079,0.01435,0.02645,0.03515,0.09865,0.16387,0.02533,0.03902,0.12981,0.12352,0.11603,0.003,0.00112
"East Asia and Pacific",2000,5,19,"B","Fraction","Upper",1,0.02804,0.0075,0.00286,0.02986,0.05844,0.03137,0.00379,0.11141,0.01601,0.02963,0.04633,0.10303,0.18364,0.02858,0.04307,0.13902,0.12855,0.12079,0.00324,0.00125
"East Asia and Pacific",2001,5,19,"B","Deaths","Lower",317390,2686,1607,937,7171,13708,8155,686,27433,4219,8271,10391,31044,50676,8095,12572,37862,38987,36212,830,239
"East Asia and Pacific",2001,5,19,"B","Deaths","Point",338081,6133,2018,1035,7712,18486,9189,822,30079,4638,9182,11995,33663,55638,9003,13658,42632,41739,39255,923,277
"East Asia and Pacific",2001,5,19,"B","Deaths","Upper",375609,10423,2610,1256,10457,20391,11184,1278,39326,5106,10363,16785,36748,67729,10231,15081,48006,45439,42761,1017,308
"East Asia and Pacific",2001,5,19,"B","Fraction","Lower",1,0.0078,0.00473,0.00271,0.02141,0.03996,0.02438,0.00205,0.08151,0.01206,0.02391,0.03149,0.09187,0.15625,0.02336,0.03623,0.11445,0.1158,0.10737,0.00242,0.00067
"East Asia and Pacific",2001,5,19,"B","Fraction","Point",1,0.01814,0.00597,0.00306,0.02281,0.05468,0.02718,0.00243,0.08897,0.01372,0.02716,0.03548,0.09957,0.16457,0.02663,0.0404,0.1261,0.12346,0.11611,0.00273,0.00082
