"Region","Year","AgeLow","AgeUp","Sex","Variable","Quantile","Total","Measles","Maternal","HIV","LRI","TB","Diarrhoeal","Malaria","OtherCMPN","Congenital","Cardiovascular","Digestive","Neoplasms","OtherNCD","InterpVio","SelfHarm","Drowning","RTI","OtherInj","NatDis","CollectVio"
"Latin America and Caribbean",2013,5,19,"B","Fraction","Point",1,0,0.00929,0.00807,0.01999,0.0073,0.00727,0.00017,0.06936,0.01088,0.02534,0.02266,0.10234,0.17296,0.2043,0.04122,0.0413,0.1423,0.11336,0.00185,0.00002
"Latin America and Caribbean",2013,5,19,"B","Fraction","Upper",1,0,0.00991,0.00891,0.02203,0.00919,0.00839,0.00025,0.0733,0.01164,0.02669,0.02374,0.10492,0.17662,0.20865,0.04289,0.0426,0.14493,0.11667,0.00215,0.00006
"Latin America and Caribbean",2014,5,19,"B","Deaths","Lower",88462,0,839,611,1594,477,536,5,5739,980,2214,1899,9139,15284,18614,3564,3434,12747,9360,146,0
"Latin America and Caribbean",2014,5,19,"B","Deaths","Point",90402,0,898,688,1747,635,629,10,6087,1048,2347,2002,9426,15743,18954,3716,3561,13048,9690,174,1
"Latin America and Caribbean",2014,5,19,"B","Deaths","Upper",93456,0,961,780,1964,797,748,16,6634,1125,2507,2152,9860,16416,19342,3898,3735,13469,10213,201,4
"Latin America and Caribbean",2014,5,19,"B","Fraction","Lower",1,0,0.00924,0.0068,0.01773,0.00529,0.00597,0.00006,0.06433,0.01076,0.02454,0.0212,0.10188,0.17089,0.20376,0.03938,0.03818,0.14164,0.10451,0.00162,0
"Latin America and Caribbean",2014,5,19,"B","Fraction","Point",1,0,0.00993,0.00761,0.01933,0.00702,0.00696,0.00011,0.06733,0.01159,0.02596,0.02214,0.10427,0.17414,0.20966,0.04111,0.03939,0.14433,0.10719,0.00192,0.00001
"Latin America and Caribbean",2014,5,19,"B","Fraction","Upper",1,0,0.01056,0.0085,0.02129,0.00881,0.00815,0.00017,0.07153,0.0124,0.02728,0.02328,0.10696,0.17811,0.21402,0.04268,0.04055,0.14687,0.11036,0.00221,0.00004
"Latin America and Caribbean",2015,5,19,"B","Deaths","Lower",87337,0,820,630,1461,524,528,10,5558,961,2208,2039,9212,15046,18422,3711,3464,12072,9265,118,0
"Latin America and Caribbean",2015,5,19,"B","Deaths","Point",89295,0,875,705,1606,681,618,17,5924,1028,2337,2155,9484,15497,18769,3862,3603,12359,9632,142,0
"Latin America and Caribbean",2015,5,19,"B","Deaths","Upper",92441,0,944,797,1821,835,738,26,6435,1111,2491,2314,9902,16152,19188,4069,3781,12803,10175,170,0
"Latin America and Caribbean",2015,5,19,"B","Fraction","Lower",1,0,0.00916,0.00709,0.0165,0.00587,0.00594,0.00011,0.06299,0.01067,0.02474,0.02306,0.10386,0.17032,0.20388,0.04131,0.03908,0.13564,0.10504,0.00131,0
"Latin America and Caribbean",2015,5,19,"B","Fraction","Point",1,0,0.0098,0.00789,0.01799,0.00763,0.00692,0.00019,0.06634,0.01151,0.02617,0.02413,0.10621,0.17355,0.21019,0.04325,0.04035,0.13841,0.10787,0.00159,0
"Latin America and Caribbean",2015,5,19,"B","Fraction","Upper",1,0,0.0105,0.00876,0.02,0.00933,0.00808,0.00029,0.07067,0.01234,0.02753,0.02536,0.10884,0.17737,0.21495,0.04498,0.0416,0.14103,0.11126,0.00189,0
"Latin America and Caribbean",2016,5,19,"B","Deaths","Lower",85936,0,769,568,1499,477,499,8,5476,926,2138,1915,8865,15511,18519,3724,3133,11648,8685,333,0
"Latin America and Caribbean",2016,5,19,"B","Deaths","Point",88007,0,826,642,1643,632,587,14,5809,996,2261,2028,9152,16030,18883,3894,3266,11926,9033,385,2
"Latin America and Caribbean",2016,5,19,"B","Deaths","Upper",91193,0,891,734,1854,788,695,22,6322,1071,2422,2181,9588,16823,19332,4124,3440,12338,9561,453,5
"Latin America and Caribbean",2016,5,19,"B","Fraction","Lower",1,0,0.00874,0.00653,0.01717,0.00543,0.00567,0.00009,0.06287,0.0105,0.02436,0.02201,0.10167,0.1788,0.20771,0.0422,0.03594,0.13269,0.10008,0.00379,0
"Latin America and Caribbean",2016,5,19,"B","Fraction","Point",1,0,0.00938,0.00729,0.01867,0.00718,0.00667,0.00016,0.06601,0.01132,0.02569,0.02304,0.10399,0.18214,0.21456,0.04425,0.03711,0.13551,0.10264,0.00438,0.00002
"Latin America and Caribbean",2016,5,19,"B","Fraction","Upper",1,0,0.01003,0.00816,0.02067,0.0089,0.0078,0.00025,0.07037,0.0121,0.02702,0.02428,0.10681,0.18626,0.21962,0.04614,0.03836,0.13794,0.10601,0.00505,0.00006
"Latin America and Caribbean",2017,5,19,"B","Deaths","Lower",84501,0,760,517,1396,464,479,7,5100,971,2065,1894,8552,15246,18872,3811,2960,10928,8905,213,0
"Latin America and Caribbean",2017,5,19,"B","Deaths","Point",86639,0,821,586,1534,615,561,13,5453,1042,2192,2005,8842,15786,19362,3990,3089,11226,9277,243,2
"Latin America and Caribbean",2017,5,19,"B","Deaths","Upper",89965,0,892,668,1754,768,668,21,5989,1126,2351,2155,9302,16627,19897,4200,3273,11663,9832,275,5
"Latin America and Caribbean",2017,5,19,"B","Fraction","Lower",1,0,0.00878,0.00603,0.01625,0.00533,0.00553,0.00008,0.05974,0.01111,0.02388,0.02209,0.09964,0.17896,0.21541,0.04402,0.03449,0.1266,0.10436,0.00244,0
"Latin America and Caribbean",2017,5,19,"B","Fraction","Point",1,0,0.00948,0.00676,0.0177,0.0071,0.00647,0.00015,0.06294,0.01203,0.0253,0.02314,0.10205,0.18221,0.22348,0.04605,0.03565,0.12957,0.10708,0.0028,0.00002
"Latin America and Caribbean",2017,5,19,"B","Fraction","Upper",1,0,0.01016,0.00758,0.01982,0.00876,0.00757,0.00023,0.06743,0.01287,0.02667,0.02433,0.1049,0.18678,0.22938,0.04785,0.03703,0.13224,0.11052,0.00314,0.00005
"Latin America and Caribbean",2018,5,19,"B","Deaths","Lower",82642,0,757,508,1350,458,465,6,5134,899,2063,1888,8562,14723,17863,3705,3047,11096,8607,274,0
"Latin America and Caribbean",2018,5,19,"B","Deaths","Point",85072,0,816,572,1484,620,544,13,5489,971,2203,1996,8860,15234,18487,3890,3181,11445,8962,308,0
"Latin America and Caribbean",2018,5,19,"B","Deaths","Upper",88691,0,883,657,1700,757,648,21,6033,1049,2365,2172,9354,16015,19190,4109,3380,11919,9537,347,2
"Latin America and Caribbean",2018,5,19,"B","Fraction","Lower",1,0,0.00892,0.00604,0.01598,0.00538,0.00544,0.00007,0.06102,0.01055,0.02434,0.02243,0.10164,0.17559,0.20873,0.0435,0.03611,0.13157,0.10256,0.00319,0
"Latin America and Caribbean",2018,5,19,"B","Fraction","Point",1,0,0.00959,0.00672,0.01744,0.00729,0.00639,0.00015,0.06452,0.01141,0.02589,0.02346,0.10415,0.17907,0.21731,0.04573,0.03739,0.13453,0.10535,0.00362,0
"Latin America and Caribbean",2018,5,19,"B","Fraction","Upper",1,0,0.01029,0.00752,0.01949,0.00891,0.0075,0.00024,0.06906,0.01228,0.02738,0.02467,0.107,0.18353,0.22361,0.04761,0.0388,0.13725,0.10905,0.00404,0.00003
"Latin America and Caribbean",2019,5,19,"B","Deaths","Lower",80547,0,738,489,1316,447,451,5,5048,883,2036,1839,8412,14421,17155,3646,2971,10848,8411,185,0
"Latin America and Caribbean",2019,5,19,"B","Deaths","Point",83289,0,799,544,1449,610,530,12,5400,949,2172,1956,8709,14921,18029,3848,3113,11255,8780,215,0
"Latin America and Caribbean",2019,5,19,"B","Deaths","Upper",87195,0,868,622,1670,739,635,19,5962,1024,2339,2122,9229,15793,19021,4084,3323,11778,9408,253,3
"Latin America and Caribbean",2019,5,19,"B","Fraction","Lower",1,0,0.00889,0.00589,0.01592,0.00537,0.0054,0.00006,0.06155,0.01047,0.02449,0.02238,0.10177,0.17531,0.2064,0.04379,0.03611,0.13183,0.10246,0.00222,0
"Latin America and Caribbean",2019,5,19,"B","Fraction","Point",1,0,0.00959,0.00653,0.0174,0.00732,0.00636,0.00014,0.06483,0.01139,0.02608,0.02349,0.10456,0.17915,0.21646,0.0462,0.03737,0.13513,0.10542,0.00258,0
"Latin America and Caribbean",2019,5,19,"B","Fraction","Upper",1,0,0.0103,0.00733,0.01957,0.00881,0.00748,0.00022,0.06964,0.01222,0.0275,0.02476,0.10773,0.1839,0.22393,0.04809,0.03882,0.13782,0.10947,0.00302,0.00003
"Middle East and North Africa",2000,5,19,"B","Deaths","Lower",77167,394,417,26,3103,564,1576,58,10876,1279,1820,2089,8035,13701,4756,2726,4765,7880,8730,8,608
"Middle East and North Africa",2000,5,19,"B","Deaths","Point",80558,1273,512,33,3484,967,1785,74,11861,1394,1996,2262,8550,14499,5314,3034,5181,8239,9431,15,654
"Middle East and North Africa",2000,5,19,"B","Deaths","Upper",85258,3259,651,54,3935,1281,2070,92,13313,1543,2204,2486,9230,15517,6005,3394,5692,8735,10368,23,699
"Middle East and North Africa",2000,5,19,"B","Fraction","Lower",1,0.00491,0.00517,0.00032,0.03892,0.00692,0.01973,0.00072,0.13601,0.0157,0.02262,0.02604,0.10079,0.17147,0.05904,0.03394,0.05921,0.0977,0.109,0.00009,0.00735
"Middle East and North Africa",2000,5,19,"B","Fraction","Point",1,0.0158,0.00635,0.00041,0.04325,0.012,0.02216,0.00092,0.14723,0.01731,0.02478,0.02808,0.10613,0.17998,0.06597,0.03766,0.06432,0.10228,0.11707,0.00019,0.00812
"Middle East and North Africa",2000,5,19,"B","Fraction","Upper",1,0.03958,0.00804,0.00067,0.04761,0.01606,0.02507,0.00112,0.16136,0.01915,0.02717,0.03016,0.11197,0.18886,0.07339,0.04148,0.06917,0.10701,0.12582,0.00029,0.00877
"Middle East and North Africa",2001,5,19,"B","Deaths","Lower",74885,280,410,28,2938,542,1488,68,10457,1226,1801,2052,7914,13417,4835,2720,4517,7626,8367,258,498
"Middle East and North Africa",2001,5,19,"B","Deaths","Point",78209,834,505,34,3297,938,1699,88,11454,1339,1972,2218,8418,14226,5389,3011,4918,7982,9028,295,562
"Middle East and North Africa",2001,5,19,"B","Deaths","Upper",82525,2133,651,62,3714,1263,1977,110,12762,1483,2173,2431,9075,15257,6059,3362,5429,8463,9871,326,654
"Middle East and North Africa",2001,5,19,"B","Fraction","Lower",1,0.00354,0.00526,0.00036,0.03791,0.00687,0.01928,0.00088,0.13546,0.01557,0.02301,0.0265,0.1023,0.17326,0.06168,0.03474,0.058,0.09811,0.10791,0.00328,0.00628
"Middle East and North Africa",2001,5,19,"B","Fraction","Point",1,0.01066,0.00646,0.00044,0.04216,0.01199,0.02173,0.00112,0.14646,0.01712,0.02521,0.02836,0.10763,0.1819,0.06891,0.0385,0.06288,0.10206,0.11543,0.00377,0.00718
"Middle East and North Africa",2001,5,19,"B","Fraction","Upper",1,0.0266,0.00831,0.00078,0.04646,0.01621,0.02461,0.00138,0.15933,0.01894,0.02761,0.03039,0.11343,0.19073,0.07632,0.04252,0.06779,0.10646,0.12366,0.00421,0.00843
"Middle East and North Africa",2002,5,19,"B","Deaths","Lower",73056,131,407,31,2755,551,1410,80,10099,1179,1800,2022,7844,13225,4885,2702,4283,7400,8065,110,648
"Middle East and North Africa",2002,5,19,"B","Deaths","Point",76312,667,504,39,3116,959,1623,104,11043,1292,1970,2184,8328,14018,5446,2992,4677,7750,8698,134,768
"Middle East and North Africa",2002,5,19,"B","Deaths","Upper",80383,1977,651,62,3529,1366,1899,130,12334,1432,2164,2396,8984,15045,6110,3331,5189,8209,9453,156,972
"Middle East and North Africa",2002,5,19,"B","Fraction","Lower",1,0.0017,0.00533,0.00042,0.03677,0.00713,0.0188,0.00105,0.13448,0.01537,0.02355,0.02668,0.10378,0.17538,0.06368,0.03539,0.05639,0.09747,0.10681,0.00142,0.00849
"Middle East and North Africa",2002,5,19,"B","Fraction","Point",1,0.00874,0.0066,0.00051,0.04083,0.01257,0.02127,0.00136,0.14471,0.01693,0.02581,0.02862,0.10913,0.18369,0.07137,0.03921,0.06129,0.10156,0.11398,0.00176,0.01006
"Middle East and North Africa",2002,5,19,"B","Fraction","Upper",1,0.02534,0.00859,0.00081,0.04505,0.01765,0.02428,0.00167,0.1576,0.01868,0.02828,0.03071,0.11503,0.19272,0.07918,0.04325,0.06618,0.10596,0.12169,0.00205,0.01259
"Middle East and North Africa",2003,5,19,"B","Deaths","Lower",89571,193,401,35,2598,607,1335,70,9722,1144,1805,1999,7755,13040,4980,2703,4102,7214,7768,8110,8634
"Middle East and North Africa",2003,5,19,"B","Deaths","Point",95788,976,499,43,2937,1032,1545,93,10685,1259,1973,2154,8244,13833,5548,2985,4486,7559,8387,8686,12864
"Middle East and North Africa",2003,5,19,"B","Deaths","Upper",104076,2699,652,72,3360,1331,1814,118,11970,1403,2167,2361,8912,14861,6193,3312,4995,8025,9123,9345,18067
"Middle East and North Africa",2003,5,19,"B","Fraction","Lower",1,0.00194,0.00412,0.00036,0.02733,0.00629,0.014,0.00073,0.10169,0.01168,0.01838,0.02064,0.0808,0.13614,0.05104,0.02772,0.04286,0.07451,0.08073,0.08217,0.09529
"Middle East and North Africa",2003,5,19,"B","Fraction","Point",1,0.01019,0.00521,0.00045,0.03066,0.01077,0.01613,0.00097,0.11155,0.01314,0.0206,0.02249,0.08607,0.14441,0.05792,0.03116,0.04683,0.07891,0.08756,0.09068,0.1343
"Middle East and North Africa",2003,5,19,"B","Fraction","Upper",1,0.02795,0.00693,0.00075,0.03429,0.01387,0.01865,0.00122,0.12406,0.01465,0.02294,0.02436,0.09196,0.15235,0.06469,0.03499,0.05073,0.08316,0.09492,0.09912,0.1731
"Middle East and North Africa",2004,5,19,"B","Deaths","Lower",78237,290,397,39,2501,572,1247,52,9499,1118,1774,1958,7614,12804,4991,2697,3920,6999,7469,150,7705
"Middle East and North Africa",2004,5,19,"B","Deaths","Point",83961,762,494,48,2811,984,1446,71,10374,1236,1938,2107,8107,13597,5554,2971,4290,7347,8073,177,11576
"Middle East and North Africa",2004,5,19,"B","Deaths","Upper",92194,1629,645,73,3232,1310,1701,92,11542,1380,2124,2310,8791,14645,6221,3297,4790,7807,8765,205,16279
"Middle East and North Africa",2004,5,19,"B","Fraction","Lower",1,0.00336,0.00461,0.00046,0.02995,0.00673,0.01498,0.00062,0.11261,0.013,0.02053,0.02299,0.09058,0.15262,0.05809,0.03129,0.04682,0.08235,0.08835,0.00172,0.0984
"Middle East and North Africa",2004,5,19,"B","Fraction","Point",1,0.00907,0.00588,0.00057,0.03348,0.01172,0.01722,0.00084,0.12356,0.01472,0.02308,0.02509,0.09656,0.16195,0.06615,0.03539,0.05109,0.0875,0.09615,0.00211,0.13787
"Middle East and North Africa",2004,5,19,"B","Fraction","Upper",1,0.01888,0.00787,0.00088,0.03739,0.01565,0.01993,0.00108,0.13665,0.01641,0.02574,0.02721,0.10318,0.17099,0.07404,0.03983,0.05541,0.09234,0.10444,0.00246,0.17729
"Middle East and North Africa",2005,5,19,"B","Deaths","Lower",77353,94,389,42,2395,569,1163,55,9173,1097,1752,1914,7515,12648,5051,2690,3776,6840,7199,175,8524
"Middle East and North Africa",2005,5,19,"B","Deaths","Point",83969,426,485,51,2704,984,1354,76,10026,1212,1915,2057,8011,13424,5601,2959,4146,7176,7790,203,13370
"Middle East and North Africa",2005,5,19,"B","Deaths","Upper",93150,1076,641,73,3114,1253,1594,99,11213,1354,2095,2268,8710,14546,6295,3288,4635,7651,8475,231,19152
"Middle East and North Africa",2005,5,19,"B","Fraction","Lower",1,0.0011,0.00452,0.00048,0.02871,0.00679,0.0139,0.00064,0.10748,0.01263,0.02015,0.02228,0.08908,0.14971,0.05802,0.03088,0.0451,0.07964,0.08446,0.00199,0.11022
"Middle East and North Africa",2005,5,19,"B","Fraction","Point",1,0.00507,0.00578,0.00061,0.0322,0.01172,0.01612,0.0009,0.1194,0.01443,0.02281,0.0245,0.09541,0.15987,0.0667,0.03524,0.04937,0.08546,0.09277,0.00242,0.15922
"Middle East and North Africa",2005,5,19,"B","Fraction","Upper",1,0.01258,0.00772,0.00088,0.03639,0.01495,0.01871,0.00116,0.13245,0.01617,0.02553,0.02677,0.10261,0.17013,0.07512,0.0399,0.05385,0.09092,0.10159,0.00282,0.20672
"Middle East and North Africa",2006,5,19,"B","Deaths","Lower",81855,190,373,44,2330,555,1107,69,8975,1100,1720,1883,7456,12497,5155,2649,3665,6718,7023,18,13992
"Middle East and North Africa",2006,5,19,"B","Deaths","Point",91390,617,466,56,2630,961,1290,98,9812,1217,1880,2023,7960,13285,5706,2912,4030,7049,7611,28,21759
"Middle East and North Africa",2006,5,19,"B","Deaths","Upper",104818,1439,611,76,3019,1222,1522,129,10988,1359,2059,2229,8661,14435,6436,3232,4510,7532,8299,40,31663
"Middle East and North Africa",2006,5,19,"B","Fraction","Lower",1,0.00206,0.0039,0.00047,0.02531,0.00591,0.01204,0.00075,0.09562,0.01136,0.01769,0.01967,0.07943,0.13284,0.05311,0.02715,0.03963,0.06982,0.07404,0.00019,0.1687
"Middle East and North Africa",2006,5,19,"B","Fraction","Point",1,0.00675,0.0051,0.00061,0.02878,0.01051,0.01411,0.00107,0.10736,0.01332,0.02057,0.02214,0.0871,0.14537,0.06244,0.03186,0.0441,0.07713,0.08328,0.00031,0.23809
"Middle East and North Africa",2006,5,19,"B","Fraction","Upper",1,0.01569,0.00685,0.00085,0.03304,0.01364,0.01664,0.00141,0.12202,0.01518,0.02353,0.02468,0.09559,0.15777,0.07219,0.03694,0.04882,0.08417,0.09282,0.00044,0.30435
"Middle East and North Africa",2007,5,19,"B","Deaths","Lower",77896,91,353,50,2280,528,1063,103,8817,1106,1690,1847,7441,12332,5185,2591,3550,6569,6818,44,11893
"Middle East and North Africa",2007,5,19,"B","Deaths","Point",86398,235,442,60,2571,899,1240,149,9562,1223,1845,1986,7934,13129,5756,2849,3910,6897,7399,59,18253
"Middle East and North Africa",2007,5,19,"B","Deaths","Upper",98938,450,580,80,2976,1119,1469,198,10658,1364,2029,2187,8668,14305,6546,3166,4393,7381,8059,74,27208
"Middle East and North Africa",2007,5,19,"B","Fraction","Lower",1,0.00103,0.00391,0.00055,0.02636,0.00594,0.01223,0.0012,0.09943,0.01212,0.01839,0.02054,0.08395,0.13994,0.05679,0.02829,0.04072,0.07273,0.07627,0.00047,0.14926
"Middle East and North Africa",2007,5,19,"B","Fraction","Point",1,0.00272,0.00512,0.0007,0.02976,0.0104,0.01435,0.00172,0.11067,0.01415,0.02136,0.02299,0.09183,0.15196,0.06662,0.03298,0.04526,0.07983,0.08564,0.00068,0.21127
"Middle East and North Africa",2007,5,19,"B","Fraction","Upper",1,0.00526,0.00683,0.00096,0.03384,0.01292,0.01687,0.00229,0.12485,0.01605,0.0243,0.02537,0.09972,0.164,0.07649,0.03792,0.04979,0.08652,0.09474,0.00089,0.27744
"Middle East and North Africa",2008,5,19,"B","Deaths","Lower",69834,35,353,52,2234,498,1038,58,8592,1114,1654,1817,7419,12278,5161,2547,3449,6461,6645,62,4995
"Middle East and North Africa",2008,5,19,"B","Deaths","Point",74669,133,445,65,2534,851,1216,85,9331,1235,1809,1956,7924,13063,5781,2802,3804,6784,7229,78,7547
"Middle East and North Africa",2008,5,19,"B","Deaths","Upper",82308,485,584,84,2956,1113,1443,114,10489,1379,1989,2153,8687,14333,6611,3118,4298,7276,7882,95,11314
"Middle East and North Africa",2008,5,19,"B","Fraction","Lower",1,0.00048,0.00462,0.00069,0.03037,0.00663,0.01408,0.00078,0.11455,0.01451,0.02149,0.0241,0.10024,0.16587,0.06776,0.03313,0.04643,0.08592,0.08886,0.0008,0.07111
"Middle East and North Africa",2008,5,19,"B","Fraction","Point",1,0.00178,0.00596,0.00087,0.03393,0.0114,0.01628,0.00114,0.12497,0.01654,0.02423,0.0262,0.10612,0.17495,0.07742,0.03752,0.05094,0.09085,0.09682,0.00104,0.10107
"Middle East and North Africa",2008,5,19,"B","Fraction","Upper",1,0.00645,0.00797,0.00113,0.03799,0.01484,0.01876,0.0015,0.13766,0.01834,0.02686,0.02819,0.11219,0.18401,0.08702,0.0418,0.0555,0.09571,0.10439,0.00128,0.13796
"Middle East and North Africa",2009,5,19,"B","Deaths","Lower",66564,67,352,55,2197,462,1019,81,8214,1118,1615,1774,7386,12202,5055,2464,3348,6346,6463,38,2931
"Middle East and North Africa",2009,5,19,"B","Deaths","Point",70340,237,447,70,2477,803,1190,120,8998,1242,1770,1910,7904,13002,5708,2724,3688,6668,7045,51,4284
"Middle East and North Africa",2009,5,19,"B","Deaths","Upper",76634,749,593,87,2892,989,1417,163,10080,1388,1948,2102,8700,14316,6632,3036,4188,7164,7715,66,6344
"Middle East and North Africa",2009,5,19,"B","Fraction","Lower",1,0.00093,0.00494,0.00079,0.03167,0.00656,0.01466,0.00115,0.11805,0.01552,0.02247,0.02509,0.10674,0.17628,0.07106,0.03429,0.04803,0.09049,0.09267,0.00053,0.04376
"Middle East and North Africa",2009,5,19,"B","Fraction","Point",1,0.00337,0.00635,0.00099,0.03521,0.01141,0.01692,0.00171,0.12792,0.01766,0.02517,0.02715,0.11237,0.18484,0.08115,0.03873,0.05243,0.09479,0.10016,0.00073,0.06091
"Middle East and North Africa",2009,5,19,"B","Fraction","Upper",1,0.01076,0.00858,0.00125,0.03956,0.01426,0.01955,0.00228,0.14039,0.01957,0.02774,0.02908,0.11847,0.19381,0.09148,0.04293,0.05697,0.09912,0.10765,0.00095,0.08399
"Middle East and North Africa",2010,5,19,"B","Deaths","Lower",64096,1,356,62,2110,444,988,147,7888,1116,1568,1719,7356,12021,4927,2405,3229,6208,6257,23,2067
"Middle East and North Africa",2010,5,19,"B","Deaths","Point",67680,88,452,79,2395,762,1157,223,8575,1245,1723,1852,7898,12852,5628,2663,3560,6531,6836,35,3127
"Middle East and North Africa",2010,5,19,"B","Deaths","Upper",73615,563,607,99,2806,932,1382,307,9655,1392,1903,2049,8714,14201,6607,2973,4064,7046,7530,47,4753
"Middle East and North Africa",2010,5,19,"B","Fraction","Lower",1,0.00002,0.00516,0.00091,0.03144,0.00645,0.01482,0.00215,0.11747,0.01616,0.02268,0.02536,0.11084,0.18157,0.07248,0.0348,0.048,0.09215,0.09339,0.00033,0.03192
"Middle East and North Africa",2010,5,19,"B","Fraction","Point",1,0.0013,0.00668,0.00116,0.03539,0.01126,0.0171,0.00329,0.1267,0.01839,0.02546,0.02737,0.1167,0.18989,0.08315,0.03934,0.0526,0.0965,0.101,0.00051,0.0462
"Middle East and North Africa",2010,5,19,"B","Fraction","Upper",1,0.00822,0.00901,0.00146,0.03985,0.01359,0.01981,0.00444,0.13848,0.02034,0.02804,0.02933,0.12312,0.19977,0.09435,0.04364,0.05724,0.10091,0.10855,0.00069,0.06591
"Middle East and North Africa",2011,5,19,"B","Deaths","Lower",65875,2,353,67,2017,443,947,81,7392,1114,1491,1650,7278,11789,4820,2305,3078,6015,6051,2,5846
"Middle East and North Africa",2011,5,19,"B","Deaths","Point",69547,153,451,85,2306,748,1122,129,8059,1241,1647,1782,7811,12639,5539,2562,3402,6329,6617,6,6917
"Middle East and North Africa",2011,5,19,"B","Deaths","Upper",75938,879,610,105,2720,914,1354,183,9124,1388,1820,1981,8642,14034,6533,2866,3894,6840,7328,11,8845
"Middle East and North Africa",2011,5,19,"B","Fraction","Lower",1,0.00003,0.00496,0.00095,0.02933,0.00624,0.01381,0.00118,0.10688,0.01569,0.02097,0.02365,0.10693,0.17353,0.06893,0.03245,0.04474,0.08696,0.08783,0.00002,0.08686
"Middle East and North Africa",2011,5,19,"B","Fraction","Point",1,0.0022,0.00648,0.00122,0.03316,0.01075,0.01614,0.00186,0.11588,0.01785,0.02368,0.02563,0.11231,0.18173,0.07965,0.03684,0.04892,0.091,0.09515,0.00009,0.09946
"Middle East and North Africa",2011,5,19,"B","Fraction","Upper",1,0.01256,0.0088,0.00151,0.03746,0.01317,0.01881,0.00256,0.127,0.0197,0.02602,0.02746,0.11832,0.19119,0.09081,0.04096,0.05334,0.09491,0.10226,0.00017,0.11911
"Middle East and North Africa",2012,5,19,"B","Deaths","Lower",80601,5,353,71,1963,399,926,89,7052,1114,1456,1610,7211,11693,4707,2260,2965,5868,5922,59,21504
"Middle East and North Africa",2012,5,19,"B","Deaths","Point",84609,204,453,90,2247,701,1103,144,7758,1240,1612,1740,7754,12524,5415,2511,3281,6183,6491,75,23081
"Middle East and North Africa",2012,5,19,"B","Deaths","Upper",91417,961,616,109,2675,868,1339,206,8833,1389,1786,1934,8600,13954,6382,2821,3782,6701,7220,92,25316
"Middle East and North Africa",2012,5,19,"B","Fraction","Lower",1,0.00005,0.00408,0.00084,0.02346,0.00466,0.01114,0.00106,0.08453,0.01293,0.01698,0.01913,0.08725,0.14138,0.05525,0.02635,0.03553,0.07024,0.0709,0.00068,0.25925
"Middle East and North Africa",2012,5,19,"B","Fraction","Point",1,0.00241,0.00535,0.00106,0.02656,0.00829,0.01304,0.0017,0.09169,0.01466,0.01905,0.02056,0.09165,0.14802,0.064,0.02968,0.03878,0.07308,0.07672,0.00089,0.2728
"Middle East and North Africa",2012,5,19,"B","Fraction","Upper",1,0.01127,0.00735,0.00128,0.03019,0.01004,0.01523,0.00234,0.10075,0.01616,0.02096,0.02213,0.09682,0.15723,0.07355,0.03301,0.04264,0.07644,0.08276,0.0011,0.28602
"Middle East and North Africa",2013,5,19,"B","Deaths","Lower",86228,24,345,71,1882,373,876,61,6713,1106,1399,1536,7106,11460,4509,2189,2825,5681,5713,20,29022
"Middle East and North Africa",2013,5,19,"B","Deaths","Point",91668,117,444,90,2173,662,1052,102,7366,1235,1552,1669,7648,12287,5195,2434,3126,5991,6282,31,32214
"Middle East and North Africa",2013,5,19,"B","Deaths","Upper",100555,427,604,111,2591,798,1290,148,8426,1380,1723,1868,8486,13772,6136,2740,3620,6512,7037,42,36917
"Middle East and North Africa",2013,5,19,"B","Fraction","Lower",1,0.00026,0.00368,0.00076,0.02087,0.00407,0.00973,0.00065,0.07364,0.01173,0.01496,0.01679,0.07923,0.12771,0.04848,0.02332,0.03113,0.06242,0.06287,0.00021,0.33016
"Middle East and North Africa",2013,5,19,"B","Fraction","Point",1,0.00128,0.00484,0.00098,0.0237,0.00722,0.01148,0.00111,0.08036,0.01347,0.01693,0.01821,0.08343,0.13404,0.05667,0.02655,0.0341,0.06536,0.06853,0.00034,0.35142
"Middle East and North Africa",2013,5,19,"B","Fraction","Upper",1,0.00467,0.00671,0.00122,0.02716,0.00859,0.01356,0.00158,0.08938,0.01497,0.0187,0.01973,0.08876,0.14252,0.06559,0.02976,0.03754,0.06854,0.07472,0.00046,0.37449
"Middle East and North Africa",2014,5,19,"B","Deaths","Lower",92992,62,341,67,1858,413,851,47,6437,1100,1365,1507,7068,11375,4251,2164,2727,5525,5646,11,37128
"Middle East and North Africa",2014,5,19,"B","Deaths","Point",101319,179,437,87,2126,711,1026,81,7090,1231,1514,1636,7607,12209,4915,2406,3018,5837,6211,18,42979
"Middle East and North Africa",2014,5,19,"B","Deaths","Upper",115618,641,593,110,2571,879,1263,119,8142,1381,1683,1837,8470,13783,5819,2711,3534,6355,7007,28,53123
"Middle East and North Africa",2014,5,19,"B","Fraction","Lower",1,0.0006,0.00316,0.00063,0.01849,0.004,0.00844,0.00046,0.06288,0.01034,0.01271,0.01464,0.06997,0.11354,0.04052,0.02025,0.02704,0.05358,0.05526,0.00009,0.3957
"Middle East and North Africa",2014,5,19,"B","Fraction","Point",1,0.00177,0.00431,0.00086,0.02098,0.00702,0.01013,0.0008,0.06998,0.01215,0.01494,0.01615,0.07508,0.1205,0.04851,0.02375,0.02979,0.05761,0.0613,0.00018,0.42419
