"ISO3","Year","AgeLow","AgeUp","Sex","Variable","Quantile","HIV","LRI","TB","Diarrhoeal","Malaria","OtherCMPN","Digestive","Neoplasms","OtherNCD","Drowning","RTI","OtherInj","NatDis","CollectVio"
"PAK",2001,10,14,"B","Rate","Point",0,0.24997,0.18265,0.48181,0.00518,0.94091,0.33425,0.32133,0.65237,0.25103,0.32096,0.83245,0.00463,0.00243
"PAK",2001,10,14,"B","Rate","Upper",0.00001,0.4064,0.39952,0.66461,0.00674,1.3094,0.4847,0.45092,0.8851,0.35502,0.43625,1.10699,0.00684,0.0041
"PAK",2002,10,14,"B","Deaths","Lower",0,226,199,1053,11,2022,696,779,1479,571,766,2116,2,5
"PAK",2002,10,14,"B","Deaths","Point",0,868,668,1627,17,3343,1138,1219,2219,889,1161,3221,7,11
"PAK",2002,10,14,"B","Deaths","Upper",1,1445,1652,2301,22,4687,1665,1744,3072,1274,1587,4376,12,18
"PAK",2002,10,14,"B","Fraction","Lower",0,0.01615,0.01196,0.08097,0.001,0.15236,0.05313,0.06076,0.1148,0.04346,0.05985,0.17235,0.00012,0.00028
"PAK",2002,10,14,"B","Fraction","Point",0,0.05294,0.04079,0.09928,0.00101,0.20399,0.06946,0.0744,0.13539,0.05427,0.07083,0.19653,0.00041,0.00069
"PAK",2002,10,14,"B","Fraction","Upper",0.00001,0.07526,0.09833,0.11819,0.00101,0.23973,0.08761,0.08958,0.1582,0.06616,0.08376,0.22383,0.00083,0.0013
"PAK",2002,10,14,"B","Rate","Lower",0,0.06049,0.05326,0.28094,0.00297,0.53924,0.18575,0.20774,0.39465,0.15258,0.20441,0.56451,0.00053,0.00133
"PAK",2002,10,14,"B","Rate","Point",0,0.23127,0.17819,0.43371,0.00441,0.89113,0.30344,0.32502,0.59145,0.23708,0.30942,0.85854,0.00179,0.00301
"PAK",2002,10,14,"B","Rate","Upper",0.00001,0.38482,0.44025,0.61298,0.00584,1.24844,0.44337,0.46458,0.81824,0.33921,0.42257,1.16559,0.0032,0.0048
"PAK",2003,10,14,"B","Deaths","Lower",0,189,211,861,10,1692,616,728,1308,503,693,2036,12,11
"PAK",2003,10,14,"B","Deaths","Point",0,834,665,1494,16,3205,1085,1248,2172,880,1153,3362,21,19
"PAK",2003,10,14,"B","Deaths","Upper",1,1465,1624,2170,23,4586,1624,1823,3079,1287,1622,4688,29,28
"PAK",2003,10,14,"B","Fraction","Lower",0,0.01501,0.01234,0.07532,0.00101,0.13832,0.05153,0.06319,0.11379,0.04367,0.06005,0.18262,0.00067,0.00065
"PAK",2003,10,14,"B","Fraction","Point",0,0.05161,0.04118,0.09246,0.00102,0.19843,0.06714,0.07726,0.13445,0.05447,0.07139,0.20812,0.00127,0.00119
"PAK",2003,10,14,"B","Fraction","Upper",0.00001,0.07414,0.10774,0.10974,0.00103,0.23299,0.08438,0.09338,0.1568,0.06623,0.08448,0.23637,0.00238,0.00225
"PAK",2003,10,14,"B","Rate","Lower",0,0.04941,0.05518,0.22475,0.00263,0.44152,0.16081,0.18992,0.34132,0.13118,0.18092,0.53097,0.00312,0.00286
"PAK",2003,10,14,"B","Rate","Point",0,0.21724,0.17334,0.38919,0.00429,0.83524,0.28261,0.32521,0.56594,0.22928,0.3005,0.87603,0.00535,0.00501
"PAK",2003,10,14,"B","Rate","Upper",0.00001,0.38151,0.42314,0.56499,0.00587,1.19418,0.42304,0.47462,0.80161,0.3351,0.42233,1.22084,0.00756,0.00731
"PAK",2004,10,14,"B","Deaths","Lower",0,162,194,811,6,1654,616,722,1340,505,688,2025,0,18
"PAK",2004,10,14,"B","Deaths","Point",0,837,661,1448,11,3150,1087,1270,2244,891,1164,3438,2,28
"PAK",2004,10,14,"B","Deaths","Upper",1,1479,1551,2101,15,4556,1620,1857,3190,1300,1669,4792,6,38
"PAK",2004,10,14,"B","Fraction","Lower",0,0.01434,0.01168,0.07288,0.00067,0.14457,0.05165,0.06415,0.11773,0.04417,0.06053,0.18629,0,0.00096
"PAK",2004,10,14,"B","Fraction","Point",0,0.0516,0.0407,0.08919,0.00067,0.19409,0.06695,0.07824,0.13828,0.05487,0.07173,0.21181,0.00015,0.00171
"PAK",2004,10,14,"B","Fraction","Upper",0.00001,0.0752,0.10283,0.10564,0.00068,0.2258,0.08396,0.09432,0.16079,0.06632,0.08459,0.23981,0.00044,0.00308
"PAK",2004,10,14,"B","Rate","Lower",0,0.04142,0.04973,0.20719,0.00166,0.42245,0.1575,0.18446,0.34236,0.12913,0.17578,0.51731,0,0.00459
"PAK",2004,10,14,"B","Rate","Point",0,0.21371,0.16856,0.36939,0.00277,0.80385,0.27728,0.32404,0.57271,0.22725,0.29708,0.87724,0.00062,0.00708
"PAK",2004,10,14,"B","Rate","Upper",0.00002,0.37699,0.3956,0.53537,0.00381,1.16168,0.41313,0.4735,0.81331,0.33142,0.42576,1.22169,0.00154,0.00971
"PAK",2005,10,14,"B","Deaths","Lower",0,131,131,571,6,1130,437,489,961,350,467,1371,4152,3
"PAK",2005,10,14,"B","Deaths","Point",0,617,457,1066,12,2241,807,912,1699,640,838,2435,4806,8
"PAK",2005,10,14,"B","Deaths","Upper",1,1149,1058,1635,18,3470,1247,1432,2555,1009,1301,3632,5223,15
"PAK",2005,10,14,"B","Fraction","Lower",0,0.01012,0.00784,0.05038,0.00061,0.09342,0.03669,0.042,0.08429,0.02997,0.04067,0.12079,0.23153,0.00019
"PAK",2005,10,14,"B","Fraction","Point",0,0.03733,0.02766,0.06444,0.0007,0.13548,0.04881,0.05515,0.10272,0.03871,0.05067,0.14725,0.29056,0.00051
"PAK",2005,10,14,"B","Fraction","Upper",0.00001,0.05526,0.06641,0.07768,0.00077,0.16294,0.06211,0.06779,0.12101,0.04769,0.0604,0.1712,0.38318,0.00095
"PAK",2005,10,14,"B","Rate","Lower",0,0.033,0.03296,0.14322,0.00169,0.28313,0.10952,0.12264,0.24104,0.08781,0.11722,0.34356,1.04053,0.00075
"PAK",2005,10,14,"B","Rate","Point",0,0.15462,0.11457,0.26691,0.0029,0.56115,0.20217,0.22843,0.42546,0.16033,0.20987,0.6099,1.20348,0.00211
"PAK",2005,10,14,"B","Rate","Upper",0.00003,0.28731,0.26497,0.40899,0.00428,0.86828,0.31215,0.35837,0.63917,0.25234,0.32533,0.90876,1.30709,0.00376
"PAK",2006,10,14,"B","Deaths","Lower",0,230,180,1025,10,1878,752,813,1695,583,761,2126,18,26
"PAK",2006,10,14,"B","Deaths","Point",0,918,630,1643,16,3232,1229,1297,2590,912,1195,3329,27,37
"PAK",2006,10,14,"B","Deaths","Upper",1,1532,1586,2339,23,4647,1788,1880,3654,1296,1718,4714,37,50
"PAK",2006,10,14,"B","Fraction","Lower",0,0.01632,0.00971,0.07933,0.00095,0.13338,0.05566,0.06245,0.13033,0.04318,0.05904,0.1715,0.00095,0.00131
"PAK",2006,10,14,"B","Fraction","Point",0,0.05381,0.03695,0.09634,0.00096,0.18951,0.07204,0.07605,0.15185,0.05348,0.07006,0.19519,0.00158,0.00218
"PAK",2006,10,14,"B","Fraction","Upper",0.00002,0.07502,0.09412,0.11403,0.00097,0.22155,0.08995,0.09118,0.17567,0.06467,0.08236,0.22017,0.0027,0.00353
"PAK",2006,10,14,"B","Rate","Lower",0,0.05678,0.04445,0.25283,0.00266,0.46313,0.18552,0.20054,0.41788,0.14374,0.18762,0.52408,0.00443,0.0064
"PAK",2006,10,14,"B","Rate","Point",0,0.22604,0.15522,0.4047,0.00403,0.79609,0.30262,0.31947,0.63789,0.22466,0.29431,0.81995,0.00664,0.00916
"PAK",2006,10,14,"B","Rate","Upper",0.00007,0.37716,0.39048,0.57589,0.00548,1.14389,0.43999,0.4627,0.89931,0.31906,0.42277,1.16015,0.00912,0.0123
"PAK",2007,10,14,"B","Deaths","Lower",0,256,148,1082,10,1855,776,765,1700,544,739,1909,46,115
"PAK",2007,10,14,"B","Deaths","Point",0,958,616,1817,17,3314,1330,1295,2773,911,1193,3139,61,138
"PAK",2007,10,14,"B","Deaths","Upper",1,1726,1449,2734,25,5186,2092,1973,4154,1381,1811,4673,77,162
"PAK",2007,10,14,"B","Fraction","Lower",0,0.01634,0.00865,0.08498,0.00095,0.14172,0.05773,0.06043,0.13562,0.04174,0.05719,0.15678,0.00218,0.0052
"PAK",2007,10,14,"B","Fraction","Point",0.00001,0.05455,0.03508,0.10344,0.00097,0.18873,0.07573,0.07373,0.15791,0.05185,0.06793,0.17877,0.00346,0.00785
"PAK",2007,10,14,"B","Fraction","Upper",0.00002,0.07614,0.085,0.12228,0.00097,0.21894,0.09514,0.08821,0.18274,0.06278,0.07972,0.20171,0.00582,0.01263
"PAK",2007,10,14,"B","Rate","Lower",0,0.06235,0.03611,0.26307,0.00257,0.45071,0.18855,0.18581,0.41308,0.13214,0.17968,0.46392,0.01117,0.02791
"PAK",2007,10,14,"B","Rate","Point",0.00004,0.23254,0.14954,0.44095,0.00413,0.80452,0.32282,0.3143,0.67314,0.22103,0.28957,0.76206,0.01475,0.03346
"PAK",2007,10,14,"B","Rate","Upper",0.00008,0.41843,0.35162,0.66309,0.00601,1.25769,0.50734,0.47844,1.0071,0.33499,0.4392,1.13324,0.01869,0.03932
"PAK",2008,10,14,"B","Deaths","Lower",0,215,151,1086,7,1797,773,712,1648,497,665,1678,12,255
"PAK",2008,10,14,"B","Deaths","Point",0,988,609,1956,14,3391,1422,1304,2935,911,1191,2985,20,286
"PAK",2008,10,14,"B","Deaths","Upper",1,1958,1474,3203,22,5819,2442,2135,4725,1555,1956,4929,30,321
"PAK",2008,10,14,"B","Fraction","Lower",0,0.01561,0.00771,0.08836,0.00074,0.14318,0.05944,0.05933,0.13981,0.0405,0.05532,0.14447,0.00053,0.00977
"PAK",2008,10,14,"B","Fraction","Point",0.00001,0.05487,0.03381,0.10859,0.00076,0.18825,0.07895,0.07239,0.16293,0.05059,0.06612,0.16572,0.00112,0.01589
"PAK",2008,10,14,"B","Fraction","Upper",0.00003,0.07594,0.08522,0.12902,0.00077,0.22023,0.09987,0.0868,0.18861,0.06141,0.07773,0.18829,0.00218,0.02759
"PAK",2008,10,14,"B","Rate","Lower",0,0.05157,0.0364,0.26058,0.00187,0.43106,0.18549,0.17094,0.39541,0.11935,0.15946,0.40246,0.00287,0.06103
"PAK",2008,10,14,"B","Rate","Point",0.00004,0.23675,0.14588,0.46853,0.00328,0.81224,0.34064,0.31234,0.70299,0.21828,0.28529,0.71503,0.00483,0.06856
"PAK",2008,10,14,"B","Rate","Upper",0.00011,0.4685,0.35302,0.76621,0.00526,1.39153,0.58453,0.51069,1.13018,0.37203,0.46817,1.17915,0.00719,0.07693
"PAK",2009,10,14,"B","Deaths","Lower",0,209,154,994,10,1608,738,654,1570,461,598,1467,2,434
"PAK",2009,10,14,"B","Deaths","Point",0,1006,596,1985,21,3422,1472,1325,3049,916,1185,2890,6,479
"PAK",2009,10,14,"B","Deaths","Upper",1,2066,1428,3406,36,6199,2642,2348,5323,1655,2025,4960,11,522
"PAK",2009,10,14,"B","Fraction","Lower",0,0.01662,0.0079,0.08715,0.0011,0.13973,0.05991,0.05861,0.14217,0.03987,0.05378,0.13665,0.00009,0.01537
"PAK",2009,10,14,"B","Fraction","Point",0.00001,0.05483,0.0325,0.10814,0.00114,0.18645,0.08023,0.0722,0.16612,0.04993,0.06454,0.15748,0.00034,0.0261
"PAK",2009,10,14,"B","Fraction","Upper",0.00003,0.07502,0.08234,0.1292,0.00115,0.21717,0.10199,0.08621,0.1921,0.06081,0.076,0.17901,0.00081,0.04855
"PAK",2009,10,14,"B","Rate","Lower",0,0.04961,0.03664,0.23564,0.00259,0.3812,0.17504,0.15499,0.37219,0.10925,0.14188,0.34791,0.00047,0.10272
"PAK",2009,10,14,"B","Rate","Point",0.00004,0.23824,0.14122,0.46988,0.00495,0.81015,0.34861,0.31372,0.72182,0.21695,0.28044,0.68427,0.00148,0.11341
"PAK",2009,10,14,"B","Rate","Upper",0.00014,0.48845,0.33792,0.80522,0.00844,1.46551,0.62445,0.55496,1.25848,0.39088,0.47857,1.17269,0.00261,0.1236
"PAK",2010,10,14,"B","Deaths","Lower",0,172,126,824,16,1349,660,588,1367,400,525,1274,111,603
"PAK",2010,10,14,"B","Deaths","Point",0,1017,572,1903,35,3421,1468,1353,3081,923,1174,2848,133,657
"PAK",2010,10,14,"B","Deaths","Upper",1,2127,1524,3409,63,6341,2687,2463,5571,1750,2063,5137,157,707
"PAK",2010,10,14,"B","Fraction","Lower",0,0.01371,0.00595,0.08161,0.00178,0.12463,0.05824,0.059,0.14162,0.03965,0.05224,0.1318,0.00402,0.0204
"PAK",2010,10,14,"B","Fraction","Point",0.00001,0.0547,0.03079,0.10237,0.00187,0.18409,0.07897,0.07282,0.16577,0.04968,0.06314,0.15326,0.00718,0.03536
"PAK",2010,10,14,"B","Fraction","Upper",0.00004,0.07459,0.09552,0.12235,0.00191,0.21368,0.10035,0.08719,0.19206,0.06043,0.0744,0.17447,0.01525,0.07073
"PAK",2010,10,14,"B","Rate","Lower",0,0.04051,0.02976,0.19334,0.00375,0.31668,0.15481,0.13802,0.32074,0.09404,0.12339,0.29903,0.026,0.1413
"PAK",2010,10,14,"B","Rate","Point",0.00004,0.23827,0.13412,0.44591,0.00815,0.80187,0.34398,0.31719,0.72207,0.2164,0.27503,0.66758,0.03128,0.15402
"PAK",2010,10,14,"B","Rate","Upper",0.0002,0.49764,0.35689,0.79721,0.01453,1.48393,0.62893,0.5766,1.30276,0.40944,0.483,1.2019,0.0368,0.16564
"PAK",2011,10,14,"B","Deaths","Lower",0,160,110,702,17,1357,575,563,1276,394,516,1159,20,293
"PAK",2011,10,14,"B","Deaths","Point",0,1059,578,1816,41,3552,1478,1438,3170,975,1216,2967,31,331
"PAK",2011,10,14,"B","Deaths","Upper",2,2315,1460,3275,75,6664,2786,2662,5735,1833,2229,5396,42,367
"PAK",2011,10,14,"B","Fraction","Lower",0,0.01443,0.00563,0.07792,0.00215,0.1439,0.05865,0.06305,0.14525,0.04193,0.05427,0.13786,0.00083,0.00973
"PAK",2011,10,14,"B","Fraction","Point",0.00002,0.0568,0.03098,0.09738,0.00222,0.19043,0.07926,0.07709,0.16996,0.05225,0.06517,0.15906,0.00166,0.01772
"PAK",2011,10,14,"B","Fraction","Upper",0.00006,0.07821,0.08512,0.11567,0.00224,0.22244,0.10064,0.09201,0.19656,0.06365,0.07672,0.1805,0.00404,0.04149
"PAK",2011,10,14,"B","Rate","Lower",0,0.03739,0.02564,0.16337,0.00406,0.31592,0.13397,0.13114,0.29706,0.09185,0.12021,0.26978,0.00464,0.06818
"PAK",2011,10,14,"B","Rate","Point",0.00009,0.2462,0.13429,0.4221,0.00962,0.82544,0.34356,0.33415,0.73671,0.22648,0.28249,0.68946,0.0072,0.07681
"PAK",2011,10,14,"B","Rate","Upper",0.00028,0.53702,0.33916,0.75987,0.01738,1.54542,0.64653,0.61735,1.3311,0.4251,0.51694,1.25168,0.00977,0.08527
"PAK",2012,10,14,"B","Deaths","Lower",0,136,99,570,14,1084,513,522,1146,356,458,1085,33,346
"PAK",2012,10,14,"B","Deaths","Point",1,1066,570,1675,39,3564,1432,1479,3134,996,1226,3026,45,386
"PAK",2012,10,14,"B","Deaths","Upper",2,2365,1537,3151,72,6909,2735,2828,5819,1875,2322,5675,60,424
"PAK",2012,10,14,"B","Fraction","Lower",0,0.01323,0.005,0.07187,0.00203,0.13132,0.05677,0.06463,0.14339,0.04306,0.05461,0.14039,0.00118,0.0115
"PAK",2012,10,14,"B","Fraction","Point",0.00003,0.05721,0.03056,0.08989,0.00211,0.19121,0.07683,0.07935,0.16812,0.05345,0.06579,0.16233,0.00243,0.02069
"PAK",2012,10,14,"B","Fraction","Upper",0.00007,0.0783,0.09488,0.10697,0.00214,0.22193,0.09736,0.09467,0.19442,0.06486,0.07745,0.18376,0.00649,0.05256
"PAK",2012,10,14,"B","Rate","Lower",0,0.0315,0.02295,0.13171,0.00328,0.25026,0.11853,0.12053,0.26467,0.0823,0.10587,0.25059,0.00759,0.07976
"PAK",2012,10,14,"B","Rate","Point",0.00013,0.24583,0.13132,0.38625,0.00907,0.82162,0.33014,0.34096,0.72241,0.22967,0.2827,0.69753,0.01044,0.0889
"PAK",2012,10,14,"B","Rate","Upper",0.00038,0.5442,0.35369,0.72514,0.01652,1.59029,0.62917,0.65097,1.33895,0.43117,0.53426,1.30616,0.01381,0.09759
"PAK",2013,10,14,"B","Deaths","Lower",0,95,102,463,7,906,442,473,964,318,399,977,45,258
"PAK",2013,10,14,"B","Deaths","Point",1,1071,568,1546,24,3575,1383,1528,3075,1022,1248,3129,59,297
"PAK",2013,10,14,"B","Deaths","Upper",3,2527,1513,2990,47,7318,2737,3007,6004,1983,2459,6150,74,333
"PAK",2013,10,14,"B","Fraction","Lower",0,0.01095,0.00483,0.06665,0.00126,0.1289,0.05513,0.067,0.14125,0.04441,0.05586,0.14581,0.00161,0.00844
"PAK",2013,10,14,"B","Fraction","Point",0.00004,0.0578,0.03064,0.08346,0.00132,0.19298,0.07463,0.0825,0.166,0.05518,0.06735,0.16893,0.00316,0.01601
"PAK",2013,10,14,"B","Fraction","Upper",0.00012,0.07884,0.10229,0.09922,0.00133,0.22471,0.09445,0.09826,0.1918,0.06682,0.07928,0.19089,0.00954,0.04586
"PAK",2013,10,14,"B","Rate","Lower",0,0.02197,0.02353,0.10609,0.0018,0.20772,0.1014,0.10858,0.22106,0.07287,0.09161,0.22395,0.01028,0.05914
"PAK",2013,10,14,"B","Rate","Point",0.00017,0.24496,0.12985,0.3537,0.00559,0.81785,0.31628,0.34963,0.7035,0.23385,0.28543,0.71592,0.01339,0.06785
"PAK",2013,10,14,"B","Rate","Upper",0.00065,0.57686,0.34606,0.68276,0.01064,1.67036,0.62528,0.68658,1.37111,0.45274,0.56143,1.40426,0.01695,0.07613
"PAK",2014,10,14,"B","Deaths","Lower",0,73,100,305,4,703,306,359,680,237,276,720,14,288
"PAK",2014,10,14,"B","Deaths","Point",2,1068,561,1419,21,3565,1321,1561,2968,1040,1268,3226,23,330
"PAK",2014,10,14,"B","Deaths","Upper",8,2666,1521,2947,44,7704,2825,3256,6148,2159,2635,6667,33,366
"PAK",2014,10,14,"B","Fraction","Lower",0,0.01077,0.00474,0.06125,0.00108,0.11958,0.05311,0.06832,0.13608,0.04482,0.05713,0.15099,0.00052,0.00865
"PAK",2014,10,14,"B","Fraction","Point",0.00012,0.05812,0.03053,0.07725,0.00115,0.19402,0.07188,0.08496,0.16154,0.05661,0.06899,0.17559,0.00127,0.01796
"PAK",2014,10,14,"B","Fraction","Upper",0.00031,0.07996,0.10581,0.09198,0.00117,0.22439,0.09049,0.10118,0.18646,0.06813,0.08094,0.19825,0.00484,0.06447
"PAK",2014,10,14,"B","Rate","Lower",0.00002,0.01675,0.02288,0.0695,0.00112,0.15984,0.06961,0.08173,0.15467,0.05408,0.0629,0.16381,0.00319,0.06549
"PAK",2014,10,14,"B","Rate","Point",0.0005,0.24239,0.12733,0.32217,0.0048,0.80916,0.29978,0.35433,0.6737,0.23609,0.28772,0.7323,0.0053,0.0749
"PAK",2014,10,14,"B","Rate","Upper",0.00161,0.60376,0.34462,0.6671,0.00982,1.7449,0.64001,0.73719,1.39272,0.48886,0.5966,1.50997,0.0075,0.08306
"PAK",2015,10,14,"B","Deaths","Lower",0,22,78,161,2,289,164,193,360,131,155,417,0,224
"PAK",2015,10,14,"B","Deaths","Point",8,1064,562,1319,19,3583,1259,1606,2829,1057,1290,3344,0,265
"PAK",2015,10,14,"B","Deaths","Upper",26,2891,1554,3041,43,8526,2917,3588,6408,2381,2898,7614,0,298
"PAK",2015,10,14,"B","Fraction","Lower",0.00003,0.00625,0.00373,0.05542,0.00094,0.05037,0.04917,0.0697,0.12867,0.04506,0.05764,0.15639,0,0.00613
"PAK",2015,10,14,"B","Fraction","Point",0.00042,0.05845,0.03086,0.07246,0.00103,0.19681,0.06917,0.0882,0.15541,0.05807,0.07088,0.18369,0,0.01454
"PAK",2015,10,14,"B","Fraction","Upper",0.00091,0.0805,0.1169,0.08638,0.00104,0.22756,0.08724,0.10517,0.17999,0.07008,0.08321,0.20833,0,0.07273
"PAK",2015,10,14,"B","Rate","Lower",0.00006,0.005,0.01761,0.0363,0.00051,0.06532,0.03697,0.04356,0.08125,0.02959,0.03502,0.09413,0,0.05034
"PAK",2015,10,14,"B","Rate","Point",0.00172,0.23944,0.12642,0.29684,0.00422,0.80625,0.28336,0.36132,0.63665,0.23789,0.29036,0.7525,0,0.05956
"PAK",2015,10,14,"B","Rate","Upper",0.00562,0.64877,0.34925,0.68259,0.00945,1.91415,0.65497,0.80553,1.43838,0.5345,0.65035,1.7094,0,0.0671
"PAK",2016,10,14,"B","Deaths","Lower",0,0,1,0,0,0,0,0,0,0,0,1,8,32
"PAK",2016,10,14,"B","Deaths","Point",13,1059,557,1245,25,3595,1202,1654,2687,1065,1303,3457,25,124
"PAK",2016,10,14,"B","Deaths","Upper",41,3201,1530,3121,62,9354,3056,4130,6822,2617,3140,8695,35,145
"PAK",2016,10,14,"B","Fraction","Lower",0,0.00002,0.00102,0.0084,0.00014,0.00023,0.00721,0.00974,0.01514,0.00566,0.00689,0.02021,0.0003,0.00193
"PAK",2016,10,14,"B","Fraction","Point",0.00074,0.05881,0.03091,0.06915,0.00137,0.19959,0.06673,0.09184,0.14917,0.05913,0.07237,0.19195,0.00137,0.00688
"PAK",2016,10,14,"B","Fraction","Upper",0.00146,0.08082,0.13747,0.08275,0.00139,0.23132,0.08408,0.10966,0.17307,0.07169,0.08485,0.21757,0.00752,0.03819
"PAK",2016,10,14,"B","Rate","Lower",0,0,0.00043,0.0001,0,0,0.00008,0.00012,0.00019,0.00008,0.00009,0.00026,0.00181,0.00721
"PAK",2016,10,14,"B","Rate","Point",0.00297,0.23623,0.12416,0.27777,0.0055,0.80173,0.26805,0.36891,0.5992,0.23752,0.2907,0.77104,0.0055,0.02764
"PAK",2016,10,14,"B","Rate","Upper",0.00902,0.71159,0.3406,0.69415,0.01376,2.08019,0.6797,0.91813,1.51637,0.58217,0.69857,1.93297,0.00781,0.03235
"PAK",2017,10,14,"B","Deaths","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAK",2017,10,14,"B","Deaths","Point",21,1050,550,1207,20,3595,1155,1695,2551,1055,1307,3554,13,62
"PAK",2017,10,14,"B","Deaths","Upper",69,3635,1622,3265,54,10570,3331,4637,7038,2911,3532,9822,21,78
"PAK",2017,10,14,"B","Fraction","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAK",2017,10,14,"B","Fraction","Point",0.00119,0.05889,0.03082,0.06766,0.00111,0.20156,0.06474,0.09504,0.14303,0.05918,0.07328,0.19929,0.00075,0.00346
"PAK",2017,10,14,"B","Fraction","Upper",0.00213,0.08148,0.1436,0.08084,0.00112,0.23416,0.08189,0.11397,0.16624,0.0719,0.086,0.22639,0.00445,0.01926
"PAK",2017,10,14,"B","Rate","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAK",2017,10,14,"B","Rate","Point",0.00469,0.23188,0.12136,0.26642,0.00437,0.79366,0.25492,0.37423,0.56319,0.23303,0.28855,0.78472,0.00295,0.01362
"PAK",2017,10,14,"B","Rate","Upper",0.01517,0.79979,0.35784,0.71787,0.01176,2.32455,0.73313,1.02045,1.54851,0.64065,0.7772,2.16066,0.00463,0.01722
"PAK",2018,10,14,"B","Deaths","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAK",2018,10,14,"B","Deaths","Point",31,1039,539,1185,18,3569,1119,1731,2443,1039,1301,3636,4,72
"PAK",2018,10,14,"B","Deaths","Upper",106,3807,1412,3590,54,11521,3429,5289,7515,3110,3937,11205,8,88
"PAK",2018,10,14,"B","Fraction","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAK",2018,10,14,"B","Fraction","Point",0.00177,0.05859,0.03043,0.06686,0.001,0.20134,0.0631,0.09767,0.1378,0.05859,0.07342,0.20514,0.00021,0.00407
"PAK",2018,10,14,"B","Fraction","Upper",0.00293,0.08129,0.1481,0.08009,0.00101,0.23336,0.08007,0.11736,0.16089,0.07136,0.08615,0.23302,0.00113,0.02403
"PAK",2018,10,14,"B","Rate","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAK",2018,10,14,"B","Rate","Point",0.00685,0.22674,0.11776,0.25874,0.00387,0.77917,0.24419,0.37798,0.53328,0.22674,0.28413,0.79388,0.00081,0.01575
"PAK",2018,10,14,"B","Rate","Upper",0.02285,0.82788,0.30786,0.78028,0.01164,2.50543,0.74528,1.14926,1.63431,0.6758,0.85559,2.43657,0.00173,0.01922
"PAK",2019,10,14,"B","Deaths","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAK",2019,10,14,"B","Deaths","Point",42,1017,530,1146,15,3447,1094,1767,2425,1029,1287,3731,11,27
"PAK",2019,10,14,"B","Deaths","Upper",151,4238,1538,3856,50,12276,3552,5749,8021,3346,4210,12180,18,38
"PAK",2019,10,14,"B","Fraction","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAK",2019,10,14,"B","Fraction","Point",0.00241,0.05791,0.03015,0.06524,0.00087,0.19623,0.06225,0.1006,0.13803,0.05857,0.07325,0.21236,0.00061,0.00153
"PAK",2019,10,14,"B","Fraction","Upper",0.00373,0.08076,0.13495,0.07803,0.00088,0.22818,0.07875,0.12056,0.16115,0.07097,0.08569,0.24096,0.00413,0.00906
"PAK",2019,10,14,"B","Rate","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAK",2019,10,14,"B","Rate","Point",0.00913,0.21939,0.11422,0.24715,0.0033,0.74339,0.23583,0.38111,0.52291,0.22189,0.2775,0.8045,0.00231,0.0058
"PAK",2019,10,14,"B","Rate","Upper",0.03236,0.90998,0.33141,0.82757,0.01071,2.63574,0.76324,1.23398,1.72345,0.71785,0.9042,2.61621,0.00385,0.00819
"PAN",2000,10,14,"B","Deaths","Lower",1,0,0,0,0,1,0,8,32,7,8,6,0,0
"PAN",2000,10,14,"B","Deaths","Point",5,1,0,3,0,6,4,15,43,15,16,13,1,0
"PAN",2000,10,14,"B","Deaths","Upper",10,4,0,7,0,12,8,24,54,23,24,20,5,0
"PAN",2000,10,14,"B","Fraction","Lower",0.00833,0,0,0,0,0.01639,0.0074,0.0667,0.2721,0.06366,0.07321,0.05263,0,0
"PAN",2000,10,14,"B","Fraction","Point",0.04298,0.00966,0,0.02228,0,0.04949,0.03013,0.12602,0.35103,0.12404,0.12961,0.10455,0.01021,0
"PAN",2000,10,14,"B","Fraction","Upper",0.08129,0.03175,0,0.05079,0,0.09372,0.06202,0.18699,0.43635,0.18637,0.19167,0.15998,0.03334,0
"PAN",2000,10,14,"B","Rate","Lower",0.01626,0,0,0,0,0.03239,0.01615,0.1299,0.52072,0.12933,0.14577,0.09758,0,0
"PAN",2000,10,14,"B","Rate","Point",0.08488,0.01908,0,0.044,0,0.09773,0.0595,0.24887,0.69322,0.24496,0.25596,0.20647,0.02016,0
"PAN",2000,10,14,"B","Rate","Upper",0.16207,0.06483,0,0.09754,0,0.17906,0.12939,0.3733,0.8755,0.35808,0.37373,0.32351,0.06498,0
"PAN",2001,10,14,"B","Deaths","Lower",0,0,0,0,0,4,0,11,31,3,5,10,0,0
"PAN",2001,10,14,"B","Deaths","Point",1,3,1,1,0,10,0,19,42,8,12,19,3,0
"PAN",2001,10,14,"B","Deaths","Upper",4,7,4,5,0,17,0,28,53,15,19,27,7,0
"PAN",2001,10,14,"B","Fraction","Lower",0,0,0,0,0,0.0396,0,0.09917,0.26785,0.02565,0.05003,0.09096,0,0
