"ISO3","Year","AgeLow","AgeUp","Sex","Variable","Quantile","HIV","LRI","TB","Diarrhoeal","Malaria","OtherCMPN","Digestive","Neoplasms","OtherNCD","Drowning","RTI","OtherInj","NatDis","CollectVio"
"FRA",2006,10,14,"B","Fraction","Upper",0,0.01624,0,0.00758,0.0073,0.03963,0.03511,0.25054,0.41927,0.04902,0.18294,0.22162,0,0
"FRA",2006,10,14,"B","Rate","Lower",0,0,0,0,0,0.00534,0.00534,0.09477,0.17631,0.00933,0.06277,0.08155,0,0
"FRA",2006,10,14,"B","Rate","Point",0,0.00387,0,0.00137,0.00125,0.01322,0.01185,0.11727,0.2088,0.01774,0.08276,0.10404,0,0
"FRA",2006,10,14,"B","Rate","Upper",0,0.00935,0,0.00402,0.00401,0.02271,0.02002,0.14271,0.2417,0.02805,0.10421,0.12688,0,0
"FRA",2007,10,14,"B","Deaths","Lower",0,0,0,0,0,6,0,82,118,1,47,61,0,0
"FRA",2007,10,14,"B","Deaths","Point",1,3,0,0,0,13,1,102,139,5,62,77,0,0
"FRA",2007,10,14,"B","Deaths","Upper",4,7,0,0,0,21,4,121,163,10,79,96,0,0
"FRA",2007,10,14,"B","Fraction","Lower",0,0,0,0,0,0.01562,0,0.2073,0.29732,0.00247,0.1225,0.15448,0,0
"FRA",2007,10,14,"B","Fraction","Point",0.00255,0.008,0,0,0,0.03167,0.00267,0.25218,0.34442,0.01231,0.15469,0.19151,0,0
"FRA",2007,10,14,"B","Fraction","Upper",0.00941,0.01712,0,0,0,0.05,0.00954,0.29395,0.39604,0.02419,0.19036,0.22955,0,0
"FRA",2007,10,14,"B","Rate","Lower",0,0,0,0,0,0.00801,0,0.10943,0.15854,0.00133,0.064,0.08138,0,0
"FRA",2007,10,14,"B","Rate","Point",0.00138,0.00432,0,0,0,0.01709,0.00144,0.13607,0.18585,0.00664,0.08347,0.10334,0,0
"FRA",2007,10,14,"B","Rate","Upper",0.00533,0.00934,0,0,0,0.02669,0.00533,0.16005,0.21612,0.01333,0.10411,0.12672,0,0
"FRA",2008,10,14,"B","Deaths","Lower",0,1,0,0,0,5,1,76,114,6,38,55,0,0
"FRA",2008,10,14,"B","Deaths","Point",1,6,0,1,0,13,6,95,135,13,52,71,1,0
"FRA",2008,10,14,"B","Deaths","Upper",4,12,0,4,0,20,12,113,156,21,66,87,4,0
"FRA",2008,10,14,"B","Fraction","Lower",0,0.00506,0,0,0,0.01538,0.00498,0.19904,0.29383,0.01637,0.09953,0.14506,0,0
"FRA",2008,10,14,"B","Fraction","Point",0.00266,0.01631,0,0.00278,0,0.03239,0.01643,0.24062,0.34225,0.03313,0.13117,0.17961,0.00264,0
"FRA",2008,10,14,"B","Fraction","Upper",0.0095,0.03,0,0.0101,0,0.05012,0.02957,0.28429,0.38919,0.05097,0.16249,0.21812,0.00796,0
"FRA",2008,10,14,"B","Rate","Lower",0,0.00265,0,0,0,0.00796,0.00265,0.1022,0.15141,0.00807,0.05049,0.07433,0,0
"FRA",2008,10,14,"B","Rate","Point",0.00139,0.00851,0,0.00145,0,0.0169,0.00857,0.12553,0.17856,0.01728,0.06843,0.0937,0.00138,0
"FRA",2008,10,14,"B","Rate","Upper",0.00531,0.01593,0,0.00531,0,0.02654,0.01582,0.14995,0.20588,0.02657,0.08634,0.11546,0.00399,0
"FRA",2009,10,14,"B","Deaths","Lower",0,1,0,0,0,6,0,81,115,4,36,53,0,0
"FRA",2009,10,14,"B","Deaths","Point",0,6,0,1,0,12,3,99,134,10,49,69,0,0
"FRA",2009,10,14,"B","Deaths","Upper",0,12,0,4,0,20,8,117,154,18,63,85,0,0
"FRA",2009,10,14,"B","Fraction","Lower",0,0.00505,0,0,0,0.01626,0,0.21307,0.30416,0.0126,0.09654,0.14092,0,0
"FRA",2009,10,14,"B","Fraction","Point",0,0.01608,0,0.00276,0,0.03253,0.00829,0.25709,0.34915,0.02725,0.12765,0.17921,0,0
"FRA",2009,10,14,"B","Fraction","Upper",0,0.02957,0,0.01011,0,0.05181,0.01809,0.30023,0.39432,0.04532,0.16067,0.21945,0,0
"FRA",2009,10,14,"B","Rate","Lower",0,0.00263,0,0,0,0.00791,0,0.10687,0.15282,0.00659,0.04876,0.06993,0,0
"FRA",2009,10,14,"B","Rate","Point",0,0.00815,0,0.0014,0,0.01649,0.0042,0.13031,0.17697,0.01381,0.0647,0.09083,0,0
"FRA",2009,10,14,"B","Rate","Upper",0,0.01453,0,0.00528,0,0.02637,0.00924,0.1531,0.20309,0.02245,0.08186,0.11089,0,0
"FRA",2010,10,14,"B","Deaths","Lower",0,0,0,0,0,0,1,75,129,2,39,49,0,0
"FRA",2010,10,14,"B","Deaths","Point",1,0,0,2,0,4,6,91,150,7,52,65,0,0
"FRA",2010,10,14,"B","Deaths","Upper",4,0,0,6,0,9,11,110,171,13,66,81,0,0
"FRA",2010,10,14,"B","Fraction","Lower",0,0,0,0,0,0.00252,0.00526,0.20225,0.34824,0.00536,0.1038,0.13549,0,0
"FRA",2010,10,14,"B","Fraction","Point",0.00262,0,0,0.00523,0,0.01052,0.01581,0.24193,0.39723,0.01738,0.13768,0.17159,0,0
"FRA",2010,10,14,"B","Fraction","Upper",0.00834,0,0,0.01374,0,0.02128,0.02925,0.28609,0.4435,0.03192,0.17344,0.21039,0,0
"FRA",2010,10,14,"B","Rate","Lower",0,0,0,0,0,0.0013,0.00261,0.09829,0.17016,0.00261,0.05109,0.06548,0,0
"FRA",2010,10,14,"B","Rate","Point",0.00129,0,0,0.00258,0,0.00519,0.0078,0.11941,0.19606,0.00858,0.06795,0.08469,0,0
"FRA",2010,10,14,"B","Rate","Upper",0.00394,0,0,0.00656,0,0.01049,0.01441,0.14282,0.2228,0.01573,0.08638,0.10486,0,0
"FRA",2011,10,14,"B","Deaths","Lower",0,0,0,0,0,4,0,64,122,6,29,56,0,0
"FRA",2011,10,14,"B","Deaths","Point",0,4,0,1,1,11,3,81,141,13,41,72,0,0
"FRA",2011,10,14,"B","Deaths","Upper",0,9,0,4,4,18,8,99,162,20,54,88,0,0
"FRA",2011,10,14,"B","Fraction","Lower",0,0.00268,0,0,0,0.01327,0,0.1776,0.33611,0.01724,0.07841,0.15473,0,0
"FRA",2011,10,14,"B","Fraction","Point",0,0.01212,0,0.00278,0.00311,0.02949,0.00934,0.21969,0.38289,0.0353,0.11054,0.19473,0,0
"FRA",2011,10,14,"B","Fraction","Upper",0,0.02338,0,0.0085,0.0105,0.04709,0.01977,0.26452,0.43548,0.05389,0.14472,0.23607,0,0
"FRA",2011,10,14,"B","Rate","Lower",0,0.0013,0,0,0,0.00651,0,0.08468,0.15925,0.00783,0.03784,0.07424,0,0
"FRA",2011,10,14,"B","Rate","Point",0,0.00583,0,0.00134,0.0015,0.01419,0.00449,0.10568,0.18419,0.01698,0.05318,0.09367,0,0
"FRA",2011,10,14,"B","Rate","Upper",0,0.01174,0,0.00392,0.00522,0.02336,0.00914,0.12897,0.21094,0.02609,0.07028,0.11467,0,0
"FRA",2012,10,14,"B","Deaths","Lower",0,0,0,0,0,0,0,79,117,4,28,51,0,0
"FRA",2012,10,14,"B","Deaths","Point",2,1,0,1,0,5,4,96,137,10,40,66,0,0
"FRA",2012,10,14,"B","Deaths","Upper",6,4,0,4,0,10,8,114,157,17,54,82,0,0
"FRA",2012,10,14,"B","Fraction","Lower",0,0,0,0,0,0.00277,0,0.22311,0.33062,0.01351,0.07866,0.14285,0,0
"FRA",2012,10,14,"B","Fraction","Point",0.00642,0.00328,0,0.00328,0,0.01284,0.0097,0.26602,0.37956,0.02753,0.10996,0.18141,0,0
"FRA",2012,10,14,"B","Fraction","Upper",0.0164,0.00901,0,0.00912,0,0.02528,0.02156,0.31166,0.42858,0.04545,0.14546,0.22308,0,0
"FRA",2012,10,14,"B","Rate","Lower",0,0,0,0,0,0.00129,0,0.10242,0.15171,0.00647,0.03629,0.06728,0,0
"FRA",2012,10,14,"B","Rate","Point",0.00301,0.00154,0,0.00154,0,0.00602,0.00455,0.12468,0.17789,0.0129,0.05154,0.08502,0,0
"FRA",2012,10,14,"B","Rate","Upper",0.00778,0.0039,0,0.0039,0,0.01168,0.01036,0.14756,0.20317,0.02202,0.06868,0.10505,0,0
"FRA",2013,10,14,"B","Deaths","Lower",0,0,0,0,0,1,1,69,134,3,13,50,0,0
"FRA",2013,10,14,"B","Deaths","Point",0,4,0,2,1,6,6,86,155,9,21,64,0,0
"FRA",2013,10,14,"B","Deaths","Upper",0,9,0,6,4,11,12,103,177,16,30,79,0,0
"FRA",2013,10,14,"B","Fraction","Lower",0,0.00269,0,0,0,0.00293,0.00552,0.19944,0.38875,0.0112,0.03768,0.14288,0,0
"FRA",2013,10,14,"B","Fraction","Point",0,0.01042,0,0.00654,0.00347,0.01614,0.01737,0.24231,0.43764,0.02576,0.06011,0.18024,0,0
"FRA",2013,10,14,"B","Fraction","Upper",0,0.02247,0,0.01681,0.01133,0.03071,0.0315,0.28569,0.48933,0.0442,0.0843,0.22192,0,0
"FRA",2013,10,14,"B","Rate","Lower",0,0.00128,0,0,0,0.00128,0.00256,0.0887,0.17344,0.00513,0.01671,0.06431,0,0
"FRA",2013,10,14,"B","Rate","Point",0,0.00475,0,0.00298,0.00158,0.00736,0.00793,0.11056,0.19968,0.01175,0.02743,0.08224,0,0
"FRA",2013,10,14,"B","Rate","Upper",0,0.01029,0,0.00771,0.00514,0.01414,0.01415,0.1312,0.22638,0.0193,0.03854,0.10034,0,0
"FRA",2014,10,14,"B","Deaths","Lower",0,0,0,0,0,1,0,86,101,2,28,51,0,0
"FRA",2014,10,14,"B","Deaths","Point",0,1,0,1,0,5,4,105,120,7,39,67,0,0
"FRA",2014,10,14,"B","Deaths","Upper",0,4,0,4,0,10,8,124,141,13,52,84,0,0
"FRA",2014,10,14,"B","Fraction","Lower",0,0,0,0,0,0.00287,0,0.25146,0.29414,0.00588,0.08245,0.14922,0,0
"FRA",2014,10,14,"B","Fraction","Point",0,0.00346,0,0.00337,0,0.01376,0.0102,0.30021,0.34392,0.0204,0.11305,0.19163,0,0
"FRA",2014,10,14,"B","Fraction","Upper",0,0.0112,0,0.01143,0,0.02801,0.02228,0.35082,0.39736,0.03551,0.14804,0.23682,0,0
"FRA",2014,10,14,"B","Rate","Lower",0,0,0,0,0,0.00127,0,0.10953,0.12883,0.00254,0.03568,0.06496,0,0
"FRA",2014,10,14,"B","Rate","Point",0,0.00154,0,0.0015,0,0.00611,0.00453,0.13328,0.15269,0.00906,0.05019,0.08508,0,0
"FRA",2014,10,14,"B","Rate","Upper",0,0.0051,0,0.00509,0,0.01273,0.01018,0.15784,0.17927,0.01645,0.06613,0.10582,0,0
"FRA",2015,10,14,"B","Deaths","Lower",0,2,0,0,0,2,0,78,106,5,19,48,0,0
"FRA",2015,10,14,"B","Deaths","Point",0,6,0,1,0,7,4,95,127,11,29,61,0,0
"FRA",2015,10,14,"B","Deaths","Upper",0,12,0,4,0,14,9,113,147,19,41,76,0,0
"FRA",2015,10,14,"B","Fraction","Lower",0,0.00584,0,0,0,0.00843,0.0029,0.23209,0.31869,0.01528,0.05671,0.14243,0,0
"FRA",2015,10,14,"B","Fraction","Point",0,0.01887,0,0.00324,0,0.02173,0.01239,0.27642,0.37119,0.03248,0.08468,0.17899,0,0
"FRA",2015,10,14,"B","Fraction","Upper",0,0.03428,0,0.00949,0,0.03768,0.02579,0.32493,0.42119,0.05312,0.11765,0.21971,0,0
"FRA",2015,10,14,"B","Rate","Lower",0,0.00252,0,0,0,0.00378,0.00126,0.09847,0.13491,0.00631,0.02399,0.06058,0,0
"FRA",2015,10,14,"B","Rate","Point",0,0.00817,0,0.0014,0,0.00941,0.00536,0.11965,0.16067,0.01406,0.03665,0.07747,0,0
"FRA",2015,10,14,"B","Rate","Upper",0,0.01514,0,0.0038,0,0.01642,0.01135,0.14261,0.18546,0.02274,0.0517,0.09593,0,0
"FRA",2016,10,14,"B","Deaths","Lower",0,3,0,0,0,0,1,79,110,3,20,36,0,0
"FRA",2016,10,14,"B","Deaths","Point",0,8,0,0,0,5,6,98,129,8,32,50,0,0
"FRA",2016,10,14,"B","Deaths","Upper",0,14,0,0,0,10,11,117,151,15,44,65,0,0
"FRA",2016,10,14,"B","Fraction","Lower",0,0.00937,0,0,0,0.00298,0.00566,0.24265,0.33641,0.00929,0.06325,0.11077,0,0
"FRA",2016,10,14,"B","Fraction","Point",0,0.0237,0,0,0,0.01356,0.01683,0.29132,0.38594,0.02391,0.09621,0.14853,0,0
"FRA",2016,10,14,"B","Fraction","Upper",0,0.04012,0,0,0,0.02752,0.03254,0.34111,0.4392,0.04187,0.12651,0.19103,0,0
"FRA",2016,10,14,"B","Rate","Lower",0,0.00378,0,0,0,0.00125,0.00251,0.10072,0.13989,0.00378,0.02645,0.04661,0,0
"FRA",2016,10,14,"B","Rate","Point",0,0.01003,0,0,0,0.00574,0.00712,0.12324,0.16327,0.01011,0.0407,0.06283,0,0
"FRA",2016,10,14,"B","Rate","Upper",0,0.01764,0,0,0,0.01136,0.01387,0.14733,0.18915,0.01766,0.0554,0.08078,0,0
"FRA",2017,10,14,"B","Deaths","Lower",0,1,0,0,0,1,0,77,100,3,21,43,0,0
"FRA",2017,10,14,"B","Deaths","Point",0,5,0,1,0,5,4,95,121,8,32,57,0,0
"FRA",2017,10,14,"B","Deaths","Upper",0,11,0,4,0,11,9,113,142,15,43,72,0,0
"FRA",2017,10,14,"B","Fraction","Lower",0,0.00313,0,0,0,0.00563,0.00297,0.24147,0.31564,0.00934,0.06753,0.1354,0,0
"FRA",2017,10,14,"B","Fraction","Point",0,0.01534,0,0.0022,0,0.01635,0.01314,0.28932,0.36702,0.0256,0.09798,0.17305,0,0
"FRA",2017,10,14,"B","Fraction","Upper",0,0.03039,0,0.00907,0,0.03165,0.02564,0.3384,0.41839,0.04532,0.13119,0.21499,0,0
"FRA",2017,10,14,"B","Rate","Lower",0,0.00125,0,0,0,0.00251,0.00125,0.09807,0.1271,0.00377,0.02768,0.05531,0,0
"FRA",2017,10,14,"B","Rate","Point",0,0.00636,0,0.00091,0,0.00677,0.00544,0.11988,0.15207,0.01061,0.0406,0.0717,0,0
"FRA",2017,10,14,"B","Rate","Upper",0,0.0126,0,0.00378,0,0.01261,0.01009,0.14222,0.17759,0.01888,0.05413,0.09044,0,0
"FRA",2018,10,14,"B","Deaths","Lower",0,1,0,0,0,1,0,75,96,3,21,41,0,0
"FRA",2018,10,14,"B","Deaths","Point",0,5,0,1,0,5,4,93,119,8,32,56,0,0
"FRA",2018,10,14,"B","Deaths","Upper",0,10,0,3,0,11,10,114,142,15,44,73,0,0
"FRA",2018,10,14,"B","Fraction","Lower",0,0.00319,0,0,0,0.00323,0.00292,0.24467,0.3125,0.00955,0.06709,0.13177,0,0
"FRA",2018,10,14,"B","Fraction","Point",0,0.01534,0,0.0022,0,0.01635,0.01314,0.28932,0.36702,0.0256,0.09798,0.17305,0,0
"FRA",2018,10,14,"B","Fraction","Upper",0,0.02986,0,0.00883,0,0.03105,0.02728,0.33968,0.4169,0.04362,0.13268,0.21451,0,0
"FRA",2018,10,14,"B","Rate","Lower",0,0.00125,0,0,0,0.00125,0.00125,0.09542,0.12169,0.00377,0.02639,0.05167,0,0
"FRA",2018,10,14,"B","Rate","Point",0,0.00624,0,0.00089,0,0.00665,0.00534,0.11766,0.14926,0.01041,0.03985,0.07038,0,0
"FRA",2018,10,14,"B","Rate","Upper",0,0.01257,0,0.00377,0,0.01258,0.01132,0.14206,0.17716,0.0176,0.05408,0.09058,0,0
"FRA",2019,10,14,"B","Deaths","Lower",0,0,0,0,0,1,0,70,92,3,20,39,0,0
"FRA",2019,10,14,"B","Deaths","Point",0,5,0,1,0,5,4,92,117,8,31,55,0,0
"FRA",2019,10,14,"B","Deaths","Upper",0,10,0,4,0,11,9,114,145,15,44,73,0,0
"FRA",2019,10,14,"B","Fraction","Lower",0,0.0032,0,0,0,0.00326,0.003,0.23738,0.31509,0.01064,0.0669,0.12995,0,0
"FRA",2019,10,14,"B","Fraction","Point",0,0.01534,0,0.0022,0,0.01635,0.01314,0.28932,0.36702,0.0256,0.09798,0.17305,0,0
"FRA",2019,10,14,"B","Fraction","Upper",0,0.03057,0,0.00909,0,0.03108,0.0273,0.33907,0.41994,0.04431,0.13149,0.21604,0,0
"FRA",2019,10,14,"B","Rate","Lower",0,0.00125,0,0,0,0.00125,0.00125,0.08894,0.11644,0.00376,0.0251,0.04895,0,0
"FRA",2019,10,14,"B","Rate","Point",0,0.00612,0,0.00088,0,0.00652,0.00524,0.11545,0.14646,0.01022,0.0391,0.06906,0,0
"FRA",2019,10,14,"B","Rate","Upper",0,0.01253,0,0.00377,0,0.01256,0.01128,0.14286,0.18172,0.01756,0.05397,0.09141,0,0
"FSM",2000,10,14,"B","Deaths","Lower",0,0,0,0,0,3,0,0,0,0,0,0,0,0
"FSM",2000,10,14,"B","Deaths","Point",0,1,0,1,0,5,0,1,1,0,0,1,0,0
"FSM",2000,10,14,"B","Deaths","Upper",0,3,2,1,0,7,1,2,2,1,1,2,0,0
"FSM",2000,10,14,"B","Fraction","Lower",0,0,0,0,0,0.38291,0,0,0,0,0,0,0,0
"FSM",2000,10,14,"B","Fraction","Point",0,0.12861,0.01873,0.0522,0,0.42974,0.03311,0.06225,0.12058,0.04182,0.04029,0.07267,0,0
"FSM",2000,10,14,"B","Fraction","Upper",0,0.15186,0.09641,0.06314,0,0.46567,0.04867,0.08015,0.14432,0.05107,0.04892,0.08566,0,0
"FSM",2000,10,14,"B","Rate","Lower",0,0,0,0,0,1.21193,0,0,0,0,0,0,0,0
"FSM",2000,10,14,"B","Rate","Point",0,0.50797,0.07398,0.20618,0,1.69735,0.13078,0.24587,0.47626,0.16518,0.15913,0.28703,0,0
"FSM",2000,10,14,"B","Rate","Upper",0,0.73381,0.36828,0.2857,0,2.30926,0.21151,0.36466,0.66933,0.23862,0.227,0.40301,0,0
"FSM",2001,10,14,"B","Deaths","Lower",0,0,0,0,0,3,0,0,0,0,0,0,0,0
"FSM",2001,10,14,"B","Deaths","Point",0,1,0,1,0,5,0,1,1,0,0,1,0,0
"FSM",2001,10,14,"B","Deaths","Upper",0,3,2,1,0,7,1,2,2,1,1,2,0,0
"FSM",2001,10,14,"B","Fraction","Lower",0,0,0,0,0,0.37962,0,0,0,0,0,0,0,0
"FSM",2001,10,14,"B","Fraction","Point",0,0.12655,0.0214,0.05121,0,0.4278,0.03294,0.06335,0.12031,0.04222,0.04024,0.07397,0,0
"FSM",2001,10,14,"B","Fraction","Upper",0,0.15005,0.09887,0.06196,0,0.46491,0.0485,0.08167,0.14418,0.05157,0.049,0.0872,0,0
"FSM",2001,10,14,"B","Rate","Lower",0,0,0,0,0,1.2102,0,0,0,0,0,0,0,0
"FSM",2001,10,14,"B","Rate","Point",0,0.49268,0.08331,0.19937,0,1.6655,0.12824,0.24663,0.46839,0.16437,0.15666,0.28798,0,0
"FSM",2001,10,14,"B","Rate","Upper",0,0.71451,0.39004,0.27644,0,2.27099,0.20724,0.36627,0.65915,0.23727,0.22305,0.40429,0,0
"FSM",2002,10,14,"B","Deaths","Lower",0,0,0,0,0,3,0,0,0,0,0,0,2,0
"FSM",2002,10,14,"B","Deaths","Point",0,1,0,1,0,5,0,1,1,0,0,1,3,0
"FSM",2002,10,14,"B","Deaths","Upper",0,2,2,1,0,7,1,2,2,1,1,2,5,0
"FSM",2002,10,14,"B","Fraction","Lower",0,0,0,0,0,0.27958,0,0,0,0,0,0,0.142857142857143,0
"FSM",2002,10,14,"B","Fraction","Point",0,0.09616,0.02039,0.03862,0,0.33178,0.02543,0.05046,0.09381,0.03346,0.03132,0.05868,0.2199,0
"FSM",2002,10,14,"B","Fraction","Upper",0,0.11595,0.0916,0.0464,0,0.35953,0.03694,0.06477,0.11165,0.04071,0.03767,0.06885,0.3057,0
"FSM",2002,10,14,"B","Rate","Lower",0,0,0,0,0,1.10275,0,0,0,0,0,0,0.81459,0
"FSM",2002,10,14,"B","Rate","Point",0,0.47521,0.10076,0.19085,0,1.6396,0.12567,0.24937,0.46359,0.16535,0.15478,0.28999,1.08671,0
"FSM",2002,10,14,"B","Rate","Upper",0,0.68851,0.44443,0.26224,0,2.237,0.20039,0.36963,0.649,0.23379,0.21878,0.40607,1.57857,0
"FSM",2003,10,14,"B","Deaths","Lower",0,0,0,0,0,3,0,0,0,0,0,0,0,0
"FSM",2003,10,14,"B","Deaths","Point",0,1,0,1,0,5,0,1,1,0,0,1,0,0
"FSM",2003,10,14,"B","Deaths","Upper",0,2,2,1,0,7,1,2,2,1,1,2,0,0
"FSM",2003,10,14,"B","Fraction","Lower",0,0,0,0,0,0.37894,0,0,0,0,0,0,0,0
"FSM",2003,10,14,"B","Fraction","Point",0,0.1255,0.02181,0.04757,0,0.42518,0.03219,0.0666,0.12042,0.04368,0.04005,0.07701,0,0
"FSM",2003,10,14,"B","Fraction","Upper",0,0.14976,0.10661,0.05774,0,0.46115,0.04746,0.0858,0.14462,0.0536,0.04863,0.09084,0,0
"FSM",2003,10,14,"B","Rate","Lower",0,0,0,0,0,1.13697,0,0,0,0,0,0,0,0
"FSM",2003,10,14,"B","Rate","Point",0,0.47383,0.08234,0.1796,0,1.60528,0.12153,0.25145,0.45465,0.16491,0.15121,0.29075,0,0
"FSM",2003,10,14,"B","Rate","Upper",0,0.69467,0.38089,0.248,0,2.17746,0.19579,0.37388,0.64195,0.23598,0.21557,0.40989,0,0
"FSM",2004,10,14,"B","Deaths","Lower",0,0,0,0,0,3,0,0,0,0,0,0,0,0
"FSM",2004,10,14,"B","Deaths","Point",0,1,0,0,0,4,0,1,1,0,0,1,0,0
"FSM",2004,10,14,"B","Deaths","Upper",0,2,2,1,0,6,1,2,2,1,1,2,0,0
"FSM",2004,10,14,"B","Fraction","Lower",0,0,0,0,0,0.36756,0,0,0,0,0,0,0,0
"FSM",2004,10,14,"B","Fraction","Point",0,0.1213,0.02671,0.04865,0,0.42119,0.03237,0.06875,0.11903,0.0431,0.03992,0.07898,0,0
"FSM",2004,10,14,"B","Fraction","Upper",0,0.1498,0.11442,0.05903,0,0.45854,0.04776,0.08833,0.14292,0.05276,0.04853,0.09261,0,0
"FSM",2004,10,14,"B","Rate","Lower",0,0,0,0,0,1.10617,0,0,0,0,0,0,0,0
"FSM",2004,10,14,"B","Rate","Point",0,0.44904,0.09888,0.1801,0,1.55921,0.11983,0.25451,0.44064,0.15955,0.14778,0.29238,0,0
"FSM",2004,10,14,"B","Rate","Upper",0,0.67045,0.42165,0.24865,0,2.11591,0.19402,0.37864,0.62105,0.22852,0.21074,0.41112,0,0
"FSM",2005,10,14,"B","Deaths","Lower",0,0,0,0,0,3,0,0,0,0,0,0,0,0
"FSM",2005,10,14,"B","Deaths","Point",0,1,0,1,0,4,0,1,1,0,0,1,0,0
"FSM",2005,10,14,"B","Deaths","Upper",0,2,2,1,0,6,1,2,2,1,1,2,0,0
"FSM",2005,10,14,"B","Fraction","Lower",0,0,0,0,0,0.37318,0,0,0,0,0,0,0,0
"FSM",2005,10,14,"B","Fraction","Point",0,0.12292,0.02218,0.05005,0,0.4207,0.03256,0.07098,0.11751,0.04243,0.03972,0.08094,0,0
"FSM",2005,10,14,"B","Fraction","Upper",0,0.14722,0.11679,0.06073,0,0.45778,0.04829,0.09103,0.14129,0.05213,0.04819,0.09494,0,0
"FSM",2005,10,14,"B","Rate","Lower",0,0,0,0,0,1.07527,0,0,0,0,0,0,0,0
"FSM",2005,10,14,"B","Rate","Point",0,0.44612,0.0805,0.18165,0,1.52686,0.11817,0.25761,0.42648,0.15399,0.14416,0.29376,0,0
"FSM",2005,10,14,"B","Rate","Upper",0,0.64925,0.35741,0.25166,0,2.0989,0.1925,0.38327,0.60173,0.22192,0.20488,0.41215,0,0
"FSM",2006,10,14,"B","Deaths","Lower",0,0,0,0,0,2,0,0,0,0,0,0,0,0
"FSM",2006,10,14,"B","Deaths","Point",0,1,0,1,0,4,0,1,1,0,0,1,0,0
"FSM",2006,10,14,"B","Deaths","Upper",0,2,2,1,0,6,1,2,2,1,1,2,0,0
"FSM",2006,10,14,"B","Fraction","Lower",0,0,0,0,0,0.35809,0,0,0,0,0,0,0,0
"FSM",2006,10,14,"B","Fraction","Point",0,0.1207,0.02354,0.05335,0,0.41615,0.03313,0.07296,0.1163,0.04117,0.03952,0.08317,0,0
"FSM",2006,10,14,"B","Fraction","Upper",0,0.14639,0.11889,0.06488,0,0.45146,0.0495,0.09373,0.14014,0.05089,0.04801,0.09753,0,0
"FSM",2006,10,14,"B","Rate","Lower",0,0,0,0,0,1.04274,0,0,0,0,0,0,0,0
"FSM",2006,10,14,"B","Rate","Point",0,0.42915,0.0837,0.18969,0,1.47962,0.11779,0.25941,0.4135,0.14638,0.14051,0.29571,0,0
"FSM",2006,10,14,"B","Rate","Upper",0,0.63537,0.38671,0.26397,0,2.01026,0.19376,0.38361,0.58291,0.21255,0.20063,0.41619,0,0
"FSM",2007,10,14,"B","Deaths","Lower",0,0,0,0,0,2,0,0,0,0,0,0,0,0
"FSM",2007,10,14,"B","Deaths","Point",0,1,0,1,0,4,0,1,1,0,0,1,0,0
"FSM",2007,10,14,"B","Deaths","Upper",0,2,2,1,0,6,1,2,2,1,1,2,0,0
"FSM",2007,10,14,"B","Fraction","Lower",0,0,0,0,0,0.31927,0,0,0,0,0,0,0,0
"FSM",2007,10,14,"B","Fraction","Point",0,0.11501,0.03169,0.05196,0,0.41057,0.03268,0.07534,0.11626,0.0417,0.03925,0.08553,0,0
"FSM",2007,10,14,"B","Fraction","Upper",0,0.14419,0.13962,0.06311,0,0.4491,0.04891,0.09664,0.14023,0.05161,0.04764,0.10021,0,0
"FSM",2007,10,14,"B","Rate","Lower",0,0,0,0,0,0.96375,0,0,0,0,0,0,0,0
"FSM",2007,10,14,"B","Rate","Point",0,0.40056,0.11037,0.18097,0,1.42995,0.11382,0.2624,0.40491,0.14523,0.1367,0.29789,0,0
"FSM",2007,10,14,"B","Rate","Upper",0,0.61035,0.49261,0.25143,0,1.94964,0.18721,0.38932,0.57015,0.21095,0.195,0.41876,0,0
"FSM",2008,10,14,"B","Deaths","Lower",0,0,0,0,0,2,0,0,0,0,0,0,0,0
"FSM",2008,10,14,"B","Deaths","Point",0,1,0,0,0,4,0,1,1,0,0,1,0,0
"FSM",2008,10,14,"B","Deaths","Upper",0,2,2,1,0,5,1,2,2,1,1,2,0,0
"FSM",2008,10,14,"B","Fraction","Lower",0,0,0,0,0,0.32316,0,0,0,0,0,0,0,0
"FSM",2008,10,14,"B","Fraction","Point",0,0.10869,0.04125,0.05003,0,0.40314,0.03213,0.07749,0.11734,0.04256,0.03906,0.08832,0,0
"FSM",2008,10,14,"B","Fraction","Upper",0,0.14537,0.13507,0.06083,0,0.44679,0.04815,0.09914,0.14167,0.05279,0.04753,0.10352,0,0
"FSM",2008,10,14,"B","Rate","Lower",0,0,0,0,0,0.92014,0,0,0,0,0,0,0,0
"FSM",2008,10,14,"B","Rate","Point",0,0.37039,0.14057,0.17049,0,1.37379,0.10949,0.26406,0.39986,0.14503,0.13311,0.30097,0,0
"FSM",2008,10,14,"B","Rate","Upper",0,0.59706,0.45289,0.2372,0,1.85862,0.18017,0.39108,0.56386,0.21011,0.18978,0.42334,0,0
"FSM",2009,10,14,"B","Deaths","Lower",0,0,0,0,0,2,0,0,0,0,0,0,0,0
"FSM",2009,10,14,"B","Deaths","Point",0,1,0,0,0,4,0,1,1,0,0,1,0,0
"FSM",2009,10,14,"B","Deaths","Upper",0,2,2,1,0,5,1,2,2,1,1,2,0,0
"FSM",2009,10,14,"B","Fraction","Lower",0,0,0,0,0,0.31691,0,0,0,0,0,0,0,0
