"Region","Year","AgeLow","AgeUp","Sex","Deaths","Qx","Measles","Maternal","HIV","LRI","TB","Diarrhoeal","Malaria","OtherCMPN","Congenital","Cardiovascular","Digestive","Neoplasms","OtherNCD","InterpVio","SelfHarm","Drowning","RTI","OtherInj","NatDis","CollectVio"
"World",2000,5,19,"B",2121733,17.60331,0.02721,0.00851,0.01619,0.03871,0.0587,0.0682,0.05479,0.1495,0.00901,0.02416,0.04794,0.05082,0.1442,0.02619,0.03238,0.06194,0.07652,0.09536,0.00107,0.00859
"World",2001,5,19,"B",2078253,17.1257,0.02853,0.00853,0.0186,0.03846,0.05955,0.06845,0.05651,0.14578,0.009,0.02443,0.04762,0.05156,0.14173,0.02695,0.03325,0.06066,0.07695,0.09532,0.00355,0.00457
"World",2002,5,19,"B",2030301,16.60808,0.02456,0.00861,0.02083,0.03843,0.0607,0.06829,0.05693,0.14332,0.00918,0.02473,0.04754,0.0526,0.14092,0.02756,0.03412,0.06046,0.07796,0.09668,0.00109,0.0055
"World",2003,5,19,"B",2018095,16.38565,0.0267,0.00855,0.0227,0.03786,0.06023,0.06595,0.0574,0.1389,0.0093,0.02471,0.04639,0.05267,0.13858,0.02735,0.03455,0.05911,0.07729,0.09631,0.00514,0.0103
"World",2004,5,19,"B",2031796,16.39089,0.02557,0.00833,0.02411,0.03692,0.05801,0.06233,0.057,0.13311,0.00924,0.02415,0.04438,0.05191,0.13409,0.0266,0.03435,0.05733,0.07556,0.09457,0.03328,0.00919
"World",2005,5,19,"B",1931385,15.54066,0.02413,0.0086,0.02648,0.03816,0.05891,0.06229,0.05776,0.13603,0.00964,0.02511,0.04504,0.05356,0.13841,0.02797,0.03565,0.05879,0.07794,0.09792,0.00877,0.00884
"World",2006,5,19,"B",1899912,15.28862,0.02257,0.00862,0.02757,0.03852,0.05791,0.06094,0.05742,0.13578,0.00983,0.02551,0.04485,0.05389,0.13964,0.02849,0.03595,0.05843,0.07872,0.09886,0.00225,0.01424
"World",2007,5,19,"B",1840410,14.85102,0.01356,0.00876,0.02868,0.03879,0.05842,0.05981,0.05832,0.13647,0.01021,0.0258,0.04504,0.05487,0.14174,0.02926,0.03663,0.05834,0.07997,0.1005,0.002,0.0128
"World",2008,5,19,"B",1849359,14.99646,0.01426,0.00857,0.02841,0.03792,0.05552,0.05662,0.05666,0.13274,0.01013,0.02499,0.04323,0.05243,0.13719,0.02947,0.03594,0.05439,0.07543,0.09618,0.04109,0.00883
"World",2009,5,19,"B",1759367,14.2884,0.01861,0.00887,0.02943,0.03968,0.05637,0.05637,0.05958,0.13656,0.01098,0.02601,0.04379,0.05596,0.14184,0.0317,0.0376,0.05784,0.07912,0.0997,0.00106,0.00893
"World",2010,5,19,"B",1758590,14.30148,0.01347,0.00865,0.02896,0.03818,0.05464,0.05394,0.05847,0.13317,0.01085,0.02539,0.04216,0.0554,0.13834,0.03212,0.03702,0.05628,0.07725,0.09781,0.03199,0.00591
"World",2011,5,19,"B",1674025,13.61274,0.01622,0.00884,0.02995,0.03928,0.05561,0.0549,0.05833,0.13686,0.01126,0.02605,0.0428,0.05744,0.14187,0.0338,0.03874,0.05737,0.07952,0.10114,0.00154,0.00847
"World",2012,5,19,"B",1646055,13.36238,0.01092,0.00869,0.03001,0.03905,0.05474,0.05424,0.05636,0.13672,0.01128,0.02604,0.04194,0.05808,0.14132,0.03412,0.03903,0.05646,0.07923,0.10181,0.00073,0.01921
"World",2013,5,19,"B",1624363,13.14289,0.01045,0.00856,0.02943,0.03898,0.05376,0.05314,0.0544,0.13719,0.01123,0.02589,0.04102,0.05865,0.14087,0.03421,0.0391,0.05536,0.07823,0.102,0.00145,0.02607
"World",2014,5,19,"B",1612034,12.99255,0.01211,0.00841,0.02837,0.03818,0.05293,0.05158,0.05237,0.13828,0.01119,0.0257,0.0398,0.0591,0.13986,0.03425,0.03912,0.05396,0.07763,0.10115,0.00087,0.03514
"World",2015,5,19,"B",1578611,12.67235,0.01207,0.00836,0.02765,0.03827,0.05187,0.05073,0.0534,0.13945,0.0113,0.02581,0.03931,0.06024,0.14046,0.03474,0.03985,0.05368,0.07756,0.10179,0.00191,0.03155
"World",2016,5,19,"B",1552694,12.40652,0.01159,0.00826,0.02665,0.03853,0.05073,0.04972,0.05477,0.1411,0.01146,0.02583,0.0386,0.06111,0.14178,0.03542,0.04034,0.05312,0.0775,0.10179,0.00097,0.03072
"World",2017,5,19,"B",1523207,12.1145,0.00971,0.00825,0.02567,0.03873,0.0502,0.04936,0.05555,0.14274,0.0117,0.02592,0.03829,0.06221,0.14321,0.03633,0.04131,0.05267,0.07739,0.10321,0.00121,0.02633
"World",2018,5,19,"B",1500612,11.87336,0.01335,0.00824,0.0242,0.03953,0.04889,0.0494,0.05463,0.14612,0.0118,0.02606,0.03817,0.06342,0.14444,0.03612,0.04148,0.05256,0.07805,0.10408,0.00159,0.01789
"World",2019,5,19,"B",1480227,11.64969,0.0147,0.00822,0.02265,0.03978,0.04785,0.0491,0.05507,0.14766,0.01186,0.0261,0.03805,0.06445,0.1459,0.03617,0.04182,0.05233,0.07826,0.10514,0.00067,0.01421
"East Asia and Pacific",2000,5,19,"B",351813,9.74942,0.01678,0.00586,0.00222,0.02347,0.05419,0.02769,0.00271,0.09079,0.01435,0.02645,0.03515,0.09865,0.16387,0.02533,0.03902,0.12981,0.12352,0.11603,0.003,0.00112
"East Asia and Pacific",2001,5,19,"B",338081,9.38117,0.01814,0.00597,0.00306,0.02281,0.05468,0.02718,0.00243,0.08897,0.01372,0.02716,0.03548,0.09957,0.16457,0.02663,0.0404,0.1261,0.12346,0.11611,0.00273,0.00082
"East Asia and Pacific",2002,5,19,"B",324349,8.96925,0.01391,0.00617,0.00353,0.02206,0.05485,0.02636,0.00243,0.08855,0.01345,0.02813,0.03553,0.10109,0.16522,0.02766,0.0422,0.12326,0.12488,0.11681,0.00261,0.00129
"East Asia and Pacific",2003,5,19,"B",312770,8.60265,0.01372,0.00627,0.00361,0.02107,0.05524,0.02518,0.00252,0.08781,0.01331,0.02878,0.03544,0.10207,0.16449,0.02872,0.04418,0.12015,0.12606,0.11771,0.00237,0.00129
"East Asia and Pacific",2004,5,19,"B",350751,9.62441,0.01441,0.00547,0.00325,0.01796,0.04696,0.02102,0.00215,0.0746,0.01136,0.02508,0.03005,0.08804,0.14065,0.02515,0.03872,0.10145,0.10804,0.10067,0.14454,0.00043
"East Asia and Pacific",2005,5,19,"B",290169,8.01766,0.02146,0.00634,0.00417,0.02046,0.05548,0.02339,0.00269,0.08412,0.01279,0.0306,0.03448,0.10073,0.16473,0.03047,0.04478,0.11539,0.12662,0.11684,0.00313,0.00135
"East Asia and Pacific",2006,5,19,"B",276655,7.76496,0.02603,0.00623,0.00417,0.01966,0.05519,0.02229,0.00242,0.08127,0.01266,0.03154,0.03362,0.0993,0.16542,0.03059,0.04375,0.11205,0.12713,0.11455,0.01119,0.00095
"East Asia and Pacific",2007,5,19,"B",258286,7.42193,0.01429,0.00639,0.00464,0.02005,0.05706,0.02174,0.0026,0.08111,0.01335,0.03275,0.0341,0.10096,0.17192,0.03236,0.04402,0.11086,0.13105,0.11567,0.00403,0.00105
"East Asia and Pacific",2008,5,19,"B",296840,8.81204,0.00601,0.00501,0.00421,0.01524,0.04743,0.01716,0.00256,0.06267,0.01046,0.02565,0.02667,0.0747,0.13396,0.02669,0.03373,0.07594,0.09365,0.08592,0.25206,0.00028
"East Asia and Pacific",2009,5,19,"B",230992,7.00248,0.01328,0.00618,0.00575,0.02121,0.05995,0.02027,0.00321,0.07814,0.01483,0.03358,0.03327,0.10254,0.17458,0.03388,0.04327,0.10836,0.12982,0.11334,0.00392,0.00059
"East Asia and Pacific",2010,5,19,"B",219453,6.79124,0.01261,0.0063,0.00626,0.02061,0.06037,0.01942,0.00408,0.07784,0.01461,0.03346,0.03345,0.10281,0.17527,0.03483,0.04229,0.10766,0.13029,0.1135,0.0038,0.00054
"East Asia and Pacific",2011,5,19,"B",210752,6.62299,0.01568,0.00623,0.00655,0.02026,0.05985,0.01897,0.00341,0.07493,0.01484,0.0337,0.0335,0.10156,0.17504,0.03527,0.04251,0.10738,0.12773,0.11478,0.00659,0.00121
"East Asia and Pacific",2012,5,19,"B",200222,6.35874,0.01092,0.00633,0.00708,0.01999,0.05929,0.01813,0.00379,0.07399,0.01488,0.03438,0.03346,0.10371,0.18024,0.03605,0.04359,0.10657,0.1268,0.11794,0.00148,0.00137
"East Asia and Pacific",2013,5,19,"B",193384,6.18126,0.00907,0.00621,0.00741,0.02026,0.05876,0.01759,0.00277,0.07301,0.0149,0.03459,0.0331,0.10661,0.18385,0.03613,0.04393,0.10377,0.12558,0.11968,0.00192,0.00086
"East Asia and Pacific",2014,5,19,"B",186359,5.98595,0.01335,0.00611,0.00764,0.01922,0.05617,0.0167,0.0025,0.07121,0.01471,0.03539,0.03275,0.11011,0.18632,0.0361,0.04416,0.1002,0.12476,0.12047,0.00151,0.00063
"East Asia and Pacific",2015,5,19,"B",180046,5.8094,0.01098,0.006,0.00774,0.01948,0.0536,0.01652,0.00232,0.07097,0.0148,0.03568,0.03261,0.11393,0.18918,0.03683,0.04523,0.09794,0.12366,0.12088,0.00067,0.00099
"East Asia and Pacific",2016,5,19,"B",173851,5.63302,0.00618,0.00596,0.00782,0.01971,0.05172,0.0163,0.00237,0.06973,0.01501,0.03575,0.03251,0.11761,0.19528,0.03747,0.04632,0.09541,0.12074,0.12067,0.0029,0.00053
"East Asia and Pacific",2017,5,19,"B",169138,5.49655,0.00716,0.00588,0.00773,0.01926,0.05084,0.01591,0.00214,0.06796,0.01538,0.03566,0.03235,0.12053,0.20036,0.0376,0.04742,0.09099,0.11613,0.12053,0.00226,0.00391
"East Asia and Pacific",2018,5,19,"B",164897,5.36918,0.00866,0.00583,0.00766,0.0197,0.04907,0.01568,0.00174,0.06796,0.01554,0.03543,0.03212,0.12198,0.20364,0.03741,0.04779,0.08774,0.11195,0.12044,0.00909,0.00057
"East Asia and Pacific",2019,5,19,"B",160602,5.23381,0.00995,0.00587,0.00769,0.01988,0.04835,0.01574,0.00173,0.06897,0.01582,0.03534,0.03242,0.12436,0.20797,0.03765,0.04878,0.08585,0.10939,0.12178,0.00156,0.00092
"Eastern and Southern Africa",2000,5,19,"B",407891,44.32701,0.01598,0.00766,0.05865,0.0658,0.04881,0.10051,0.08584,0.27488,0.00628,0.02183,0.03995,0.0179,0.08903,0.01073,0.02026,0.02668,0.04034,0.04061,0.00064,0.02761
"Eastern and Southern Africa",2001,5,19,"B",398594,42.33588,0.01383,0.00782,0.06712,0.0664,0.05295,0.10216,0.0878,0.261,0.00673,0.02233,0.04148,0.0192,0.0937,0.01122,0.02129,0.0282,0.04217,0.04269,0.00015,0.01178
"Eastern and Southern Africa",2002,5,19,"B",394137,40.85243,0.02049,0.00783,0.07415,0.06655,0.05392,0.10001,0.08354,0.24653,0.00713,0.0223,0.04184,0.02019,0.0968,0.01146,0.02184,0.0294,0.04342,0.04424,0.00021,0.00812
"Eastern and Southern Africa",2003,5,19,"B",386758,39.20338,0.01618,0.00791,0.08158,0.06644,0.05511,0.09723,0.08264,0.23245,0.00757,0.02252,0.04234,0.02147,0.10047,0.01182,0.02263,0.03094,0.04515,0.04641,0.00021,0.00894
"Eastern and Southern Africa",2004,5,19,"B",378915,37.56797,0.01298,0.00795,0.08863,0.06584,0.05653,0.09387,0.08181,0.21769,0.00799,0.02267,0.04266,0.02279,0.10414,0.01215,0.0233,0.03255,0.04692,0.0488,0.00051,0.01021
"Eastern and Southern Africa",2005,5,19,"B",368603,35.75351,0.00945,0.00802,0.09394,0.06715,0.05821,0.09312,0.07087,0.21281,0.00859,0.023,0.044,0.02463,0.11012,0.01258,0.02415,0.03482,0.04915,0.05219,0.00021,0.00299
"Eastern and Southern Africa",2006,5,19,"B",359190,34.12484,0.00573,0.00802,0.09745,0.06751,0.05743,0.08963,0.06708,0.20556,0.00899,0.02315,0.04452,0.02627,0.11435,0.01289,0.02484,0.03657,0.05081,0.0552,0.00076,0.00325
"Eastern and Southern Africa",2007,5,19,"B",350148,32.56333,0.00335,0.00802,0.09887,0.06639,0.06049,0.0855,0.06396,0.19746,0.00938,0.02336,0.04493,0.0281,0.11846,0.01326,0.02563,0.0383,0.05237,0.05841,0.00035,0.00341
"Eastern and Southern Africa",2008,5,19,"B",343224,31.21778,0.00632,0.00799,0.09815,0.06687,0.05704,0.08124,0.05971,0.19408,0.0097,0.02349,0.04497,0.02989,0.12165,0.01356,0.02628,0.03974,0.05355,0.06131,0.00031,0.00417
"Eastern and Southern Africa",2009,5,19,"B",337424,30.00235,0.00869,0.00793,0.09673,0.06529,0.05727,0.07574,0.06325,0.18559,0.0099,0.02359,0.04424,0.03153,0.12298,0.01389,0.02699,0.04071,0.05439,0.06377,0.00022,0.00729
"Eastern and Southern Africa",2010,5,19,"B",329144,28.60975,0.00695,0.00795,0.09627,0.06449,0.05638,0.0721,0.06382,0.18168,0.01023,0.02396,0.0441,0.03361,0.12562,0.01443,0.02805,0.04205,0.05577,0.06692,0.00064,0.005
"Eastern and Southern Africa",2011,5,19,"B",323827,27.52194,0.00902,0.00788,0.09499,0.06374,0.05594,0.06951,0.05831,0.17872,0.0105,0.02409,0.04392,0.03553,0.12776,0.01482,0.02881,0.04302,0.05667,0.06981,0.00033,0.00664
"Eastern and Southern Africa",2012,5,19,"B",319046,26.49719,0.00816,0.00783,0.09385,0.06281,0.05688,0.06697,0.0576,0.17461,0.01066,0.02438,0.04363,0.0374,0.12934,0.01529,0.02971,0.04348,0.05748,0.07269,0.00024,0.00698
"Eastern and Southern Africa",2013,5,19,"B",315522,25.59834,0.0085,0.00777,0.09125,0.06202,0.05749,0.06462,0.05623,0.17249,0.01079,0.02462,0.04318,0.03901,0.1305,0.0157,0.03049,0.04375,0.05793,0.07525,0.0005,0.00791
"Eastern and Southern Africa",2014,5,19,"B",315577,24.99928,0.01806,0.00763,0.08675,0.06055,0.05853,0.06218,0.04933,0.171,0.01088,0.02464,0.04256,0.0405,0.13143,0.01596,0.03098,0.0441,0.05805,0.07736,0.00018,0.00932
"Eastern and Southern Africa",2015,5,19,"B",311134,24.11068,0.01347,0.00761,0.08339,0.06012,0.05542,0.05993,0.0533,0.17397,0.01098,0.02507,0.04202,0.04209,0.1327,0.01647,0.0319,0.04472,0.05885,0.07969,0.00022,0.00809
"Eastern and Southern Africa",2016,5,19,"B",307719,23.33728,0.00912,0.00757,0.07985,0.05985,0.05466,0.05821,0.05479,0.17338,0.01109,0.02531,0.04153,0.0436,0.13429,0.01692,0.03266,0.04544,0.05978,0.08176,0.00049,0.00969
"Eastern and Southern Africa",2017,5,19,"B",306086,22.71636,0.00935,0.00752,0.07544,0.05902,0.05376,0.05649,0.05857,0.17151,0.01102,0.0255,0.04101,0.04491,0.13531,0.01736,0.03342,0.04597,0.06064,0.08334,0.00032,0.00955
"Eastern and Southern Africa",2018,5,19,"B",303788,22.0723,0.00947,0.00747,0.07089,0.06049,0.05033,0.05583,0.05612,0.17496,0.01104,0.0257,0.04083,0.04634,0.13711,0.01779,0.03407,0.04682,0.06181,0.0854,0.00042,0.00712
"Eastern and Southern Africa",2019,5,19,"B",303281,21.57797,0.01425,0.00742,0.06556,0.06005,0.04793,0.05464,0.05641,0.17648,0.01095,0.02578,0.04057,0.04745,0.13814,0.01813,0.03458,0.0473,0.06257,0.08699,0.00106,0.00374
"Eastern Europe and central Asia",2000,5,19,"B",70870,10.37529,0.00071,0.00463,0.00646,0.02553,0.01343,0.00568,0,0.07756,0.01671,0.03002,0.01968,0.1187,0.16571,0.0718,0.04308,0.07533,0.18264,0.12946,0.00067,0.01222
"Eastern Europe and central Asia",2001,5,19,"B",67641,9.97314,0.0008,0.00433,0.00667,0.02487,0.01392,0.00552,0,0.07614,0.01665,0.03036,0.01927,0.12188,0.16981,0.07021,0.04465,0.07455,0.1874,0.12905,0.00061,0.00331
"Eastern Europe and central Asia",2002,5,19,"B",63571,9.46299,0.00072,0.0041,0.00497,0.02444,0.01425,0.0054,0,0.07358,0.01678,0.03066,0.01945,0.12545,0.17233,0.06619,0.04616,0.07392,0.18536,0.13015,0.00152,0.00459
"Eastern Europe and central Asia",2003,5,19,"B",59780,8.99849,0.00063,0.00393,0.00405,0.02413,0.0146,0.00526,0,0.07245,0.01697,0.03099,0.01944,0.12738,0.17692,0.06301,0.0474,0.07374,0.18622,0.12965,0.00116,0.00208
"Eastern Europe and central Asia",2004,5,19,"B",56670,8.64123,0.00017,0.00388,0.00423,0.02373,0.01421,0.00503,0,0.07085,0.01723,0.03097,0.01941,0.12835,0.17752,0.06129,0.04834,0.07163,0.18745,0.12784,0.00114,0.00673
"Eastern Europe and central Asia",2005,5,19,"B",53729,8.33315,0.00016,0.00372,0.00472,0.0237,0.0145,0.00492,0,0.06894,0.01708,0.03069,0.01949,0.12982,0.18033,0.06075,0.04902,0.07229,0.18903,0.1266,0.00072,0.0035
"Eastern Europe and central Asia",2006,5,19,"B",50589,8.01677,0.00017,0.00363,0.00493,0.02329,0.01446,0.00469,0,0.06696,0.01716,0.03081,0.01955,0.13183,0.18197,0.05867,0.05063,0.07161,0.19044,0.12679,0.00068,0.00172
"Eastern Europe and central Asia",2007,5,19,"B",47119,7.67134,0.00011,0.0036,0.00488,0.02355,0.01447,0.00461,0,0.06576,0.01729,0.03091,0.01945,0.13407,0.18437,0.05622,0.05152,0.07042,0.19097,0.12471,0.00061,0.00249
"Eastern Europe and central Asia",2008,5,19,"B",43544,7.31366,0.00007,0.00353,0.00461,0.0236,0.01518,0.00466,0,0.06367,0.01775,0.0309,0.0191,0.13613,0.18822,0.05246,0.05238,0.06943,0.18755,0.12447,0.00081,0.00549
"Eastern Europe and central Asia",2009,5,19,"B",39982,6.92517,0.00007,0.00345,0.0041,0.02418,0.01542,0.00465,0,0.06296,0.01837,0.03091,0.01947,0.14156,0.19433,0.04917,0.05311,0.06779,0.18472,0.1222,0.00064,0.00289
"Eastern Europe and central Asia",2010,5,19,"B",36983,6.58088,0.00009,0.0036,0.00422,0.02458,0.01582,0.00465,0,0.06146,0.01856,0.03107,0.01944,0.14461,0.20004,0.04606,0.05495,0.06823,0.17757,0.12009,0.00124,0.0037
"Eastern Europe and central Asia",2011,5,19,"B",34495,6.29182,0.00009,0.00363,0.00474,0.02519,0.01603,0.00467,0,0.06053,0.01935,0.03014,0.02,0.14584,0.20232,0.04383,0.05592,0.06496,0.17473,0.11931,0.00441,0.00431
"Eastern Europe and central Asia",2012,5,19,"B",32538,6.04818,0.0001,0.00355,0.00557,0.02524,0.01551,0.00475,0,0.05912,0.01944,0.03065,0.02025,0.14975,0.20593,0.04202,0.05802,0.06491,0.17077,0.11706,0.00079,0.00658
"Eastern Europe and central Asia",2013,5,19,"B",30953,5.82898,0.00013,0.00346,0.00619,0.02599,0.01564,0.00485,0,0.05813,0.0203,0.0312,0.02057,0.15303,0.21157,0.04042,0.05984,0.06283,0.16718,0.11659,0.00037,0.00172
"Eastern Europe and central Asia",2014,5,19,"B",30115,5.71746,0.00015,0.00352,0.00629,0.02643,0.01538,0.00495,0,0.0564,0.02037,0.03005,0.01982,0.15269,0.21227,0.0379,0.06016,0.06127,0.16167,0.11167,0.00891,0.01011
"Eastern Europe and central Asia",2015,5,19,"B",28580,5.43889,0.00014,0.00343,0.00635,0.02764,0.01559,0.00497,0,0.05558,0.02043,0.02991,0.02022,0.15688,0.21731,0.03619,0.06188,0.0604,0.15797,0.11153,0.00056,0.01303
"Eastern Europe and central Asia",2016,5,19,"B",27822,5.28715,0.00015,0.00339,0.00669,0.02703,0.01556,0.00494,0,0.05558,0.02091,0.03072,0.02023,0.15914,0.22142,0.03585,0.06379,0.05833,0.15441,0.1106,0.00015,0.01111
"Eastern Europe and central Asia",2017,5,19,"B",26756,5.0518,0.00017,0.00333,0.00583,0.02831,0.01513,0.00516,0,0.05514,0.02177,0.02954,0.02003,0.1624,0.22804,0.03308,0.06272,0.05733,0.15335,0.11107,0.00063,0.00697
"Eastern Europe and central Asia",2018,5,19,"B",26071,4.87314,0.00022,0.0032,0.00536,0.02873,0.01473,0.00512,0,0.05487,0.02168,0.02948,0.02031,0.16298,0.22957,0.03154,0.06336,0.05655,0.15168,0.10965,0.00044,0.01053
"Eastern Europe and central Asia",2019,5,19,"B",25486,4.7061,0.00025,0.00318,0.00477,0.02888,0.01428,0.00515,0,0.05492,0.02183,0.02964,0.0204,0.16562,0.23294,0.03029,0.06496,0.05604,0.15196,0.11016,0.00016,0.00456
"Latin America and Caribbean",2000,5,19,"B",102157,9.50151,0,0.00998,0.00894,0.02622,0.01321,0.01302,0.00066,0.0944,0.01279,0.02498,0.02514,0.09453,0.16205,0.16318,0.03338,0.05476,0.12511,0.13461,0.00274,0.00031
"Latin America and Caribbean",2001,5,19,"B",101405,9.39013,0,0.00962,0.00924,0.02587,0.01177,0.01189,0.00066,0.09181,0.0118,0.02497,0.02504,0.09417,0.16381,0.16875,0.03629,0.05322,0.12618,0.12932,0.00539,0.0002
"Latin America and Caribbean",2002,5,19,"B",99950,9.22884,0.00001,0.00988,0.00984,0.02429,0.01048,0.01117,0.00062,0.08818,0.0117,0.02326,0.02484,0.09485,0.16811,0.1743,0.03556,0.05569,0.12742,0.12607,0.00354,0.00019
"Latin America and Caribbean",2003,5,19,"B",98346,9.0614,0.00001,0.01033,0.01005,0.02492,0.01059,0.01052,0.00056,0.08712,0.01248,0.02467,0.02473,0.09603,0.17522,0.17003,0.03694,0.05201,0.12653,0.12339,0.00351,0.00037
