"Region","Year","AgeLow","AgeUp","Sex","Deaths","Qx","Measles","HIV","LRI","TB","Diarrhoeal","Malaria","OtherCMPN","Congenital","Digestive","Neoplasms","OtherNCD","Drowning","RTI","OtherInj","NatDis","CollectVio"
"West and central Africa",2015,5,9,"B",194857,13.78553,0.0228,0.02253,0.09165,0.03148,0.14434,0.2091,0.26616,0.02564,0.0199,0.02048,0.04786,0.02588,0.04026,0.0274,0.00001,0.0045
"West and central Africa",2016,5,9,"B",197775,13.61333,0.03403,0.02061,0.09084,0.03149,0.14028,0.20407,0.26285,0.02639,0.01966,0.02145,0.04933,0.02683,0.04121,0.02833,0.00008,0.00254
"West and central Africa",2017,5,9,"B",194216,13.01396,0.01451,0.0198,0.09225,0.03271,0.14166,0.20322,0.26726,0.02789,0.02005,0.02312,0.05171,0.02833,0.04322,0.03,0.00076,0.00352
"West and central Africa",2018,5,9,"B",195154,12.74611,0.01993,0.01747,0.09125,0.03278,0.1402,0.1989,0.26512,0.02841,0.02007,0.02425,0.05332,0.02912,0.04403,0.03135,0.00016,0.00366
"West and central Africa",2019,5,9,"B",200948,12.81527,0.0507,0.01487,0.08728,0.03203,0.13481,0.19177,0.25404,0.02787,0.01964,0.02472,0.05424,0.02914,0.0436,0.03223,0,0.00305
"Western Europe",2000,5,9,"B",3735,0.70316,0.00061,0.00257,0.01781,0.00119,0.00185,0,0.04053,0.08789,0.01448,0.25242,0.24928,0.04944,0.15261,0.12875,0.00057,0
"Western Europe",2001,5,9,"B",3539,0.67476,0.00046,0.00258,0.01779,0.00055,0.00075,0.00063,0.04146,0.0905,0.01309,0.26477,0.24817,0.05083,0.15126,0.11686,0.00028,0
"Western Europe",2002,5,9,"B",3349,0.64663,0.00118,0.00149,0.02052,0.00087,0,0.00056,0.03737,0.0898,0.01641,0.25376,0.25526,0.056,0.13877,0.12512,0.00289,0
"Western Europe",2003,5,9,"B",3166,0.61924,0.00096,0.00157,0.0219,0.00065,0.00102,0,0.04304,0.09659,0.01061,0.24514,0.27357,0.05065,0.1447,0.10862,0.00098,0
"Western Europe",2004,5,9,"B",2991,0.59273,0.00061,0.00158,0.01927,0.00173,0.0011,0,0.04252,0.09394,0.01231,0.26999,0.26998,0.03401,0.13921,0.10036,0.01341,0
"Western Europe",2005,5,9,"B",2837,0.56804,0.00032,0.00191,0.01993,0.00072,0.00135,0.00035,0.0413,0.08889,0.0163,0.27557,0.26585,0.04093,0.11644,0.12797,0.00218,0
"Western Europe",2006,5,9,"B",2704,0.54497,0.00039,0.00182,0.01587,0.00094,0.00141,0,0.04378,0.09544,0.01488,0.28466,0.28553,0.04546,0.113,0.09647,0.00034,0
"Western Europe",2007,5,9,"B",2594,0.52431,0,0.00073,0.02031,0.0004,0.0004,0.00079,0.04499,0.09805,0.01562,0.2664,0.28543,0.04315,0.10761,0.11612,0,0
"Western Europe",2008,5,9,"B",2493,0.50524,0,0,0.01961,0,0.00159,0,0.04063,0.10365,0.01934,0.27697,0.30784,0.03835,0.09586,0.09523,0.00094,0
"Western Europe",2009,5,9,"B",2412,0.48763,0,0.00115,0.03927,0.0016,0.00188,0,0.0389,0.10586,0.01014,0.2828,0.29614,0.03655,0.08548,0.09657,0.00366,0
"Western Europe",2010,5,9,"B",2331,0.47069,0,0.00096,0.01989,0.00122,0.00358,0.00043,0.04414,0.11198,0.01285,0.29686,0.28557,0.03916,0.08416,0.09796,0.00124,0
"Western Europe",2011,5,9,"B",2262,0.45444,0,0.00042,0.03885,0.00088,0.00186,0,0.03718,0.09741,0.01141,0.29412,0.29237,0.02911,0.0906,0.10505,0.00074,0
"Western Europe",2012,5,9,"B",2204,0.43928,0,0,0.02421,0,0.00327,0,0.03213,0.10606,0.01407,0.30127,0.30819,0.02856,0.07815,0.10327,0.00083,0
"Western Europe",2013,5,9,"B",2161,0.42498,0,0.00086,0.03223,0.00043,0.00358,0.00087,0.04231,0.10848,0.01404,0.31071,0.2867,0.03748,0.07278,0.08912,0.00042,0
"Western Europe",2014,5,9,"B",2119,0.41216,0,0,0.02219,0,0.00368,0.00063,0.03807,0.10931,0.01392,0.31078,0.31408,0.02745,0.07107,0.085,0.00088,0.00294
"Western Europe",2015,5,9,"B",2082,0.40079,0,0.00102,0.02363,0.00049,0.0047,0,0.03279,0.10164,0.01573,0.31026,0.31026,0.02914,0.06655,0.1038,0,0
"Western Europe",2016,5,9,"B",2043,0.39068,0,0,0.04077,0.0005,0.00412,0,0.03655,0.11595,0.01254,0.28958,0.31048,0.02524,0.07487,0.0848,0.00462,0
"Western Europe",2017,5,9,"B",2010,0.38396,0.00055,0,0.02654,0.00034,0.00245,0.00019,0.03505,0.10805,0.01415,0.31754,0.30783,0.02329,0.06623,0.09499,0.00225,0.00056
"Western Europe",2018,5,9,"B",1946,0.37344,0.00018,0.00013,0.02968,0.00035,0.00345,0.0002,0.03436,0.11166,0.01495,0.30752,0.31089,0.0261,0.06684,0.09142,0.00207,0.00019
"Western Europe",2019,5,9,"B",1888,0.36475,0.00019,0.00012,0.02898,0.00035,0.00343,0.00018,0.03486,0.11124,0.01474,0.30803,0.31101,0.02601,0.06743,0.09112,0.00211,0.0002
