"Region","Year","AgeLow","AgeUp","Sex","Deaths","Qx","Maternal","HIV","TB","OtherCMPN","Cardiovascular","Digestive","Neoplasms","OtherNCD","InterpVio","SelfHarm","Drowning","RTI","OtherInj","NatDis","CollectVio"
"Latin America and Caribbean",2019,15,19,"F",13427,2.53997,0.05948,0.01119,0.01346,0.08327,0.05974,0.03545,0.10964,0.22765,0.11159,0.09609,0.01285,0.1272,0.04984,0.00257,0
"Latin America and Caribbean",2000,15,19,"M",40660,7.7163,0,0.00514,0.01173,0.0608,0.0363,0.01528,0.05837,0.08866,0.37282,0.05263,0.05545,0.13623,0.10406,0.00201,0.00053
"Latin America and Caribbean",2001,15,19,"M",40843,7.69656,0,0.00499,0.00995,0.0586,0.03555,0.01649,0.05893,0.08759,0.38151,0.05604,0.05409,0.13616,0.09632,0.0035,0.00028
"Latin America and Caribbean",2002,15,19,"M",40755,7.64225,0,0.00509,0.00956,0.05681,0.03314,0.0159,0.05525,0.08851,0.3881,0.05428,0.05633,0.14181,0.09214,0.00275,0.00034
"Latin America and Caribbean",2003,15,19,"M",40282,7.5305,0,0.00512,0.00952,0.05715,0.03487,0.01554,0.05944,0.09332,0.37987,0.05642,0.05228,0.13993,0.09349,0.0023,0.00076
"Latin America and Caribbean",2004,15,19,"M",39861,7.42501,0,0.0053,0.00924,0.0558,0.03498,0.01734,0.05749,0.09342,0.36324,0.06035,0.05239,0.14601,0.09385,0.00949,0.00109
"Latin America and Caribbean",2005,15,19,"M",39168,7.26422,0,0.00563,0.0081,0.05642,0.03471,0.01667,0.06065,0.09247,0.3655,0.05819,0.05346,0.14888,0.0949,0.0027,0.00174
"Latin America and Caribbean",2006,15,19,"M",39188,7.2239,0,0.00561,0.00753,0.05628,0.03983,0.01533,0.05865,0.0924,0.36224,0.059,0.05215,0.16191,0.08557,0.00229,0.00121
"Latin America and Caribbean",2007,15,19,"M",39726,7.26961,0,0.00606,0.00713,0.05466,0.03634,0.01699,0.06083,0.09396,0.34797,0.05875,0.04911,0.16718,0.09729,0.00317,0.00055
"Latin America and Caribbean",2008,15,19,"M",40635,7.37572,0,0.00564,0.00675,0.05089,0.0372,0.0153,0.05764,0.09267,0.36181,0.05965,0.0488,0.17345,0.08667,0.00294,0.00059
"Latin America and Caribbean",2009,15,19,"M",41630,7.49758,0,0.00567,0.00623,0.05137,0.0361,0.01507,0.05816,0.09279,0.38161,0.05759,0.04777,0.16524,0.08083,0.00148,0.00008
"Latin America and Caribbean",2010,15,19,"M",51564,9.22288,0,0.00377,0.00516,0.04052,0.02715,0.01224,0.04493,0.07749,0.32316,0.0473,0.03452,0.13216,0.06605,0.18548,0.00006
"Latin America and Caribbean",2011,15,19,"M",42748,7.63312,0,0.00477,0.00568,0.04664,0.03279,0.01449,0.05465,0.09572,0.39752,0.06107,0.04031,0.17044,0.07353,0.00234,0.00006
"Latin America and Caribbean",2012,15,19,"M",42803,7.63871,0,0.00475,0.00557,0.04515,0.03438,0.0144,0.05563,0.09004,0.39719,0.06128,0.0399,0.17484,0.07514,0.00172,0.00001
"Latin America and Caribbean",2013,15,19,"M",42684,7.62519,0,0.00501,0.00593,0.04692,0.03358,0.01444,0.0556,0.08825,0.40008,0.05885,0.03815,0.17406,0.07749,0.00162,0.00002
"Latin America and Caribbean",2014,15,19,"M",42547,7.61122,0,0.00558,0.00549,0.04631,0.03445,0.01327,0.05666,0.08961,0.40773,0.05721,0.03731,0.17559,0.06949,0.00126,0.00002
"Latin America and Caribbean",2015,15,19,"M",42457,7.60705,0,0.00555,0.00559,0.04717,0.0351,0.015,0.05913,0.09059,0.40504,0.05983,0.03714,0.16766,0.07111,0.0011,0
"Latin America and Caribbean",2016,15,19,"M",42166,7.59228,0,0.00552,0.00579,0.04739,0.03339,0.01422,0.05572,0.09217,0.41329,0.06227,0.03649,0.16421,0.06754,0.00198,0.00002
"Latin America and Caribbean",2017,15,19,"M",41759,7.55835,0,0.00483,0.00513,0.04593,0.03275,0.01454,0.05333,0.09361,0.42396,0.06306,0.03423,0.1552,0.07221,0.00119,0.00003
"Latin America and Caribbean",2018,15,19,"M",41172,7.49285,0,0.00499,0.00544,0.0473,0.03365,0.01494,0.05627,0.09288,0.4118,0.06268,0.036,0.1621,0.07021,0.00172,0.00001
"Latin America and Caribbean",2019,15,19,"M",40408,7.39632,0,0.00501,0.00548,0.04783,0.0339,0.01494,0.05686,0.09328,0.40908,0.0633,0.03592,0.16289,0.07022,0.00128,0.00001
"Middle East and North Africa",2000,15,19,"F",12560,3.53531,0.04072,0.00053,0.02057,0.12009,0.06384,0.04097,0.09965,0.28889,0.07207,0.13967,0.01536,0.04953,0.0417,0.00015,0.00627
"Middle East and North Africa",2001,15,19,"F",12500,3.44122,0.04045,0.00063,0.01993,0.11628,0.06274,0.0403,0.10176,0.29066,0.0733,0.13859,0.01497,0.05061,0.04079,0.0029,0.0061
"Middle East and North Africa",2002,15,19,"F",12491,3.37347,0.04031,0.00066,0.02032,0.11159,0.06244,0.03968,0.10407,0.29227,0.07352,0.13779,0.01477,0.05147,0.04054,0.00141,0.00917
"Middle East and North Africa",2003,15,19,"F",15071,4.01192,0.03314,0.00061,0.01726,0.08834,0.05089,0.03208,0.08729,0.24191,0.06091,0.11286,0.01202,0.04327,0.03299,0.07111,0.11532
"Middle East and North Africa",2004,15,19,"F",13718,3.61787,0.03602,0.00069,0.01782,0.09476,0.05457,0.03464,0.09628,0.26504,0.06544,0.12256,0.01274,0.04791,0.03555,0.0018,0.11418
"Middle East and North Africa",2005,15,19,"F",13691,3.59128,0.03544,0.00072,0.01758,0.09059,0.0535,0.03358,0.09512,0.26224,0.0653,0.12088,0.01247,0.04792,0.0345,0.00212,0.12804
"Middle East and North Africa",2006,15,19,"F",14356,3.75865,0.03245,0.00071,0.01603,0.08232,0.04889,0.03112,0.08803,0.24449,0.06023,0.11183,0.01123,0.04488,0.03187,0.00028,0.19565
"Middle East and North Africa",2007,15,19,"F",13451,3.53095,0.03292,0.00079,0.01567,0.08366,0.04985,0.03194,0.09112,0.25274,0.06178,0.11499,0.01135,0.04611,0.03222,0.00054,0.17432
"Middle East and North Africa",2008,15,19,"F",11831,3.12414,0.03758,0.00093,0.01693,0.09099,0.0548,0.0356,0.10196,0.2822,0.06946,0.12702,0.01241,0.05167,0.03564,0.00084,0.08197
"Middle East and North Africa",2009,15,19,"F",11155,2.97002,0.04005,0.00094,0.01643,0.09263,0.05635,0.03655,0.10595,0.29307,0.07329,0.13025,0.01265,0.05426,0.03669,0.00059,0.05029
"Middle East and North Africa",2010,15,19,"F",10751,2.88852,0.04207,0.00104,0.01575,0.0917,0.05637,0.03685,0.10817,0.29749,0.07577,0.13145,0.01281,0.05603,0.03663,0.00039,0.03748
"Middle East and North Africa",2011,15,19,"F",10796,2.93019,0.04175,0.0011,0.01541,0.08499,0.05358,0.03523,0.10455,0.28738,0.07468,0.12542,0.01188,0.05463,0.03475,0.00006,0.07458
"Middle East and North Africa",2012,15,19,"F",11230,3.08338,0.04032,0.00119,0.0134,0.07976,0.05043,0.0336,0.09861,0.27036,0.07091,0.1178,0.01106,0.05227,0.03277,0.00098,0.12654
"Middle East and North Africa",2013,15,19,"F",11384,3.1638,0.03895,0.00101,0.01232,0.07494,0.04767,0.03178,0.09459,0.25923,0.06813,0.11226,0.01037,0.05086,0.03073,0.00034,0.16681
"Middle East and North Africa",2014,15,19,"F",12533,3.52171,0.03481,0.00095,0.01227,0.0652,0.04227,0.02839,0.08452,0.23177,0.06022,0.1002,0.00904,0.04579,0.02714,0.00018,0.25725
"Middle East and North Africa",2015,15,19,"F",12346,3.49949,0.03427,0.001,0.01506,0.06141,0.04158,0.02827,0.08311,0.23247,0.0595,0.09982,0.00887,0.04584,0.02711,0,0.26168
"Middle East and North Africa",2016,15,19,"F",12352,3.51956,0.03361,0.00118,0.01336,0.06132,0.04092,0.02777,0.08221,0.23147,0.05888,0.09873,0.00865,0.0454,0.02658,0.00011,0.26982
"Middle East and North Africa",2017,15,19,"F",11676,3.33194,0.03516,0.0014,0.01402,0.06362,0.04309,0.02924,0.08702,0.2456,0.06227,0.10426,0.00908,0.04808,0.02802,0.00013,0.22899
"Middle East and North Africa",2018,15,19,"F",11100,3.16188,0.03709,0.00129,0.01498,0.06651,0.04519,0.0308,0.09173,0.26204,0.06653,0.11023,0.00946,0.05113,0.02948,0.00018,0.18335
"Middle East and North Africa",2019,15,19,"F",10957,3.105,0.03766,0.00133,0.01486,0.06719,0.04576,0.0313,0.09328,0.26771,0.06807,0.11216,0.00954,0.05229,0.02991,0.00017,0.16876
"Middle East and North Africa",2000,15,19,"M",20917,5.6644,0,0.00031,0.01499,0.15564,0.05711,0.03321,0.07052,0.1266,0.21081,0.06117,0.05944,0.12998,0.06678,0.00016,0.01327
"Middle East and North Africa",2001,15,19,"M",21049,5.57371,0,0.00036,0.01468,0.15502,0.0564,0.0334,0.07072,0.12662,0.21252,0.06075,0.05856,0.1304,0.06536,0.00316,0.01203
"Middle East and North Africa",2002,15,19,"M",21199,5.50676,0,0.00037,0.01498,0.15453,0.05611,0.0336,0.07113,0.12684,0.21361,0.05997,0.0573,0.13057,0.06474,0.00135,0.01489
"Middle East and North Africa",2003,15,19,"M",26119,6.67477,0,0.00035,0.01283,0.12618,0.04617,0.02781,0.05863,0.10466,0.17728,0.04916,0.04645,0.10653,0.05271,0.06632,0.1249
"Middle East and North Africa",2004,15,19,"M",24048,6.0813,0,0.00039,0.01346,0.13691,0.04945,0.03015,0.06342,0.11338,0.19362,0.05365,0.04938,0.11529,0.05616,0.00154,0.1232
"Middle East and North Africa",2005,15,19,"M",24514,6.16568,0,0.00039,0.0132,0.1333,0.04825,0.02942,0.06189,0.1113,0.19201,0.0532,0.04794,0.11284,0.0544,0.00182,0.14005
"Middle East and North Africa",2006,15,19,"M",26767,6.69642,0,0.00038,0.01181,0.1219,0.04402,0.02695,0.05695,0.10235,0.18088,0.04879,0.04316,0.10306,0.04958,0.00024,0.20992
"Middle East and North Africa",2007,15,19,"M",25881,6.48606,0,0.00041,0.01149,0.1252,0.0454,0.02765,0.05927,0.10614,0.19029,0.05033,0.04397,0.10575,0.05073,0.00053,0.18284
"Middle East and North Africa",2008,15,19,"M",22985,5.80694,0,0.00047,0.01242,0.13784,0.0505,0.03055,0.06647,0.11907,0.21574,0.05651,0.0483,0.11804,0.05591,0.00076,0.08741
"Middle East and North Africa",2009,15,19,"M",21774,5.56277,0,0.00047,0.01224,0.14039,0.05244,0.03097,0.0697,0.12565,0.22462,0.0584,0.04952,0.12369,0.05686,0.00055,0.05453
"Middle East and North Africa",2010,15,19,"M",20968,5.42036,0,0.00052,0.01191,0.13919,0.05329,0.03063,0.07255,0.12913,0.22954,0.0596,0.04964,0.12684,0.05644,0.00036,0.04038
"Middle East and North Africa",2011,15,19,"M",21656,5.64851,0,0.00059,0.01119,0.12507,0.04934,0.02756,0.06825,0.12274,0.21855,0.05579,0.04558,0.12022,0.05178,0.00006,0.10327
"Middle East and North Africa",2012,15,19,"M",27064,7.12256,0,0.00051,0.00825,0.09617,0.03862,0.02089,0.0542,0.09788,0.17066,0.0439,0.03507,0.09464,0.03951,0.00068,0.29902
"Middle East and North Africa",2013,15,19,"M",29605,7.86828,0,0.00048,0.00706,0.08321,0.03409,0.01779,0.04863,0.08727,0.14928,0.03903,0.03016,0.08455,0.03367,0.00023,0.38457
"Middle East and North Africa",2014,15,19,"M",32334,8.67822,0,0.00039,0.00687,0.07326,0.03044,0.0156,0.04416,0.07946,0.12867,0.03558,0.02628,0.07553,0.02997,0.00013,0.45367
"Middle East and North Africa",2015,15,19,"M",29071,7.88037,0,0.00044,0.00851,0.07742,0.03302,0.01668,0.04829,0.08817,0.13443,0.03944,0.02777,0.08236,0.03183,0,0.41164
"Middle East and North Africa",2016,15,19,"M",28306,7.68052,0,0.00053,0.00789,0.07942,0.03384,0.01688,0.04994,0.09155,0.13457,0.04095,0.0277,0.08547,0.03227,0.00009,0.39888
"Middle East and North Africa",2017,15,19,"M",25798,7.00349,0,0.00062,0.00849,0.08766,0.03778,0.01863,0.05562,0.10253,0.14488,0.04572,0.0296,0.09516,0.03514,0.00011,0.33805
"Middle East and North Africa",2018,15,19,"M",22772,6.17042,0,0.00066,0.00969,0.10233,0.04365,0.02139,0.06445,0.11951,0.16144,0.05245,0.0333,0.1104,0.0399,0.00016,0.24067
"Middle East and North Africa",2019,15,19,"M",21520,5.80351,0,0.00072,0.00997,0.10907,0.0467,0.0226,0.06926,0.12872,0.16794,0.05605,0.03484,0.11862,0.04196,0.00016,0.1934
"North America",2000,15,19,"F",4192,1.95229,0.00485,0.00408,0,0.02649,0.04988,0.00816,0.0906,0.18147,0.07326,0.07477,0.0084,0.42935,0.048,0.0007,0
"North America",2001,15,19,"F",4233,1.9358,0.00955,0.00569,0.00026,0.03261,0.04327,0.00961,0.08866,0.19464,0.06656,0.07622,0.00748,0.42061,0.04461,0.00024,0
"North America",2002,15,19,"F",4273,1.92405,0.00681,0.00511,0,0.03127,0.0403,0.01148,0.08515,0.18138,0.06956,0.06651,0.00836,0.45101,0.04214,0.00094,0
"North America",2003,15,19,"F",4306,1.91245,0.00677,0.00452,0.0005,0.02788,0.05234,0.01106,0.07626,0.19684,0.0631,0.07625,0.00498,0.44129,0.03747,0.00073,0
"North America",2004,15,19,"F",4323,1.89628,0.0091,0.00405,0,0.02329,0.03788,0.01218,0.08393,0.19178,0.07009,0.09381,0.00747,0.42693,0.03926,0.00023,0
"North America",2005,15,19,"F",4305,1.8652,0.01086,0.0043,0.00076,0.02595,0.04453,0.01256,0.08548,0.18684,0.06556,0.08969,0.00791,0.42187,0.04297,0.00073,0
"North America",2006,15,19,"F",4210,1.80878,0.00851,0.00425,0.00025,0.02993,0.04409,0.00878,0.07869,0.20213,0.07516,0.07984,0.0077,0.41513,0.04505,0.00049,0
"North America",2007,15,19,"F",4052,1.7256,0.012,0.00482,0,0.02874,0.04192,0.01228,0.08103,0.20799,0.07395,0.0774,0.01056,0.40603,0.04179,0.00147,0
"North America",2008,15,19,"F",3858,1.62911,0.01165,0.00555,0.00082,0.02823,0.04632,0.01164,0.08718,0.21529,0.07785,0.1026,0.00692,0.35786,0.04781,0.00027,0
"North America",2009,15,19,"F",3648,1.53367,0.01659,0.00393,0.00028,0.04104,0.04115,0.00899,0.08934,0.22414,0.07858,0.10954,0.0079,0.33675,0.04149,0.00028,0
"North America",2010,15,19,"F",3449,1.44981,0.01341,0.00311,0.00063,0.02792,0.04434,0.01215,0.08713,0.23834,0.07876,0.11595,0.00898,0.31391,0.05478,0.0006,0
"North America",2011,15,19,"F",3302,1.38519,0.01097,0.00407,0,0.02755,0.04563,0.01158,0.09518,0.24404,0.07674,0.13121,0.00733,0.30385,0.0391,0.00275,0
"North America",2012,15,19,"F",3194,1.34563,0.01216,0.00197,0,0.02527,0.04557,0.01047,0.09361,0.23662,0.06871,0.14865,0.00784,0.3073,0.0415,0.00031,0
"North America",2013,15,19,"F",3135,1.33257,0.01414,0,0,0.03007,0.04904,0.0107,0.10432,0.23825,0.05884,0.15502,0.0107,0.28814,0.03978,0.001,0
"North America",2014,15,19,"F",3139,1.34861,0.01078,0.001,0,0.02795,0.05009,0.01315,0.10201,0.25077,0.06625,0.1609,0.00562,0.26883,0.04165,0.00099,0
"North America",2015,15,19,"F",3199,1.38807,0.01319,0.00063,0,0.02836,0.04445,0.0105,0.08927,0.24603,0.06691,0.17968,0.00825,0.27506,0.03768,0,0
"North America",2016,15,19,"F",3309,1.44132,0.00743,0.00123,0.00038,0.02487,0.04453,0.01214,0.0793,0.24677,0.08243,0.17453,0.0075,0.28501,0.03357,0.0003,0
"North America",2017,15,19,"F",3424,1.49603,0.00875,0.00032,0.00094,0.0253,0.04303,0.01093,0.08311,0.24007,0.0763,0.18971,0.00607,0.27311,0.04116,0.00122,0
"North America",2018,15,19,"F",3517,1.53976,0.00984,0.00073,0.00042,0.02619,0.04407,0.01118,0.08381,0.24405,0.07555,0.1807,0.00728,0.27835,0.03734,0.0005,0
"North America",2019,15,19,"F",3555,1.55943,0.00985,0.00073,0.00042,0.02619,0.04409,0.01118,0.0838,0.24396,0.07563,0.18053,0.00728,0.27852,0.03732,0.00051,0
"North America",2000,15,19,"M",10414,4.59803,0,0.0021,0.00021,0.01426,0.03122,0.00482,0.05425,0.11816,0.15785,0.14679,0.03485,0.35485,0.07996,0.00068,0
"North America",2001,15,19,"M",10432,4.52458,0,0.00223,0.00053,0.01552,0.03016,0.00478,0.05535,0.1297,0.15893,0.1431,0.03091,0.3555,0.07251,0.00077,0
"North America",2002,15,19,"M",10503,4.48303,0,0.00173,0,0.01342,0.03418,0.0044,0.04941,0.12736,0.15565,0.13781,0.02991,0.3739,0.07116,0.00107,0
"North America",2003,15,19,"M",10597,4.45615,0,0.00156,0.0001,0.01654,0.03278,0.00688,0.05368,0.13631,0.16526,0.13337,0.0273,0.35938,0.06577,0.00106,0
"North America",2004,15,19,"M",10689,4.4296,0,0.00154,0.0001,0.01302,0.03038,0.0046,0.05171,0.14342,0.16189,0.14609,0.02847,0.35156,0.0662,0.00103,0
"North America",2005,15,19,"M",10710,4.37507,0,0.00111,0.0003,0.01487,0.0331,0.00464,0.05119,0.15056,0.17632,0.13762,0.02873,0.32741,0.0732,0.00096,0
"North America",2006,15,19,"M",10496,4.26223,0,0.00227,0.00044,0.01316,0.03021,0.00501,0.04843,0.14834,0.19345,0.13051,0.02821,0.33032,0.06841,0.00106,0.00019
"North America",2007,15,19,"M",10128,4.08362,0,0.00155,0,0.01139,0.03049,0.0062,0.04699,0.1553,0.19604,0.13332,0.02944,0.32217,0.0656,0.00151,0
"North America",2008,15,19,"M",9661,3.868,0,0.001,0.00011,0.01347,0.03361,0.00574,0.05326,0.16981,0.19558,0.14988,0.02925,0.28112,0.06548,0.00158,0.0001
"North America",2009,15,19,"M",9152,3.64677,0,0.00109,0.00024,0.02314,0.03509,0.00654,0.05295,0.16619,0.19462,0.16728,0.03051,0.26201,0.0601,0.00023,0
"North America",2010,15,19,"M",8655,3.44523,0,0.00161,0,0.01249,0.03912,0.0068,0.05342,0.16525,0.19314,0.17427,0.03437,0.25313,0.06594,0.00048,0
"North America",2011,15,19,"M",8243,3.28253,0,0.00051,0,0.01356,0.03487,0.00592,0.05797,0.17378,0.1812,0.19372,0.02916,0.24836,0.06021,0.00074,0
"North America",2012,15,19,"M",7926,3.17631,0,0.00081,0,0.01256,0.03304,0.00729,0.05863,0.16575,0.18388,0.19826,0.03222,0.24532,0.06121,0.00103,0
"North America",2013,15,19,"M",7730,3.13278,0,0.00044,0.00015,0.01867,0.03618,0.00762,0.06235,0.17133,0.17544,0.20168,0.03185,0.23305,0.06082,0.00041,0
"North America",2014,15,19,"M",7697,3.15817,0,0.00071,0.00014,0.01427,0.03303,0.00459,0.05896,0.16466,0.16754,0.21398,0.0338,0.2477,0.05993,0.00068,0
"North America",2015,15,19,"M",7803,3.23779,0,0.00027,0.00013,0.0165,0.03132,0.00627,0.05558,0.16414,0.18192,0.22083,0.02757,0.23818,0.05703,0.00026,0
"North America",2016,15,19,"M",8024,3.34633,0,0.00013,0.00033,0.0114,0.03016,0.00669,0.05892,0.17907,0.19165,0.21136,0.02946,0.2224,0.05781,0.00061,0
"North America",2017,15,19,"M",8246,3.4529,0,0.00025,0,0.01351,0.03301,0.00453,0.04844,0.15623,0.19656,0.25153,0.02544,0.21661,0.05329,0.0006,0
"North America",2018,15,19,"M",8399,3.52659,0,0.00022,0.00014,0.01377,0.03158,0.00584,0.05401,0.16625,0.19076,0.22751,0.02751,0.22594,0.05596,0.00049,0
"North America",2019,15,19,"M",8407,3.53692,0,0.00022,0.00014,0.01377,0.0316,0.00584,0.05393,0.16617,0.19095,0.22742,0.02751,0.22602,0.05594,0.00049,0
"South Asia",2000,15,19,"F",125599,8.99767,0.06143,0.00108,0.18005,0.05275,0.07855,0.09288,0.04955,0.1689,0.01655,0.14835,0.02123,0.02273,0.10224,0.00057,0.00311
"South Asia",2001,15,19,"F",124070,8.73603,0.06002,0.00109,0.17555,0.04849,0.07754,0.09077,0.05081,0.17316,0.01722,0.15082,0.0215,0.02295,0.10223,0.00537,0.00247
"South Asia",2002,15,19,"F",122979,8.52407,0.05892,0.00105,0.17243,0.04653,0.07676,0.0892,0.05219,0.17745,0.01805,0.15374,0.02183,0.02346,0.10295,0.0005,0.00495
"South Asia",2003,15,19,"F",121165,8.27957,0.05799,0.00105,0.16885,0.04612,0.07594,0.08772,0.05351,0.18112,0.01896,0.15652,0.02212,0.02412,0.10385,0.00039,0.00173
"South Asia",2004,15,19,"F",121447,8.19251,0.05616,0.00107,0.16101,0.04626,0.07371,0.08461,0.05377,0.18026,0.01962,0.15605,0.02195,0.02466,0.10287,0.01514,0.00287
"South Asia",2005,15,19,"F",118738,7.91953,0.05594,0.00127,0.15418,0.04761,0.07312,0.08256,0.05527,0.18223,0.02095,0.15912,0.02226,0.02614,0.10401,0.01347,0.00188
"South Asia",2006,15,19,"F",117252,7.7531,0.05658,0.00154,0.14668,0.04937,0.07347,0.08229,0.05748,0.18552,0.02247,0.16365,0.02273,0.0285,0.10608,0.00054,0.00309
"South Asia",2007,15,19,"F",115480,7.58118,0.05677,0.00184,0.138,0.04772,0.07294,0.08015,0.05924,0.18559,0.02418,0.16657,0.02297,0.03154,0.10691,0.00193,0.00367
"South Asia",2008,15,19,"F",113499,7.40398,0.05683,0.00196,0.12978,0.0451,0.07219,0.07771,0.061,0.18488,0.02617,0.16925,0.02318,0.03546,0.10757,0.00049,0.00844
"South Asia",2009,15,19,"F",110296,7.14748,0.05652,0.00182,0.12246,0.04187,0.07114,0.07508,0.06272,0.18412,0.02847,0.17205,0.02339,0.04017,0.1083,0.00053,0.01136
"South Asia",2010,15,19,"F",105707,6.80033,0.05605,0.00164,0.11825,0.03751,0.07027,0.073,0.06476,0.18538,0.031,0.17599,0.02374,0.04523,0.10939,0.00094,0.00685
"South Asia",2011,15,19,"F",101588,6.48767,0.05494,0.00154,0.11388,0.03403,0.06906,0.07101,0.06646,0.18731,0.03323,0.17924,0.024,0.04961,0.10958,0.00042,0.00569
"South Asia",2012,15,19,"F",97563,6.1802,0.05338,0.00156,0.10787,0.03251,0.06753,0.06891,0.06784,0.18968,0.03508,0.18176,0.02416,0.05291,0.10874,0.00048,0.00759
"South Asia",2013,15,19,"F",93932,5.90047,0.05178,0.00129,0.10181,0.03231,0.06609,0.0671,0.0691,0.19303,0.03652,0.18379,0.02427,0.05507,0.10728,0.00209,0.00849
"South Asia",2014,15,19,"F",90621,5.64808,0.05029,0.00099,0.09643,0.03214,0.06477,0.06522,0.07033,0.19678,0.03778,0.18542,0.02434,0.05656,0.10568,0.00077,0.01249
"South Asia",2015,15,19,"F",87901,5.44214,0.04884,0.00077,0.09032,0.03315,0.06343,0.0633,0.07123,0.1999,0.03873,0.1858,0.02427,0.05726,0.10374,0.00388,0.01538
"South Asia",2016,15,19,"F",84719,5.21468,0.04802,0.00061,0.08538,0.03454,0.06276,0.06197,0.07254,0.20418,0.0399,0.18699,0.02433,0.05806,0.1029,0.00054,0.01728
"South Asia",2017,15,19,"F",82149,5.0349,0.04748,0.00048,0.08101,0.03625,0.06231,0.06103,0.07366,0.20816,0.041,0.18763,0.02435,0.05861,0.10226,0.00102,0.01474
"South Asia",2018,15,19,"F",79481,4.85496,0.04733,0.00042,0.07779,0.03821,0.06224,0.06082,0.07476,0.21216,0.04195,0.18858,0.02443,0.0591,0.10228,0.00048,0.00945
"South Asia",2019,15,19,"F",77104,4.69388,0.04704,0.00036,0.07404,0.03998,0.06185,0.06032,0.0754,0.21451,0.0427,0.18875,0.02443,0.05943,0.10213,0.00027,0.00878
"South Asia",2000,15,19,"M",108206,7.13763,0,0.00081,0.17772,0.03697,0.08032,0.0721,0.05544,0.13514,0.06861,0.08276,0.04819,0.13302,0.09915,0.00115,0.00863
"South Asia",2001,15,19,"M",107441,6.96011,0,0.00084,0.17585,0.0346,0.07978,0.07193,0.05532,0.13494,0.06797,0.08263,0.04807,0.13275,0.09894,0.00999,0.00638
"South Asia",2002,15,19,"M",107032,6.82141,0,0.00084,0.17538,0.03459,0.08024,0.07258,0.05583,0.13624,0.06804,0.08346,0.04852,0.13398,0.0998,0.00112,0.00937
"South Asia",2003,15,19,"M",105877,6.64968,0,0.00088,0.1744,0.03516,0.08058,0.07307,0.05629,0.13723,0.06821,0.08415,0.04886,0.13505,0.10063,0.00082,0.00466
"South Asia",2004,15,19,"M",107575,6.66609,0,0.00096,0.16602,0.03684,0.07832,0.07111,0.05495,0.13365,0.06685,0.0821,0.04764,0.13173,0.09835,0.0258,0.0057
"South Asia",2005,15,19,"M",105417,6.45285,0,0.00126,0.16075,0.04008,0.0785,0.07154,0.0552,0.13445,0.06766,0.08266,0.04789,0.13249,0.0987,0.02412,0.0047
"South Asia",2006,15,19,"M",105387,6.38851,0,0.00162,0.15716,0.04577,0.07963,0.07251,0.05649,0.13642,0.07205,0.08416,0.04873,0.13513,0.10167,0.00108,0.00758
"South Asia",2007,15,19,"M",105428,6.33485,0,0.00205,0.15053,0.0487,0.07898,0.0719,0.05635,0.13544,0.07508,0.08374,0.04853,0.13454,0.10177,0.00379,0.00861
"South Asia",2008,15,19,"M",105739,6.30017,0,0.0023,0.14457,0.05147,0.07814,0.07101,0.05601,0.13395,0.0781,0.08304,0.04817,0.13345,0.10145,0.00093,0.01741
"South Asia",2009,15,19,"M",104781,6.1899,0,0.0023,0.13961,0.05298,0.07739,0.07029,0.05573,0.13273,0.08098,0.08248,0.04788,0.13259,0.10117,0.00101,0.02286
"South Asia",2010,15,19,"M",102070,5.97631,0,0.00228,0.13765,0.05424,0.07766,0.07049,0.05614,0.1333,0.08407,0.083,0.04822,0.1334,0.10205,0.00173,0.01577
"South Asia",2011,15,19,"M",100015,5.80651,0,0.00224,0.1353,0.05579,0.07763,0.07062,0.05652,0.13365,0.08624,0.08344,0.04843,0.13409,0.10297,0.00076,0.01231
"South Asia",2012,15,19,"M",97905,5.63374,0,0.00234,0.13064,0.05779,0.07692,0.07037,0.05654,0.13329,0.08697,0.08342,0.04835,0.13396,0.10312,0.00081,0.01546
"South Asia",2013,15,19,"M",96005,5.4746,0,0.00203,0.12493,0.06098,0.07588,0.07013,0.05659,0.13295,0.08725,0.08342,0.04827,0.13385,0.10329,0.00364,0.0168
"South Asia",2014,15,19,"M",94250,5.32833,0,0.00158,0.11933,0.06261,0.07471,0.07019,0.05683,0.13316,0.08768,0.08373,0.04838,0.13425,0.10381,0.00126,0.02249
"South Asia",2015,15,19,"M",92992,5.21611,0,0.00121,0.11253,0.06505,0.07321,0.06995,0.05687,0.13285,0.08771,0.08369,0.04831,0.13412,0.10391,0.00516,0.02542
"South Asia",2016,15,19,"M",90703,5.05536,0,0.00092,0.10694,0.06732,0.0724,0.07045,0.05749,0.13396,0.08866,0.08451,0.04876,0.13538,0.10507,0.0009,0.02725
"South Asia",2017,15,19,"M",88955,4.93254,0,0.00068,0.10199,0.07078,0.07178,0.07075,0.05789,0.13464,0.08916,0.08505,0.04904,0.13618,0.1058,0.00164,0.02463
"South Asia",2018,15,19,"M",86940,4.80047,0,0.00052,0.09889,0.07899,0.07237,0.07155,0.05872,0.13627,0.08996,0.08621,0.04968,0.13796,0.10721,0.00082,0.01086
"South Asia",2019,15,19,"M",85059,4.67967,0,0.00039,0.09552,0.08139,0.07218,0.07175,0.05895,0.13669,0.09032,0.08651,0.04985,0.13844,0.10765,0.00041,0.00995
"West and central Africa",2000,15,19,"F",46673,13.77661,0.06975,0.01752,0.0791,0.41133,0.08018,0.05524,0.0266,0.08204,0.01578,0.05946,0.00789,0.03483,0.05227,0.00004,0.00798
